
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1655336, PRECISION: 0.0348928, PRECISION_RECALL_MIN_DEN: 0.1195146, RECALL: 0.1156896, MAP: 0.0564792, MRR: 0.1225965, NDCG: 0.0852015, F1: 0.0536133, HIT_RATE: 0.3489284, ARHR: 0.1413529, NOVELTY: 0.0048252, AVERAGE_POPULARITY: 0.1181436, DIVERSITY_MEAN_INTER_LIST: 0.9814796, DIVERSITY_HERFINDAHL: 0.9981306, COVERAGE_ITEM: 0.4437190, COVERAGE_ITEM_CORRECT: 0.0373513, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1841198, DIVERSITY_GINI: 0.1412676, SHANNON_ENTROPY: 11.3816153, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1713583, PRECISION: 0.0361262, PRECISION_RECALL_MIN_DEN: 0.1241712, RECALL: 0.1202073, MAP: 0.0585957, MRR: 0.1273275, NDCG: 0.0884105, F1: 0.0555541, HIT_RATE: 0.3612620, ARHR: 0.1467938, NOVELTY: 0.0047839, AVERAGE_POPULARITY: 0.1199009, DIVERSITY_MEAN_INTER_LIST: 0.9811286, DIVERSITY_HERFINDAHL: 0.9980955, COVERAGE_ITEM: 0.4303138, COVERAGE_ITEM_CORRECT: 0.0390144, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1903611, DIVERSITY_GINI: 0.1291152, SHANNON_ENTROPY: 11.2378069, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1652933, PRECISION: 0.0348963, PRECISION_RECALL_MIN_DEN: 0.1196079, RECALL: 0.1157880, MAP: 0.0564388, MRR: 0.1223763, NDCG: 0.0851841, F1: 0.0536277, HIT_RATE: 0.3489634, ARHR: 0.1410969, NOVELTY: 0.0048245, AVERAGE_POPULARITY: 0.1179155, DIVERSITY_MEAN_INTER_LIST: 0.9816315, DIVERSITY_HERFINDAHL: 0.9981458, COVERAGE_ITEM: 0.4421790, COVERAGE_ITEM_CORRECT: 0.0372435, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1843211, DIVERSITY_GINI: 0.1403117, SHANNON_ENTROPY: 11.3780737, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1722920, PRECISION: 0.0362468, PRECISION_RECALL_MIN_DEN: 0.1255819, RECALL: 0.1215816, MAP: 0.0589147, MRR: 0.1276083, NDCG: 0.0889483, F1: 0.0558437, HIT_RATE: 0.3624677, ARHR: 0.1472099, NOVELTY: 0.0047714, AVERAGE_POPULARITY: 0.1200856, DIVERSITY_MEAN_INTER_LIST: 0.9810082, DIVERSITY_HERFINDAHL: 0.9980835, COVERAGE_ITEM: 0.4257709, COVERAGE_ITEM_CORRECT: 0.0392608, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1911161, DIVERSITY_GINI: 0.1250668, SHANNON_ENTROPY: 11.1876371, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1722938, PRECISION: 0.0362996, PRECISION_RECALL_MIN_DEN: 0.1259525, RECALL: 0.1219641, MAP: 0.0589599, MRR: 0.1275917, NDCG: 0.0890571, F1: 0.0559461, HIT_RATE: 0.3629956, ARHR: 0.1471733, NOVELTY: 0.0047688, AVERAGE_POPULARITY: 0.1191807, DIVERSITY_MEAN_INTER_LIST: 0.9814822, DIVERSITY_HERFINDAHL: 0.9981309, COVERAGE_ITEM: 0.4205428, COVERAGE_ITEM_CORRECT: 0.0394687, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1915943, DIVERSITY_GINI: 0.1223851, SHANNON_ENTROPY: 11.1784276, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1716825, PRECISION: 0.0361018, PRECISION_RECALL_MIN_DEN: 0.1252081, RECALL: 0.1212255, MAP: 0.0585725, MRR: 0.1270119, NDCG: 0.0885368, F1: 0.0556337, HIT_RATE: 0.3610179, ARHR: 0.1464279, NOVELTY: 0.0047758, AVERAGE_POPULARITY: 0.1210179, DIVERSITY_MEAN_INTER_LIST: 0.9804112, DIVERSITY_HERFINDAHL: 0.9980238, COVERAGE_ITEM: 0.4321309, COVERAGE_ITEM_CORRECT: 0.0391838, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1905121, DIVERSITY_GINI: 0.1286785, SHANNON_ENTROPY: 11.2029677, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1722016, PRECISION: 0.0361581, PRECISION_RECALL_MIN_DEN: 0.1254515, RECALL: 0.1214624, MAP: 0.0587922, MRR: 0.1274867, NDCG: 0.0887974, F1: 0.0557258, HIT_RATE: 0.3615814, ARHR: 0.1469718, NOVELTY: 0.0047729, AVERAGE_POPULARITY: 0.1207250, DIVERSITY_MEAN_INTER_LIST: 0.9806114, DIVERSITY_HERFINDAHL: 0.9980438, COVERAGE_ITEM: 0.4292050, COVERAGE_ITEM_CORRECT: 0.0391684, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909651, DIVERSITY_GINI: 0.1268097, SHANNON_ENTROPY: 11.1913232, 

