
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.6086653746082185, 'l1_ratio': 0.5362009141436395} - results: ROC_AUC: 0.1925067, PRECISION: 0.0415487, PRECISION_RECALL_MIN_DEN: 0.1516655, RECALL: 0.1474836, MAP: 0.0694388, MRR: 0.1422721, NDCG: 0.1045449, F1: 0.0648322, HIT_RATE: 0.4154868, ARHR: 0.1651199, NOVELTY: 0.0049927, AVERAGE_POPULARITY: 0.0689517, DIVERSITY_MEAN_INTER_LIST: 0.9937150, DIVERSITY_HERFINDAHL: 0.9993539, COVERAGE_ITEM: 0.5340443, COVERAGE_ITEM_CORRECT: 0.0584254, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2159054, DIVERSITY_GINI: 0.2133554, SHANNON_ENTROPY: 12.3938254, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.7020854096807992, 'l1_ratio': 0.20749665943340362} - results: ROC_AUC: 0.1999251, PRECISION: 0.0441082, PRECISION_RECALL_MIN_DEN: 0.1582471, RECALL: 0.1536829, MAP: 0.0729346, MRR: 0.1495792, NDCG: 0.1095483, F1: 0.0685432, HIT_RATE: 0.4410822, ARHR: 0.1747265, NOVELTY: 0.0048797, AVERAGE_POPULARITY: 0.0895467, DIVERSITY_MEAN_INTER_LIST: 0.9896774, DIVERSITY_HERFINDAHL: 0.9989502, COVERAGE_ITEM: 0.4826179, COVERAGE_ITEM_CORRECT: 0.0575938, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2258211, DIVERSITY_GINI: 0.1685596, SHANNON_ENTROPY: 11.8806936, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.1990450582491135, 'l1_ratio': 0.8517866074351519} - results: ROC_AUC: 0.1951029, PRECISION: 0.0423523, PRECISION_RECALL_MIN_DEN: 0.1516701, RECALL: 0.1472936, MAP: 0.0707809, MRR: 0.1457804, NDCG: 0.1059044, F1: 0.0657858, HIT_RATE: 0.4235228, ARHR: 0.1697568, NOVELTY: 0.0048681, AVERAGE_POPULARITY: 0.0931283, DIVERSITY_MEAN_INTER_LIST: 0.9893210, DIVERSITY_HERFINDAHL: 0.9989146, COVERAGE_ITEM: 0.4634456, COVERAGE_ITEM_CORRECT: 0.0552146, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2183717, DIVERSITY_GINI: 0.1556044, SHANNON_ENTROPY: 11.7654367, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.9174473293552967, 'l1_ratio': 0.2411576179445472} - results: ROC_AUC: 0.1981215, PRECISION: 0.0434231, PRECISION_RECALL_MIN_DEN: 0.1561835, RECALL: 0.1516637, MAP: 0.0715734, MRR: 0.1470846, NDCG: 0.1077271, F1: 0.0675154, HIT_RATE: 0.4342314, ARHR: 0.1716881, NOVELTY: 0.0049429, AVERAGE_POPULARITY: 0.0773991, DIVERSITY_MEAN_INTER_LIST: 0.9920613, DIVERSITY_HERFINDAHL: 0.9991886, COVERAGE_ITEM: 0.5205544, COVERAGE_ITEM_CORRECT: 0.0589028, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2234554, DIVERSITY_GINI: 0.1988505, SHANNON_ENTROPY: 12.2080701, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.2735644039099245, 'l1_ratio': 0.948035119107686} - results: ROC_AUC: 0.1938321, PRECISION: 0.0418354, PRECISION_RECALL_MIN_DEN: 0.1522671, RECALL: 0.1481581, MAP: 0.0703347, MRR: 0.1439632, NDCG: 0.1056293, F1: 0.0652460, HIT_RATE: 0.4183536, ARHR: 0.1670599, NOVELTY: 0.0049274, AVERAGE_POPULARITY: 0.0815977, DIVERSITY_MEAN_INTER_LIST: 0.9916799, DIVERSITY_HERFINDAHL: 0.9991505, COVERAGE_ITEM: 0.4965005, COVERAGE_ITEM_CORRECT: 0.0569702, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2172392, DIVERSITY_GINI: 0.1819868, SHANNON_ENTROPY: 12.0772476, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.9954537180949456, 'l1_ratio': 0.29304478666533634} - results: ROC_AUC: 0.1917235, PRECISION: 0.0420905, PRECISION_RECALL_MIN_DEN: 0.1507992, RECALL: 0.1463405, MAP: 0.0684401, MRR: 0.1413897, NDCG: 0.1035030, F1: 0.0653768, HIT_RATE: 0.4209052, ARHR: 0.1649170, NOVELTY: 0.0049971, AVERAGE_POPULARITY: 0.0673393, DIVERSITY_MEAN_INTER_LIST: 0.9937979, DIVERSITY_HERFINDAHL: 0.9993622, COVERAGE_ITEM: 0.5453397, COVERAGE_ITEM_CORRECT: 0.0587719, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2168617, DIVERSITY_GINI: 0.2215544, SHANNON_ENTROPY: 12.4460733, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.36453130284209306, 'l1_ratio': 0.3589803131679577} - results: ROC_AUC: 0.1975619, PRECISION: 0.0432966, PRECISION_RECALL_MIN_DEN: 0.1544377, RECALL: 0.1498996, MAP: 0.0720824, MRR: 0.1481420, NDCG: 0.1077606, F1: 0.0671849, HIT_RATE: 0.4329663, ARHR: 0.1728147, NOVELTY: 0.0048519, AVERAGE_POPULARITY: 0.0953942, DIVERSITY_MEAN_INTER_LIST: 0.9886201, DIVERSITY_HERFINDAHL: 0.9988445, COVERAGE_ITEM: 0.4583946, COVERAGE_ITEM_CORRECT: 0.0556612, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2222977, DIVERSITY_GINI: 0.1515204, SHANNON_ENTROPY: 11.7007053, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.050863409599597356, 'l1_ratio': 0.23868832353886} - results: ROC_AUC: 0.1748137, PRECISION: 0.0371417, PRECISION_RECALL_MIN_DEN: 0.1303199, RECALL: 0.1262262, MAP: 0.0609240, MRR: 0.1299129, NDCG: 0.0916943, F1: 0.0573924, HIT_RATE: 0.3714171, ARHR: 0.1498598, NOVELTY: 0.0047644, AVERAGE_POPULARITY: 0.1107426, DIVERSITY_MEAN_INTER_LIST: 0.9849359, DIVERSITY_HERFINDAHL: 0.9984762, COVERAGE_ITEM: 0.4030183, COVERAGE_ITEM_CORRECT: 0.0422175, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1953693, DIVERSITY_GINI: 0.1167840, SHANNON_ENTROPY: 11.2543087, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.10444535146553627, 'l1_ratio': 0.34106934348904777} - results: ROC_AUC: 0.1811796, PRECISION: 0.0388801, PRECISION_RECALL_MIN_DEN: 0.1362503, RECALL: 0.1319357, MAP: 0.0637722, MRR: 0.1349749, NDCG: 0.0957715, F1: 0.0600578, HIT_RATE: 0.3888010, ARHR: 0.1565215, NOVELTY: 0.0047805, AVERAGE_POPULARITY: 0.1081289, DIVERSITY_MEAN_INTER_LIST: 0.9856153, DIVERSITY_HERFINDAHL: 0.9985441, COVERAGE_ITEM: 0.4111723, COVERAGE_ITEM_CORRECT: 0.0458441, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2023657, DIVERSITY_GINI: 0.1216157, SHANNON_ENTROPY: 11.3250312, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.7292091616217388, 'l1_ratio': 0.034977212049198465} - results: ROC_AUC: 0.1948672, PRECISION: 0.0420002, PRECISION_RECALL_MIN_DEN: 0.1492968, RECALL: 0.1448907, MAP: 0.0702535, MRR: 0.1451549, NDCG: 0.1049292, F1: 0.0651216, HIT_RATE: 0.4200017, ARHR: 0.1688059, NOVELTY: 0.0048205, AVERAGE_POPULARITY: 0.1009980, DIVERSITY_MEAN_INTER_LIST: 0.9867867, DIVERSITY_HERFINDAHL: 0.9986612, COVERAGE_ITEM: 0.4480385, COVERAGE_ITEM_CORRECT: 0.0524966, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2169120, DIVERSITY_GINI: 0.1436575, SHANNON_ENTROPY: 11.5631434, 
