
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1725408, PRECISION: 0.0364692, PRECISION_RECALL_MIN_DEN: 0.1255106, RECALL: 0.1214886, MAP: 0.0589234, MRR: 0.1280507, NDCG: 0.0890169, F1: 0.0560974, HIT_RATE: 0.3646916, ARHR: 0.1479021, NOVELTY: 0.0048052, AVERAGE_POPULARITY: 0.1153812, DIVERSITY_MEAN_INTER_LIST: 0.9819005, DIVERSITY_HERFINDAHL: 0.9981727, COVERAGE_ITEM: 0.4332936, COVERAGE_ITEM_CORRECT: 0.0400770, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1913175, DIVERSITY_GINI: 0.1292934, SHANNON_ENTROPY: 11.2363539, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1727191, PRECISION: 0.0363068, PRECISION_RECALL_MIN_DEN: 0.1254419, RECALL: 0.1214396, MAP: 0.0588602, MRR: 0.1275722, NDCG: 0.0889001, F1: 0.0559000, HIT_RATE: 0.3630684, ARHR: 0.1472270, NOVELTY: 0.0047855, AVERAGE_POPULARITY: 0.1173960, DIVERSITY_MEAN_INTER_LIST: 0.9814157, DIVERSITY_HERFINDAHL: 0.9981242, COVERAGE_ITEM: 0.4220828, COVERAGE_ITEM_CORRECT: 0.0396458, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1912671, DIVERSITY_GINI: 0.1222537, SHANNON_ENTROPY: 11.1531836, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1730527, PRECISION: 0.0365860, PRECISION_RECALL_MIN_DEN: 0.1258705, RECALL: 0.1218302, MAP: 0.0590365, MRR: 0.1282882, NDCG: 0.0892298, F1: 0.0562719, HIT_RATE: 0.3658604, ARHR: 0.1481890, NOVELTY: 0.0048033, AVERAGE_POPULARITY: 0.1150416, DIVERSITY_MEAN_INTER_LIST: 0.9821071, DIVERSITY_HERFINDAHL: 0.9981934, COVERAGE_ITEM: 0.4311299, COVERAGE_ITEM_CORRECT: 0.0402695, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1919718, DIVERSITY_GINI: 0.1279701, SHANNON_ENTROPY: 11.2304773, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1728137, PRECISION: 0.0364445, PRECISION_RECALL_MIN_DEN: 0.1255023, RECALL: 0.1214856, MAP: 0.0588999, MRR: 0.1279487, NDCG: 0.0890144, F1: 0.0560681, HIT_RATE: 0.3644453, ARHR: 0.1477449, NOVELTY: 0.0047953, AVERAGE_POPULARITY: 0.1163694, DIVERSITY_MEAN_INTER_LIST: 0.9816443, DIVERSITY_HERFINDAHL: 0.9981471, COVERAGE_ITEM: 0.4282733, COVERAGE_ITEM_CORRECT: 0.0399692, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1915188, DIVERSITY_GINI: 0.1259267, SHANNON_ENTROPY: 11.1953757, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1722664, PRECISION: 0.0362750, PRECISION_RECALL_MIN_DEN: 0.1255215, RECALL: 0.1215227, MAP: 0.0588351, MRR: 0.1274484, NDCG: 0.0888608, F1: 0.0558704, HIT_RATE: 0.3627497, ARHR: 0.1470406, NOVELTY: 0.0047785, AVERAGE_POPULARITY: 0.1181745, DIVERSITY_MEAN_INTER_LIST: 0.9812477, DIVERSITY_HERFINDAHL: 0.9981074, COVERAGE_ITEM: 0.4178864, COVERAGE_ITEM_CORRECT: 0.0394841, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1912923, DIVERSITY_GINI: 0.1197188, SHANNON_ENTROPY: 11.1241061, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1722245, PRECISION: 0.0363527, PRECISION_RECALL_MIN_DEN: 0.1253398, RECALL: 0.1213297, MAP: 0.0587840, MRR: 0.1275888, NDCG: 0.0888174, F1: 0.0559427, HIT_RATE: 0.3635274, ARHR: 0.1473902, NOVELTY: 0.0047994, AVERAGE_POPULARITY: 0.1166928, DIVERSITY_MEAN_INTER_LIST: 0.9814042, DIVERSITY_HERFINDAHL: 0.9981231, COVERAGE_ITEM: 0.4324543, COVERAGE_ITEM_CORRECT: 0.0398537, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1908896, DIVERSITY_GINI: 0.1283478, SHANNON_ENTROPY: 11.2105157, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1722581, PRECISION: 0.0363312, PRECISION_RECALL_MIN_DEN: 0.1256544, RECALL: 0.1216357, MAP: 0.0588646, MRR: 0.1274841, NDCG: 0.0889250, F1: 0.0559496, HIT_RATE: 0.3633123, ARHR: 0.1471465, NOVELTY: 0.0047882, AVERAGE_POPULARITY: 0.1183284, DIVERSITY_MEAN_INTER_LIST: 0.9808900, DIVERSITY_HERFINDAHL: 0.9980717, COVERAGE_ITEM: 0.4276112, COVERAGE_ITEM_CORRECT: 0.0396381, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1912420, DIVERSITY_GINI: 0.1250981, SHANNON_ENTROPY: 11.1625254, 

SearchBayesianSkopt-CV: New best config found. Config 7: {'a': 0.920647097320486, 'b': 0.48598313973542406, 'c': 0.6867270937180993, 'normalize': False} - results: ROC_AUC: 0.1730568, PRECISION: 0.0364519, PRECISION_RECALL_MIN_DEN: 0.1257200, RECALL: 0.1217146, MAP: 0.0590982, MRR: 0.1283229, NDCG: 0.0892329, F1: 0.0561008, HIT_RATE: 0.3645186, ARHR: 0.1481468, NOVELTY: 0.0047920, AVERAGE_POPULARITY: 0.1157655, DIVERSITY_MEAN_INTER_LIST: 0.9820052, DIVERSITY_HERFINDAHL: 0.9981832, COVERAGE_ITEM: 0.4240616, COVERAGE_ITEM_CORRECT: 0.0399846, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1917453, DIVERSITY_GINI: 0.1235152, SHANNON_ENTROPY: 11.1844270, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3037332775725749, 'b': 0.988584104735041, 'c': 0.9800813954114933, 'normalize': True} - results: ROC_AUC: 0.1727878, PRECISION: 0.0365223, PRECISION_RECALL_MIN_DEN: 0.1258466, RECALL: 0.1218326, MAP: 0.0590537, MRR: 0.1282128, NDCG: 0.0892224, F1: 0.0561971, HIT_RATE: 0.3652227, ARHR: 0.1480452, NOVELTY: 0.0048004, AVERAGE_POPULARITY: 0.1157599, DIVERSITY_MEAN_INTER_LIST: 0.9818323, DIVERSITY_HERFINDAHL: 0.9981659, COVERAGE_ITEM: 0.4304524, COVERAGE_ITEM_CORRECT: 0.0401155, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1918208, DIVERSITY_GINI: 0.1274369, SHANNON_ENTROPY: 11.2163686, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.3769748018378213, 'b': 0.7193282799869982, 'c': 0.3566998185956843, 'normalize': True} - results: ROC_AUC: 0.1727632, PRECISION: 0.0364164, PRECISION_RECALL_MIN_DEN: 0.1257462, RECALL: 0.1217319, MAP: 0.0590016, MRR: 0.1279268, NDCG: 0.0891168, F1: 0.0560609, HIT_RATE: 0.3641636, ARHR: 0.1477149, NOVELTY: 0.0047900, AVERAGE_POPULARITY: 0.1168043, DIVERSITY_MEAN_INTER_LIST: 0.9815757, DIVERSITY_HERFINDAHL: 0.9981402, COVERAGE_ITEM: 0.4247469, COVERAGE_ITEM_CORRECT: 0.0398845, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1915943, DIVERSITY_GINI: 0.1238054, SHANNON_ENTROPY: 11.1731419, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.5439400729307473, 'b': 0.5453789381734487, 'c': 0.3395854879757713, 'normalize': False} - results: ROC_AUC: 0.1726606, PRECISION: 0.0363562, PRECISION_RECALL_MIN_DEN: 0.1254197, RECALL: 0.1214123, MAP: 0.0588609, MRR: 0.1277113, NDCG: 0.0889428, F1: 0.0559551, HIT_RATE: 0.3635619, ARHR: 0.1474029, NOVELTY: 0.0047874, AVERAGE_POPULARITY: 0.1172665, DIVERSITY_MEAN_INTER_LIST: 0.9814230, DIVERSITY_HERFINDAHL: 0.9981250, COVERAGE_ITEM: 0.4236304, COVERAGE_ITEM_CORRECT: 0.0396766, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1914936, DIVERSITY_GINI: 0.1231177, SHANNON_ENTROPY: 11.1615294, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'a': 0.21419388716333093, 'b': 0.5416862032516889, 'c': 0.6214603946934795, 'normalize': True} - results: ROC_AUC: 0.1729647, PRECISION: 0.0365012, PRECISION_RECALL_MIN_DEN: 0.1256950, RECALL: 0.1216721, MAP: 0.0590152, MRR: 0.1282251, NDCG: 0.0891606, F1: 0.0561550, HIT_RATE: 0.3650119, ARHR: 0.1480362, NOVELTY: 0.0048010, AVERAGE_POPULARITY: 0.1155266, DIVERSITY_MEAN_INTER_LIST: 0.9819375, DIVERSITY_HERFINDAHL: 0.9981764, COVERAGE_ITEM: 0.4304293, COVERAGE_ITEM_CORRECT: 0.0401001, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1918208, DIVERSITY_GINI: 0.1274359, SHANNON_ENTROPY: 11.2196110, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'a': 0.8526881434142133, 'b': 0.9657215570839356, 'c': 0.5292721445768458, 'normalize': False} - results: ROC_AUC: 0.1726191, PRECISION: 0.0363666, PRECISION_RECALL_MIN_DEN: 0.1254141, RECALL: 0.1213950, MAP: 0.0588301, MRR: 0.1276757, NDCG: 0.0889145, F1: 0.0559657, HIT_RATE: 0.3636661, ARHR: 0.1473662, NOVELTY: 0.0047867, AVERAGE_POPULARITY: 0.1175158, DIVERSITY_MEAN_INTER_LIST: 0.9813212, DIVERSITY_HERFINDAHL: 0.9981148, COVERAGE_ITEM: 0.4236150, COVERAGE_ITEM_CORRECT: 0.0396997, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1915188, DIVERSITY_GINI: 0.1231087, SHANNON_ENTROPY: 11.1581442, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'a': 0.11182507204253325, 'b': 0.7039898927077867, 'c': 0.20430632732773674, 'normalize': True} - results: ROC_AUC: 0.1724708, PRECISION: 0.0363097, PRECISION_RECALL_MIN_DEN: 0.1255993, RECALL: 0.1215989, MAP: 0.0587943, MRR: 0.1273831, NDCG: 0.0888673, F1: 0.0559203, HIT_RATE: 0.3630971, ARHR: 0.1470428, NOVELTY: 0.0047897, AVERAGE_POPULARITY: 0.1179609, DIVERSITY_MEAN_INTER_LIST: 0.9810240, DIVERSITY_HERFINDAHL: 0.9980851, COVERAGE_ITEM: 0.4277960, COVERAGE_ITEM_CORRECT: 0.0396381, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1912923, DIVERSITY_GINI: 0.1253573, SHANNON_ENTROPY: 11.1693541, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'a': 0.5059240190432776, 'b': 0.16209028153679408, 'c': 0.034464831107614675, 'normalize': True} - results: ROC_AUC: 0.1708809, PRECISION: 0.0361056, PRECISION_RECALL_MIN_DEN: 0.1245213, RECALL: 0.1205495, MAP: 0.0585128, MRR: 0.1268976, NDCG: 0.0883190, F1: 0.0555662, HIT_RATE: 0.3610560, ARHR: 0.1463909, NOVELTY: 0.0047770, AVERAGE_POPULARITY: 0.1154509, DIVERSITY_MEAN_INTER_LIST: 0.9825548, DIVERSITY_HERFINDAHL: 0.9982381, COVERAGE_ITEM: 0.4074071, COVERAGE_ITEM_CORRECT: 0.0393763, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1901346, DIVERSITY_GINI: 0.1148297, SHANNON_ENTROPY: 11.1242803, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'a': 0.6401798173284028, 'b': 0.6747979209867668, 'c': 0.7852942008214441, 'normalize': False} - results: ROC_AUC: 0.1728798, PRECISION: 0.0364657, PRECISION_RECALL_MIN_DEN: 0.1255701, RECALL: 0.1215592, MAP: 0.0589862, MRR: 0.1281411, NDCG: 0.0891144, F1: 0.0561007, HIT_RATE: 0.3646575, ARHR: 0.1479225, NOVELTY: 0.0047944, AVERAGE_POPULARITY: 0.1162739, DIVERSITY_MEAN_INTER_LIST: 0.9817211, DIVERSITY_HERFINDAHL: 0.9981548, COVERAGE_ITEM: 0.4272570, COVERAGE_ITEM_CORRECT: 0.0399307, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1918711, DIVERSITY_GINI: 0.1253506, SHANNON_ENTROPY: 11.1922294, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'a': 0.022275990784933367, 'b': 0.880048535212035, 'c': 0.45533982835482767, 'normalize': False} - results: ROC_AUC: 0.1718469, PRECISION: 0.0363491, PRECISION_RECALL_MIN_DEN: 0.1256485, RECALL: 0.1216261, MAP: 0.0587057, MRR: 0.1272298, NDCG: 0.0887900, F1: 0.0559698, HIT_RATE: 0.3634913, ARHR: 0.1469140, NOVELTY: 0.0047931, AVERAGE_POPULARITY: 0.1179559, DIVERSITY_MEAN_INTER_LIST: 0.9809215, DIVERSITY_HERFINDAHL: 0.9980748, COVERAGE_ITEM: 0.4308912, COVERAGE_ITEM_CORRECT: 0.0396766, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1912923, DIVERSITY_GINI: 0.1270937, SHANNON_ENTROPY: 11.1824153, 

SearchBayesianSkopt-CV: New best config found. Config 17: {'a': 0.9877735248942495, 'b': 0.35430291164577793, 'c': 0.47988158748978127, 'normalize': True} - results: ROC_AUC: 0.1729610, PRECISION: 0.0365788, PRECISION_RECALL_MIN_DEN: 0.1258397, RECALL: 0.1218182, MAP: 0.0592096, MRR: 0.1285653, NDCG: 0.0893718, F1: 0.0562620, HIT_RATE: 0.3657884, ARHR: 0.1483991, NOVELTY: 0.0047897, AVERAGE_POPULARITY: 0.1145665, DIVERSITY_MEAN_INTER_LIST: 0.9825899, DIVERSITY_HERFINDAHL: 0.9982416, COVERAGE_ITEM: 0.4179865, COVERAGE_ITEM_CORRECT: 0.0401771, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1925003, DIVERSITY_GINI: 0.1204447, SHANNON_ENTROPY: 11.1765198, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'a': 0.32321572463701204, 'b': 0.9990390912510217, 'c': 0.4865839790399633, 'normalize': False} - results: ROC_AUC: 0.1723914, PRECISION: 0.0363490, PRECISION_RECALL_MIN_DEN: 0.1256851, RECALL: 0.1216732, MAP: 0.0588466, MRR: 0.1274341, NDCG: 0.0889361, F1: 0.0559745, HIT_RATE: 0.3634898, ARHR: 0.1471335, NOVELTY: 0.0047897, AVERAGE_POPULARITY: 0.1179845, DIVERSITY_MEAN_INTER_LIST: 0.9810175, DIVERSITY_HERFINDAHL: 0.9980844, COVERAGE_ITEM: 0.4279577, COVERAGE_ITEM_CORRECT: 0.0396920, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1912671, DIVERSITY_GINI: 0.1253856, SHANNON_ENTROPY: 11.1694205, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'a': 0.7115464141752412, 'b': 0.6243189225170284, 'c': 0.41973944816186437, 'normalize': True} - results: ROC_AUC: 0.1730268, PRECISION: 0.0363846, PRECISION_RECALL_MIN_DEN: 0.1255426, RECALL: 0.1215630, MAP: 0.0590174, MRR: 0.1282042, NDCG: 0.0891237, F1: 0.0560051, HIT_RATE: 0.3638463, ARHR: 0.1478880, NOVELTY: 0.0047885, AVERAGE_POPULARITY: 0.1159784, DIVERSITY_MEAN_INTER_LIST: 0.9819954, DIVERSITY_HERFINDAHL: 0.9981822, COVERAGE_ITEM: 0.4210202, COVERAGE_ITEM_CORRECT: 0.0398537, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1916698, DIVERSITY_GINI: 0.1218229, SHANNON_ENTROPY: 11.1687499, 
