SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.11573824722996509, 'l1_ratio': 0.9578827832497452} - results: ROC_AUC: 0.1573134, PRECISION: 0.0317140, PRECISION_RECALL_MIN_DEN: 0.1396058, RECALL: 0.1370587, MAP: 0.0609782, MRR: 0.1120444, NDCG: 0.0910652, F1: 0.0515093, HIT_RATE: 0.3171404, ARHR: 0.1248228, NOVELTY: 0.0048122, AVERAGE_POPULARITY: 0.1067433, DIVERSITY_MEAN_INTER_LIST: 0.9839544, DIVERSITY_HERFINDAHL: 0.9983746, COVERAGE_ITEM: 0.4063138, COVERAGE_ITEM_CORRECT: 0.0345332, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1501195, DIVERSITY_GINI: 0.1347798, SHANNON_ENTROPY: 11.4193004, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'alpha': 0.004341109669318889, 'l1_ratio': 0.8433516362367784} - results: ROC_AUC: 0.1453651, PRECISION: 0.0297624, PRECISION_RECALL_MIN_DEN: 0.1278540, RECALL: 0.1254422, MAP: 0.0551056, MRR: 0.1031199, NDCG: 0.0830680, F1: 0.0481102, HIT_RATE: 0.2976241, ARHR: 0.1152594, NOVELTY: 0.0047801, AVERAGE_POPULARITY: 0.1120570, DIVERSITY_MEAN_INTER_LIST: 0.9822431, DIVERSITY_HERFINDAHL: 0.9982035, COVERAGE_ITEM: 0.3854860, COVERAGE_ITEM_CORRECT: 0.0309143, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1396753, DIVERSITY_GINI: 0.1219498, SHANNON_ENTROPY: 11.2517181, 
SearchBayesianSkopt: New best config found. Config 2: {'alpha': 0.35426890525360527, 'l1_ratio': 0.9047093531312135} - results: ROC_AUC: 0.1598886, PRECISION: 0.0327959, PRECISION_RECALL_MIN_DEN: 0.1435850, RECALL: 0.1411109, MAP: 0.0624460, MRR: 0.1152296, NDCG: 0.0936585, F1: 0.0532223, HIT_RATE: 0.3279593, ARHR: 0.1287139, NOVELTY: 0.0049260, AVERAGE_POPULARITY: 0.0834609, DIVERSITY_MEAN_INTER_LIST: 0.9901442, DIVERSITY_HERFINDAHL: 0.9989934, COVERAGE_ITEM: 0.4908951, COVERAGE_ITEM_CORRECT: 0.0396535, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1533912, DIVERSITY_GINI: 0.1979594, SHANNON_ENTROPY: 12.1259645, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'alpha': 0.7280444998899706, 'l1_ratio': 0.49617436750094057} - results: ROC_AUC: 0.1458172, PRECISION: 0.0295078, PRECISION_RECALL_MIN_DEN: 0.1285913, RECALL: 0.1265080, MAP: 0.0561332, MRR: 0.1044834, NDCG: 0.0841824, F1: 0.0478538, HIT_RATE: 0.2950785, ARHR: 0.1165379, NOVELTY: 0.0050199, AVERAGE_POPULARITY: 0.0609738, DIVERSITY_MEAN_INTER_LIST: 0.9945626, DIVERSITY_HERFINDAHL: 0.9994352, COVERAGE_ITEM: 0.5305486, COVERAGE_ITEM_CORRECT: 0.0387680, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1387945, DIVERSITY_GINI: 0.2391619, SHANNON_ENTROPY: 12.6043247, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.1311617571841607, 'l1_ratio': 0.5103162781753329} - results: ROC_AUC: 0.1526873, PRECISION: 0.0311413, PRECISION_RECALL_MIN_DEN: 0.1362624, RECALL: 0.1337836, MAP: 0.0583638, MRR: 0.1082416, NDCG: 0.0880108, F1: 0.0505223, HIT_RATE: 0.3114128, ARHR: 0.1208613, NOVELTY: 0.0047987, AVERAGE_POPULARITY: 0.1092155, DIVERSITY_MEAN_INTER_LIST: 0.9832026, DIVERSITY_HERFINDAHL: 0.9982994, COVERAGE_ITEM: 0.3937247, COVERAGE_ITEM_CORRECT: 0.0331473, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1469737, DIVERSITY_GINI: 0.1274517, SHANNON_ENTROPY: 11.3327482, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.1448028745120378, 'l1_ratio': 0.6202530985274133} - results: ROC_AUC: 0.1548444, PRECISION: 0.0314807, PRECISION_RECALL_MIN_DEN: 0.1380095, RECALL: 0.1354993, MAP: 0.0599008, MRR: 0.1107009, NDCG: 0.0897868, F1: 0.0510913, HIT_RATE: 0.3148070, ARHR: 0.1233573, NOVELTY: 0.0048057, AVERAGE_POPULARITY: 0.1079000, DIVERSITY_MEAN_INTER_LIST: 0.9836108, DIVERSITY_HERFINDAHL: 0.9983402, COVERAGE_ITEM: 0.3986526, COVERAGE_ITEM_CORRECT: 0.0340327, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1489870, DIVERSITY_GINI: 0.1307611, SHANNON_ENTROPY: 11.3751951, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.02037383919483649, 'l1_ratio': 0.9946138056694045} - results: ROC_AUC: 0.1472024, PRECISION: 0.0299533, PRECISION_RECALL_MIN_DEN: 0.1290083, RECALL: 0.1265589, MAP: 0.0555366, MRR: 0.1037501, NDCG: 0.0837711, F1: 0.0484417, HIT_RATE: 0.2995333, ARHR: 0.1160258, NOVELTY: 0.0047844, AVERAGE_POPULARITY: 0.1115007, DIVERSITY_MEAN_INTER_LIST: 0.9824579, DIVERSITY_HERFINDAHL: 0.9982250, COVERAGE_ITEM: 0.3861790, COVERAGE_ITEM_CORRECT: 0.0312223, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1408079, DIVERSITY_GINI: 0.1226208, SHANNON_ENTROPY: 11.2661120, 
SearchBayesianSkopt: New best config found. Config 7: {'alpha': 0.5142395653305418, 'l1_ratio': 0.23676454402574015} - results: ROC_AUC: 0.1642207, PRECISION: 0.0325414, PRECISION_RECALL_MIN_DEN: 0.1435702, RECALL: 0.1410885, MAP: 0.0632265, MRR: 0.1152085, NDCG: 0.0941475, F1: 0.0528851, HIT_RATE: 0.3254137, ARHR: 0.1284672, NOVELTY: 0.0048347, AVERAGE_POPULARITY: 0.1012388, DIVERSITY_MEAN_INTER_LIST: 0.9856763, DIVERSITY_HERFINDAHL: 0.9985467, COVERAGE_ITEM: 0.4266025, COVERAGE_ITEM_CORRECT: 0.0365351, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1546496, DIVERSITY_GINI: 0.1482364, SHANNON_ENTROPY: 11.5821387, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'alpha': 0.7065873138700676, 'l1_ratio': 0.6370581237817201} - results: ROC_AUC: 0.1377110, PRECISION: 0.0279168, PRECISION_RECALL_MIN_DEN: 0.1197871, RECALL: 0.1176592, MAP: 0.0533726, MRR: 0.0997741, NDCG: 0.0794297, F1: 0.0451266, HIT_RATE: 0.2791684, ARHR: 0.1111604, NOVELTY: 0.0050547, AVERAGE_POPULARITY: 0.0538153, DIVERSITY_MEAN_INTER_LIST: 0.9955579, DIVERSITY_HERFINDAHL: 0.9995347, COVERAGE_ITEM: 0.5402117, COVERAGE_ITEM_CORRECT: 0.0379596, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1311187, DIVERSITY_GINI: 0.2513719, SHANNON_ENTROPY: 12.7354285, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'alpha': 0.4386908670558666, 'l1_ratio': 0.7214444280674785} - results: ROC_AUC: 0.1598197, PRECISION: 0.0323080, PRECISION_RECALL_MIN_DEN: 0.1417668, RECALL: 0.1393254, MAP: 0.0620720, MRR: 0.1148397, NDCG: 0.0928716, F1: 0.0524528, HIT_RATE: 0.3230802, ARHR: 0.1281768, NOVELTY: 0.0049359, AVERAGE_POPULARITY: 0.0807692, DIVERSITY_MEAN_INTER_LIST: 0.9907576, DIVERSITY_HERFINDAHL: 0.9990547, COVERAGE_ITEM: 0.4961694, COVERAGE_ITEM_CORRECT: 0.0393070, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1512520, DIVERSITY_GINI: 0.2029870, SHANNON_ENTROPY: 12.1878175, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.8117852957515642, 'l1_ratio': 0.4581687818255944} - results: ROC_AUC: 0.1371512, PRECISION: 0.0278108, PRECISION_RECALL_MIN_DEN: 0.1208787, RECALL: 0.1188333, MAP: 0.0533733, MRR: 0.0987612, NDCG: 0.0795866, F1: 0.0450730, HIT_RATE: 0.2781078, ARHR: 0.1097324, NOVELTY: 0.0050506, AVERAGE_POPULARITY: 0.0536578, DIVERSITY_MEAN_INTER_LIST: 0.9956008, DIVERSITY_HERFINDAHL: 0.9995390, COVERAGE_ITEM: 0.5374013, COVERAGE_ITEM_CORRECT: 0.0379596, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1314962, DIVERSITY_GINI: 0.2493519, SHANNON_ENTROPY: 12.7258473, 
