
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.9192841722266205, 'l1_ratio': 0.2478350934171079} - results: ROC_AUC: 0.1965346, PRECISION: 0.0427418, PRECISION_RECALL_MIN_DEN: 0.1517861, RECALL: 0.1472960, MAP: 0.0711544, MRR: 0.1473377, NDCG: 0.1063938, F1: 0.0662562, HIT_RATE: 0.4274179, ARHR: 0.1715854, NOVELTY: 0.0048560, AVERAGE_POPULARITY: 0.1041551, DIVERSITY_MEAN_INTER_LIST: 0.9858912, DIVERSITY_HERFINDAHL: 0.9985717, COVERAGE_ITEM: 0.4642002, COVERAGE_ITEM_CORRECT: 0.0529586, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2201586, DIVERSITY_GINI: 0.1534158, SHANNON_ENTROPY: 11.6168049, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.323904812739832, 'l1_ratio': 0.6827952629082593} - results: ROC_AUC: 0.1939783, PRECISION: 0.0421373, PRECISION_RECALL_MIN_DEN: 0.1485331, RECALL: 0.1440435, MAP: 0.0693837, MRR: 0.1448237, NDCG: 0.1040863, F1: 0.0652004, HIT_RATE: 0.4213729, ARHR: 0.1687237, NOVELTY: 0.0048587, AVERAGE_POPULARITY: 0.1028858, DIVERSITY_MEAN_INTER_LIST: 0.9864444, DIVERSITY_HERFINDAHL: 0.9986270, COVERAGE_ITEM: 0.4604427, COVERAGE_ITEM_CORRECT: 0.0515804, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2171385, DIVERSITY_GINI: 0.1518552, SHANNON_ENTROPY: 11.6273282, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.7759217273985762, 'l1_ratio': 0.09124859186265834} - results: ROC_AUC: 0.1816380, PRECISION: 0.0387624, PRECISION_RECALL_MIN_DEN: 0.1366740, RECALL: 0.1324538, MAP: 0.0635295, MRR: 0.1346801, NDCG: 0.0957405, F1: 0.0599717, HIT_RATE: 0.3876240, ARHR: 0.1559479, NOVELTY: 0.0047901, AVERAGE_POPULARITY: 0.1151939, DIVERSITY_MEAN_INTER_LIST: 0.9824940, DIVERSITY_HERFINDAHL: 0.9982320, COVERAGE_ITEM: 0.4387141, COVERAGE_ITEM_CORRECT: 0.0441116, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2026677, DIVERSITY_GINI: 0.1346121, SHANNON_ENTROPY: 11.3277687, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.2882775762517547, 'l1_ratio': 0.16484307613052487} - results: ROC_AUC: 0.1799587, PRECISION: 0.0382534, PRECISION_RECALL_MIN_DEN: 0.1339843, RECALL: 0.1297916, MAP: 0.0626495, MRR: 0.1334978, NDCG: 0.0943231, F1: 0.0590888, HIT_RATE: 0.3825342, ARHR: 0.1544767, NOVELTY: 0.0047993, AVERAGE_POPULARITY: 0.1128392, DIVERSITY_MEAN_INTER_LIST: 0.9833970, DIVERSITY_HERFINDAHL: 0.9983223, COVERAGE_ITEM: 0.4397228, COVERAGE_ITEM_CORRECT: 0.0433648, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2001762, DIVERSITY_GINI: 0.1363875, SHANNON_ENTROPY: 11.3764856, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.03534245377585688, 'l1_ratio': 0.13569926940707758} - results: ROC_AUC: 0.1771168, PRECISION: 0.0374268, PRECISION_RECALL_MIN_DEN: 0.1309827, RECALL: 0.1268801, MAP: 0.0613642, MRR: 0.1312450, NDCG: 0.0923676, F1: 0.0578011, HIT_RATE: 0.3742684, ARHR: 0.1516210, NOVELTY: 0.0047972, AVERAGE_POPULARITY: 0.1129384, DIVERSITY_MEAN_INTER_LIST: 0.9833881, DIVERSITY_HERFINDAHL: 0.9983214, COVERAGE_ITEM: 0.4396381, COVERAGE_ITEM_CORRECT: 0.0420558, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1966025, DIVERSITY_GINI: 0.1362751, SHANNON_ENTROPY: 11.3739655, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.9455490044461411, 'l1_ratio': 0.7791721812702559} - results: ROC_AUC: 0.1527754, PRECISION: 0.0323761, PRECISION_RECALL_MIN_DEN: 0.1189350, RECALL: 0.1156109, MAP: 0.0525648, MRR: 0.1091815, NDCG: 0.0803949, F1: 0.0505847, HIT_RATE: 0.3237606, ARHR: 0.1247189, NOVELTY: 0.0051985, AVERAGE_POPULARITY: 0.0357322, DIVERSITY_MEAN_INTER_LIST: 0.9971856, DIVERSITY_HERFINDAHL: 0.9997009, COVERAGE_ITEM: 0.5888046, COVERAGE_ITEM_CORRECT: 0.0527045, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1757644, DIVERSITY_GINI: 0.2732145, SHANNON_ENTROPY: 12.9751136, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.16004530523254593, 'l1_ratio': 0.7237867537021258} - results: ROC_AUC: 0.1852998, PRECISION: 0.0398330, PRECISION_RECALL_MIN_DEN: 0.1396533, RECALL: 0.1352634, MAP: 0.0648913, MRR: 0.1374013, NDCG: 0.0978039, F1: 0.0615415, HIT_RATE: 0.3983296, ARHR: 0.1595180, NOVELTY: 0.0048205, AVERAGE_POPULARITY: 0.1091144, DIVERSITY_MEAN_INTER_LIST: 0.9846402, DIVERSITY_HERFINDAHL: 0.9984466, COVERAGE_ITEM: 0.4449201, COVERAGE_ITEM_CORRECT: 0.0466295, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2069460, DIVERSITY_GINI: 0.1408615, SHANNON_ENTROPY: 11.4639336, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.5694026956256647, 'l1_ratio': 0.10653038947803553} - results: ROC_AUC: 0.1811118, PRECISION: 0.0384693, PRECISION_RECALL_MIN_DEN: 0.1350250, RECALL: 0.1308263, MAP: 0.0631256, MRR: 0.1342686, NDCG: 0.0950155, F1: 0.0594543, HIT_RATE: 0.3846929, ARHR: 0.1554091, NOVELTY: 0.0047948, AVERAGE_POPULARITY: 0.1140523, DIVERSITY_MEAN_INTER_LIST: 0.9829215, DIVERSITY_HERFINDAHL: 0.9982748, COVERAGE_ITEM: 0.4393609, COVERAGE_ITEM_CORRECT: 0.0437883, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2014345, DIVERSITY_GINI: 0.1355541, SHANNON_ENTROPY: 11.3510353, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.9039271228509257, 'l1_ratio': 0.755869699906164} - results: ROC_AUC: 0.1643422, PRECISION: 0.0349380, PRECISION_RECALL_MIN_DEN: 0.1281629, RECALL: 0.1245754, MAP: 0.0572853, MRR: 0.1189712, NDCG: 0.0872340, F1: 0.0545703, HIT_RATE: 0.3493799, ARHR: 0.1365427, NOVELTY: 0.0051645, AVERAGE_POPULARITY: 0.0423838, DIVERSITY_MEAN_INTER_LIST: 0.9967188, DIVERSITY_HERFINDAHL: 0.9996543, COVERAGE_ITEM: 0.5818518, COVERAGE_ITEM_CORRECT: 0.0548527, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1869133, DIVERSITY_GINI: 0.2647826, SHANNON_ENTROPY: 12.8943851, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.05642105311628033, 'l1_ratio': 0.6154559404434726} - results: ROC_AUC: 0.1790804, PRECISION: 0.0380982, PRECISION_RECALL_MIN_DEN: 0.1332589, RECALL: 0.1290670, MAP: 0.0623285, MRR: 0.1329908, NDCG: 0.0938327, F1: 0.0588291, HIT_RATE: 0.3809820, ARHR: 0.1538313, NOVELTY: 0.0048015, AVERAGE_POPULARITY: 0.1121240, DIVERSITY_MEAN_INTER_LIST: 0.9836737, DIVERSITY_HERFINDAHL: 0.9983500, COVERAGE_ITEM: 0.4395688, COVERAGE_ITEM_CORRECT: 0.0432262, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1995218, DIVERSITY_GINI: 0.1367479, SHANNON_ENTROPY: 11.3906543, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'alpha': 0.039123103053223314, 'l1_ratio': 0.5197594419378665} - results: ROC_AUC: 0.1781016, PRECISION: 0.0377518, PRECISION_RECALL_MIN_DEN: 0.1319559, RECALL: 0.1277985, MAP: 0.0617946, MRR: 0.1320810, NDCG: 0.0930134, F1: 0.0582843, HIT_RATE: 0.3775176, ARHR: 0.1527089, NOVELTY: 0.0047987, AVERAGE_POPULARITY: 0.1125435, DIVERSITY_MEAN_INTER_LIST: 0.9835313, DIVERSITY_HERFINDAHL: 0.9983357, COVERAGE_ITEM: 0.4390375, COVERAGE_ITEM_CORRECT: 0.0426564, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1978860, DIVERSITY_GINI: 0.1362292, SHANNON_ENTROPY: 11.3807132, 
