SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.31179616010259, 'l1_ratio': 0.8330680026941446} - results: ROC_AUC: 0.1229179, PRECISION: 0.0246288, PRECISION_RECALL_MIN_DEN: 0.1053218, RECALL: 0.1033920, MAP: 0.0458074, MRR: 0.0862897, NDCG: 0.0689520, F1: 0.0397813, HIT_RATE: 0.2462877, ARHR: 0.0954799, NOVELTY: 0.0051429, AVERAGE_POPULARITY: 0.0360772, DIVERSITY_MEAN_INTER_LIST: 0.9974331, DIVERSITY_HERFINDAHL: 0.9997222, COVERAGE_ITEM: 0.5612320, COVERAGE_ITEM_CORRECT: 0.0368046, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1170253, DIVERSITY_GINI: 0.2766656, SHANNON_ENTROPY: 13.0004822, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'alpha': 0.28988562983477056, 'l1_ratio': 0.3554016760059934} - results: ROC_AUC: 0.1193147, PRECISION: 0.0242257, PRECISION_RECALL_MIN_DEN: 0.1023868, RECALL: 0.1004857, MAP: 0.0439489, MRR: 0.0834919, NDCG: 0.0666753, F1: 0.0390395, HIT_RATE: 0.2422571, ARHR: 0.0926429, NOVELTY: 0.0051480, AVERAGE_POPULARITY: 0.0350115, DIVERSITY_MEAN_INTER_LIST: 0.9974243, DIVERSITY_HERFINDAHL: 0.9997213, COVERAGE_ITEM: 0.5594995, COVERAGE_ITEM_CORRECT: 0.0361116, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1156411, DIVERSITY_GINI: 0.2765213, SHANNON_ENTROPY: 13.0008365, 
SearchBayesianSkopt: New best config found. Config 2: {'alpha': 0.7021255257436378, 'l1_ratio': 0.8799646154792433} - results: ROC_AUC: 0.1672730, PRECISION: 0.0345142, PRECISION_RECALL_MIN_DEN: 0.1528576, RECALL: 0.1503265, MAP: 0.0646572, MRR: 0.1194548, NDCG: 0.0980675, F1: 0.0561392, HIT_RATE: 0.3451421, ARHR: 0.1336504, NOVELTY: 0.0049126, AVERAGE_POPULARITY: 0.0785452, DIVERSITY_MEAN_INTER_LIST: 0.9921362, DIVERSITY_HERFINDAHL: 0.9991926, COVERAGE_ITEM: 0.4870452, COVERAGE_ITEM_CORRECT: 0.0431954, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1601862, DIVERSITY_GINI: 0.1963692, SHANNON_ENTROPY: 12.2010067, 
SearchBayesianSkopt: New best config found. Config 3: {'alpha': 0.7339389263957207, 'l1_ratio': 0.3115280756331897} - results: ROC_AUC: 0.1683498, PRECISION: 0.0339839, PRECISION_RECALL_MIN_DEN: 0.1503464, RECALL: 0.1477375, MAP: 0.0656182, MRR: 0.1204914, NDCG: 0.0981336, F1: 0.0552570, HIT_RATE: 0.3398388, ARHR: 0.1344207, NOVELTY: 0.0048919, AVERAGE_POPULARITY: 0.0875722, DIVERSITY_MEAN_INTER_LIST: 0.9895799, DIVERSITY_HERFINDAHL: 0.9989370, COVERAGE_ITEM: 0.4731473, COVERAGE_ITEM_CORRECT: 0.0407315, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1593054, DIVERSITY_GINI: 0.1828479, SHANNON_ENTROPY: 11.9925855, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.46559552379858415, 'l1_ratio': 0.7407327205988676} - results: ROC_AUC: 0.1430519, PRECISION: 0.0288714, PRECISION_RECALL_MIN_DEN: 0.1235607, RECALL: 0.1213979, MAP: 0.0543002, MRR: 0.1019963, NDCG: 0.0814508, F1: 0.0466487, HIT_RATE: 0.2887145, ARHR: 0.1138937, NOVELTY: 0.0050589, AVERAGE_POPULARITY: 0.0525711, DIVERSITY_MEAN_INTER_LIST: 0.9960328, DIVERSITY_HERFINDAHL: 0.9995822, COVERAGE_ITEM: 0.5452166, COVERAGE_ITEM_CORRECT: 0.0396920, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1343903, DIVERSITY_GINI: 0.2546081, SHANNON_ENTROPY: 12.7751527, 
SearchBayesianSkopt: New best config found. Config 5: {'alpha': 0.7949986976194582, 'l1_ratio': 0.15861195341129256} - results: ROC_AUC: 0.1684573, PRECISION: 0.0336020, PRECISION_RECALL_MIN_DEN: 0.1480536, RECALL: 0.1455434, MAP: 0.0657866, MRR: 0.1194691, NDCG: 0.0975753, F1: 0.0545987, HIT_RATE: 0.3360204, ARHR: 0.1333131, NOVELTY: 0.0048578, AVERAGE_POPULARITY: 0.0964909, DIVERSITY_MEAN_INTER_LIST: 0.9870975, DIVERSITY_HERFINDAHL: 0.9986888, COVERAGE_ITEM: 0.4466603, COVERAGE_ITEM_CORRECT: 0.0390760, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1586762, DIVERSITY_GINI: 0.1622786, SHANNON_ENTROPY: 11.7452280, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.8687867176194577, 'l1_ratio': 0.25363466102989213} - results: ROC_AUC: 0.1648096, PRECISION: 0.0336232, PRECISION_RECALL_MIN_DEN: 0.1472107, RECALL: 0.1445618, MAP: 0.0642546, MRR: 0.1168956, NDCG: 0.0959700, F1: 0.0545572, HIT_RATE: 0.3362325, ARHR: 0.1308458, NOVELTY: 0.0048279, AVERAGE_POPULARITY: 0.1016918, DIVERSITY_MEAN_INTER_LIST: 0.9858476, DIVERSITY_HERFINDAHL: 0.9985638, COVERAGE_ITEM: 0.4179018, COVERAGE_ITEM_CORRECT: 0.0376901, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1571662, DIVERSITY_GINI: 0.1431317, SHANNON_ENTROPY: 11.5517691, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.4823878732615744, 'l1_ratio': 0.48700195486787623} - results: ROC_AUC: 0.1437578, PRECISION: 0.0291896, PRECISION_RECALL_MIN_DEN: 0.1257763, RECALL: 0.1235777, MAP: 0.0550640, MRR: 0.1035754, NDCG: 0.0825900, F1: 0.0472246, HIT_RATE: 0.2918965, ARHR: 0.1156232, NOVELTY: 0.0050464, AVERAGE_POPULARITY: 0.0556696, DIVERSITY_MEAN_INTER_LIST: 0.9955659, DIVERSITY_HERFINDAHL: 0.9995355, COVERAGE_ITEM: 0.5407122, COVERAGE_ITEM_CORRECT: 0.0395765, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1357745, DIVERSITY_GINI: 0.2500600, SHANNON_ENTROPY: 12.7216174, 
SearchBayesianSkopt: New best config found. Config 8: {'alpha': 0.8416340030829476, 'l1_ratio': 0.6651408407090509} - results: ROC_AUC: 0.1711458, PRECISION: 0.0347051, PRECISION_RECALL_MIN_DEN: 0.1523858, RECALL: 0.1497855, MAP: 0.0664154, MRR: 0.1211948, NDCG: 0.0994336, F1: 0.0563533, HIT_RATE: 0.3470513, ARHR: 0.1355221, NOVELTY: 0.0048419, AVERAGE_POPULARITY: 0.0939952, DIVERSITY_MEAN_INTER_LIST: 0.9885006, DIVERSITY_HERFINDAHL: 0.9988291, COVERAGE_ITEM: 0.4375746, COVERAGE_ITEM_CORRECT: 0.0405390, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1614446, DIVERSITY_GINI: 0.1561321, SHANNON_ENTROPY: 11.7521839, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'alpha': 0.6934738386138591, 'l1_ratio': 0.13584591082980593} - results: ROC_AUC: 0.1640745, PRECISION: 0.0334535, PRECISION_RECALL_MIN_DEN: 0.1479282, RECALL: 0.1454358, MAP: 0.0642794, MRR: 0.1179694, NDCG: 0.0963012, F1: 0.0543950, HIT_RATE: 0.3345354, ARHR: 0.1316279, NOVELTY: 0.0049143, AVERAGE_POPULARITY: 0.0848126, DIVERSITY_MEAN_INTER_LIST: 0.9899920, DIVERSITY_HERFINDAHL: 0.9989782, COVERAGE_ITEM: 0.4864678, COVERAGE_ITEM_CORRECT: 0.0402695, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1570404, DIVERSITY_GINI: 0.1936795, SHANNON_ENTROPY: 12.0878882, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.7413781484785152, 'l1_ratio': 0.45110700191728925} - results: ROC_AUC: 0.1698026, PRECISION: 0.0344081, PRECISION_RECALL_MIN_DEN: 0.1520725, RECALL: 0.1494870, MAP: 0.0658431, MRR: 0.1212345, NDCG: 0.0988742, F1: 0.0559402, HIT_RATE: 0.3440815, ARHR: 0.1353974, NOVELTY: 0.0048901, AVERAGE_POPULARITY: 0.0868518, DIVERSITY_MEAN_INTER_LIST: 0.9899233, DIVERSITY_HERFINDAHL: 0.9989713, COVERAGE_ITEM: 0.4714533, COVERAGE_ITEM_CORRECT: 0.0412320, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1610671, DIVERSITY_GINI: 0.1817506, SHANNON_ENTROPY: 11.9984494, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'alpha': 0.33272730605537265, 'l1_ratio': 0.005674567481712024} - results: ROC_AUC: 0.1240560, PRECISION: 0.0247773, PRECISION_RECALL_MIN_DEN: 0.1049814, RECALL: 0.1030619, MAP: 0.0461019, MRR: 0.0875490, NDCG: 0.0692653, F1: 0.0399501, HIT_RATE: 0.2477726, ARHR: 0.0972304, NOVELTY: 0.0051238, AVERAGE_POPULARITY: 0.0404338, DIVERSITY_MEAN_INTER_LIST: 0.9970003, DIVERSITY_HERFINDAHL: 0.9996789, COVERAGE_ITEM: 0.5549952, COVERAGE_ITEM_CORRECT: 0.0359577, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1181578, DIVERSITY_GINI: 0.2706914, SHANNON_ENTROPY: 12.9367059, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'alpha': 0.8773163929831155, 'l1_ratio': 0.2742737476100063} - results: ROC_AUC: 0.1646331, PRECISION: 0.0334111, PRECISION_RECALL_MIN_DEN: 0.1455667, RECALL: 0.1429197, MAP: 0.0639071, MRR: 0.1164356, NDCG: 0.0953260, F1: 0.0541608, HIT_RATE: 0.3341112, ARHR: 0.1302335, NOVELTY: 0.0048253, AVERAGE_POPULARITY: 0.1020624, DIVERSITY_MEAN_INTER_LIST: 0.9857947, DIVERSITY_HERFINDAHL: 0.9985586, COVERAGE_ITEM: 0.4148219, COVERAGE_ITEM_CORRECT: 0.0372281, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1561596, DIVERSITY_GINI: 0.1412578, SHANNON_ENTROPY: 11.5343656, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'alpha': 0.3697491776231547, 'l1_ratio': 0.9639320473059824} - results: ROC_AUC: 0.1313155, PRECISION: 0.0264531, PRECISION_RECALL_MIN_DEN: 0.1139896, RECALL: 0.1120234, MAP: 0.0489395, MRR: 0.0924561, NDCG: 0.0741201, F1: 0.0427996, HIT_RATE: 0.2645312, ARHR: 0.1026590, NOVELTY: 0.0051110, AVERAGE_POPULARITY: 0.0415797, DIVERSITY_MEAN_INTER_LIST: 0.9970948, DIVERSITY_HERFINDAHL: 0.9996883, COVERAGE_ITEM: 0.5572666, COVERAGE_ITEM_CORRECT: 0.0381521, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1248270, DIVERSITY_GINI: 0.2706896, SHANNON_ENTROPY: 12.9408796, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'alpha': 0.6364034656396675, 'l1_ratio': 0.4496336946237156} - results: ROC_AUC: 0.1615251, PRECISION: 0.0330929, PRECISION_RECALL_MIN_DEN: 0.1463318, RECALL: 0.1439119, MAP: 0.0623693, MRR: 0.1154526, NDCG: 0.0943211, F1: 0.0538117, HIT_RATE: 0.3309291, ARHR: 0.1288940, NOVELTY: 0.0049485, AVERAGE_POPULARITY: 0.0745377, DIVERSITY_MEAN_INTER_LIST: 0.9925208, DIVERSITY_HERFINDAHL: 0.9992310, COVERAGE_ITEM: 0.5059095, COVERAGE_ITEM_CORRECT: 0.0414244, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1554046, DIVERSITY_GINI: 0.2121550, SHANNON_ENTROPY: 12.3238122, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'alpha': 0.35410790483972726, 'l1_ratio': 0.5076951227610158} - results: ROC_AUC: 0.1282523, PRECISION: 0.0257743, PRECISION_RECALL_MIN_DEN: 0.1099001, RECALL: 0.1079220, MAP: 0.0477076, MRR: 0.0905009, NDCG: 0.0720219, F1: 0.0416109, HIT_RATE: 0.2577429, ARHR: 0.1005668, NOVELTY: 0.0051197, AVERAGE_POPULARITY: 0.0411495, DIVERSITY_MEAN_INTER_LIST: 0.9970301, DIVERSITY_HERFINDAHL: 0.9996819, COVERAGE_ITEM: 0.5554957, COVERAGE_ITEM_CORRECT: 0.0373821, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1218070, DIVERSITY_GINI: 0.2704302, SHANNON_ENTROPY: 12.9367541, 
