
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.04341833062260204, 'l1_ratio': 0.6711110350751156} - results: ROC_AUC: 0.1615550, PRECISION: 0.0339570, PRECISION_RECALL_MIN_DEN: 0.1190757, RECALL: 0.1153933, MAP: 0.0554534, MRR: 0.1193232, NDCG: 0.0838602, F1: 0.0524676, HIT_RATE: 0.3395703, ARHR: 0.1368799, NOVELTY: 0.0048248, AVERAGE_POPULARITY: 0.1180011, DIVERSITY_MEAN_INTER_LIST: 0.9815124, DIVERSITY_HERFINDAHL: 0.9981339, COVERAGE_ITEM: 0.4345794, COVERAGE_ITEM_CORRECT: 0.0365043, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1811250, DIVERSITY_GINI: 0.1418515, SHANNON_ENTROPY: 11.4302726, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.5477852642245575, 'l1_ratio': 0.7723072810493167} - results: ROC_AUC: 0.1875515, PRECISION: 0.0408665, PRECISION_RECALL_MIN_DEN: 0.1454508, RECALL: 0.1410503, MAP: 0.0672339, MRR: 0.1386476, NDCG: 0.1009124, F1: 0.0633696, HIT_RATE: 0.4086652, ARHR: 0.1617821, NOVELTY: 0.0049739, AVERAGE_POPULARITY: 0.0833606, DIVERSITY_MEAN_INTER_LIST: 0.9909492, DIVERSITY_HERFINDAHL: 0.9990774, COVERAGE_ITEM: 0.5275534, COVERAGE_ITEM_CORRECT: 0.0545217, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2113502, DIVERSITY_GINI: 0.2063976, SHANNON_ENTROPY: 12.2342683, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.4140898779583695, 'l1_ratio': 0.9652874640220803} - results: ROC_AUC: 0.1859315, PRECISION: 0.0403713, PRECISION_RECALL_MIN_DEN: 0.1431449, RECALL: 0.1387541, MAP: 0.0660828, MRR: 0.1365909, NDCG: 0.0993218, F1: 0.0625406, HIT_RATE: 0.4037126, ARHR: 0.1593841, NOVELTY: 0.0049510, AVERAGE_POPULARITY: 0.0884202, DIVERSITY_MEAN_INTER_LIST: 0.9897909, DIVERSITY_HERFINDAHL: 0.9989616, COVERAGE_ITEM: 0.5197459, COVERAGE_ITEM_CORRECT: 0.0526121, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2088587, DIVERSITY_GINI: 0.1998040, SHANNON_ENTROPY: 12.1449162, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.1782792328619939, 'l1_ratio': 0.7610610769766394} - results: ROC_AUC: 0.1728119, PRECISION: 0.0368477, PRECISION_RECALL_MIN_DEN: 0.1292606, RECALL: 0.1252652, MAP: 0.0601100, MRR: 0.1270053, NDCG: 0.0906282, F1: 0.0569401, HIT_RATE: 0.3684769, ARHR: 0.1468493, NOVELTY: 0.0048428, AVERAGE_POPULARITY: 0.1133502, DIVERSITY_MEAN_INTER_LIST: 0.9831065, DIVERSITY_HERFINDAHL: 0.9982933, COVERAGE_ITEM: 0.4491550, COVERAGE_ITEM_CORRECT: 0.0419557, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1936077, DIVERSITY_GINI: 0.1496538, SHANNON_ENTROPY: 11.5377008, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.29467100913520844, 'l1_ratio': 0.12419471211210956} - results: ROC_AUC: 0.1678564, PRECISION: 0.0354764, PRECISION_RECALL_MIN_DEN: 0.1241095, RECALL: 0.1202831, MAP: 0.0580336, MRR: 0.1239207, NDCG: 0.0875068, F1: 0.0547872, HIT_RATE: 0.3547639, ARHR: 0.1427576, NOVELTY: 0.0048144, AVERAGE_POPULARITY: 0.1170045, DIVERSITY_MEAN_INTER_LIST: 0.9819871, DIVERSITY_HERFINDAHL: 0.9981814, COVERAGE_ITEM: 0.4338094, COVERAGE_ITEM_CORRECT: 0.0386603, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1878193, DIVERSITY_GINI: 0.1396532, SHANNON_ENTROPY: 11.4054251, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.055290181746020864, 'l1_ratio': 0.748648364107283} - results: ROC_AUC: 0.1628069, PRECISION: 0.0341975, PRECISION_RECALL_MIN_DEN: 0.1201236, RECALL: 0.1164145, MAP: 0.0559752, MRR: 0.1200993, NDCG: 0.0845663, F1: 0.0528606, HIT_RATE: 0.3419749, ARHR: 0.1378283, NOVELTY: 0.0048265, AVERAGE_POPULARITY: 0.1176229, DIVERSITY_MEAN_INTER_LIST: 0.9816440, DIVERSITY_HERFINDAHL: 0.9981471, COVERAGE_ITEM: 0.4351569, COVERAGE_ITEM_CORRECT: 0.0369047, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1824840, DIVERSITY_GINI: 0.1422873, SHANNON_ENTROPY: 11.4382814, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.2208225950446016, 'l1_ratio': 0.9826265359144324} - results: ROC_AUC: 0.1774184, PRECISION: 0.0387983, PRECISION_RECALL_MIN_DEN: 0.1365230, RECALL: 0.1322809, MAP: 0.0632026, MRR: 0.1316281, NDCG: 0.0950803, F1: 0.0599958, HIT_RATE: 0.3879829, ARHR: 0.1530142, NOVELTY: 0.0048670, AVERAGE_POPULARITY: 0.1078911, DIVERSITY_MEAN_INTER_LIST: 0.9847725, DIVERSITY_HERFINDAHL: 0.9984598, COVERAGE_ITEM: 0.4686198, COVERAGE_ITEM_CORRECT: 0.0462907, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2011325, DIVERSITY_GINI: 0.1616817, SHANNON_ENTROPY: 11.6864575, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.38694784241787794, 'l1_ratio': 0.6133588415888512} - results: ROC_AUC: 0.1831366, PRECISION: 0.0402081, PRECISION_RECALL_MIN_DEN: 0.1413841, RECALL: 0.1370258, MAP: 0.0656223, MRR: 0.1363774, NDCG: 0.0985860, F1: 0.0621708, HIT_RATE: 0.4020809, ARHR: 0.1589069, NOVELTY: 0.0048740, AVERAGE_POPULARITY: 0.1050968, DIVERSITY_MEAN_INTER_LIST: 0.9856701, DIVERSITY_HERFINDAHL: 0.9985496, COVERAGE_ITEM: 0.4739942, COVERAGE_ITEM_CORRECT: 0.0489548, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2073487, DIVERSITY_GINI: 0.1643875, SHANNON_ENTROPY: 11.7274923, 

SearchBayesianSkopt-CV: New best config found. Config 8: {'alpha': 0.8078648769925596, 'l1_ratio': 0.4246972297543429} - results: ROC_AUC: 0.1932461, PRECISION: 0.0422985, PRECISION_RECALL_MIN_DEN: 0.1500653, RECALL: 0.1455110, MAP: 0.0698996, MRR: 0.1441927, NDCG: 0.1045737, F1: 0.0655421, HIT_RATE: 0.4229847, ARHR: 0.1686011, NOVELTY: 0.0049418, AVERAGE_POPULARITY: 0.0890765, DIVERSITY_MEAN_INTER_LIST: 0.9898901, DIVERSITY_HERFINDAHL: 0.9989715, COVERAGE_ITEM: 0.5072108, COVERAGE_ITEM_CORRECT: 0.0552531, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2169372, DIVERSITY_GINI: 0.1880684, SHANNON_ENTROPY: 12.0522727, 
