
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.7223733881891851, 'b': 0.4394144494953578, 'c': 0.15317178895222341, 'normalize': False} - results: ROC_AUC: 0.1709529, PRECISION: 0.0368605, PRECISION_RECALL_MIN_DEN: 0.1333014, RECALL: 0.1294086, MAP: 0.0595425, MRR: 0.1240838, NDCG: 0.0907737, F1: 0.0573760, HIT_RATE: 0.3686054, ARHR: 0.1430351, NOVELTY: 0.0051200, AVERAGE_POPULARITY: 0.0463320, DIVERSITY_MEAN_INTER_LIST: 0.9964349, DIVERSITY_HERFINDAHL: 0.9996259, COVERAGE_ITEM: 0.5787103, COVERAGE_ITEM_CORRECT: 0.0561463, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1951177, DIVERSITY_GINI: 0.2616684, SHANNON_ENTROPY: 12.8538021, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.4567600266423777, 'b': 0.8940309770314376, 'c': 0.08532094580082862, 'normalize': True} - results: ROC_AUC: 0.1836863, PRECISION: 0.0399957, PRECISION_RECALL_MIN_DEN: 0.1445224, RECALL: 0.1402870, MAP: 0.0653406, MRR: 0.1348603, NDCG: 0.0989172, F1: 0.0622448, HIT_RATE: 0.3999572, ARHR: 0.1565843, NOVELTY: 0.0050554, AVERAGE_POPULARITY: 0.0575917, DIVERSITY_MEAN_INTER_LIST: 0.9951224, DIVERSITY_HERFINDAHL: 0.9994947, COVERAGE_ITEM: 0.5610318, COVERAGE_ITEM_CORRECT: 0.0579711, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2085064, DIVERSITY_GINI: 0.2431496, SHANNON_ENTROPY: 12.6662950, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.717350348641051, 'b': 0.6012816166491034, 'c': 0.4998418001551175, 'normalize': True} - results: ROC_AUC: 0.1793592, PRECISION: 0.0388994, PRECISION_RECALL_MIN_DEN: 0.1396468, RECALL: 0.1354796, MAP: 0.0632099, MRR: 0.1314535, NDCG: 0.0958126, F1: 0.0604436, HIT_RATE: 0.3889945, ARHR: 0.1524246, NOVELTY: 0.0050751, AVERAGE_POPULARITY: 0.0543474, DIVERSITY_MEAN_INTER_LIST: 0.9955859, DIVERSITY_HERFINDAHL: 0.9995410, COVERAGE_ITEM: 0.5685313, COVERAGE_ITEM_CORRECT: 0.0571011, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2032968, DIVERSITY_GINI: 0.2498883, SHANNON_ENTROPY: 12.7298870, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.5731348581353355, 'b': 0.8003359636640031, 'c': 0.6333580816710869, 'normalize': False} - results: ROC_AUC: 0.1934432, PRECISION: 0.0422749, PRECISION_RECALL_MIN_DEN: 0.1525357, RECALL: 0.1480845, MAP: 0.0693984, MRR: 0.1426880, NDCG: 0.1047177, F1: 0.0657727, HIT_RATE: 0.4227489, ARHR: 0.1662241, NOVELTY: 0.0049980, AVERAGE_POPULARITY: 0.0681561, DIVERSITY_MEAN_INTER_LIST: 0.9935159, DIVERSITY_HERFINDAHL: 0.9993340, COVERAGE_ITEM: 0.5433147, COVERAGE_ITEM_CORRECT: 0.0589182, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2185730, DIVERSITY_GINI: 0.2239109, SHANNON_ENTROPY: 12.4579646, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.5365517675676957, 'b': 0.33647824021657974, 'c': 0.3362800768311824, 'normalize': False} - results: ROC_AUC: 0.1812910, PRECISION: 0.0392600, PRECISION_RECALL_MIN_DEN: 0.1410781, RECALL: 0.1368479, MAP: 0.0638143, MRR: 0.1325457, NDCG: 0.0967550, F1: 0.0610150, HIT_RATE: 0.3926002, ARHR: 0.1537867, NOVELTY: 0.0050709, AVERAGE_POPULARITY: 0.0549741, DIVERSITY_MEAN_INTER_LIST: 0.9954792, DIVERSITY_HERFINDAHL: 0.9995303, COVERAGE_ITEM: 0.5664062, COVERAGE_ITEM_CORRECT: 0.0572474, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2050082, DIVERSITY_GINI: 0.2478513, SHANNON_ENTROPY: 12.7122882, 

SearchBayesianSkopt-CV: New best config found. Config 5: {'a': 0.04686143996764525, 'b': 0.7313406684376907, 'c': 0.5504751108336646, 'normalize': False} - results: ROC_AUC: 0.2014951, PRECISION: 0.0438264, PRECISION_RECALL_MIN_DEN: 0.1587794, RECALL: 0.1542882, MAP: 0.0734966, MRR: 0.1496164, NDCG: 0.1099864, F1: 0.0682621, HIT_RATE: 0.4382640, ARHR: 0.1744633, NOVELTY: 0.0049110, AVERAGE_POPULARITY: 0.0849244, DIVERSITY_MEAN_INTER_LIST: 0.9901258, DIVERSITY_HERFINDAHL: 0.9989951, COVERAGE_ITEM: 0.5075650, COVERAGE_ITEM_CORRECT: 0.0583176, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2258714, DIVERSITY_GINI: 0.1898544, SHANNON_ENTROPY: 12.0684738, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.1615899586705745, 'b': 0.3459936410772407, 'c': 0.5686117617441366, 'normalize': False} - results: ROC_AUC: 0.2001817, PRECISION: 0.0436739, PRECISION_RECALL_MIN_DEN: 0.1579844, RECALL: 0.1535013, MAP: 0.0728846, MRR: 0.1488544, NDCG: 0.1092588, F1: 0.0679998, HIT_RATE: 0.4367387, ARHR: 0.1736285, NOVELTY: 0.0049254, AVERAGE_POPULARITY: 0.0821455, DIVERSITY_MEAN_INTER_LIST: 0.9908227, DIVERSITY_HERFINDAHL: 0.9990648, COVERAGE_ITEM: 0.5145178, COVERAGE_ITEM_CORRECT: 0.0586333, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2248647, DIVERSITY_GINI: 0.1959297, SHANNON_ENTROPY: 12.1418963, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.6114099965668276, 'b': 0.43416145569051945, 'c': 0.32832421990506494, 'normalize': False} - results: ROC_AUC: 0.1812609, PRECISION: 0.0392175, PRECISION_RECALL_MIN_DEN: 0.1410623, RECALL: 0.1368336, MAP: 0.0639524, MRR: 0.1324926, NDCG: 0.0968331, F1: 0.0609625, HIT_RATE: 0.3921751, ARHR: 0.1537830, NOVELTY: 0.0050714, AVERAGE_POPULARITY: 0.0548348, DIVERSITY_MEAN_INTER_LIST: 0.9954934, DIVERSITY_HERFINDAHL: 0.9995318, COVERAGE_ITEM: 0.5659365, COVERAGE_ITEM_CORRECT: 0.0572474, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2047565, DIVERSITY_GINI: 0.2479325, SHANNON_ENTROPY: 12.7141881, 
