
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1896755, PRECISION: 0.0410501, PRECISION_RECALL_MIN_DEN: 0.1435739, RECALL: 0.1390928, MAP: 0.0676272, MRR: 0.1415269, NDCG: 0.1011610, F1: 0.0633898, HIT_RATE: 0.4105006, ARHR: 0.1649202, NOVELTY: 0.0048415, AVERAGE_POPULARITY: 0.1055384, DIVERSITY_MEAN_INTER_LIST: 0.9858060, DIVERSITY_HERFINDAHL: 0.9985632, COVERAGE_ITEM: 0.4506949, COVERAGE_ITEM_CORRECT: 0.0495245, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2111237, DIVERSITY_GINI: 0.1463454, SHANNON_ENTROPY: 11.5617938, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1956561, PRECISION: 0.0427358, PRECISION_RECALL_MIN_DEN: 0.1503602, RECALL: 0.1456589, MAP: 0.0702987, MRR: 0.1461217, NDCG: 0.1052160, F1: 0.0660818, HIT_RATE: 0.4273576, ARHR: 0.1705489, NOVELTY: 0.0048565, AVERAGE_POPULARITY: 0.0984963, DIVERSITY_MEAN_INTER_LIST: 0.9884290, DIVERSITY_HERFINDAHL: 0.9988254, COVERAGE_ITEM: 0.4522425, COVERAGE_ITEM_CORRECT: 0.0534976, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2194539, DIVERSITY_GINI: 0.1494763, SHANNON_ENTROPY: 11.6986386, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1860728, PRECISION: 0.0398937, PRECISION_RECALL_MIN_DEN: 0.1398434, RECALL: 0.1354091, MAP: 0.0656909, MRR: 0.1384526, NDCG: 0.0984505, F1: 0.0616283, HIT_RATE: 0.3989372, ARHR: 0.1605828, NOVELTY: 0.0048117, AVERAGE_POPULARITY: 0.1080841, DIVERSITY_MEAN_INTER_LIST: 0.9853782, DIVERSITY_HERFINDAHL: 0.9985204, COVERAGE_ITEM: 0.4382753, COVERAGE_ITEM_CORRECT: 0.0467757, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2074745, DIVERSITY_GINI: 0.1377392, SHANNON_ENTROPY: 11.4694105, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1976589, PRECISION: 0.0432028, PRECISION_RECALL_MIN_DEN: 0.1540341, RECALL: 0.1494469, MAP: 0.0717245, MRR: 0.1477843, NDCG: 0.1072859, F1: 0.0670253, HIT_RATE: 0.4320276, ARHR: 0.1728048, NOVELTY: 0.0049526, AVERAGE_POPULARITY: 0.0864381, DIVERSITY_MEAN_INTER_LIST: 0.9906043, DIVERSITY_HERFINDAHL: 0.9990429, COVERAGE_ITEM: 0.4987411, COVERAGE_ITEM_CORRECT: 0.0570934, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2215931, DIVERSITY_GINI: 0.1829529, SHANNON_ENTROPY: 12.0503934, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1898001, PRECISION: 0.0410355, PRECISION_RECALL_MIN_DEN: 0.1433938, RECALL: 0.1388886, MAP: 0.0677405, MRR: 0.1416926, NDCG: 0.1011936, F1: 0.0633512, HIT_RATE: 0.4103546, ARHR: 0.1649792, NOVELTY: 0.0048354, AVERAGE_POPULARITY: 0.1056242, DIVERSITY_MEAN_INTER_LIST: 0.9859320, DIVERSITY_HERFINDAHL: 0.9985758, COVERAGE_ITEM: 0.4474148, COVERAGE_ITEM_CORRECT: 0.0494475, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2113502, DIVERSITY_GINI: 0.1442035, SHANNON_ENTROPY: 11.5481613, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1948495, PRECISION: 0.0427160, PRECISION_RECALL_MIN_DEN: 0.1529767, RECALL: 0.1484595, MAP: 0.0705899, MRR: 0.1448604, NDCG: 0.1058608, F1: 0.0663417, HIT_RATE: 0.4271596, ARHR: 0.1692729, NOVELTY: 0.0049783, AVERAGE_POPULARITY: 0.0753811, DIVERSITY_MEAN_INTER_LIST: 0.9932819, DIVERSITY_HERFINDAHL: 0.9993106, COVERAGE_ITEM: 0.5147565, COVERAGE_ITEM_CORRECT: 0.0594264, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2197810, DIVERSITY_GINI: 0.1990989, SHANNON_ENTROPY: 12.2935485, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1859367, PRECISION: 0.0400251, PRECISION_RECALL_MIN_DEN: 0.1396353, RECALL: 0.1352036, MAP: 0.0655319, MRR: 0.1381382, NDCG: 0.0983067, F1: 0.0617644, HIT_RATE: 0.4002511, ARHR: 0.1605955, NOVELTY: 0.0048213, AVERAGE_POPULARITY: 0.1085880, DIVERSITY_MEAN_INTER_LIST: 0.9848855, DIVERSITY_HERFINDAHL: 0.9984711, COVERAGE_ITEM: 0.4430568, COVERAGE_ITEM_CORRECT: 0.0471453, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2071474, DIVERSITY_GINI: 0.1409094, SHANNON_ENTROPY: 11.4785720, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1379452, PRECISION: 0.0286590, PRECISION_RECALL_MIN_DEN: 0.1054157, RECALL: 0.1024059, MAP: 0.0469622, MRR: 0.0975599, NDCG: 0.0715861, F1: 0.0447831, HIT_RATE: 0.2865896, ARHR: 0.1101098, NOVELTY: 0.0052382, AVERAGE_POPULARITY: 0.0297259, DIVERSITY_MEAN_INTER_LIST: 0.9976093, DIVERSITY_HERFINDAHL: 0.9997433, COVERAGE_ITEM: 0.5838229, COVERAGE_ITEM_CORRECT: 0.0493474, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1589531, DIVERSITY_GINI: 0.2776017, SHANNON_ENTROPY: 13.0433973, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1962614, PRECISION: 0.0427250, PRECISION_RECALL_MIN_DEN: 0.1529974, RECALL: 0.1484681, MAP: 0.0712756, MRR: 0.1461622, NDCG: 0.1064770, F1: 0.0663527, HIT_RATE: 0.4272503, ARHR: 0.1708436, NOVELTY: 0.0049975, AVERAGE_POPULARITY: 0.0772767, DIVERSITY_MEAN_INTER_LIST: 0.9924407, DIVERSITY_HERFINDAHL: 0.9992265, COVERAGE_ITEM: 0.5173821, COVERAGE_ITEM_CORRECT: 0.0583330, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2199320, DIVERSITY_GINI: 0.2003473, SHANNON_ENTROPY: 12.2599510, 
