SearchBayesianSkopt: New best config found. Config 0: {'topK': 305, 'shrink': 468, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7815031296287} - results: ROC_AUC: 0.1123529, PRECISION: 0.0214684, PRECISION_RECALL_MIN_DEN: 0.0847821, RECALL: 0.0832425, MAP: 0.0359108, MRR: 0.0762842, NDCG: 0.0565370, F1: 0.0341337, HIT_RATE: 0.2146843, ARHR: 0.0829810, NOVELTY: 0.0046939, AVERAGE_POPULARITY: 0.1313291, DIVERSITY_MEAN_INTER_LIST: 0.9717096, DIVERSITY_HERFINDAHL: 0.9971424, COVERAGE_ITEM: 0.2923195, COVERAGE_ITEM_CORRECT: 0.0146295, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0773877, DIVERSITY_GINI: 0.0883713, SHANNON_ENTROPY: 10.6125634, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 305, 'shrink': 468, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7815031296287} - results:
CUTOFF: 10 - ROC_AUC: 0.1253305, PRECISION: 0.0249169, PRECISION_RECALL_MIN_DEN: 0.0912353, RECALL: 0.0888860, MAP: 0.0401294, MRR: 0.0888057, NDCG: 0.0628928, F1: 0.0389227, HIT_RATE: 0.2491685, ARHR: 0.0981739, NOVELTY: 0.0047115, AVERAGE_POPULARITY: 0.1289040, DIVERSITY_MEAN_INTER_LIST: 0.9730270, DIVERSITY_HERFINDAHL: 0.9972757, COVERAGE_ITEM: 0.3052936, COVERAGE_ITEM_CORRECT: 0.0182868, COVERAGE_USER: 0.4540078, COVERAGE_USER_CORRECT: 0.0904744, DIVERSITY_GINI: 0.0928737, SHANNON_ENTROPY: 10.7061096, 

SearchBayesianSkopt: New best config found. Config 1: {'topK': 860, 'shrink': 335, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11361259531987791} - results: ROC_AUC: 0.1106645, PRECISION: 0.0214391, PRECISION_RECALL_MIN_DEN: 0.0861591, RECALL: 0.0847026, MAP: 0.0360014, MRR: 0.0747051, NDCG: 0.0566881, F1: 0.0342174, HIT_RATE: 0.2143906, ARHR: 0.0810999, NOVELTY: 0.0045988, AVERAGE_POPULARITY: 0.1459963, DIVERSITY_MEAN_INTER_LIST: 0.9647030, DIVERSITY_HERFINDAHL: 0.9964420, COVERAGE_ITEM: 0.2633301, COVERAGE_ITEM_CORRECT: 0.0146679, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0781427, DIVERSITY_GINI: 0.0716561, SHANNON_ENTROPY: 10.2541850, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 860, 'shrink': 335, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.11361259531987791} - results:
CUTOFF: 10 - ROC_AUC: 0.1244102, PRECISION: 0.0248337, PRECISION_RECALL_MIN_DEN: 0.0927433, RECALL: 0.0903447, MAP: 0.0403058, MRR: 0.0876588, NDCG: 0.0630812, F1: 0.0389586, HIT_RATE: 0.2483370, ARHR: 0.0968974, NOVELTY: 0.0046155, AVERAGE_POPULARITY: 0.1438835, DIVERSITY_MEAN_INTER_LIST: 0.9661522, DIVERSITY_HERFINDAHL: 0.9965884, COVERAGE_ITEM: 0.2749952, COVERAGE_ITEM_CORRECT: 0.0175553, COVERAGE_USER: 0.4540078, COVERAGE_USER_CORRECT: 0.0906002, DIVERSITY_GINI: 0.0753175, SHANNON_ENTROPY: 10.3430713, 

SearchBayesianSkopt: New best config found. Config 2: {'topK': 240, 'shrink': 737, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09136151593050525} - results: ROC_AUC: 0.1124717, PRECISION: 0.0213803, PRECISION_RECALL_MIN_DEN: 0.0863647, RECALL: 0.0848098, MAP: 0.0365912, MRR: 0.0764279, NDCG: 0.0573062, F1: 0.0341512, HIT_RATE: 0.2138032, ARHR: 0.0830691, NOVELTY: 0.0046585, AVERAGE_POPULARITY: 0.1388324, DIVERSITY_MEAN_INTER_LIST: 0.9690336, DIVERSITY_HERFINDAHL: 0.9968749, COVERAGE_ITEM: 0.2884312, COVERAGE_ITEM_CORRECT: 0.0149374, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0775135, DIVERSITY_GINI: 0.0856813, SHANNON_ENTROPY: 10.5323707, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 240, 'shrink': 737, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09136151593050525} - results:
CUTOFF: 10 - ROC_AUC: 0.1249519, PRECISION: 0.0250554, PRECISION_RECALL_MIN_DEN: 0.0912665, RECALL: 0.0889098, MAP: 0.0405530, MRR: 0.0894063, NDCG: 0.0633083, F1: 0.0390939, HIT_RATE: 0.2505543, ARHR: 0.0986704, NOVELTY: 0.0046747, AVERAGE_POPULARITY: 0.1365326, DIVERSITY_MEAN_INTER_LIST: 0.9704083, DIVERSITY_HERFINDAHL: 0.9970139, COVERAGE_ITEM: 0.3006352, COVERAGE_ITEM_CORRECT: 0.0183253, COVERAGE_USER: 0.4540078, COVERAGE_USER_CORRECT: 0.0911036, DIVERSITY_GINI: 0.0898638, SHANNON_ENTROPY: 10.6224029, 

SearchBayesianSkopt: Config 3 is suboptimal. Config: {'topK': 435, 'shrink': 650, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.741248090867688} - results: ROC_AUC: 0.1095256, PRECISION: 0.0212041, PRECISION_RECALL_MIN_DEN: 0.0850452, RECALL: 0.0835172, MAP: 0.0365117, MRR: 0.0754663, NDCG: 0.0567349, F1: 0.0338213, HIT_RATE: 0.2120411, ARHR: 0.0822790, NOVELTY: 0.0047083, AVERAGE_POPULARITY: 0.1171679, DIVERSITY_MEAN_INTER_LIST: 0.9762011, DIVERSITY_HERFINDAHL: 0.9975914, COVERAGE_ITEM: 0.2866218, COVERAGE_ITEM_CORRECT: 0.0147449, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0761294, DIVERSITY_GINI: 0.0848716, SHANNON_ENTROPY: 10.6536463, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'topK': 30, 'shrink': 304, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6048685655936812} - results: ROC_AUC: 0.1033998, PRECISION: 0.0203231, PRECISION_RECALL_MIN_DEN: 0.0816721, RECALL: 0.0801753, MAP: 0.0327392, MRR: 0.0699217, NDCG: 0.0525710, F1: 0.0324265, HIT_RATE: 0.2032305, ARHR: 0.0762761, NOVELTY: 0.0048582, AVERAGE_POPULARITY: 0.0996409, DIVERSITY_MEAN_INTER_LIST: 0.9837940, DIVERSITY_HERFINDAHL: 0.9983505, COVERAGE_ITEM: 0.3306256, COVERAGE_ITEM_CORRECT: 0.0153609, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0734869, DIVERSITY_GINI: 0.1150688, SHANNON_ENTROPY: 11.2268500, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 670, 'shrink': 683, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.76031141060688} - results: ROC_AUC: 0.1103807, PRECISION: 0.0209692, PRECISION_RECALL_MIN_DEN: 0.0840459, RECALL: 0.0826820, MAP: 0.0364597, MRR: 0.0753218, NDCG: 0.0566131, F1: 0.0334540, HIT_RATE: 0.2096916, ARHR: 0.0817289, NOVELTY: 0.0046466, AVERAGE_POPULARITY: 0.1392714, DIVERSITY_MEAN_INTER_LIST: 0.9680888, DIVERSITY_HERFINDAHL: 0.9967805, COVERAGE_ITEM: 0.2784986, COVERAGE_ITEM_CORRECT: 0.0142830, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0763810, DIVERSITY_GINI: 0.0792658, SHANNON_ENTROPY: 10.4123480, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 850, 'shrink': 982, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.41808282543604436} - results: ROC_AUC: 0.1095879, PRECISION: 0.0211160, PRECISION_RECALL_MIN_DEN: 0.0849839, RECALL: 0.0835386, MAP: 0.0359783, MRR: 0.0747139, NDCG: 0.0563016, F1: 0.0337109, HIT_RATE: 0.2111601, ARHR: 0.0809934, NOVELTY: 0.0046224, AVERAGE_POPULARITY: 0.1446696, DIVERSITY_MEAN_INTER_LIST: 0.9650791, DIVERSITY_HERFINDAHL: 0.9964796, COVERAGE_ITEM: 0.2731473, COVERAGE_ITEM_CORRECT: 0.0143985, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0775135, DIVERSITY_GINI: 0.0761888, SHANNON_ENTROPY: 10.3210236, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 105, 'shrink': 305, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3790643174988622} - results: ROC_AUC: 0.1082643, PRECISION: 0.0215859, PRECISION_RECALL_MIN_DEN: 0.0856167, RECALL: 0.0841117, MAP: 0.0362437, MRR: 0.0766439, NDCG: 0.0569060, F1: 0.0343551, HIT_RATE: 0.2158590, ARHR: 0.0835404, NOVELTY: 0.0047910, AVERAGE_POPULARITY: 0.1083016, DIVERSITY_MEAN_INTER_LIST: 0.9806368, DIVERSITY_HERFINDAHL: 0.9980349, COVERAGE_ITEM: 0.3127623, COVERAGE_ITEM_CORRECT: 0.0159769, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0773877, DIVERSITY_GINI: 0.1023054, SHANNON_ENTROPY: 10.9858571, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 130, 'shrink': 445, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2554398806870506} - results: ROC_AUC: 0.1107143, PRECISION: 0.0212922, PRECISION_RECALL_MIN_DEN: 0.0850058, RECALL: 0.0835334, MAP: 0.0364972, MRR: 0.0778327, NDCG: 0.0570634, F1: 0.0339347, HIT_RATE: 0.2129222, ARHR: 0.0849559, NOVELTY: 0.0047571, AVERAGE_POPULARITY: 0.1160508, DIVERSITY_MEAN_INTER_LIST: 0.9776609, DIVERSITY_HERFINDAHL: 0.9977374, COVERAGE_ITEM: 0.3077190, COVERAGE_ITEM_CORRECT: 0.0154764, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0765069, DIVERSITY_GINI: 0.0981547, SHANNON_ENTROPY: 10.8569392, 
SearchBayesianSkopt: New best config found. Config 9: {'topK': 565, 'shrink': 401, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5021406159689347} - results: ROC_AUC: 0.1112699, PRECISION: 0.0215859, PRECISION_RECALL_MIN_DEN: 0.0859062, RECALL: 0.0844510, MAP: 0.0369690, MRR: 0.0758928, NDCG: 0.0575251, F1: 0.0343833, HIT_RATE: 0.2158590, ARHR: 0.0824327, NOVELTY: 0.0046510, AVERAGE_POPULARITY: 0.1389325, DIVERSITY_MEAN_INTER_LIST: 0.9685021, DIVERSITY_HERFINDAHL: 0.9968218, COVERAGE_ITEM: 0.2802310, COVERAGE_ITEM_CORRECT: 0.0147064, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0778910, DIVERSITY_GINI: 0.0801755, SHANNON_ENTROPY: 10.4410611, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 565, 'shrink': 401, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5021406159689347} - results:
CUTOFF: 10 - ROC_AUC: 0.1256959, PRECISION: 0.0248614, PRECISION_RECALL_MIN_DEN: 0.0924201, RECALL: 0.0902199, MAP: 0.0407043, MRR: 0.0890498, NDCG: 0.0636105, F1: 0.0389810, HIT_RATE: 0.2486142, ARHR: 0.0978974, NOVELTY: 0.0046679, AVERAGE_POPULARITY: 0.1365622, DIVERSITY_MEAN_INTER_LIST: 0.9698969, DIVERSITY_HERFINDAHL: 0.9969628, COVERAGE_ITEM: 0.2935515, COVERAGE_ITEM_CORRECT: 0.0182098, COVERAGE_USER: 0.4540078, COVERAGE_USER_CORRECT: 0.0916069, DIVERSITY_GINI: 0.0846042, SHANNON_ENTROPY: 10.5345126, 

SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 700, 'shrink': 193, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5925197249881553} - results: ROC_AUC: 0.1058842, PRECISION: 0.0208223, PRECISION_RECALL_MIN_DEN: 0.0830462, RECALL: 0.0815351, MAP: 0.0346229, MRR: 0.0725220, NDCG: 0.0546790, F1: 0.0331730, HIT_RATE: 0.2082232, ARHR: 0.0786532, NOVELTY: 0.0047759, AVERAGE_POPULARITY: 0.0989932, DIVERSITY_MEAN_INTER_LIST: 0.9830910, DIVERSITY_HERFINDAHL: 0.9982802, COVERAGE_ITEM: 0.2887777, COVERAGE_ITEM_CORRECT: 0.0160539, COVERAGE_USER: 0.4284636, COVERAGE_USER_CORRECT: 0.0753744, DIVERSITY_GINI: 0.0897155, SHANNON_ENTROPY: 10.9285251, 
