
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.4415543164572432, 'l1_ratio': 0.48508060470155134} - results: ROC_AUC: 0.1912304, PRECISION: 0.0418522, PRECISION_RECALL_MIN_DEN: 0.1474947, RECALL: 0.1429647, MAP: 0.0690906, MRR: 0.1429057, NDCG: 0.1032914, F1: 0.0647476, HIT_RATE: 0.4185217, ARHR: 0.1667823, NOVELTY: 0.0049556, AVERAGE_POPULARITY: 0.0800086, DIVERSITY_MEAN_INTER_LIST: 0.9916947, DIVERSITY_HERFINDAHL: 0.9991519, COVERAGE_ITEM: 0.4750337, COVERAGE_ITEM_CORRECT: 0.0547911, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2148987, DIVERSITY_GINI: 0.1674738, SHANNON_ENTROPY: 11.9769050, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.12914518551171486, 'l1_ratio': 0.06617077478278278} - results: ROC_AUC: 0.1734644, PRECISION: 0.0368263, PRECISION_RECALL_MIN_DEN: 0.1281245, RECALL: 0.1239868, MAP: 0.0600636, MRR: 0.1287664, NDCG: 0.0904084, F1: 0.0567853, HIT_RATE: 0.3682632, ARHR: 0.1488203, NOVELTY: 0.0049192, AVERAGE_POPULARITY: 0.0862800, DIVERSITY_MEAN_INTER_LIST: 0.9902703, DIVERSITY_HERFINDAHL: 0.9990095, COVERAGE_ITEM: 0.4620366, COVERAGE_ITEM_CORRECT: 0.0444735, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1928275, DIVERSITY_GINI: 0.1548687, SHANNON_ENTROPY: 11.8002918, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.043101675158589876, 'l1_ratio': 0.5115903895649844} - results: ROC_AUC: 0.1728225, PRECISION: 0.0366956, PRECISION_RECALL_MIN_DEN: 0.1278497, RECALL: 0.1237085, MAP: 0.0598036, MRR: 0.1281132, NDCG: 0.0900536, F1: 0.0566008, HIT_RATE: 0.3669563, ARHR: 0.1480280, NOVELTY: 0.0049312, AVERAGE_POPULARITY: 0.0841103, DIVERSITY_MEAN_INTER_LIST: 0.9907296, DIVERSITY_HERFINDAHL: 0.9990555, COVERAGE_ITEM: 0.4648778, COVERAGE_ITEM_CORRECT: 0.0444889, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1924248, DIVERSITY_GINI: 0.1572456, SHANNON_ENTROPY: 11.8413226, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'alpha': 0.3066092062230246, 'l1_ratio': 0.555404461684579} - results: ROC_AUC: 0.1931598, PRECISION: 0.0422978, PRECISION_RECALL_MIN_DEN: 0.1505487, RECALL: 0.1460328, MAP: 0.0701379, MRR: 0.1443009, NDCG: 0.1049176, F1: 0.0655942, HIT_RATE: 0.4229783, ARHR: 0.1683838, NOVELTY: 0.0049679, AVERAGE_POPULARITY: 0.0777345, DIVERSITY_MEAN_INTER_LIST: 0.9921295, DIVERSITY_HERFINDAHL: 0.9991954, COVERAGE_ITEM: 0.4802772, COVERAGE_ITEM_CORRECT: 0.0559538, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2173399, DIVERSITY_GINI: 0.1720203, SHANNON_ENTROPY: 12.0345536, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.7377357625020534, 'l1_ratio': 0.9231364984217827} - results: ROC_AUC: 0.1455567, PRECISION: 0.0313186, PRECISION_RECALL_MIN_DEN: 0.1135645, RECALL: 0.1101703, MAP: 0.0490310, MRR: 0.1033564, NDCG: 0.0758417, F1: 0.0487714, HIT_RATE: 0.3131863, ARHR: 0.1181775, NOVELTY: 0.0052118, AVERAGE_POPULARITY: 0.0308197, DIVERSITY_MEAN_INTER_LIST: 0.9974204, DIVERSITY_HERFINDAHL: 0.9997244, COVERAGE_ITEM: 0.5889201, COVERAGE_ITEM_CORRECT: 0.0526968, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1700013, DIVERSITY_GINI: 0.2742606, SHANNON_ENTROPY: 13.0002782, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.1997815628555925, 'l1_ratio': 0.14735922345486765} - results: ROC_AUC: 0.1781954, PRECISION: 0.0381619, PRECISION_RECALL_MIN_DEN: 0.1337144, RECALL: 0.1294569, MAP: 0.0626276, MRR: 0.1328058, NDCG: 0.0940396, F1: 0.0589457, HIT_RATE: 0.3816191, ARHR: 0.1537424, NOVELTY: 0.0049180, AVERAGE_POPULARITY: 0.0862906, DIVERSITY_MEAN_INTER_LIST: 0.9902815, DIVERSITY_HERFINDAHL: 0.9990107, COVERAGE_ITEM: 0.4597113, COVERAGE_ITEM_CORRECT: 0.0469143, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1989178, DIVERSITY_GINI: 0.1544298, SHANNON_ENTROPY: 11.8020779, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.7182479997045245, 'l1_ratio': 0.9708713416492565} - results: ROC_AUC: 0.1435124, PRECISION: 0.0307954, PRECISION_RECALL_MIN_DEN: 0.1120966, RECALL: 0.1087695, MAP: 0.0482959, MRR: 0.1016301, NDCG: 0.0747163, F1: 0.0479991, HIT_RATE: 0.3079542, ARHR: 0.1160342, NOVELTY: 0.0052182, AVERAGE_POPULARITY: 0.0298103, DIVERSITY_MEAN_INTER_LIST: 0.9974550, DIVERSITY_HERFINDAHL: 0.9997279, COVERAGE_ITEM: 0.5891511, COVERAGE_ITEM_CORRECT: 0.0524273, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1676608, DIVERSITY_GINI: 0.2748077, SHANNON_ENTROPY: 13.0068605, 

SearchBayesianSkopt-CV: New best config found. Config 7: {'alpha': 0.627711758088878, 'l1_ratio': 0.160380597930651} - results: ROC_AUC: 0.1965826, PRECISION: 0.0428476, PRECISION_RECALL_MIN_DEN: 0.1531556, RECALL: 0.1486679, MAP: 0.0708638, MRR: 0.1461219, NDCG: 0.1063926, F1: 0.0665220, HIT_RATE: 0.4284757, ARHR: 0.1702142, NOVELTY: 0.0049070, AVERAGE_POPULARITY: 0.0866247, DIVERSITY_MEAN_INTER_LIST: 0.9902172, DIVERSITY_HERFINDAHL: 0.9990042, COVERAGE_ITEM: 0.4732243, COVERAGE_ITEM_CORRECT: 0.0555765, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2208632, DIVERSITY_GINI: 0.1635001, SHANNON_ENTROPY: 11.8733685, 

