
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.9783849385392446, 'l1_ratio': 0.8208212316139584, 'topK': 200, 'normalize': True} - results: ROC_AUC: 0.1404002, PRECISION: 0.0295449, PRECISION_RECALL_MIN_DEN: 0.1085374, RECALL: 0.1054388, MAP: 0.0482173, MRR: 0.0998709, NDCG: 0.0735610, F1: 0.0461545, HIT_RATE: 0.2954485, ARHR: 0.1131775, NOVELTY: 0.0052331, AVERAGE_POPULARITY: 0.0292776, DIVERSITY_MEAN_INTER_LIST: 0.9976315, DIVERSITY_HERFINDAHL: 0.9997455, COVERAGE_ITEM: 0.5889586, COVERAGE_ITEM_CORRECT: 0.0509798, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1626274, DIVERSITY_GINI: 0.2812040, SHANNON_ENTROPY: 13.0594025, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.7747347020931876, 'l1_ratio': 0.0004927435675046167, 'topK': 812, 'normalize': True} - results: ROC_AUC: 0.1932196, PRECISION: 0.0418234, PRECISION_RECALL_MIN_DEN: 0.1486720, RECALL: 0.1442416, MAP: 0.0696095, MRR: 0.1440101, NDCG: 0.1041869, F1: 0.0648429, HIT_RATE: 0.4182340, ARHR: 0.1674380, NOVELTY: 0.0048305, AVERAGE_POPULARITY: 0.1009383, DIVERSITY_MEAN_INTER_LIST: 0.9866785, DIVERSITY_HERFINDAHL: 0.9986504, COVERAGE_ITEM: 0.4544678, COVERAGE_ITEM_CORRECT: 0.0520500, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2161067, DIVERSITY_GINI: 0.1470089, SHANNON_ENTROPY: 11.5894672, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.05924773738410506, 'l1_ratio': 0.9807256224612237, 'topK': 407, 'normalize': True} - results: ROC_AUC: 0.1796294, PRECISION: 0.0385512, PRECISION_RECALL_MIN_DEN: 0.1340754, RECALL: 0.1297467, MAP: 0.0630748, MRR: 0.1343399, NDCG: 0.0946735, F1: 0.0594386, HIT_RATE: 0.3855120, ARHR: 0.1556245, NOVELTY: 0.0048315, AVERAGE_POPULARITY: 0.1072103, DIVERSITY_MEAN_INTER_LIST: 0.9851977, DIVERSITY_HERFINDAHL: 0.9985024, COVERAGE_ITEM: 0.4499865, COVERAGE_ITEM_CORRECT: 0.0447045, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2005033, DIVERSITY_GINI: 0.1446382, SHANNON_ENTROPY: 11.5185304, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'alpha': 0.4238783231753994, 'l1_ratio': 0.7437196333307186, 'topK': 788, 'normalize': True} - results: ROC_AUC: 0.1968774, PRECISION: 0.0430125, PRECISION_RECALL_MIN_DEN: 0.1524985, RECALL: 0.1479404, MAP: 0.0712942, MRR: 0.1473563, NDCG: 0.1066117, F1: 0.0666457, HIT_RATE: 0.4301246, ARHR: 0.1721573, NOVELTY: 0.0048861, AVERAGE_POPULARITY: 0.0973061, DIVERSITY_MEAN_INTER_LIST: 0.9879540, DIVERSITY_HERFINDAHL: 0.9987779, COVERAGE_ITEM: 0.4701521, COVERAGE_ITEM_CORRECT: 0.0543292, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2203096, DIVERSITY_GINI: 0.1600972, SHANNON_ENTROPY: 11.7593433, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.7656234655786115, 'l1_ratio': 0.840187242939797, 'topK': 874, 'normalize': False} - results: ROC_AUC: 0.1897925, PRECISION: 0.0413508, PRECISION_RECALL_MIN_DEN: 0.1484347, RECALL: 0.1440095, MAP: 0.0684262, MRR: 0.1401460, NDCG: 0.1025888, F1: 0.0642510, HIT_RATE: 0.4135076, ARHR: 0.1636040, NOVELTY: 0.0050513, AVERAGE_POPULARITY: 0.0672700, DIVERSITY_MEAN_INTER_LIST: 0.9939564, DIVERSITY_HERFINDAHL: 0.9993781, COVERAGE_ITEM: 0.5393879, COVERAGE_ITEM_CORRECT: 0.0583099, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2137914, DIVERSITY_GINI: 0.2216855, SHANNON_ENTROPY: 12.4770112, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.03701736724136729, 'l1_ratio': 0.8174238437159577, 'topK': 737, 'normalize': True} - results: ROC_AUC: 0.1784911, PRECISION: 0.0379574, PRECISION_RECALL_MIN_DEN: 0.1328724, RECALL: 0.1286932, MAP: 0.0622957, MRR: 0.1326717, NDCG: 0.0936358, F1: 0.0586224, HIT_RATE: 0.3795736, ARHR: 0.1533924, NOVELTY: 0.0048009, AVERAGE_POPULARITY: 0.1121289, DIVERSITY_MEAN_INTER_LIST: 0.9836636, DIVERSITY_HERFINDAHL: 0.9983490, COVERAGE_ITEM: 0.4396458, COVERAGE_ITEM_CORRECT: 0.0430183, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1988675, DIVERSITY_GINI: 0.1370216, SHANNON_ENTROPY: 11.3930115, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.025888800145954523, 'l1_ratio': 0.6438432066161679, 'topK': 889, 'normalize': False} - results: ROC_AUC: 0.1774635, PRECISION: 0.0375860, PRECISION_RECALL_MIN_DEN: 0.1316292, RECALL: 0.1275018, MAP: 0.0616907, MRR: 0.1317319, NDCG: 0.0927908, F1: 0.0580552, HIT_RATE: 0.3758596, ARHR: 0.1522092, NOVELTY: 0.0047974, AVERAGE_POPULARITY: 0.1126169, DIVERSITY_MEAN_INTER_LIST: 0.9834975, DIVERSITY_HERFINDAHL: 0.9983324, COVERAGE_ITEM: 0.4389451, COVERAGE_ITEM_CORRECT: 0.0423638, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1973323, DIVERSITY_GINI: 0.1364308, SHANNON_ENTROPY: 11.3815630, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.5172164189217753, 'l1_ratio': 0.6113157050099042, 'topK': 379, 'normalize': False} - results: ROC_AUC: 0.1923051, PRECISION: 0.0419663, PRECISION_RECALL_MIN_DEN: 0.1470842, RECALL: 0.1425040, MAP: 0.0691367, MRR: 0.1440030, NDCG: 0.1033877, F1: 0.0648368, HIT_RATE: 0.4196629, ARHR: 0.1683165, NOVELTY: 0.0048903, AVERAGE_POPULARITY: 0.0979771, DIVERSITY_MEAN_INTER_LIST: 0.9877997, DIVERSITY_HERFINDAHL: 0.9987625, COVERAGE_ITEM: 0.4710837, COVERAGE_ITEM_CORRECT: 0.0530587, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2144960, DIVERSITY_GINI: 0.1607590, SHANNON_ENTROPY: 11.7584212, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.9117695272241741, 'l1_ratio': 0.0632268184492001, 'topK': 632, 'normalize': False} - results: ROC_AUC: 0.1969843, PRECISION: 0.0428842, PRECISION_RECALL_MIN_DEN: 0.1525757, RECALL: 0.1480487, MAP: 0.0712736, MRR: 0.1469440, NDCG: 0.1066774, F1: 0.0665035, HIT_RATE: 0.4288416, ARHR: 0.1710665, NOVELTY: 0.0048545, AVERAGE_POPULARITY: 0.0969547, DIVERSITY_MEAN_INTER_LIST: 0.9878699, DIVERSITY_HERFINDAHL: 0.9987695, COVERAGE_ITEM: 0.4634610, COVERAGE_ITEM_CORRECT: 0.0546372, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2207877, DIVERSITY_GINI: 0.1543359, SHANNON_ENTROPY: 11.7018051, 
