
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8801166348502029, 'l1_ratio': 0.5890503214643263, 'topK': 133, 'normalize': True} - results: ROC_AUC: 0.1962138, PRECISION: 0.0427979, PRECISION_RECALL_MIN_DEN: 0.1532786, RECALL: 0.1486684, MAP: 0.0707940, MRR: 0.1446325, NDCG: 0.1060361, F1: 0.0664613, HIT_RATE: 0.4279795, ARHR: 0.1693331, NOVELTY: 0.0050712, AVERAGE_POPULARITY: 0.0624065, DIVERSITY_MEAN_INTER_LIST: 0.9949128, DIVERSITY_HERFINDAHL: 0.9994737, COVERAGE_ITEM: 0.5457555, COVERAGE_ITEM_CORRECT: 0.0619596, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2193784, DIVERSITY_GINI: 0.2249806, SHANNON_ENTROPY: 12.5383323, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.459289827775228, 'l1_ratio': 0.7155102196987172, 'topK': 744, 'normalize': False} - results: ROC_AUC: 0.1508357, PRECISION: 0.0318666, PRECISION_RECALL_MIN_DEN: 0.1184096, RECALL: 0.1152178, MAP: 0.0522735, MRR: 0.1073851, NDCG: 0.0798951, F1: 0.0499244, HIT_RATE: 0.3186661, ARHR: 0.1219702, NOVELTY: 0.0052064, AVERAGE_POPULARITY: 0.0335999, DIVERSITY_MEAN_INTER_LIST: 0.9973363, DIVERSITY_HERFINDAHL: 0.9997160, COVERAGE_ITEM: 0.5906756, COVERAGE_ITEM_CORRECT: 0.0530279, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1742796, DIVERSITY_GINI: 0.2751985, SHANNON_ENTROPY: 12.9965138, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'alpha': 0.074056696079728, 'l1_ratio': 0.2386271611150244, 'topK': 423, 'normalize': True} - results: ROC_AUC: 0.1661058, PRECISION: 0.0352364, PRECISION_RECALL_MIN_DEN: 0.1217268, RECALL: 0.1177950, MAP: 0.0575612, MRR: 0.1236299, NDCG: 0.0864661, F1: 0.0542420, HIT_RATE: 0.3523641, ARHR: 0.1427396, NOVELTY: 0.0048706, AVERAGE_POPULARITY: 0.1074425, DIVERSITY_MEAN_INTER_LIST: 0.9850080, DIVERSITY_HERFINDAHL: 0.9984834, COVERAGE_ITEM: 0.4610279, COVERAGE_ITEM_CORRECT: 0.0392916, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1853026, DIVERSITY_GINI: 0.1555010, SHANNON_ENTROPY: 11.6222771, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.1288254960804406, 'l1_ratio': 0.994531667785552, 'topK': 993, 'normalize': False} - results: ROC_AUC: 0.1691100, PRECISION: 0.0351705, PRECISION_RECALL_MIN_DEN: 0.1312325, RECALL: 0.1278967, MAP: 0.0594631, MRR: 0.1222673, NDCG: 0.0900615, F1: 0.0551684, HIT_RATE: 0.3517047, ARHR: 0.1393312, NOVELTY: 0.0051315, AVERAGE_POPULARITY: 0.0487741, DIVERSITY_MEAN_INTER_LIST: 0.9960454, DIVERSITY_HERFINDAHL: 0.9995869, COVERAGE_ITEM: 0.5790260, COVERAGE_ITEM_CORRECT: 0.0537594, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1904618, DIVERSITY_GINI: 0.2601035, SHANNON_ENTROPY: 12.8275377, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.3208962986536716, 'l1_ratio': 0.9454014281850429, 'topK': 346, 'normalize': True} - results: ROC_AUC: 0.1946813, PRECISION: 0.0423956, PRECISION_RECALL_MIN_DEN: 0.1515855, RECALL: 0.1471863, MAP: 0.0698929, MRR: 0.1446786, NDCG: 0.1051455, F1: 0.0658286, HIT_RATE: 0.4239557, ARHR: 0.1688091, NOVELTY: 0.0049700, AVERAGE_POPULARITY: 0.0834288, DIVERSITY_MEAN_INTER_LIST: 0.9908676, DIVERSITY_HERFINDAHL: 0.9990693, COVERAGE_ITEM: 0.5253282, COVERAGE_ITEM_CORRECT: 0.0570934, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2185730, DIVERSITY_GINI: 0.2043864, SHANNON_ENTROPY: 12.2109479, 

SearchBayesianSkopt-CV: New best config found. Config 13: {'alpha': 0.15320950755029208, 'l1_ratio': 0.46876870000537807, 'topK': 878, 'normalize': False} - results: ROC_AUC: 0.1999872, PRECISION: 0.0438619, PRECISION_RECALL_MIN_DEN: 0.1572768, RECALL: 0.1527281, MAP: 0.0726531, MRR: 0.1497077, NDCG: 0.1090980, F1: 0.0681507, HIT_RATE: 0.4386191, ARHR: 0.1748021, NOVELTY: 0.0049790, AVERAGE_POPULARITY: 0.0802094, DIVERSITY_MEAN_INTER_LIST: 0.9917898, DIVERSITY_HERFINDAHL: 0.9991615, COVERAGE_ITEM: 0.5172127, COVERAGE_ITEM_CORRECT: 0.0588027, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2248647, DIVERSITY_GINI: 0.1980189, SHANNON_ENTROPY: 12.2052142, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.4427622203757686, 'l1_ratio': 0.20596734487282414, 'topK': 511, 'normalize': True} - results: ROC_AUC: 0.1818715, PRECISION: 0.0391054, PRECISION_RECALL_MIN_DEN: 0.1352789, RECALL: 0.1308670, MAP: 0.0637026, MRR: 0.1357604, NDCG: 0.0956347, F1: 0.0602146, HIT_RATE: 0.3910543, ARHR: 0.1576910, NOVELTY: 0.0049064, AVERAGE_POPULARITY: 0.0932325, DIVERSITY_MEAN_INTER_LIST: 0.9891531, DIVERSITY_HERFINDAHL: 0.9988978, COVERAGE_ITEM: 0.4719461, COVERAGE_ITEM_CORRECT: 0.0470298, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2027180, DIVERSITY_GINI: 0.1615771, SHANNON_ENTROPY: 11.8100057, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'alpha': 0.10412208873265696, 'l1_ratio': 0.20322585237947505, 'topK': 378, 'normalize': True} - results: ROC_AUC: 0.1682549, PRECISION: 0.0358617, PRECISION_RECALL_MIN_DEN: 0.1233212, RECALL: 0.1192800, MAP: 0.0583033, MRR: 0.1254276, NDCG: 0.0876072, F1: 0.0551406, HIT_RATE: 0.3586172, ARHR: 0.1450466, NOVELTY: 0.0048776, AVERAGE_POPULARITY: 0.1050912, DIVERSITY_MEAN_INTER_LIST: 0.9857780, DIVERSITY_HERFINDAHL: 0.9985604, COVERAGE_ITEM: 0.4640616, COVERAGE_ITEM_CORRECT: 0.0404620, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1879200, DIVERSITY_GINI: 0.1574075, SHANNON_ENTROPY: 11.6593417, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'alpha': 0.6841545723810606, 'l1_ratio': 0.8532123574069989, 'topK': 433, 'normalize': True} - results: ROC_AUC: 0.1779051, PRECISION: 0.0381855, PRECISION_RECALL_MIN_DEN: 0.1390009, RECALL: 0.1351378, MAP: 0.0630963, MRR: 0.1302972, NDCG: 0.0955050, F1: 0.0595448, HIT_RATE: 0.3818547, ARHR: 0.1502820, NOVELTY: 0.0051186, AVERAGE_POPULARITY: 0.0506723, DIVERSITY_MEAN_INTER_LIST: 0.9960372, DIVERSITY_HERFINDAHL: 0.9995861, COVERAGE_ITEM: 0.5772089, COVERAGE_ITEM_CORRECT: 0.0574629, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2009563, DIVERSITY_GINI: 0.2563602, SHANNON_ENTROPY: 12.7963000, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'alpha': 0.5506479152502355, 'l1_ratio': 0.5323249093349905, 'topK': 42, 'normalize': False} - results: ROC_AUC: 0.1693990, PRECISION: 0.0367503, PRECISION_RECALL_MIN_DEN: 0.1332115, RECALL: 0.1292065, MAP: 0.0599976, MRR: 0.1222263, NDCG: 0.0906502, F1: 0.0572223, HIT_RATE: 0.3675029, ARHR: 0.1414567, NOVELTY: 0.0051530, AVERAGE_POPULARITY: 0.0433023, DIVERSITY_MEAN_INTER_LIST: 0.9969957, DIVERSITY_HERFINDAHL: 0.9996820, COVERAGE_ITEM: 0.6138441, COVERAGE_ITEM_CORRECT: 0.0587719, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1935322, DIVERSITY_GINI: 0.2888761, SHANNON_ENTROPY: 13.0110044, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'alpha': 0.3409015089700897, 'l1_ratio': 0.2802334184020678, 'topK': 664, 'normalize': False} - results: ROC_AUC: 0.1990468, PRECISION: 0.0437274, PRECISION_RECALL_MIN_DEN: 0.1564615, RECALL: 0.1518930, MAP: 0.0724924, MRR: 0.1488997, NDCG: 0.1086233, F1: 0.0679045, HIT_RATE: 0.4372742, ARHR: 0.1740430, NOVELTY: 0.0049891, AVERAGE_POPULARITY: 0.0773353, DIVERSITY_MEAN_INTER_LIST: 0.9924584, DIVERSITY_HERFINDAHL: 0.9992283, COVERAGE_ITEM: 0.5024678, COVERAGE_ITEM_CORRECT: 0.0587026, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2244117, DIVERSITY_GINI: 0.1879344, SHANNON_ENTROPY: 12.1677614, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'alpha': 0.7407492194984574, 'l1_ratio': 0.8129055817674443, 'topK': 446, 'normalize': False} - results: ROC_AUC: 0.1258274, PRECISION: 0.0269517, PRECISION_RECALL_MIN_DEN: 0.0991853, RECALL: 0.0962868, MAP: 0.0422328, MRR: 0.0878354, NDCG: 0.0655341, F1: 0.0421134, HIT_RATE: 0.2695173, ARHR: 0.0997785, NOVELTY: 0.0052575, AVERAGE_POPULARITY: 0.0230028, DIVERSITY_MEAN_INTER_LIST: 0.9977714, DIVERSITY_HERFINDAHL: 0.9997595, COVERAGE_ITEM: 0.6076304, COVERAGE_ITEM_CORRECT: 0.0492628, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1489367, DIVERSITY_GINI: 0.2926841, SHANNON_ENTROPY: 13.1198803, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 0.0, 'topK': 5, 'normalize': False} - results: ROC_AUC: 0.1205902, PRECISION: 0.0220552, PRECISION_RECALL_MIN_DEN: 0.0758179, RECALL: 0.0732567, MAP: 0.0386528, MRR: 0.0884905, NDCG: 0.0572357, F1: 0.0339029, HIT_RATE: 0.2205521, ARHR: 0.0976879, NOVELTY: 0.0052547, AVERAGE_POPULARITY: 0.0586259, DIVERSITY_MEAN_INTER_LIST: 0.9813362, DIVERSITY_HERFINDAHL: 0.9981163, COVERAGE_ITEM: 0.4740327, COVERAGE_ITEM_CORRECT: 0.0282964, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1264880, DIVERSITY_GINI: 0.1854767, SHANNON_ENTROPY: 11.9022002, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 1.0, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1548940, PRECISION: 0.0324905, PRECISION_RECALL_MIN_DEN: 0.1107602, RECALL: 0.1071701, MAP: 0.0518667, MRR: 0.1143191, NDCG: 0.0787999, F1: 0.0498608, HIT_RATE: 0.3249046, ARHR: 0.1311010, NOVELTY: 0.0048210, AVERAGE_POPULARITY: 0.1194415, DIVERSITY_MEAN_INTER_LIST: 0.9809431, DIVERSITY_HERFINDAHL: 0.9980770, COVERAGE_ITEM: 0.4151992, COVERAGE_ITEM_CORRECT: 0.0337170, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1727948, DIVERSITY_GINI: 0.1338325, SHANNON_ENTROPY: 11.3655280, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': False} - results: ROC_AUC: 0.1659186, PRECISION: 0.0352042, PRECISION_RECALL_MIN_DEN: 0.1203267, RECALL: 0.1162684, MAP: 0.0561777, MRR: 0.1226211, NDCG: 0.0850304, F1: 0.0540443, HIT_RATE: 0.3520416, ARHR: 0.1416758, NOVELTY: 0.0049387, AVERAGE_POPULARITY: 0.0845364, DIVERSITY_MEAN_INTER_LIST: 0.9900708, DIVERSITY_HERFINDAHL: 0.9989896, COVERAGE_ITEM: 0.4496939, COVERAGE_ITEM_CORRECT: 0.0415399, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1845728, DIVERSITY_GINI: 0.1474350, SHANNON_ENTROPY: 11.7285679, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 0.23612855982660888, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1818250, PRECISION: 0.0392405, PRECISION_RECALL_MIN_DEN: 0.1379000, RECALL: 0.1335764, MAP: 0.0646511, MRR: 0.1357321, NDCG: 0.0968582, F1: 0.0606592, HIT_RATE: 0.3924051, ARHR: 0.1576484, NOVELTY: 0.0049549, AVERAGE_POPULARITY: 0.0804731, DIVERSITY_MEAN_INTER_LIST: 0.9915135, DIVERSITY_HERFINDAHL: 0.9991338, COVERAGE_ITEM: 0.4676805, COVERAGE_ITEM_CORRECT: 0.0498479, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2033975, DIVERSITY_GINI: 0.1622525, SHANNON_ENTROPY: 11.9282640, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 1.0, 'topK': 922, 'normalize': True} - results: ROC_AUC: 0.1089637, PRECISION: 0.0232384, PRECISION_RECALL_MIN_DEN: 0.0858294, RECALL: 0.0833580, MAP: 0.0367032, MRR: 0.0759700, NDCG: 0.0567474, F1: 0.0363429, HIT_RATE: 0.2323837, ARHR: 0.0859427, NOVELTY: 0.0052871, AVERAGE_POPULARITY: 0.0179941, DIVERSITY_MEAN_INTER_LIST: 0.9977694, DIVERSITY_HERFINDAHL: 0.9997593, COVERAGE_ITEM: 0.6038037, COVERAGE_ITEM_CORRECT: 0.0445505, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1299610, DIVERSITY_GINI: 0.2897961, SHANNON_ENTROPY: 13.1105489, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 0.4971604887022785, 'topK': 5, 'normalize': False} - results: ROC_AUC: 0.1205902, PRECISION: 0.0220552, PRECISION_RECALL_MIN_DEN: 0.0758179, RECALL: 0.0732567, MAP: 0.0386528, MRR: 0.0884905, NDCG: 0.0572357, F1: 0.0339029, HIT_RATE: 0.2205521, ARHR: 0.0976879, NOVELTY: 0.0052547, AVERAGE_POPULARITY: 0.0586259, DIVERSITY_MEAN_INTER_LIST: 0.9813362, DIVERSITY_HERFINDAHL: 0.9981163, COVERAGE_ITEM: 0.4740327, COVERAGE_ITEM_CORRECT: 0.0282964, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1264880, DIVERSITY_GINI: 0.1854767, SHANNON_ENTROPY: 11.9022002, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'alpha': 0.47742047347040184, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1707796, PRECISION: 0.0363350, PRECISION_RECALL_MIN_DEN: 0.1241242, RECALL: 0.1200405, MAP: 0.0587674, MRR: 0.1273557, NDCG: 0.0884476, F1: 0.0557832, HIT_RATE: 0.3633498, ARHR: 0.1472065, NOVELTY: 0.0048867, AVERAGE_POPULARITY: 0.0959165, DIVERSITY_MEAN_INTER_LIST: 0.9883350, DIVERSITY_HERFINDAHL: 0.9988160, COVERAGE_ITEM: 0.4541675, COVERAGE_ITEM_CORRECT: 0.0414167, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1899333, DIVERSITY_GINI: 0.1488399, SHANNON_ENTROPY: 11.6746345, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'alpha': 0.17600757690061103, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': False} - results: ROC_AUC: 0.1708475, PRECISION: 0.0363664, PRECISION_RECALL_MIN_DEN: 0.1239203, RECALL: 0.1198074, MAP: 0.0587713, MRR: 0.1274882, NDCG: 0.0884091, F1: 0.0557941, HIT_RATE: 0.3636638, ARHR: 0.1474255, NOVELTY: 0.0048760, AVERAGE_POPULARITY: 0.0995803, DIVERSITY_MEAN_INTER_LIST: 0.9874456, DIVERSITY_HERFINDAHL: 0.9987271, COVERAGE_ITEM: 0.4546833, COVERAGE_ITEM_CORRECT: 0.0409625, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1900591, DIVERSITY_GINI: 0.1485495, SHANNON_ENTROPY: 11.6360279, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'alpha': 0.7100187315628805, 'l1_ratio': 0.0, 'topK': 5, 'normalize': False} - results: ROC_AUC: 0.1402108, PRECISION: 0.0270903, PRECISION_RECALL_MIN_DEN: 0.0929593, RECALL: 0.0897671, MAP: 0.0463597, MRR: 0.1029598, NDCG: 0.0687765, F1: 0.0416191, HIT_RATE: 0.2709031, ARHR: 0.1152879, NOVELTY: 0.0051389, AVERAGE_POPULARITY: 0.0625159, DIVERSITY_MEAN_INTER_LIST: 0.9810469, DIVERSITY_HERFINDAHL: 0.9980874, COVERAGE_ITEM: 0.4537209, COVERAGE_ITEM_CORRECT: 0.0359500, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1509500, DIVERSITY_GINI: 0.1605494, SHANNON_ENTROPY: 11.6931761, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'alpha': 0.7804866552370266, 'l1_ratio': 1.0, 'topK': 5, 'normalize': True} - results: ROC_AUC: 0.1100528, PRECISION: 0.0223535, PRECISION_RECALL_MIN_DEN: 0.0828832, RECALL: 0.0806832, MAP: 0.0378714, MRR: 0.0777693, NDCG: 0.0572264, F1: 0.0350047, HIT_RATE: 0.2235354, ARHR: 0.0868388, NOVELTY: 0.0052693, AVERAGE_POPULARITY: 0.0247826, DIVERSITY_MEAN_INTER_LIST: 0.9924900, DIVERSITY_HERFINDAHL: 0.9992315, COVERAGE_ITEM: 0.6510568, COVERAGE_ITEM_CORRECT: 0.0413782, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1265886, DIVERSITY_GINI: 0.3095039, SHANNON_ENTROPY: 12.9196616, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'alpha': 0.16052086666717075, 'l1_ratio': 1.0, 'topK': 5, 'normalize': True} - results: ROC_AUC: 0.1390963, PRECISION: 0.0261545, PRECISION_RECALL_MIN_DEN: 0.0943844, RECALL: 0.0915867, MAP: 0.0471795, MRR: 0.1021489, NDCG: 0.0694912, F1: 0.0406888, HIT_RATE: 0.2615449, ARHR: 0.1134555, NOVELTY: 0.0051685, AVERAGE_POPULARITY: 0.0581207, DIVERSITY_MEAN_INTER_LIST: 0.9890201, DIVERSITY_HERFINDAHL: 0.9988845, COVERAGE_ITEM: 0.5486506, COVERAGE_ITEM_CORRECT: 0.0363580, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1482069, DIVERSITY_GINI: 0.2256673, SHANNON_ENTROPY: 12.3238845, 
