
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1998342, PRECISION: 0.0436923, PRECISION_RECALL_MIN_DEN: 0.1564970, RECALL: 0.1519420, MAP: 0.0725491, MRR: 0.1496370, NDCG: 0.1087926, F1: 0.0678673, HIT_RATE: 0.4369232, ARHR: 0.1745753, NOVELTY: 0.0049648, AVERAGE_POPULARITY: 0.0809097, DIVERSITY_MEAN_INTER_LIST: 0.9916998, DIVERSITY_HERFINDAHL: 0.9991525, COVERAGE_ITEM: 0.4867218, COVERAGE_ITEM_CORRECT: 0.0577632, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2250157, DIVERSITY_GINI: 0.1762605, SHANNON_ENTROPY: 12.0490302, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1957390, PRECISION: 0.0422475, PRECISION_RECALL_MIN_DEN: 0.1488474, RECALL: 0.1443038, MAP: 0.0702857, MRR: 0.1462774, NDCG: 0.1049154, F1: 0.0653579, HIT_RATE: 0.4224753, ARHR: 0.1704435, NOVELTY: 0.0049033, AVERAGE_POPULARITY: 0.0918775, DIVERSITY_MEAN_INTER_LIST: 0.9893828, DIVERSITY_HERFINDAHL: 0.9989208, COVERAGE_ITEM: 0.4662483, COVERAGE_ITEM_CORRECT: 0.0530356, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2175664, DIVERSITY_GINI: 0.1586927, SHANNON_ENTROPY: 11.8030956, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1831412, PRECISION: 0.0392259, PRECISION_RECALL_MIN_DEN: 0.1374597, RECALL: 0.1330986, MAP: 0.0643874, MRR: 0.1361169, NDCG: 0.0966662, F1: 0.0605911, HIT_RATE: 0.3922590, ARHR: 0.1579135, NOVELTY: 0.0049113, AVERAGE_POPULARITY: 0.0884580, DIVERSITY_MEAN_INTER_LIST: 0.9900162, DIVERSITY_HERFINDAHL: 0.9989841, COVERAGE_ITEM: 0.4602887, COVERAGE_ITEM_CORRECT: 0.0478999, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2037750, DIVERSITY_GINI: 0.1547636, SHANNON_ENTROPY: 11.7947198, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.2020391, PRECISION: 0.0440316, PRECISION_RECALL_MIN_DEN: 0.1583283, RECALL: 0.1537551, MAP: 0.0734237, MRR: 0.1513562, NDCG: 0.1100451, F1: 0.0684565, HIT_RATE: 0.4403155, ARHR: 0.1764924, NOVELTY: 0.0049493, AVERAGE_POPULARITY: 0.0855502, DIVERSITY_MEAN_INTER_LIST: 0.9906954, DIVERSITY_HERFINDAHL: 0.9990520, COVERAGE_ITEM: 0.4915804, COVERAGE_ITEM_CORRECT: 0.0578633, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2267271, DIVERSITY_GINI: 0.1776767, SHANNON_ENTROPY: 12.0108029, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1867281, PRECISION: 0.0402788, PRECISION_RECALL_MIN_DEN: 0.1405812, RECALL: 0.1361255, MAP: 0.0657367, MRR: 0.1387923, NDCG: 0.0987975, F1: 0.0621620, HIT_RATE: 0.4027877, ARHR: 0.1613644, NOVELTY: 0.0048390, AVERAGE_POPULARITY: 0.1045261, DIVERSITY_MEAN_INTER_LIST: 0.9860544, DIVERSITY_HERFINDAHL: 0.9985880, COVERAGE_ITEM: 0.4478768, COVERAGE_ITEM_CORRECT: 0.0476920, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2085315, DIVERSITY_GINI: 0.1437449, SHANNON_ENTROPY: 11.5416423, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1989964, PRECISION: 0.0433104, PRECISION_RECALL_MIN_DEN: 0.1566645, RECALL: 0.1522536, MAP: 0.0719623, MRR: 0.1482254, NDCG: 0.1082324, F1: 0.0674361, HIT_RATE: 0.4331038, ARHR: 0.1726386, NOVELTY: 0.0050016, AVERAGE_POPULARITY: 0.0755424, DIVERSITY_MEAN_INTER_LIST: 0.9925906, DIVERSITY_HERFINDAHL: 0.9992415, COVERAGE_ITEM: 0.5249278, COVERAGE_ITEM_CORRECT: 0.0593494, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2240342, DIVERSITY_GINI: 0.2035888, SHANNON_ENTROPY: 12.2779084, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1969935, PRECISION: 0.0428445, PRECISION_RECALL_MIN_DEN: 0.1519700, RECALL: 0.1474239, MAP: 0.0713925, MRR: 0.1477967, NDCG: 0.1066255, F1: 0.0663923, HIT_RATE: 0.4284451, ARHR: 0.1724150, NOVELTY: 0.0049398, AVERAGE_POPULARITY: 0.0850785, DIVERSITY_MEAN_INTER_LIST: 0.9908464, DIVERSITY_HERFINDAHL: 0.9990671, COVERAGE_ITEM: 0.4726699, COVERAGE_ITEM_CORRECT: 0.0551222, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2201334, DIVERSITY_GINI: 0.1655365, SHANNON_ENTROPY: 11.9269013, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.2019608, PRECISION: 0.0438366, PRECISION_RECALL_MIN_DEN: 0.1587956, RECALL: 0.1543223, MAP: 0.0733741, MRR: 0.1507839, NDCG: 0.1100701, F1: 0.0682768, HIT_RATE: 0.4383663, ARHR: 0.1755786, NOVELTY: 0.0049814, AVERAGE_POPULARITY: 0.0804751, DIVERSITY_MEAN_INTER_LIST: 0.9916050, DIVERSITY_HERFINDAHL: 0.9991430, COVERAGE_ITEM: 0.5129086, COVERAGE_ITEM_CORRECT: 0.0592262, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2266767, DIVERSITY_GINI: 0.1940963, SHANNON_ENTROPY: 12.1698383, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1992757, PRECISION: 0.0434172, PRECISION_RECALL_MIN_DEN: 0.1539193, RECALL: 0.1493561, MAP: 0.0719920, MRR: 0.1494930, NDCG: 0.1077912, F1: 0.0672758, HIT_RATE: 0.4341720, ARHR: 0.1744521, NOVELTY: 0.0049017, AVERAGE_POPULARITY: 0.0948218, DIVERSITY_MEAN_INTER_LIST: 0.9885866, DIVERSITY_HERFINDAHL: 0.9988412, COVERAGE_ITEM: 0.4724697, COVERAGE_ITEM_CORRECT: 0.0548450, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2228262, DIVERSITY_GINI: 0.1622427, SHANNON_ENTROPY: 11.8004558, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.661637257359202, 'b': 0.0939209496897511, 'c': 0.4901499324681551, 'normalize': False} - results: ROC_AUC: 0.2017933, PRECISION: 0.0438791, PRECISION_RECALL_MIN_DEN: 0.1592904, RECALL: 0.1548250, MAP: 0.0732896, MRR: 0.1505482, NDCG: 0.1101027, F1: 0.0683779, HIT_RATE: 0.4387910, ARHR: 0.1753111, NOVELTY: 0.0049849, AVERAGE_POPULARITY: 0.0795772, DIVERSITY_MEAN_INTER_LIST: 0.9917943, DIVERSITY_HERFINDAHL: 0.9991619, COVERAGE_ITEM: 0.5139480, COVERAGE_ITEM_CORRECT: 0.0594495, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2270291, DIVERSITY_GINI: 0.1951565, SHANNON_ENTROPY: 12.1859165, 
