
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1849488, PRECISION: 0.0395156, PRECISION_RECALL_MIN_DEN: 0.1392095, RECALL: 0.1349274, MAP: 0.0654376, MRR: 0.1374754, NDCG: 0.0980475, F1: 0.0611273, HIT_RATE: 0.3951558, ARHR: 0.1592969, NOVELTY: 0.0048016, AVERAGE_POPULARITY: 0.1143984, DIVERSITY_MEAN_INTER_LIST: 0.9827536, DIVERSITY_HERFINDAHL: 0.9982580, COVERAGE_ITEM: 0.4452435, COVERAGE_ITEM_CORRECT: 0.0457363, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2057883, DIVERSITY_GINI: 0.1381322, SHANNON_ENTROPY: 11.3656559, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1929140, PRECISION: 0.0418518, PRECISION_RECALL_MIN_DEN: 0.1477085, RECALL: 0.1431647, MAP: 0.0692201, MRR: 0.1437853, NDCG: 0.1035568, F1: 0.0647683, HIT_RATE: 0.4185180, ARHR: 0.1676320, NOVELTY: 0.0048678, AVERAGE_POPULARITY: 0.1029525, DIVERSITY_MEAN_INTER_LIST: 0.9863325, DIVERSITY_HERFINDAHL: 0.9986158, COVERAGE_ITEM: 0.4717844, COVERAGE_ITEM_CORRECT: 0.0515804, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2154775, DIVERSITY_GINI: 0.1578522, SHANNON_ENTROPY: 11.6666507, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1842371, PRECISION: 0.0392717, PRECISION_RECALL_MIN_DEN: 0.1386547, RECALL: 0.1343923, MAP: 0.0649791, MRR: 0.1366608, NDCG: 0.0974756, F1: 0.0607803, HIT_RATE: 0.3927173, ARHR: 0.1582283, NOVELTY: 0.0047999, AVERAGE_POPULARITY: 0.1146237, DIVERSITY_MEAN_INTER_LIST: 0.9826582, DIVERSITY_HERFINDAHL: 0.9982485, COVERAGE_ITEM: 0.4459134, COVERAGE_ITEM_CORRECT: 0.0452589, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2051843, DIVERSITY_GINI: 0.1382361, SHANNON_ENTROPY: 11.3612326, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1902968, PRECISION: 0.0412796, PRECISION_RECALL_MIN_DEN: 0.1453567, RECALL: 0.1408913, MAP: 0.0681536, MRR: 0.1424623, NDCG: 0.1020544, F1: 0.0638496, HIT_RATE: 0.4127956, ARHR: 0.1659121, NOVELTY: 0.0048442, AVERAGE_POPULARITY: 0.1070196, DIVERSITY_MEAN_INTER_LIST: 0.9851433, DIVERSITY_HERFINDAHL: 0.9984969, COVERAGE_ITEM: 0.4587950, COVERAGE_ITEM_CORRECT: 0.0498325, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2125582, DIVERSITY_GINI: 0.1488479, SHANNON_ENTROPY: 11.5484975, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1809316, PRECISION: 0.0383387, PRECISION_RECALL_MIN_DEN: 0.1346743, RECALL: 0.1304931, MAP: 0.0632263, MRR: 0.1342857, NDCG: 0.0949564, F1: 0.0592640, HIT_RATE: 0.3833873, ARHR: 0.1553993, NOVELTY: 0.0048019, AVERAGE_POPULARITY: 0.1137337, DIVERSITY_MEAN_INTER_LIST: 0.9830211, DIVERSITY_HERFINDAHL: 0.9982847, COVERAGE_ITEM: 0.4453205, COVERAGE_ITEM_CORRECT: 0.0435881, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2007802, DIVERSITY_GINI: 0.1380728, SHANNON_ENTROPY: 11.3709287, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1874393, PRECISION: 0.0406901, PRECISION_RECALL_MIN_DEN: 0.1452435, RECALL: 0.1408623, MAP: 0.0673577, MRR: 0.1389738, NDCG: 0.1008689, F1: 0.0631392, HIT_RATE: 0.4069006, ARHR: 0.1620798, NOVELTY: 0.0050341, AVERAGE_POPULARITY: 0.0710731, DIVERSITY_MEAN_INTER_LIST: 0.9934224, DIVERSITY_HERFINDAHL: 0.9993247, COVERAGE_ITEM: 0.5397036, COVERAGE_ITEM_CORRECT: 0.0567623, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2105700, DIVERSITY_GINI: 0.2187088, SHANNON_ENTROPY: 12.4245225, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1819853, PRECISION: 0.0386881, PRECISION_RECALL_MIN_DEN: 0.1365975, RECALL: 0.1323974, MAP: 0.0639099, MRR: 0.1351588, NDCG: 0.0960270, F1: 0.0598777, HIT_RATE: 0.3868813, ARHR: 0.1563437, NOVELTY: 0.0047895, AVERAGE_POPULARITY: 0.1164877, DIVERSITY_MEAN_INTER_LIST: 0.9820345, DIVERSITY_HERFINDAHL: 0.9981861, COVERAGE_ITEM: 0.4416015, COVERAGE_ITEM_CORRECT: 0.0440423, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2028187, DIVERSITY_GINI: 0.1351825, SHANNON_ENTROPY: 11.3128512, 

SearchBayesianSkopt-CV: New best config found. Config 7: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1968965, PRECISION: 0.0430965, PRECISION_RECALL_MIN_DEN: 0.1529797, RECALL: 0.1483770, MAP: 0.0712361, MRR: 0.1474270, NDCG: 0.1066343, F1: 0.0667905, HIT_RATE: 0.4309645, ARHR: 0.1722267, NOVELTY: 0.0049254, AVERAGE_POPULARITY: 0.0926713, DIVERSITY_MEAN_INTER_LIST: 0.9890812, DIVERSITY_HERFINDAHL: 0.9988906, COVERAGE_ITEM: 0.4880154, COVERAGE_ITEM_CORRECT: 0.0554610, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2211149, DIVERSITY_GINI: 0.1730608, SHANNON_ENTROPY: 11.9072338, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1895466, PRECISION: 0.0408726, PRECISION_RECALL_MIN_DEN: 0.1434002, RECALL: 0.1389496, MAP: 0.0675454, MRR: 0.1413235, NDCG: 0.1010354, F1: 0.0631635, HIT_RATE: 0.4087261, ARHR: 0.1644478, NOVELTY: 0.0048418, AVERAGE_POPULARITY: 0.1072158, DIVERSITY_MEAN_INTER_LIST: 0.9851308, DIVERSITY_HERFINDAHL: 0.9984957, COVERAGE_ITEM: 0.4572397, COVERAGE_ITEM_CORRECT: 0.0489471, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2109727, DIVERSITY_GINI: 0.1479035, SHANNON_ENTROPY: 11.5387716, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.661637257359202, 'b': 0.0939209496897511, 'c': 0.4901499324681551, 'normalize': False} - results: ROC_AUC: 0.1966792, PRECISION: 0.0428884, PRECISION_RECALL_MIN_DEN: 0.1519175, RECALL: 0.1473456, MAP: 0.0708340, MRR: 0.1467921, NDCG: 0.1060482, F1: 0.0664357, HIT_RATE: 0.4288837, ARHR: 0.1715110, NOVELTY: 0.0049125, AVERAGE_POPULARITY: 0.0951057, DIVERSITY_MEAN_INTER_LIST: 0.9884720, DIVERSITY_HERFINDAHL: 0.9988297, COVERAGE_ITEM: 0.4830260, COVERAGE_ITEM_CORRECT: 0.0546833, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2199320, DIVERSITY_GINI: 0.1687298, SHANNON_ENTROPY: 11.8479552, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.15889526200422235, 'b': 0.2938627213739898, 'c': 0.08919510334006976, 'normalize': False} - results: ROC_AUC: 0.1850294, PRECISION: 0.0395121, PRECISION_RECALL_MIN_DEN: 0.1392258, RECALL: 0.1349445, MAP: 0.0654354, MRR: 0.1375086, NDCG: 0.0980513, F1: 0.0611249, HIT_RATE: 0.3951210, ARHR: 0.1593547, NOVELTY: 0.0048021, AVERAGE_POPULARITY: 0.1142865, DIVERSITY_MEAN_INTER_LIST: 0.9827879, DIVERSITY_HERFINDAHL: 0.9982614, COVERAGE_ITEM: 0.4452435, COVERAGE_ITEM_CORRECT: 0.0457517, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2058135, DIVERSITY_GINI: 0.1381678, SHANNON_ENTROPY: 11.3671501, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'a': 0.40351871534810646, 'b': 0.3112329794809601, 'c': 0.697267388315978, 'normalize': False} - results: ROC_AUC: 0.1860958, PRECISION: 0.0398654, PRECISION_RECALL_MIN_DEN: 0.1394183, RECALL: 0.1350736, MAP: 0.0657170, MRR: 0.1382585, NDCG: 0.0984313, F1: 0.0615599, HIT_RATE: 0.3986545, ARHR: 0.1606083, NOVELTY: 0.0048222, AVERAGE_POPULARITY: 0.1103707, DIVERSITY_MEAN_INTER_LIST: 0.9841441, DIVERSITY_HERFINDAHL: 0.9983970, COVERAGE_ITEM: 0.4506410, COVERAGE_ITEM_CORRECT: 0.0468065, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2067950, DIVERSITY_GINI: 0.1427732, SHANNON_ENTROPY: 11.4561514, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'a': 0.3062596325597406, 'b': 0.20544775885188232, 'c': 0.08153707254481092, 'normalize': False} - results: ROC_AUC: 0.1944481, PRECISION: 0.0422735, PRECISION_RECALL_MIN_DEN: 0.1493223, RECALL: 0.1448145, MAP: 0.0701238, MRR: 0.1454942, NDCG: 0.1047970, F1: 0.0654416, HIT_RATE: 0.4227352, ARHR: 0.1696759, NOVELTY: 0.0048717, AVERAGE_POPULARITY: 0.1026371, DIVERSITY_MEAN_INTER_LIST: 0.9863497, DIVERSITY_HERFINDAHL: 0.9986175, COVERAGE_ITEM: 0.4696516, COVERAGE_ITEM_CORRECT: 0.0525736, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2171637, DIVERSITY_GINI: 0.1573250, SHANNON_ENTROPY: 11.6697943, 
