
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8801166348502029, 'l1_ratio': 0.5890503214643263, 'topK': 133, 'normalize': True} - results: ROC_AUC: 0.1958922, PRECISION: 0.0428615, PRECISION_RECALL_MIN_DEN: 0.1537039, RECALL: 0.1490882, MAP: 0.0708581, MRR: 0.1449976, NDCG: 0.1061811, F1: 0.0665791, HIT_RATE: 0.4286148, ARHR: 0.1697346, NOVELTY: 0.0050704, AVERAGE_POPULARITY: 0.0635481, DIVERSITY_MEAN_INTER_LIST: 0.9947386, DIVERSITY_HERFINDAHL: 0.9994563, COVERAGE_ITEM: 0.5410895, COVERAGE_ITEM_CORRECT: 0.0617517, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2195545, DIVERSITY_GINI: 0.2214656, SHANNON_ENTROPY: 12.5076369, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'alpha': 0.074056696079728, 'l1_ratio': 0.2386271611150244, 'topK': 423, 'normalize': True} - results: ROC_AUC: 0.1780128, PRECISION: 0.0379252, PRECISION_RECALL_MIN_DEN: 0.1320200, RECALL: 0.1277884, MAP: 0.0620608, MRR: 0.1326613, NDCG: 0.0932534, F1: 0.0584892, HIT_RATE: 0.3792519, ARHR: 0.1535380, NOVELTY: 0.0048381, AVERAGE_POPULARITY: 0.1057415, DIVERSITY_MEAN_INTER_LIST: 0.9856324, DIVERSITY_HERFINDAHL: 0.9985458, COVERAGE_ITEM: 0.4571858, COVERAGE_ITEM_CORRECT: 0.0438499, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1977853, DIVERSITY_GINI: 0.1475195, SHANNON_ENTROPY: 11.5483452, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.1288254960804406, 'l1_ratio': 0.994531667785552, 'topK': 993, 'normalize': False} - results: ROC_AUC: 0.1824759, PRECISION: 0.0391409, PRECISION_RECALL_MIN_DEN: 0.1367194, RECALL: 0.1323844, MAP: 0.0638172, MRR: 0.1354802, NDCG: 0.0960672, F1: 0.0604171, HIT_RATE: 0.3914086, ARHR: 0.1571366, NOVELTY: 0.0048144, AVERAGE_POPULARITY: 0.1102089, DIVERSITY_MEAN_INTER_LIST: 0.9842814, DIVERSITY_HERFINDAHL: 0.9984107, COVERAGE_ITEM: 0.4437883, COVERAGE_ITEM_CORRECT: 0.0452204, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2037498, DIVERSITY_GINI: 0.1397032, SHANNON_ENTROPY: 11.4391423, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.3208962986536716, 'l1_ratio': 0.9454014281850429, 'topK': 346, 'normalize': True} - results: ROC_AUC: 0.1982838, PRECISION: 0.0433215, PRECISION_RECALL_MIN_DEN: 0.1532990, RECALL: 0.1486509, MAP: 0.0716798, MRR: 0.1487705, NDCG: 0.1072831, F1: 0.0670887, HIT_RATE: 0.4332148, ARHR: 0.1739798, NOVELTY: 0.0049376, AVERAGE_POPULARITY: 0.0904931, DIVERSITY_MEAN_INTER_LIST: 0.9895968, DIVERSITY_HERFINDAHL: 0.9989422, COVERAGE_ITEM: 0.4918345, COVERAGE_ITEM_CORRECT: 0.0566622, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2213666, DIVERSITY_GINI: 0.1763117, SHANNON_ENTROPY: 11.9502098, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.15320950755029208, 'l1_ratio': 0.46876870000537807, 'topK': 878, 'normalize': False} - results: ROC_AUC: 0.1800998, PRECISION: 0.0383738, PRECISION_RECALL_MIN_DEN: 0.1341123, RECALL: 0.1298717, MAP: 0.0627478, MRR: 0.1338012, NDCG: 0.0944496, F1: 0.0592407, HIT_RATE: 0.3837378, ARHR: 0.1548640, NOVELTY: 0.0048098, AVERAGE_POPULARITY: 0.1106266, DIVERSITY_MEAN_INTER_LIST: 0.9841594, DIVERSITY_HERFINDAHL: 0.9983985, COVERAGE_ITEM: 0.4427719, COVERAGE_ITEM_CORRECT: 0.0438576, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2005788, DIVERSITY_GINI: 0.1387978, SHANNON_ENTROPY: 11.4252394, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.4427622203757686, 'l1_ratio': 0.20596734487282414, 'topK': 511, 'normalize': True} - results: ROC_AUC: 0.1814016, PRECISION: 0.0387178, PRECISION_RECALL_MIN_DEN: 0.1349444, RECALL: 0.1306298, MAP: 0.0639524, MRR: 0.1352002, NDCG: 0.0955924, F1: 0.0597274, HIT_RATE: 0.3871783, ARHR: 0.1568678, NOVELTY: 0.0048895, AVERAGE_POPULARITY: 0.0938483, DIVERSITY_MEAN_INTER_LIST: 0.9888965, DIVERSITY_HERFINDAHL: 0.9988722, COVERAGE_ITEM: 0.4624755, COVERAGE_ITEM_CORRECT: 0.0468835, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2011577, DIVERSITY_GINI: 0.1543755, SHANNON_ENTROPY: 11.7425804, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'alpha': 0.10412208873265696, 'l1_ratio': 0.20322585237947505, 'topK': 378, 'normalize': True} - results: ROC_AUC: 0.1785129, PRECISION: 0.0381583, PRECISION_RECALL_MIN_DEN: 0.1327798, RECALL: 0.1285071, MAP: 0.0623831, MRR: 0.1331421, NDCG: 0.0937208, F1: 0.0588417, HIT_RATE: 0.3815833, ARHR: 0.1543038, NOVELTY: 0.0048512, AVERAGE_POPULARITY: 0.1034214, DIVERSITY_MEAN_INTER_LIST: 0.9863248, DIVERSITY_HERFINDAHL: 0.9986150, COVERAGE_ITEM: 0.4618210, COVERAGE_ITEM_CORRECT: 0.0445351, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1985403, DIVERSITY_GINI: 0.1508377, SHANNON_ENTROPY: 11.6032650, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'alpha': 0.6841545723810606, 'l1_ratio': 0.8532123574069989, 'topK': 433, 'normalize': True} - results: ROC_AUC: 0.1908486, PRECISION: 0.0411605, PRECISION_RECALL_MIN_DEN: 0.1491631, RECALL: 0.1449225, MAP: 0.0688498, MRR: 0.1407990, NDCG: 0.1032851, F1: 0.0641113, HIT_RATE: 0.4116048, ARHR: 0.1635012, NOVELTY: 0.0050905, AVERAGE_POPULARITY: 0.0582367, DIVERSITY_MEAN_INTER_LIST: 0.9952224, DIVERSITY_HERFINDAHL: 0.9995047, COVERAGE_ITEM: 0.5609240, COVERAGE_ITEM_CORRECT: 0.0603657, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2139172, DIVERSITY_GINI: 0.2396829, SHANNON_ENTROPY: 12.6490379, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'alpha': 0.5506479152502355, 'l1_ratio': 0.5323249093349905, 'topK': 42, 'normalize': False} - results: ROC_AUC: 0.1884736, PRECISION: 0.0403325, PRECISION_RECALL_MIN_DEN: 0.1405911, RECALL: 0.1360472, MAP: 0.0677183, MRR: 0.1410981, NDCG: 0.1003494, F1: 0.0622185, HIT_RATE: 0.4033251, ARHR: 0.1644354, NOVELTY: 0.0050439, AVERAGE_POPULARITY: 0.0772197, DIVERSITY_MEAN_INTER_LIST: 0.9924526, DIVERSITY_HERFINDAHL: 0.9992277, COVERAGE_ITEM: 0.5450703, COVERAGE_ITEM_CORRECT: 0.0550760, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2071222, DIVERSITY_GINI: 0.2182712, SHANNON_ENTROPY: 12.3474878, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'alpha': 0.3409015089700897, 'l1_ratio': 0.2802334184020678, 'topK': 664, 'normalize': False} - results: ROC_AUC: 0.1820138, PRECISION: 0.0390382, PRECISION_RECALL_MIN_DEN: 0.1361998, RECALL: 0.1318690, MAP: 0.0636552, MRR: 0.1354531, NDCG: 0.0958128, F1: 0.0602411, HIT_RATE: 0.3903821, ARHR: 0.1570079, NOVELTY: 0.0048254, AVERAGE_POPULARITY: 0.1075649, DIVERSITY_MEAN_INTER_LIST: 0.9851264, DIVERSITY_HERFINDAHL: 0.9984952, COVERAGE_ITEM: 0.4474302, COVERAGE_ITEM_CORRECT: 0.0452358, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2032717, DIVERSITY_GINI: 0.1420462, SHANNON_ENTROPY: 11.4885125, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'alpha': 0.7407492194984574, 'l1_ratio': 0.8129055817674443, 'topK': 446, 'normalize': False} - results: ROC_AUC: 0.1915671, PRECISION: 0.0412114, PRECISION_RECALL_MIN_DEN: 0.1498775, RECALL: 0.1457180, MAP: 0.0692557, MRR: 0.1415422, NDCG: 0.1038533, F1: 0.0642512, HIT_RATE: 0.4121141, ARHR: 0.1643005, NOVELTY: 0.0050833, AVERAGE_POPULARITY: 0.0604979, DIVERSITY_MEAN_INTER_LIST: 0.9948716, DIVERSITY_HERFINDAHL: 0.9994696, COVERAGE_ITEM: 0.5609856, COVERAGE_ITEM_CORRECT: 0.0601347, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2142695, DIVERSITY_GINI: 0.2391309, SHANNON_ENTROPY: 12.6259248, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'alpha': 0.992806581060316, 'l1_ratio': 0.9876954121069094, 'topK': 922, 'normalize': True} - results: ROC_AUC: 0.1117529, PRECISION: 0.0237576, PRECISION_RECALL_MIN_DEN: 0.0876311, RECALL: 0.0851106, MAP: 0.0375384, MRR: 0.0777604, NDCG: 0.0580368, F1: 0.0371435, HIT_RATE: 0.2375759, ARHR: 0.0879977, NOVELTY: 0.0052840, AVERAGE_POPULARITY: 0.0186825, DIVERSITY_MEAN_INTER_LIST: 0.9977660, DIVERSITY_HERFINDAHL: 0.9997590, COVERAGE_ITEM: 0.6035342, COVERAGE_ITEM_CORRECT: 0.0452897, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1327293, DIVERSITY_GINI: 0.2893775, SHANNON_ENTROPY: 13.1079063, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'alpha': 0.0025599779279037453, 'l1_ratio': 0.8569108077572609, 'topK': 19, 'normalize': True} - results: ROC_AUC: 0.1606077, PRECISION: 0.0328109, PRECISION_RECALL_MIN_DEN: 0.1146601, RECALL: 0.1109425, MAP: 0.0559575, MRR: 0.1201631, NDCG: 0.0830288, F1: 0.0506415, HIT_RATE: 0.3281089, ARHR: 0.1371363, NOVELTY: 0.0051129, AVERAGE_POPULARITY: 0.0728052, DIVERSITY_MEAN_INTER_LIST: 0.9926285, DIVERSITY_HERFINDAHL: 0.9992453, COVERAGE_ITEM: 0.5733821, COVERAGE_ITEM_CORRECT: 0.0431646, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1751856, DIVERSITY_GINI: 0.2485446, SHANNON_ENTROPY: 12.5117542, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'alpha': 0.9609110726859312, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': False} - results: ROC_AUC: 0.1680923, PRECISION: 0.0356317, PRECISION_RECALL_MIN_DEN: 0.1218827, RECALL: 0.1177934, MAP: 0.0572477, MRR: 0.1249519, NDCG: 0.0864705, F1: 0.0547124, HIT_RATE: 0.3563174, ARHR: 0.1442589, NOVELTY: 0.0049215, AVERAGE_POPULARITY: 0.0879055, DIVERSITY_MEAN_INTER_LIST: 0.9894418, DIVERSITY_HERFINDAHL: 0.9989267, COVERAGE_ITEM: 0.4478306, COVERAGE_ITEM_CORRECT: 0.0418171, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1866365, DIVERSITY_GINI: 0.1451997, SHANNON_ENTROPY: 11.6795473, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': False} - results: ROC_AUC: 0.1713348, PRECISION: 0.0363950, PRECISION_RECALL_MIN_DEN: 0.1245411, RECALL: 0.1204443, MAP: 0.0579893, MRR: 0.1270986, NDCG: 0.0880156, F1: 0.0558974, HIT_RATE: 0.3639502, ARHR: 0.1468523, NOVELTY: 0.0047870, AVERAGE_POPULARITY: 0.1142596, DIVERSITY_MEAN_INTER_LIST: 0.9825273, DIVERSITY_HERFINDAHL: 0.9982354, COVERAGE_ITEM: 0.4062445, COVERAGE_ITEM_CORRECT: 0.0397690, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909400, DIVERSITY_GINI: 0.1200974, SHANNON_ENTROPY: 11.2093873, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'alpha': 0.48805617959140224, 'l1_ratio': 0.9984023199801891, 'topK': 956, 'normalize': True} - results: ROC_AUC: 0.1984278, PRECISION: 0.0431287, PRECISION_RECALL_MIN_DEN: 0.1564762, RECALL: 0.1520552, MAP: 0.0719690, MRR: 0.1475963, NDCG: 0.1081114, F1: 0.0671967, HIT_RATE: 0.4312874, ARHR: 0.1718078, NOVELTY: 0.0050248, AVERAGE_POPULARITY: 0.0721966, DIVERSITY_MEAN_INTER_LIST: 0.9930119, DIVERSITY_HERFINDAHL: 0.9992836, COVERAGE_ITEM: 0.5354610, COVERAGE_ITEM_CORRECT: 0.0601347, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2233799, DIVERSITY_GINI: 0.2144524, SHANNON_ENTROPY: 12.3746395, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'alpha': 0.4587831738476348, 'l1_ratio': 1.0, 'topK': 5, 'normalize': False} - results: ROC_AUC: 0.1546629, PRECISION: 0.0298167, PRECISION_RECALL_MIN_DEN: 0.1052942, RECALL: 0.1021435, MAP: 0.0537886, MRR: 0.1153217, NDCG: 0.0786717, F1: 0.0461584, HIT_RATE: 0.2981674, ARHR: 0.1291897, NOVELTY: 0.0051569, AVERAGE_POPULARITY: 0.0505596, DIVERSITY_MEAN_INTER_LIST: 0.9821880, DIVERSITY_HERFINDAHL: 0.9982014, COVERAGE_ITEM: 0.6145833, COVERAGE_ITEM_CORRECT: 0.0446429, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1650182, DIVERSITY_GINI: 0.2611032, SHANNON_ENTROPY: 12.2886423, 

SearchBayesianSkopt-CV: New best config found. Config 26: {'alpha': 0.5334947443510734, 'l1_ratio': 0.7670738264844964, 'topK': 984, 'normalize': True} - results: ROC_AUC: 0.2018396, PRECISION: 0.0440556, PRECISION_RECALL_MIN_DEN: 0.1587610, RECALL: 0.1542283, MAP: 0.0732192, MRR: 0.1508561, NDCG: 0.1099827, F1: 0.0685324, HIT_RATE: 0.4405564, ARHR: 0.1759406, NOVELTY: 0.0049728, AVERAGE_POPULARITY: 0.0811825, DIVERSITY_MEAN_INTER_LIST: 0.9916009, DIVERSITY_HERFINDAHL: 0.9991426, COVERAGE_ITEM: 0.4999192, COVERAGE_ITEM_CORRECT: 0.0589875, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2270039, DIVERSITY_GINI: 0.1848751, SHANNON_ENTROPY: 12.1060639, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'alpha': 0.7485205749999118, 'l1_ratio': 0.4415712944877638, 'topK': 997, 'normalize': True} - results: ROC_AUC: 0.1942531, PRECISION: 0.0422304, PRECISION_RECALL_MIN_DEN: 0.1492294, RECALL: 0.1447040, MAP: 0.0701770, MRR: 0.1452293, NDCG: 0.1047698, F1: 0.0653780, HIT_RATE: 0.4223044, ARHR: 0.1695012, NOVELTY: 0.0049548, AVERAGE_POPULARITY: 0.0823604, DIVERSITY_MEAN_INTER_LIST: 0.9913660, DIVERSITY_HERFINDAHL: 0.9991191, COVERAGE_ITEM: 0.4748258, COVERAGE_ITEM_CORRECT: 0.0548142, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2168114, DIVERSITY_GINI: 0.1676982, SHANNON_ENTROPY: 11.9677015, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'alpha': 0.4003617537161931, 'l1_ratio': 0.7459476940830163, 'topK': 988, 'normalize': True} - results: ROC_AUC: 0.1989099, PRECISION: 0.0432195, PRECISION_RECALL_MIN_DEN: 0.1529848, RECALL: 0.1484104, MAP: 0.0719256, MRR: 0.1491188, NDCG: 0.1074596, F1: 0.0669419, HIT_RATE: 0.4321948, ARHR: 0.1740634, NOVELTY: 0.0049126, AVERAGE_POPULARITY: 0.0924850, DIVERSITY_MEAN_INTER_LIST: 0.9891749, DIVERSITY_HERFINDAHL: 0.9989000, COVERAGE_ITEM: 0.4740558, COVERAGE_ITEM_CORRECT: 0.0549759, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2218951, DIVERSITY_GINI: 0.1639214, SHANNON_ENTROPY: 11.8389043, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'alpha': 0.4350066860377194, 'l1_ratio': 0.0009756411198653672, 'topK': 18, 'normalize': True} - results: ROC_AUC: 0.1634685, PRECISION: 0.0340233, PRECISION_RECALL_MIN_DEN: 0.1185210, RECALL: 0.1145092, MAP: 0.0563789, MRR: 0.1204546, NDCG: 0.0842487, F1: 0.0524575, HIT_RATE: 0.3402334, ARHR: 0.1383681, NOVELTY: 0.0050359, AVERAGE_POPULARITY: 0.0756808, DIVERSITY_MEAN_INTER_LIST: 0.9923735, DIVERSITY_HERFINDAHL: 0.9992198, COVERAGE_ITEM: 0.5458633, COVERAGE_ITEM_CORRECT: 0.0439808, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1803700, DIVERSITY_GINI: 0.2170074, SHANNON_ENTROPY: 12.3100164, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'alpha': 0.5969089695527937, 'l1_ratio': 0.6265861036997071, 'topK': 996, 'normalize': True} - results: ROC_AUC: 0.1993180, PRECISION: 0.0436070, PRECISION_RECALL_MIN_DEN: 0.1557889, RECALL: 0.1512600, MAP: 0.0725913, MRR: 0.1495387, NDCG: 0.1086228, F1: 0.0676955, HIT_RATE: 0.4360696, ARHR: 0.1745746, NOVELTY: 0.0049591, AVERAGE_POPULARITY: 0.0831244, DIVERSITY_MEAN_INTER_LIST: 0.9912693, DIVERSITY_HERFINDAHL: 0.9991094, COVERAGE_ITEM: 0.4862368, COVERAGE_ITEM_CORRECT: 0.0573090, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2238832, DIVERSITY_GINI: 0.1750730, SHANNON_ENTROPY: 12.0200538, 
