
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8484499089397549, 'l1_ratio': 0.12796674029876223, 'topK': 971, 'normalize': True} - results: ROC_AUC: 0.1817913, PRECISION: 0.0389401, PRECISION_RECALL_MIN_DEN: 0.1358867, RECALL: 0.1315900, MAP: 0.0638271, MRR: 0.1353634, NDCG: 0.0958442, F1: 0.0600951, HIT_RATE: 0.3894007, ARHR: 0.1569046, NOVELTY: 0.0048024, AVERAGE_POPULARITY: 0.1120634, DIVERSITY_MEAN_INTER_LIST: 0.9837673, DIVERSITY_HERFINDAHL: 0.9983594, COVERAGE_ITEM: 0.4331550, COVERAGE_ITEM_CORRECT: 0.0446737, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2027683, DIVERSITY_GINI: 0.1353474, SHANNON_ENTROPY: 11.3953959, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.20469240618781276, 'l1_ratio': 0.03611068708896548, 'topK': 349, 'normalize': False} - results: ROC_AUC: 0.1763433, PRECISION: 0.0376962, PRECISION_RECALL_MIN_DEN: 0.1304533, RECALL: 0.1262107, MAP: 0.0614498, MRR: 0.1316120, NDCG: 0.0923022, F1: 0.0580513, HIT_RATE: 0.3769621, ARHR: 0.1523012, NOVELTY: 0.0048224, AVERAGE_POPULARITY: 0.1084402, DIVERSITY_MEAN_INTER_LIST: 0.9848483, DIVERSITY_HERFINDAHL: 0.9984674, COVERAGE_ITEM: 0.4414398, COVERAGE_ITEM_CORRECT: 0.0431723, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1967283, DIVERSITY_GINI: 0.1412337, SHANNON_ENTROPY: 11.4875606, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.3835210042497279, 'l1_ratio': 0.8815448457197216, 'topK': 710, 'normalize': True} - results: ROC_AUC: 0.1896357, PRECISION: 0.0414947, PRECISION_RECALL_MIN_DEN: 0.1470627, RECALL: 0.1426117, MAP: 0.0679176, MRR: 0.1409443, NDCG: 0.1021072, F1: 0.0642825, HIT_RATE: 0.4149471, ARHR: 0.1646360, NOVELTY: 0.0049401, AVERAGE_POPULARITY: 0.0905697, DIVERSITY_MEAN_INTER_LIST: 0.9893147, DIVERSITY_HERFINDAHL: 0.9989140, COVERAGE_ITEM: 0.5056169, COVERAGE_ITEM_CORRECT: 0.0539134, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2135649, DIVERSITY_GINI: 0.1892634, SHANNON_ENTROPY: 12.0527084, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'alpha': 0.8302755820717055, 'l1_ratio': 0.6963683416829187, 'topK': 994, 'normalize': False} - results: ROC_AUC: 0.1909551, PRECISION: 0.0415553, PRECISION_RECALL_MIN_DEN: 0.1488859, RECALL: 0.1444671, MAP: 0.0688345, MRR: 0.1414189, NDCG: 0.1031540, F1: 0.0645430, HIT_RATE: 0.4155535, ARHR: 0.1650506, NOVELTY: 0.0050367, AVERAGE_POPULARITY: 0.0710574, DIVERSITY_MEAN_INTER_LIST: 0.9933527, DIVERSITY_HERFINDAHL: 0.9993177, COVERAGE_ITEM: 0.5331742, COVERAGE_ITEM_CORRECT: 0.0579788, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2148484, DIVERSITY_GINI: 0.2151851, SHANNON_ENTROPY: 12.4057901, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.8911893260873708, 'l1_ratio': 0.190809944835244, 'topK': 678, 'normalize': False} - results: ROC_AUC: 0.1824911, PRECISION: 0.0391272, PRECISION_RECALL_MIN_DEN: 0.1366213, RECALL: 0.1322717, MAP: 0.0639959, MRR: 0.1355483, NDCG: 0.0961431, F1: 0.0603890, HIT_RATE: 0.3912721, ARHR: 0.1572763, NOVELTY: 0.0048044, AVERAGE_POPULARITY: 0.1109027, DIVERSITY_MEAN_INTER_LIST: 0.9841401, DIVERSITY_HERFINDAHL: 0.9983966, COVERAGE_ITEM: 0.4335399, COVERAGE_ITEM_CORRECT: 0.0452127, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2034478, DIVERSITY_GINI: 0.1352492, SHANNON_ENTROPY: 11.4061401, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.51798561795569, 'l1_ratio': 0.08020947132375979, 'topK': 359, 'normalize': True} - results: ROC_AUC: 0.1754997, PRECISION: 0.0375973, PRECISION_RECALL_MIN_DEN: 0.1303757, RECALL: 0.1261586, MAP: 0.0614506, MRR: 0.1313713, NDCG: 0.0922388, F1: 0.0579262, HIT_RATE: 0.3759732, ARHR: 0.1520091, NOVELTY: 0.0048272, AVERAGE_POPULARITY: 0.1096001, DIVERSITY_MEAN_INTER_LIST: 0.9844666, DIVERSITY_HERFINDAHL: 0.9984293, COVERAGE_ITEM: 0.4415861, COVERAGE_ITEM_CORRECT: 0.0429336, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1962502, DIVERSITY_GINI: 0.1426077, SHANNON_ENTROPY: 11.4914857, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.19318275500699528, 'l1_ratio': 0.5786806365256761, 'topK': 398, 'normalize': True} - results: ROC_AUC: 0.1735700, PRECISION: 0.0371697, PRECISION_RECALL_MIN_DEN: 0.1290989, RECALL: 0.1249401, MAP: 0.0605800, MRR: 0.1285127, NDCG: 0.0910075, F1: 0.0572908, HIT_RATE: 0.3716973, ARHR: 0.1489699, NOVELTY: 0.0048619, AVERAGE_POPULARITY: 0.1073084, DIVERSITY_MEAN_INTER_LIST: 0.9850357, DIVERSITY_HERFINDAHL: 0.9984862, COVERAGE_ITEM: 0.4491781, COVERAGE_ITEM_CORRECT: 0.0431107, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1937838, DIVERSITY_GINI: 0.1511753, SHANNON_ENTROPY: 11.6057515, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.841579218961759, 'l1_ratio': 0.992176716269926, 'topK': 530, 'normalize': True} - results: ROC_AUC: 0.1253530, PRECISION: 0.0261778, PRECISION_RECALL_MIN_DEN: 0.0968265, RECALL: 0.0940582, MAP: 0.0423516, MRR: 0.0880715, NDCG: 0.0650021, F1: 0.0409553, HIT_RATE: 0.2617785, ARHR: 0.0990816, NOVELTY: 0.0052538, AVERAGE_POPULARITY: 0.0262686, DIVERSITY_MEAN_INTER_LIST: 0.9977007, DIVERSITY_HERFINDAHL: 0.9997524, COVERAGE_ITEM: 0.5854629, COVERAGE_ITEM_CORRECT: 0.0466526, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1465962, DIVERSITY_GINI: 0.2805184, SHANNON_ENTROPY: 13.0674768, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.36732744167042725, 'l1_ratio': 0.32644854188438216, 'topK': 354, 'normalize': False} - results: ROC_AUC: 0.1871049, PRECISION: 0.0405379, PRECISION_RECALL_MIN_DEN: 0.1404562, RECALL: 0.1358889, MAP: 0.0663809, MRR: 0.1398337, NDCG: 0.0992621, F1: 0.0624456, HIT_RATE: 0.4053792, ARHR: 0.1629881, NOVELTY: 0.0048602, AVERAGE_POPULARITY: 0.1028689, DIVERSITY_MEAN_INTER_LIST: 0.9864999, DIVERSITY_HERFINDAHL: 0.9986326, COVERAGE_ITEM: 0.4544524, COVERAGE_ITEM_CORRECT: 0.0493244, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2085315, DIVERSITY_GINI: 0.1506469, SHANNON_ENTROPY: 11.6318301, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.43663505763929356, 'l1_ratio': 0.5780111132622151, 'topK': 646, 'normalize': True} - results: ROC_AUC: 0.1890307, PRECISION: 0.0413963, PRECISION_RECALL_MIN_DEN: 0.1450022, RECALL: 0.1405235, MAP: 0.0674410, MRR: 0.1412473, NDCG: 0.1013700, F1: 0.0639514, HIT_RATE: 0.4139630, ARHR: 0.1648178, NOVELTY: 0.0048862, AVERAGE_POPULARITY: 0.1009955, DIVERSITY_MEAN_INTER_LIST: 0.9868766, DIVERSITY_HERFINDAHL: 0.9986702, COVERAGE_ITEM: 0.4723542, COVERAGE_ITEM_CORRECT: 0.0513109, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2125330, DIVERSITY_GINI: 0.1640019, SHANNON_ENTROPY: 11.7627676, 

SearchBayesianSkopt-CV: New best config found. Config 10: {'alpha': 0.7554630624371879, 'l1_ratio': 0.5819384267190764, 'topK': 793, 'normalize': True} - results: ROC_AUC: 0.1952059, PRECISION: 0.0427077, PRECISION_RECALL_MIN_DEN: 0.1519956, RECALL: 0.1474200, MAP: 0.0706564, MRR: 0.1456820, NDCG: 0.1057754, F1: 0.0662264, HIT_RATE: 0.4270774, ARHR: 0.1702661, NOVELTY: 0.0049694, AVERAGE_POPULARITY: 0.0836133, DIVERSITY_MEAN_INTER_LIST: 0.9909839, DIVERSITY_HERFINDAHL: 0.9990809, COVERAGE_ITEM: 0.5118537, COVERAGE_ITEM_CORRECT: 0.0569933, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2192777, DIVERSITY_GINI: 0.1943188, SHANNON_ENTROPY: 12.1507277, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.930884826476267, 'l1_ratio': 0.6534945725958449, 'topK': 772, 'normalize': False} - results: ROC_AUC: 0.1946256, PRECISION: 0.0423649, PRECISION_RECALL_MIN_DEN: 0.1517544, RECALL: 0.1472378, MAP: 0.0703891, MRR: 0.1449650, NDCG: 0.1053644, F1: 0.0657955, HIT_RATE: 0.4236494, ARHR: 0.1693144, NOVELTY: 0.0050012, AVERAGE_POPULARITY: 0.0776650, DIVERSITY_MEAN_INTER_LIST: 0.9922196, DIVERSITY_HERFINDAHL: 0.9992044, COVERAGE_ITEM: 0.5193994, COVERAGE_ITEM_CORRECT: 0.0577401, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2184220, DIVERSITY_GINI: 0.2016654, SHANNON_ENTROPY: 12.2587578, 

SearchBayesianSkopt-CV: New best config found. Config 12: {'alpha': 0.7269115930024891, 'l1_ratio': 0.6051868432813969, 'topK': 807, 'normalize': False} - results: ROC_AUC: 0.1968965, PRECISION: 0.0429620, PRECISION_RECALL_MIN_DEN: 0.1531047, RECALL: 0.1485272, MAP: 0.0712737, MRR: 0.1471523, NDCG: 0.1066602, F1: 0.0666437, HIT_RATE: 0.4296201, ARHR: 0.1719583, NOVELTY: 0.0049566, AVERAGE_POPULARITY: 0.0861272, DIVERSITY_MEAN_INTER_LIST: 0.9905728, DIVERSITY_HERFINDAHL: 0.9990398, COVERAGE_ITEM: 0.5005120, COVERAGE_ITEM_CORRECT: 0.0568547, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2204857, DIVERSITY_GINI: 0.1848375, SHANNON_ENTROPY: 12.0641254, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.36583381498172834, 'l1_ratio': 0.8351482834284069, 'topK': 847, 'normalize': False} - results: ROC_AUC: 0.1764819, PRECISION: 0.0377480, PRECISION_RECALL_MIN_DEN: 0.1357956, RECALL: 0.1317081, MAP: 0.0625050, MRR: 0.1285751, NDCG: 0.0938500, F1: 0.0586775, HIT_RATE: 0.3774801, ARHR: 0.1489583, NOVELTY: 0.0051109, AVERAGE_POPULARITY: 0.0557855, DIVERSITY_MEAN_INTER_LIST: 0.9954234, DIVERSITY_HERFINDAHL: 0.9995248, COVERAGE_ITEM: 0.5594610, COVERAGE_ITEM_CORRECT: 0.0555149, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1981628, DIVERSITY_GINI: 0.2444598, SHANNON_ENTROPY: 12.7057678, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.2577608481787194, 'l1_ratio': 0.5130732542815221, 'topK': 738, 'normalize': False} - results: ROC_AUC: 0.1934020, PRECISION: 0.0424429, PRECISION_RECALL_MIN_DEN: 0.1492602, RECALL: 0.1447044, MAP: 0.0696268, MRR: 0.1450904, NDCG: 0.1043825, F1: 0.0656333, HIT_RATE: 0.4244288, ARHR: 0.1695318, NOVELTY: 0.0048772, AVERAGE_POPULARITY: 0.1006753, DIVERSITY_MEAN_INTER_LIST: 0.9870788, DIVERSITY_HERFINDAHL: 0.9986904, COVERAGE_ITEM: 0.4663099, COVERAGE_ITEM_CORRECT: 0.0528046, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2171889, DIVERSITY_GINI: 0.1578646, SHANNON_ENTROPY: 11.7135944, 
