
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.30922567894869873, 'l1_ratio': 0.21378223492215936} - results: ROC_AUC: 0.1578420, PRECISION: 0.0323074, PRECISION_RECALL_MIN_DEN: 0.1203112, RECALL: 0.1174243, MAP: 0.0543731, MRR: 0.1131646, NDCG: 0.0830519, F1: 0.0506699, HIT_RATE: 0.3230739, ARHR: 0.1277161, NOVELTY: 0.0047799, AVERAGE_POPULARITY: 0.1061440, DIVERSITY_MEAN_INTER_LIST: 0.9848849, DIVERSITY_HERFINDAHL: 0.9984698, COVERAGE_ITEM: 0.4346564, COVERAGE_ITEM_CORRECT: 0.0377363, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1666289, DIVERSITY_GINI: 0.1410599, SHANNON_ENTROPY: 11.4686111, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.3290510791604106, 'l1_ratio': 0.9503565204465217} - results: ROC_AUC: 0.1555371, PRECISION: 0.0319163, PRECISION_RECALL_MIN_DEN: 0.1192696, RECALL: 0.1164268, MAP: 0.0538572, MRR: 0.1119390, NDCG: 0.0822267, F1: 0.0500958, HIT_RATE: 0.3191628, ARHR: 0.1261692, NOVELTY: 0.0047586, AVERAGE_POPULARITY: 0.1101774, DIVERSITY_MEAN_INTER_LIST: 0.9835018, DIVERSITY_HERFINDAHL: 0.9983315, COVERAGE_ITEM: 0.4297517, COVERAGE_ITEM_CORRECT: 0.0373436, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1647917, DIVERSITY_GINI: 0.1371041, SHANNON_ENTROPY: 11.3883938, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.8679840117564566, 'l1_ratio': 0.7736202927809039} - results: ROC_AUC: 0.1408028, PRECISION: 0.0285932, PRECISION_RECALL_MIN_DEN: 0.1053310, RECALL: 0.1026891, MAP: 0.0478372, MRR: 0.1014658, NDCG: 0.0731028, F1: 0.0447273, HIT_RATE: 0.2859320, ARHR: 0.1138649, NOVELTY: 0.0047604, AVERAGE_POPULARITY: 0.1136291, DIVERSITY_MEAN_INTER_LIST: 0.9823441, DIVERSITY_HERFINDAHL: 0.9982158, COVERAGE_ITEM: 0.4290279, COVERAGE_ITEM_CORRECT: 0.0311684, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1490374, DIVERSITY_GINI: 0.1344833, SHANNON_ENTROPY: 11.3191016, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.7567362285710969, 'l1_ratio': 0.8490449178192985} - results: ROC_AUC: 0.1426102, PRECISION: 0.0289535, PRECISION_RECALL_MIN_DEN: 0.1066629, RECALL: 0.1039847, MAP: 0.0484447, MRR: 0.1025236, NDCG: 0.0740124, F1: 0.0452909, HIT_RATE: 0.2895349, ARHR: 0.1151544, NOVELTY: 0.0047567, AVERAGE_POPULARITY: 0.1141024, DIVERSITY_MEAN_INTER_LIST: 0.9821965, DIVERSITY_HERFINDAHL: 0.9982010, COVERAGE_ITEM: 0.4255476, COVERAGE_ITEM_CORRECT: 0.0317305, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1508997, DIVERSITY_GINI: 0.1327700, SHANNON_ENTROPY: 11.3036589, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'alpha': 0.05856975370672747, 'l1_ratio': 0.4436754753867742} - results: ROC_AUC: 0.1619764, PRECISION: 0.0335846, PRECISION_RECALL_MIN_DEN: 0.1274616, RECALL: 0.1245925, MAP: 0.0564796, MRR: 0.1159166, NDCG: 0.0866591, F1: 0.0529038, HIT_RATE: 0.3358463, ARHR: 0.1308539, NOVELTY: 0.0047591, AVERAGE_POPULARITY: 0.1031871, DIVERSITY_MEAN_INTER_LIST: 0.9855569, DIVERSITY_HERFINDAHL: 0.9985370, COVERAGE_ITEM: 0.4455284, COVERAGE_ITEM_CORRECT: 0.0409702, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1731723, DIVERSITY_GINI: 0.1482423, SHANNON_ENTROPY: 11.5565590, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.161088165926794, 'l1_ratio': 0.8667534966818415} - results: ROC_AUC: 0.1607209, PRECISION: 0.0330005, PRECISION_RECALL_MIN_DEN: 0.1248299, RECALL: 0.1219806, MAP: 0.0556628, MRR: 0.1147869, NDCG: 0.0852713, F1: 0.0519433, HIT_RATE: 0.3300053, ARHR: 0.1295475, NOVELTY: 0.0047590, AVERAGE_POPULARITY: 0.1064783, DIVERSITY_MEAN_INTER_LIST: 0.9846252, DIVERSITY_HERFINDAHL: 0.9984439, COVERAGE_ITEM: 0.4379057, COVERAGE_ITEM_CORRECT: 0.0396227, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1703536, DIVERSITY_GINI: 0.1429749, SHANNON_ENTROPY: 11.4786069, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.8841017992608787, 'l1_ratio': 0.046300434998221125} - results: ROC_AUC: 0.1460213, PRECISION: 0.0294586, PRECISION_RECALL_MIN_DEN: 0.1087304, RECALL: 0.1059713, MAP: 0.0492910, MRR: 0.1047759, NDCG: 0.0753864, F1: 0.0460995, HIT_RATE: 0.2945861, ARHR: 0.1176510, NOVELTY: 0.0048004, AVERAGE_POPULARITY: 0.1057165, DIVERSITY_MEAN_INTER_LIST: 0.9850941, DIVERSITY_HERFINDAHL: 0.9984907, COVERAGE_ITEM: 0.4394918, COVERAGE_ITEM_CORRECT: 0.0325929, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1535674, DIVERSITY_GINI: 0.1438463, SHANNON_ENTROPY: 11.4949930, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.44641250518593045, 'l1_ratio': 0.0583193487175029} - results: ROC_AUC: 0.1541786, PRECISION: 0.0313602, PRECISION_RECALL_MIN_DEN: 0.1162549, RECALL: 0.1134142, MAP: 0.0525754, MRR: 0.1104176, NDCG: 0.0803958, F1: 0.0491315, HIT_RATE: 0.3136022, ARHR: 0.1243702, NOVELTY: 0.0047886, AVERAGE_POPULARITY: 0.1060019, DIVERSITY_MEAN_INTER_LIST: 0.9850300, DIVERSITY_HERFINDAHL: 0.9984843, COVERAGE_ITEM: 0.4334167, COVERAGE_ITEM_CORRECT: 0.0359654, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1623002, DIVERSITY_GINI: 0.1404637, SHANNON_ENTROPY: 11.4688202, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.16076011395284076, 'l1_ratio': 0.22035515615297224} - results: ROC_AUC: 0.1608699, PRECISION: 0.0332512, PRECISION_RECALL_MIN_DEN: 0.1251549, RECALL: 0.1222679, MAP: 0.0561159, MRR: 0.1155838, NDCG: 0.0857928, F1: 0.0522806, HIT_RATE: 0.3325117, ARHR: 0.1304851, NOVELTY: 0.0047714, AVERAGE_POPULARITY: 0.1046156, DIVERSITY_MEAN_INTER_LIST: 0.9852725, DIVERSITY_HERFINDAHL: 0.9985086, COVERAGE_ITEM: 0.4382445, COVERAGE_ITEM_CORRECT: 0.0398537, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1710834, DIVERSITY_GINI: 0.1436202, SHANNON_ENTROPY: 11.5075766, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.3262300941068365, 'l1_ratio': 0.41058649060555064} - results: ROC_AUC: 0.1569925, PRECISION: 0.0320682, PRECISION_RECALL_MIN_DEN: 0.1194442, RECALL: 0.1165950, MAP: 0.0540846, MRR: 0.1126640, NDCG: 0.0825664, F1: 0.0502979, HIT_RATE: 0.3206817, ARHR: 0.1270503, NOVELTY: 0.0047755, AVERAGE_POPULARITY: 0.1072770, DIVERSITY_MEAN_INTER_LIST: 0.9844911, DIVERSITY_HERFINDAHL: 0.9984305, COVERAGE_ITEM: 0.4335553, COVERAGE_ITEM_CORRECT: 0.0373975, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1657229, DIVERSITY_GINI: 0.1400394, SHANNON_ENTROPY: 11.4460728, 
