
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.20199150170592, 'b': 0.9661907525936043, 'c': 0.8255436442870456, 'normalize': False} - results: ROC_AUC: 0.1849552, PRECISION: 0.0400061, PRECISION_RECALL_MIN_DEN: 0.1394304, RECALL: 0.1350129, MAP: 0.0651279, MRR: 0.1378013, NDCG: 0.0980181, F1: 0.0617220, HIT_RATE: 0.4000609, ARHR: 0.1601171, NOVELTY: 0.0047920, AVERAGE_POPULARITY: 0.1079996, DIVERSITY_MEAN_INTER_LIST: 0.9859787, DIVERSITY_HERFINDAHL: 0.9985805, COVERAGE_ITEM: 0.3842772, COVERAGE_ITEM_CORRECT: 0.0453436, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2069964, DIVERSITY_GINI: 0.1161964, SHANNON_ENTROPY: 11.3518360, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.03593164583957876, 'b': 0.7385290436946519, 'c': 0.9463180970869399, 'normalize': False} - results: ROC_AUC: 0.1814571, PRECISION: 0.0390841, PRECISION_RECALL_MIN_DEN: 0.1358827, RECALL: 0.1315356, MAP: 0.0629957, MRR: 0.1345568, NDCG: 0.0952312, F1: 0.0602611, HIT_RATE: 0.3908407, ARHR: 0.1561897, NOVELTY: 0.0047884, AVERAGE_POPULARITY: 0.1061171, DIVERSITY_MEAN_INTER_LIST: 0.9868043, DIVERSITY_HERFINDAHL: 0.9986630, COVERAGE_ITEM: 0.3697170, COVERAGE_ITEM_CORRECT: 0.0436497, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2032213, DIVERSITY_GINI: 0.1114894, SHANNON_ENTROPY: 11.3497119, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.4727394067950762, 'b': 0.5575456995568769, 'c': 0.8952673910951684, 'normalize': True} - results: ROC_AUC: 0.1757139, PRECISION: 0.0387462, PRECISION_RECALL_MIN_DEN: 0.1340188, RECALL: 0.1294247, MAP: 0.0603218, MRR: 0.1297367, NDCG: 0.0920872, F1: 0.0596378, HIT_RATE: 0.3874615, ARHR: 0.1513719, NOVELTY: 0.0048671, AVERAGE_POPULARITY: 0.0824260, DIVERSITY_MEAN_INTER_LIST: 0.9928964, DIVERSITY_HERFINDAHL: 0.9992721, COVERAGE_ITEM: 0.3249663, COVERAGE_ITEM_CORRECT: 0.0492782, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1998742, DIVERSITY_GINI: 0.1049969, SHANNON_ENTROPY: 11.6002938, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.21671312456958453, 'b': 0.14151597210944858, 'c': 0.9069572283405902, 'normalize': False} - results: ROC_AUC: 0.1903854, PRECISION: 0.0421560, PRECISION_RECALL_MIN_DEN: 0.1456540, RECALL: 0.1408164, MAP: 0.0670979, MRR: 0.1422420, NDCG: 0.1013868, F1: 0.0648863, HIT_RATE: 0.4215598, ARHR: 0.1668910, NOVELTY: 0.0048680, AVERAGE_POPULARITY: 0.0868580, DIVERSITY_MEAN_INTER_LIST: 0.9919679, DIVERSITY_HERFINDAHL: 0.9991793, COVERAGE_ITEM: 0.3557036, COVERAGE_ITEM_CORRECT: 0.0523349, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2146219, DIVERSITY_GINI: 0.1139722, SHANNON_ENTROPY: 11.6269822, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.4581444137458748, 'b': 0.4680745821646486, 'c': 0.7080599312250904, 'normalize': False} - results: ROC_AUC: 0.1971958, PRECISION: 0.0435047, PRECISION_RECALL_MIN_DEN: 0.1522005, RECALL: 0.1474524, MAP: 0.0710197, MRR: 0.1483423, NDCG: 0.1065766, F1: 0.0671856, HIT_RATE: 0.4350466, ARHR: 0.1737266, NOVELTY: 0.0048591, AVERAGE_POPULARITY: 0.0957916, DIVERSITY_MEAN_INTER_LIST: 0.9894662, DIVERSITY_HERFINDAHL: 0.9989291, COVERAGE_ITEM: 0.3987988, COVERAGE_ITEM_CORRECT: 0.0529586, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2215427, DIVERSITY_GINI: 0.1276762, SHANNON_ENTROPY: 11.6072950, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.11559238673821817, 'b': 0.23994196987775457, 'c': 0.8183255049866219, 'normalize': True} - results: ROC_AUC: 0.1710616, PRECISION: 0.0371207, PRECISION_RECALL_MIN_DEN: 0.1294714, RECALL: 0.1251905, MAP: 0.0581432, MRR: 0.1256680, NDCG: 0.0889398, F1: 0.0572619, HIT_RATE: 0.3712073, ARHR: 0.1458000, NOVELTY: 0.0048634, AVERAGE_POPULARITY: 0.0821217, DIVERSITY_MEAN_INTER_LIST: 0.9929461, DIVERSITY_HERFINDAHL: 0.9992771, COVERAGE_ITEM: 0.3170818, COVERAGE_ITEM_CORRECT: 0.0473378, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1940103, DIVERSITY_GINI: 0.1024720, SHANNON_ENTROPY: 11.5794864, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.7842836025090001, 'b': 0.013950748923317161, 'c': 0.7231321616176, 'normalize': True} - results: ROC_AUC: 0.1772382, PRECISION: 0.0388347, PRECISION_RECALL_MIN_DEN: 0.1356631, RECALL: 0.1312642, MAP: 0.0609766, MRR: 0.1306711, NDCG: 0.0932465, F1: 0.0599367, HIT_RATE: 0.3883470, ARHR: 0.1518026, NOVELTY: 0.0048922, AVERAGE_POPULARITY: 0.0783953, DIVERSITY_MEAN_INTER_LIST: 0.9935280, DIVERSITY_HERFINDAHL: 0.9993352, COVERAGE_ITEM: 0.3305794, COVERAGE_ITEM_CORRECT: 0.0516266, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2016358, DIVERSITY_GINI: 0.1090994, SHANNON_ENTROPY: 11.6771943, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.025822502092999085, 'b': 0.5378369215125554, 'c': 0.4757767327082496, 'normalize': True} - results: ROC_AUC: 0.1736252, PRECISION: 0.0380385, PRECISION_RECALL_MIN_DEN: 0.1315190, RECALL: 0.1270457, MAP: 0.0593925, MRR: 0.1285577, NDCG: 0.0906446, F1: 0.0585465, HIT_RATE: 0.3803854, ARHR: 0.1497705, NOVELTY: 0.0048504, AVERAGE_POPULARITY: 0.0854081, DIVERSITY_MEAN_INTER_LIST: 0.9923775, DIVERSITY_HERFINDAHL: 0.9992202, COVERAGE_ITEM: 0.3223869, COVERAGE_ITEM_CORRECT: 0.0468604, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1975337, DIVERSITY_GINI: 0.1026509, SHANNON_ENTROPY: 11.5475884, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3685227181283755, 'b': 0.8862160395200614, 'c': 0.36973958307953686, 'normalize': False} - results: ROC_AUC: 0.1901228, PRECISION: 0.0411273, PRECISION_RECALL_MIN_DEN: 0.1446681, RECALL: 0.1401981, MAP: 0.0674048, MRR: 0.1417204, NDCG: 0.1013605, F1: 0.0635973, HIT_RATE: 0.4112728, ARHR: 0.1646917, NOVELTY: 0.0048063, AVERAGE_POPULARITY: 0.1090167, DIVERSITY_MEAN_INTER_LIST: 0.9851738, DIVERSITY_HERFINDAHL: 0.9985000, COVERAGE_ITEM: 0.4123118, COVERAGE_ITEM_CORRECT: 0.0479615, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2130112, DIVERSITY_GINI: 0.1271061, SHANNON_ENTROPY: 11.3997237, 
