
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.7642850414352251, 'b': 0.3781671450570825, 'c': 0.03244011645967638, 'normalize': False} - results: ROC_AUC: 0.1650824, PRECISION: 0.0357496, PRECISION_RECALL_MIN_DEN: 0.1247953, RECALL: 0.1207771, MAP: 0.0554483, MRR: 0.1207349, NDCG: 0.0854311, F1: 0.0551683, HIT_RATE: 0.3574959, ARHR: 0.1391393, NOVELTY: 0.0048323, AVERAGE_POPULARITY: 0.0809452, DIVERSITY_MEAN_INTER_LIST: 0.9928841, DIVERSITY_HERFINDAHL: 0.9992709, COVERAGE_ITEM: 0.2941059, COVERAGE_ITEM_CORRECT: 0.0468450, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1892035, DIVERSITY_GINI: 0.0914567, SHANNON_ENTROPY: 11.4428705, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.3573637571648874, 'b': 0.8295686529175585, 'c': 0.4147537029355476, 'normalize': False} - results: ROC_AUC: 0.1700870, PRECISION: 0.0365691, PRECISION_RECALL_MIN_DEN: 0.1270626, RECALL: 0.1229123, MAP: 0.0570884, MRR: 0.1242616, NDCG: 0.0875712, F1: 0.0563674, HIT_RATE: 0.3656910, ARHR: 0.1439234, NOVELTY: 0.0048505, AVERAGE_POPULARITY: 0.0831730, DIVERSITY_MEAN_INTER_LIST: 0.9927405, DIVERSITY_HERFINDAHL: 0.9992565, COVERAGE_ITEM: 0.3027757, COVERAGE_ITEM_CORRECT: 0.0462907, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1922738, DIVERSITY_GINI: 0.0969691, SHANNON_ENTROPY: 11.5093952, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.15869328740703195, 'b': 0.5318217842767814, 'c': 0.10251512023685841, 'normalize': True} - results: ROC_AUC: 0.1693390, PRECISION: 0.0364707, PRECISION_RECALL_MIN_DEN: 0.1270771, RECALL: 0.1229503, MAP: 0.0569122, MRR: 0.1237337, NDCG: 0.0873761, F1: 0.0562543, HIT_RATE: 0.3647066, ARHR: 0.1431617, NOVELTY: 0.0048537, AVERAGE_POPULARITY: 0.0829584, DIVERSITY_MEAN_INTER_LIST: 0.9927868, DIVERSITY_HERFINDAHL: 0.9992611, COVERAGE_ITEM: 0.3026910, COVERAGE_ITEM_CORRECT: 0.0463292, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1921983, DIVERSITY_GINI: 0.0974583, SHANNON_ENTROPY: 11.5188622, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.18719506446781822, 'b': 0.94648302905499, 'c': 0.6680785430470091, 'normalize': True} - results: ROC_AUC: 0.1728473, PRECISION: 0.0373397, PRECISION_RECALL_MIN_DEN: 0.1292526, RECALL: 0.1249302, MAP: 0.0583282, MRR: 0.1273520, NDCG: 0.0893053, F1: 0.0574948, HIT_RATE: 0.3733969, ARHR: 0.1477831, NOVELTY: 0.0048476, AVERAGE_POPULARITY: 0.0862225, DIVERSITY_MEAN_INTER_LIST: 0.9922130, DIVERSITY_HERFINDAHL: 0.9992038, COVERAGE_ITEM: 0.3093744, COVERAGE_ITEM_CORRECT: 0.0458133, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1954197, DIVERSITY_GINI: 0.0986429, SHANNON_ENTROPY: 11.5022909, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.5148068280924584, 'b': 0.053464855901512856, 'c': 0.3016767795782754, 'normalize': False} - results: ROC_AUC: 0.1544903, PRECISION: 0.0335186, PRECISION_RECALL_MIN_DEN: 0.1176523, RECALL: 0.1136750, MAP: 0.0512196, MRR: 0.1120908, NDCG: 0.0795121, F1: 0.0517704, HIT_RATE: 0.3351858, ARHR: 0.1285021, NOVELTY: 0.0047711, AVERAGE_POPULARITY: 0.0872212, DIVERSITY_MEAN_INTER_LIST: 0.9912680, DIVERSITY_HERFINDAHL: 0.9991093, COVERAGE_ITEM: 0.2851973, COVERAGE_ITEM_CORRECT: 0.0422329, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1793129, DIVERSITY_GINI: 0.0799600, SHANNON_ENTROPY: 11.1930341, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.7229460084641889, 'b': 0.1903469066378864, 'c': 0.279199262038012, 'normalize': True} - results: ROC_AUC: 0.1666009, PRECISION: 0.0364350, PRECISION_RECALL_MIN_DEN: 0.1265255, RECALL: 0.1222259, MAP: 0.0563864, MRR: 0.1217394, NDCG: 0.0865851, F1: 0.0561353, HIT_RATE: 0.3643499, ARHR: 0.1409292, NOVELTY: 0.0048048, AVERAGE_POPULARITY: 0.0864963, DIVERSITY_MEAN_INTER_LIST: 0.9919040, DIVERSITY_HERFINDAHL: 0.9991729, COVERAGE_ITEM: 0.2999885, COVERAGE_ITEM_CORRECT: 0.0452204, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1911665, DIVERSITY_GINI: 0.0891637, SHANNON_ENTROPY: 11.3520666, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.5530581559017611, 'b': 0.6220793250763169, 'c': 0.05391748071521553, 'normalize': True} - results: ROC_AUC: 0.1688110, PRECISION: 0.0363677, PRECISION_RECALL_MIN_DEN: 0.1264324, RECALL: 0.1223297, MAP: 0.0567166, MRR: 0.1235654, NDCG: 0.0870784, F1: 0.0560668, HIT_RATE: 0.3636773, ARHR: 0.1427172, NOVELTY: 0.0048471, AVERAGE_POPULARITY: 0.0817700, DIVERSITY_MEAN_INTER_LIST: 0.9929241, DIVERSITY_HERFINDAHL: 0.9992749, COVERAGE_ITEM: 0.2995111, COVERAGE_ITEM_CORRECT: 0.0469297, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1916446, DIVERSITY_GINI: 0.0953297, SHANNON_ENTROPY: 11.4973517, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.4347133268206309, 'b': 0.04173374201835945, 'c': 0.5341200647862722, 'normalize': False} - results: ROC_AUC: 0.1606033, PRECISION: 0.0347904, PRECISION_RECALL_MIN_DEN: 0.1216335, RECALL: 0.1175799, MAP: 0.0540046, MRR: 0.1171402, NDCG: 0.0831474, F1: 0.0536926, HIT_RATE: 0.3479037, ARHR: 0.1348322, NOVELTY: 0.0047638, AVERAGE_POPULARITY: 0.0932611, DIVERSITY_MEAN_INTER_LIST: 0.9903627, DIVERSITY_HERFINDAHL: 0.9990188, COVERAGE_ITEM: 0.3027449, COVERAGE_ITEM_CORRECT: 0.0414706, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1849000, DIVERSITY_GINI: 0.0840334, SHANNON_ENTROPY: 11.1907563, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.5446984003945655, 'b': 0.8853041970163904, 'c': 0.3088141769756458, 'normalize': False} - results: ROC_AUC: 0.1694194, PRECISION: 0.0365018, PRECISION_RECALL_MIN_DEN: 0.1269501, RECALL: 0.1228140, MAP: 0.0569517, MRR: 0.1237134, NDCG: 0.0873811, F1: 0.0562771, HIT_RATE: 0.3650181, ARHR: 0.1431498, NOVELTY: 0.0048491, AVERAGE_POPULARITY: 0.0825798, DIVERSITY_MEAN_INTER_LIST: 0.9928269, DIVERSITY_HERFINDAHL: 0.9992651, COVERAGE_ITEM: 0.3014899, COVERAGE_ITEM_CORRECT: 0.0465602, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1921983, DIVERSITY_GINI: 0.0962936, SHANNON_ENTROPY: 11.5048867, 
