
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1734442, PRECISION: 0.0367414, PRECISION_RECALL_MIN_DEN: 0.1260980, RECALL: 0.1220227, MAP: 0.0591504, MRR: 0.1286456, NDCG: 0.0894214, F1: 0.0564761, HIT_RATE: 0.3674141, ARHR: 0.1487022, NOVELTY: 0.0048067, AVERAGE_POPULARITY: 0.1119967, DIVERSITY_MEAN_INTER_LIST: 0.9833531, DIVERSITY_HERFINDAHL: 0.9983179, COVERAGE_ITEM: 0.4267180, COVERAGE_ITEM_CORRECT: 0.0407084, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1927016, DIVERSITY_GINI: 0.1257792, SHANNON_ENTROPY: 11.2529362, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1723496, PRECISION: 0.0363703, PRECISION_RECALL_MIN_DEN: 0.1247188, RECALL: 0.1206364, MAP: 0.0588343, MRR: 0.1276972, NDCG: 0.0887235, F1: 0.0558887, HIT_RATE: 0.3637027, ARHR: 0.1475760, NOVELTY: 0.0048288, AVERAGE_POPULARITY: 0.1045792, DIVERSITY_MEAN_INTER_LIST: 0.9857172, DIVERSITY_HERFINDAHL: 0.9985543, COVERAGE_ITEM: 0.4228989, COVERAGE_ITEM_CORRECT: 0.0406622, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1907386, DIVERSITY_GINI: 0.1258148, SHANNON_ENTROPY: 11.3465861, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1738935, PRECISION: 0.0367770, PRECISION_RECALL_MIN_DEN: 0.1263098, RECALL: 0.1222156, MAP: 0.0592535, MRR: 0.1288397, NDCG: 0.0895563, F1: 0.0565391, HIT_RATE: 0.3677701, ARHR: 0.1489115, NOVELTY: 0.0048167, AVERAGE_POPULARITY: 0.1099432, DIVERSITY_MEAN_INTER_LIST: 0.9839586, DIVERSITY_HERFINDAHL: 0.9983785, COVERAGE_ITEM: 0.4295746, COVERAGE_ITEM_CORRECT: 0.0409240, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1931295, DIVERSITY_GINI: 0.1280626, SHANNON_ENTROPY: 11.2973354, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1737073, PRECISION: 0.0368367, PRECISION_RECALL_MIN_DEN: 0.1266105, RECALL: 0.1225092, MAP: 0.0592382, MRR: 0.1288390, NDCG: 0.0896166, F1: 0.0566406, HIT_RATE: 0.3683675, ARHR: 0.1489525, NOVELTY: 0.0048167, AVERAGE_POPULARITY: 0.1096795, DIVERSITY_MEAN_INTER_LIST: 0.9840660, DIVERSITY_HERFINDAHL: 0.9983892, COVERAGE_ITEM: 0.4286352, COVERAGE_ITEM_CORRECT: 0.0409856, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1932553, DIVERSITY_GINI: 0.1276271, SHANNON_ENTROPY: 11.2978618, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1716687, PRECISION: 0.0364264, PRECISION_RECALL_MIN_DEN: 0.1249978, RECALL: 0.1208902, MAP: 0.0587763, MRR: 0.1277215, NDCG: 0.0887139, F1: 0.0559825, HIT_RATE: 0.3642642, ARHR: 0.1475953, NOVELTY: 0.0048450, AVERAGE_POPULARITY: 0.1013751, DIVERSITY_MEAN_INTER_LIST: 0.9865394, DIVERSITY_HERFINDAHL: 0.9986365, COVERAGE_ITEM: 0.4272724, COVERAGE_ITEM_CORRECT: 0.0410857, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1906631, DIVERSITY_GINI: 0.1291452, SHANNON_ENTROPY: 11.4098211, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1729907, PRECISION: 0.0368723, PRECISION_RECALL_MIN_DEN: 0.1264949, RECALL: 0.1224027, MAP: 0.0591016, MRR: 0.1286000, NDCG: 0.0894981, F1: 0.0566711, HIT_RATE: 0.3687228, ARHR: 0.1486795, NOVELTY: 0.0048039, AVERAGE_POPULARITY: 0.1126490, DIVERSITY_MEAN_INTER_LIST: 0.9831581, DIVERSITY_HERFINDAHL: 0.9982984, COVERAGE_ITEM: 0.4258864, COVERAGE_ITEM_CORRECT: 0.0408162, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1930540, DIVERSITY_GINI: 0.1251598, SHANNON_ENTROPY: 11.2399422, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1728107, PRECISION: 0.0367095, PRECISION_RECALL_MIN_DEN: 0.1258822, RECALL: 0.1217922, MAP: 0.0591528, MRR: 0.1284079, NDCG: 0.0893415, F1: 0.0564134, HIT_RATE: 0.3670950, ARHR: 0.1483409, NOVELTY: 0.0048060, AVERAGE_POPULARITY: 0.1097504, DIVERSITY_MEAN_INTER_LIST: 0.9842161, DIVERSITY_HERFINDAHL: 0.9984042, COVERAGE_ITEM: 0.4187873, COVERAGE_ITEM_CORRECT: 0.0407007, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1928778, DIVERSITY_GINI: 0.1220863, SHANNON_ENTROPY: 11.2521882, 

SearchBayesianSkopt-CV: New best config found. Config 7: {'a': 0.920647097320486, 'b': 0.48598313973542406, 'c': 0.6867270937180993, 'normalize': False} - results: ROC_AUC: 0.1738402, PRECISION: 0.0368796, PRECISION_RECALL_MIN_DEN: 0.1265276, RECALL: 0.1223962, MAP: 0.0594537, MRR: 0.1289882, NDCG: 0.0897549, F1: 0.0566790, HIT_RATE: 0.3687957, ARHR: 0.1492088, NOVELTY: 0.0048315, AVERAGE_POPULARITY: 0.1064320, DIVERSITY_MEAN_INTER_LIST: 0.9849927, DIVERSITY_HERFINDAHL: 0.9984819, COVERAGE_ITEM: 0.4326776, COVERAGE_ITEM_CORRECT: 0.0412551, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1934063, DIVERSITY_GINI: 0.1306826, SHANNON_ENTROPY: 11.3609350, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3037332775725749, 'b': 0.988584104735041, 'c': 0.9800813954114933, 'normalize': True} - results: ROC_AUC: 0.1736806, PRECISION: 0.0367449, PRECISION_RECALL_MIN_DEN: 0.1261714, RECALL: 0.1220891, MAP: 0.0591836, MRR: 0.1286981, NDCG: 0.0894637, F1: 0.0564877, HIT_RATE: 0.3674493, ARHR: 0.1486659, NOVELTY: 0.0048114, AVERAGE_POPULARITY: 0.1101886, DIVERSITY_MEAN_INTER_LIST: 0.9839471, DIVERSITY_HERFINDAHL: 0.9983773, COVERAGE_ITEM: 0.4255861, COVERAGE_ITEM_CORRECT: 0.0408316, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1930288, DIVERSITY_GINI: 0.1256737, SHANNON_ENTROPY: 11.2751354, 
