
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.7282730341103761, 'l1_ratio': 0.34919689828935413} - results: ROC_AUC: 0.1444249, PRECISION: 0.0293323, PRECISION_RECALL_MIN_DEN: 0.1084950, RECALL: 0.1058036, MAP: 0.0492694, MRR: 0.1036738, NDCG: 0.0751836, F1: 0.0459266, HIT_RATE: 0.2933233, ARHR: 0.1165244, NOVELTY: 0.0047435, AVERAGE_POPULARITY: 0.1159565, DIVERSITY_MEAN_INTER_LIST: 0.9815658, DIVERSITY_HERFINDAHL: 0.9981380, COVERAGE_ITEM: 0.4199269, COVERAGE_ITEM_CORRECT: 0.0322002, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1528375, DIVERSITY_GINI: 0.1293334, SHANNON_ENTROPY: 11.2527599, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.016697522704458127, 'l1_ratio': 0.3696380999702476} - results: ROC_AUC: 0.1619715, PRECISION: 0.0336568, PRECISION_RECALL_MIN_DEN: 0.1277548, RECALL: 0.1248807, MAP: 0.0563628, MRR: 0.1155031, NDCG: 0.0866178, F1: 0.0530195, HIT_RATE: 0.3365683, ARHR: 0.1304623, NOVELTY: 0.0047532, AVERAGE_POPULARITY: 0.1022773, DIVERSITY_MEAN_INTER_LIST: 0.9857589, DIVERSITY_HERFINDAHL: 0.9985572, COVERAGE_ITEM: 0.4486237, COVERAGE_ITEM_CORRECT: 0.0413397, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1736504, DIVERSITY_GINI: 0.1506870, SHANNON_ENTROPY: 11.5847816, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.3925777175207156, 'l1_ratio': 0.555439210960623} - results: ROC_AUC: 0.1572775, PRECISION: 0.0322311, PRECISION_RECALL_MIN_DEN: 0.1209840, RECALL: 0.1181465, MAP: 0.0544588, MRR: 0.1132018, NDCG: 0.0832325, F1: 0.0506428, HIT_RATE: 0.3223113, ARHR: 0.1276630, NOVELTY: 0.0047459, AVERAGE_POPULARITY: 0.1116495, DIVERSITY_MEAN_INTER_LIST: 0.9830135, DIVERSITY_HERFINDAHL: 0.9982827, COVERAGE_ITEM: 0.4274264, COVERAGE_ITEM_CORRECT: 0.0377979, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1662766, DIVERSITY_GINI: 0.1352966, SHANNON_ENTROPY: 11.3543713, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.22426368346130737, 'l1_ratio': 0.5406015302304421} - results: ROC_AUC: 0.1607563, PRECISION: 0.0330462, PRECISION_RECALL_MIN_DEN: 0.1250935, RECALL: 0.1222318, MAP: 0.0557440, MRR: 0.1149273, NDCG: 0.0853834, F1: 0.0520220, HIT_RATE: 0.3304623, ARHR: 0.1296665, NOVELTY: 0.0047475, AVERAGE_POPULARITY: 0.1082784, DIVERSITY_MEAN_INTER_LIST: 0.9840351, DIVERSITY_HERFINDAHL: 0.9983849, COVERAGE_ITEM: 0.4348027, COVERAGE_ITEM_CORRECT: 0.0395688, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1707059, DIVERSITY_GINI: 0.1406456, SHANNON_ENTROPY: 11.4380411, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.5926879535969609, 'l1_ratio': 0.1482776610386061} - results: ROC_AUC: 0.1472721, PRECISION: 0.0300600, PRECISION_RECALL_MIN_DEN: 0.1112315, RECALL: 0.1084984, MAP: 0.0504863, MRR: 0.1060749, NDCG: 0.0770690, F1: 0.0470734, HIT_RATE: 0.3006002, ARHR: 0.1192700, NOVELTY: 0.0047502, AVERAGE_POPULARITY: 0.1142853, DIVERSITY_MEAN_INTER_LIST: 0.9821412, DIVERSITY_HERFINDAHL: 0.9981955, COVERAGE_ITEM: 0.4220520, COVERAGE_ITEM_CORRECT: 0.0337632, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1562854, DIVERSITY_GINI: 0.1313603, SHANNON_ENTROPY: 11.2928629, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.8559817892472922, 'l1_ratio': 0.10292274250582992} - results: ROC_AUC: 0.1389153, PRECISION: 0.0281233, PRECISION_RECALL_MIN_DEN: 0.1038456, RECALL: 0.1012248, MAP: 0.0472848, MRR: 0.0999769, NDCG: 0.0721295, F1: 0.0440133, HIT_RATE: 0.2812328, ARHR: 0.1121178, NOVELTY: 0.0047454, AVERAGE_POPULARITY: 0.1166485, DIVERSITY_MEAN_INTER_LIST: 0.9813127, DIVERSITY_HERFINDAHL: 0.9981127, COVERAGE_ITEM: 0.4231299, COVERAGE_ITEM_CORRECT: 0.0303138, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1468730, DIVERSITY_GINI: 0.1305494, SHANNON_ENTROPY: 11.2555429, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.20362841860244024, 'l1_ratio': 0.8736744590530063} - results: ROC_AUC: 0.1612778, PRECISION: 0.0334069, PRECISION_RECALL_MIN_DEN: 0.1267270, RECALL: 0.1238732, MAP: 0.0560584, MRR: 0.1152874, NDCG: 0.0860923, F1: 0.0526177, HIT_RATE: 0.3340689, ARHR: 0.1301459, NOVELTY: 0.0047398, AVERAGE_POPULARITY: 0.1079511, DIVERSITY_MEAN_INTER_LIST: 0.9841075, DIVERSITY_HERFINDAHL: 0.9983921, COVERAGE_ITEM: 0.4360654, COVERAGE_ITEM_CORRECT: 0.0402387, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1724424, DIVERSITY_GINI: 0.1413941, SHANNON_ENTROPY: 11.4469951, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.26975908360144113, 'l1_ratio': 0.6184924235153617} - results: ROC_AUC: 0.1599298, PRECISION: 0.0330047, PRECISION_RECALL_MIN_DEN: 0.1246630, RECALL: 0.1217915, MAP: 0.0556251, MRR: 0.1147483, NDCG: 0.0851655, F1: 0.0519311, HIT_RATE: 0.3300467, ARHR: 0.1295002, NOVELTY: 0.0047456, AVERAGE_POPULARITY: 0.1093116, DIVERSITY_MEAN_INTER_LIST: 0.9837238, DIVERSITY_HERFINDAHL: 0.9983537, COVERAGE_ITEM: 0.4327546, COVERAGE_ITEM_CORRECT: 0.0393686, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1701523, DIVERSITY_GINI: 0.1390912, SHANNON_ENTROPY: 11.4128067, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.5505175552985999, 'l1_ratio': 0.08763514466828283} - results: ROC_AUC: 0.1485258, PRECISION: 0.0302268, PRECISION_RECALL_MIN_DEN: 0.1122382, RECALL: 0.1095244, MAP: 0.0508543, MRR: 0.1066902, NDCG: 0.0776731, F1: 0.0473741, HIT_RATE: 0.3022676, ARHR: 0.1199298, NOVELTY: 0.0047521, AVERAGE_POPULARITY: 0.1137091, DIVERSITY_MEAN_INTER_LIST: 0.9823407, DIVERSITY_HERFINDAHL: 0.9982155, COVERAGE_ITEM: 0.4232069, COVERAGE_ITEM_CORRECT: 0.0341328, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1574934, DIVERSITY_GINI: 0.1321836, SHANNON_ENTROPY: 11.3066470, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.43787311284109987, 'l1_ratio': 0.06703334563474463} - results: ROC_AUC: 0.1522069, PRECISION: 0.0311473, PRECISION_RECALL_MIN_DEN: 0.1160711, RECALL: 0.1132886, MAP: 0.0525121, MRR: 0.1093984, NDCG: 0.0801360, F1: 0.0488577, HIT_RATE: 0.3114725, ARHR: 0.1231084, NOVELTY: 0.0047542, AVERAGE_POPULARITY: 0.1121990, DIVERSITY_MEAN_INTER_LIST: 0.9828400, DIVERSITY_HERFINDAHL: 0.9982654, COVERAGE_ITEM: 0.4250857, COVERAGE_ITEM_CORRECT: 0.0357652, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1616459, DIVERSITY_GINI: 0.1340305, SHANNON_ENTROPY: 11.3403482, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'alpha': 0.9602163293151182, 'l1_ratio': 0.06038412167513453} - results: ROC_AUC: 0.1361829, PRECISION: 0.0274783, PRECISION_RECALL_MIN_DEN: 0.1015021, RECALL: 0.0989122, MAP: 0.0462245, MRR: 0.0981551, NDCG: 0.0705367, F1: 0.0430054, HIT_RATE: 0.2747835, ARHR: 0.1099551, NOVELTY: 0.0047486, AVERAGE_POPULARITY: 0.1170258, DIVERSITY_MEAN_INTER_LIST: 0.9811348, DIVERSITY_HERFINDAHL: 0.9980949, COVERAGE_ITEM: 0.4301136, COVERAGE_ITEM_CORRECT: 0.0292666, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1437272, DIVERSITY_GINI: 0.1331684, SHANNON_ENTROPY: 11.2643288, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.32362467027618563, 'l1_ratio': 0.8906394760087428} - results: ROC_AUC: 0.1602253, PRECISION: 0.0330691, PRECISION_RECALL_MIN_DEN: 0.1250145, RECALL: 0.1221738, MAP: 0.0557882, MRR: 0.1148493, NDCG: 0.0854012, F1: 0.0520461, HIT_RATE: 0.3306914, ARHR: 0.1295963, NOVELTY: 0.0047335, AVERAGE_POPULARITY: 0.1110097, DIVERSITY_MEAN_INTER_LIST: 0.9831786, DIVERSITY_HERFINDAHL: 0.9982992, COVERAGE_ITEM: 0.4290741, COVERAGE_ITEM_CORRECT: 0.0394148, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1706304, DIVERSITY_GINI: 0.1365410, SHANNON_ENTROPY: 11.3719374, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.18704095855800898, 'l1_ratio': 0.3586722051053574} - results: ROC_AUC: 0.1608918, PRECISION: 0.0330803, PRECISION_RECALL_MIN_DEN: 0.1253663, RECALL: 0.1224971, MAP: 0.0557943, MRR: 0.1150102, NDCG: 0.0854867, F1: 0.0520887, HIT_RATE: 0.3308031, ARHR: 0.1297504, NOVELTY: 0.0047513, AVERAGE_POPULARITY: 0.1074359, DIVERSITY_MEAN_INTER_LIST: 0.9843020, DIVERSITY_HERFINDAHL: 0.9984115, COVERAGE_ITEM: 0.4366583, COVERAGE_ITEM_CORRECT: 0.0396689, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1708569, DIVERSITY_GINI: 0.1419628, SHANNON_ENTROPY: 11.4588396, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.2156936571804639, 'l1_ratio': 0.9835015720124787} - results: ROC_AUC: 0.1612063, PRECISION: 0.0334711, PRECISION_RECALL_MIN_DEN: 0.1267888, RECALL: 0.1239257, MAP: 0.0560646, MRR: 0.1150769, NDCG: 0.0861103, F1: 0.0527026, HIT_RATE: 0.3347112, ARHR: 0.1299882, NOVELTY: 0.0047357, AVERAGE_POPULARITY: 0.1083860, DIVERSITY_MEAN_INTER_LIST: 0.9839570, DIVERSITY_HERFINDAHL: 0.9983771, COVERAGE_ITEM: 0.4351415, COVERAGE_ITEM_CORRECT: 0.0403080, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1726186, DIVERSITY_GINI: 0.1406940, SHANNON_ENTROPY: 11.4356157, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.9659118532652889, 'l1_ratio': 0.8328907910906823} - results: ROC_AUC: 0.1396274, PRECISION: 0.0279221, PRECISION_RECALL_MIN_DEN: 0.1034060, RECALL: 0.1008298, MAP: 0.0473720, MRR: 0.1000659, NDCG: 0.0720831, F1: 0.0437294, HIT_RATE: 0.2792206, ARHR: 0.1121563, NOVELTY: 0.0047136, AVERAGE_POPULARITY: 0.1232030, DIVERSITY_MEAN_INTER_LIST: 0.9789937, DIVERSITY_HERFINDAHL: 0.9978808, COVERAGE_ITEM: 0.4125351, COVERAGE_ITEM_CORRECT: 0.0289971, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1463949, DIVERSITY_GINI: 0.1227801, SHANNON_ENTROPY: 11.1014616, 
