SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.9863952314087584, 'l1_ratio': 0.46104787814474624} - results: ROC_AUC: 0.1316544, PRECISION: 0.0259652, PRECISION_RECALL_MIN_DEN: 0.1111745, RECALL: 0.1091091, MAP: 0.0500675, MRR: 0.0940854, NDCG: 0.0742917, F1: 0.0419479, HIT_RATE: 0.2596521, ARHR: 0.1041444, NOVELTY: 0.0047663, AVERAGE_POPULARITY: 0.1170302, DIVERSITY_MEAN_INTER_LIST: 0.9795573, DIVERSITY_HERFINDAHL: 0.9979349, COVERAGE_ITEM: 0.3684697, COVERAGE_ITEM_CORRECT: 0.0258325, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1236945, DIVERSITY_GINI: 0.1098553, SHANNON_ENTROPY: 11.0235066, 
SearchBayesianSkopt: New best config found. Config 1: {'alpha': 0.3388544168151188, 'l1_ratio': 0.5003719835944305} - results: ROC_AUC: 0.1439676, PRECISION: 0.0278532, PRECISION_RECALL_MIN_DEN: 0.1202136, RECALL: 0.1180438, MAP: 0.0536828, MRR: 0.1014844, NDCG: 0.0800657, F1: 0.0450715, HIT_RATE: 0.2785320, ARHR: 0.1124767, NOVELTY: 0.0047271, AVERAGE_POPULARITY: 0.1238779, DIVERSITY_MEAN_INTER_LIST: 0.9771425, DIVERSITY_HERFINDAHL: 0.9976935, COVERAGE_ITEM: 0.3510683, COVERAGE_ITEM_CORRECT: 0.0269490, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1333837, DIVERSITY_GINI: 0.1000998, SHANNON_ENTROPY: 10.8511150, 
SearchBayesianSkopt: New best config found. Config 2: {'alpha': 0.43402027117692765, 'l1_ratio': 0.21742952066976878} - results: ROC_AUC: 0.1445504, PRECISION: 0.0282563, PRECISION_RECALL_MIN_DEN: 0.1214708, RECALL: 0.1191989, MAP: 0.0539184, MRR: 0.1025029, NDCG: 0.0806833, F1: 0.0456832, HIT_RATE: 0.2825626, ARHR: 0.1134976, NOVELTY: 0.0047228, AVERAGE_POPULARITY: 0.1242976, DIVERSITY_MEAN_INTER_LIST: 0.9772371, DIVERSITY_HERFINDAHL: 0.9977030, COVERAGE_ITEM: 0.3486814, COVERAGE_ITEM_CORRECT: 0.0272185, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1352712, DIVERSITY_GINI: 0.0987247, SHANNON_ENTROPY: 10.8371829, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'alpha': 0.4310296448001377, 'l1_ratio': 0.38882739170407776} - results: ROC_AUC: 0.1437213, PRECISION: 0.0279381, PRECISION_RECALL_MIN_DEN: 0.1204496, RECALL: 0.1182630, MAP: 0.0531715, MRR: 0.1013629, NDCG: 0.0797818, F1: 0.0451986, HIT_RATE: 0.2793806, ARHR: 0.1123593, NOVELTY: 0.0047292, AVERAGE_POPULARITY: 0.1234055, DIVERSITY_MEAN_INTER_LIST: 0.9773926, DIVERSITY_HERFINDAHL: 0.9977185, COVERAGE_ITEM: 0.3509528, COVERAGE_ITEM_CORRECT: 0.0271030, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1336353, DIVERSITY_GINI: 0.1001758, SHANNON_ENTROPY: 10.8584844, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.4408778064591028, 'l1_ratio': 0.4842791444588638} - results: ROC_AUC: 0.1427895, PRECISION: 0.0276411, PRECISION_RECALL_MIN_DEN: 0.1199122, RECALL: 0.1178022, MAP: 0.0528745, MRR: 0.1004684, NDCG: 0.0792748, F1: 0.0447759, HIT_RATE: 0.2764107, ARHR: 0.1112415, NOVELTY: 0.0047359, AVERAGE_POPULARITY: 0.1222445, DIVERSITY_MEAN_INTER_LIST: 0.9777720, DIVERSITY_HERFINDAHL: 0.9977565, COVERAGE_ITEM: 0.3537247, COVERAGE_ITEM_CORRECT: 0.0266025, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1328803, DIVERSITY_GINI: 0.1018522, SHANNON_ENTROPY: 10.8881061, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.1714793977574788, 'l1_ratio': 0.16213943275275502} - results: ROC_AUC: 0.1435290, PRECISION: 0.0282987, PRECISION_RECALL_MIN_DEN: 0.1203825, RECALL: 0.1180756, MAP: 0.0529923, MRR: 0.1013906, NDCG: 0.0797223, F1: 0.0456553, HIT_RATE: 0.2829868, ARHR: 0.1128004, NOVELTY: 0.0047118, AVERAGE_POPULARITY: 0.1268661, DIVERSITY_MEAN_INTER_LIST: 0.9760828, DIVERSITY_HERFINDAHL: 0.9975876, COVERAGE_ITEM: 0.3466795, COVERAGE_ITEM_CORRECT: 0.0274880, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1348937, DIVERSITY_GINI: 0.0973672, SHANNON_ENTROPY: 10.7908815, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.7755760897742531, 'l1_ratio': 0.4911513817005275} - results: ROC_AUC: 0.1348367, PRECISION: 0.0267077, PRECISION_RECALL_MIN_DEN: 0.1141010, RECALL: 0.1118989, MAP: 0.0510498, MRR: 0.0961461, NDCG: 0.0759606, F1: 0.0431229, HIT_RATE: 0.2670768, ARHR: 0.1065433, NOVELTY: 0.0047573, AVERAGE_POPULARITY: 0.1183834, DIVERSITY_MEAN_INTER_LIST: 0.9791053, DIVERSITY_HERFINDAHL: 0.9978898, COVERAGE_ITEM: 0.3631184, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1278470, DIVERSITY_GINI: 0.1070448, SHANNON_ENTROPY: 10.9825561, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.33750129775173304, 'l1_ratio': 0.49195901823646004} - results: ROC_AUC: 0.1441739, PRECISION: 0.0278532, PRECISION_RECALL_MIN_DEN: 0.1203621, RECALL: 0.1181953, MAP: 0.0537880, MRR: 0.1016147, NDCG: 0.0801795, F1: 0.0450825, HIT_RATE: 0.2785320, ARHR: 0.1125943, NOVELTY: 0.0047265, AVERAGE_POPULARITY: 0.1239644, DIVERSITY_MEAN_INTER_LIST: 0.9771108, DIVERSITY_HERFINDAHL: 0.9976904, COVERAGE_ITEM: 0.3509143, COVERAGE_ITEM_CORRECT: 0.0269875, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1335095, DIVERSITY_GINI: 0.0999861, SHANNON_ENTROPY: 10.8488019, 
SearchBayesianSkopt: New best config found. Config 8: {'alpha': 0.19390580434445875, 'l1_ratio': 0.2522643001286576} - results: ROC_AUC: 0.1444653, PRECISION: 0.0284896, PRECISION_RECALL_MIN_DEN: 0.1218438, RECALL: 0.1195654, MAP: 0.0539684, MRR: 0.1023511, NDCG: 0.0808224, F1: 0.0460149, HIT_RATE: 0.2848961, ARHR: 0.1137591, NOVELTY: 0.0047128, AVERAGE_POPULARITY: 0.1265665, DIVERSITY_MEAN_INTER_LIST: 0.9762211, DIVERSITY_HERFINDAHL: 0.9976014, COVERAGE_ITEM: 0.3461020, COVERAGE_ITEM_CORRECT: 0.0275265, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1360262, DIVERSITY_GINI: 0.0972752, SHANNON_ENTROPY: 10.7954122, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'alpha': 0.49809848145281066, 'l1_ratio': 0.9527066282382117} - results: ROC_AUC: 0.1343237, PRECISION: 0.0267925, PRECISION_RECALL_MIN_DEN: 0.1140141, RECALL: 0.1118573, MAP: 0.0505894, MRR: 0.0951557, NDCG: 0.0755796, F1: 0.0432304, HIT_RATE: 0.2679253, ARHR: 0.1059369, NOVELTY: 0.0047551, AVERAGE_POPULARITY: 0.1193937, DIVERSITY_MEAN_INTER_LIST: 0.9785883, DIVERSITY_HERFINDAHL: 0.9978381, COVERAGE_ITEM: 0.3653128, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1267145, DIVERSITY_GINI: 0.1079680, SHANNON_ENTROPY: 10.9760115, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.13133071827282164, 'l1_ratio': 0.5086398281854015} - results: ROC_AUC: 0.1445050, PRECISION: 0.0284048, PRECISION_RECALL_MIN_DEN: 0.1219110, RECALL: 0.1196639, MAP: 0.0538607, MRR: 0.1022155, NDCG: 0.0807506, F1: 0.0459115, HIT_RATE: 0.2840475, ARHR: 0.1135150, NOVELTY: 0.0047134, AVERAGE_POPULARITY: 0.1265704, DIVERSITY_MEAN_INTER_LIST: 0.9761214, DIVERSITY_HERFINDAHL: 0.9975914, COVERAGE_ITEM: 0.3477575, COVERAGE_ITEM_CORRECT: 0.0272570, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1360262, DIVERSITY_GINI: 0.0978183, SHANNON_ENTROPY: 10.7977609, 
