
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1937463, PRECISION: 0.0425190, PRECISION_RECALL_MIN_DEN: 0.1529672, RECALL: 0.1484728, MAP: 0.0697512, MRR: 0.1427461, NDCG: 0.1050527, F1: 0.0661039, HIT_RATE: 0.4251896, ARHR: 0.1668114, NOVELTY: 0.0049862, AVERAGE_POPULARITY: 0.0711995, DIVERSITY_MEAN_INTER_LIST: 0.9932241, DIVERSITY_HERFINDAHL: 0.9993049, COVERAGE_ITEM: 0.5296092, COVERAGE_ITEM_CORRECT: 0.0588335, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2188247, DIVERSITY_GINI: 0.2110480, SHANNON_ENTROPY: 12.3592474, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1974318, PRECISION: 0.0431108, PRECISION_RECALL_MIN_DEN: 0.1534029, RECALL: 0.1488939, MAP: 0.0714660, MRR: 0.1467749, NDCG: 0.1069412, F1: 0.0668609, HIT_RATE: 0.4311078, ARHR: 0.1716147, NOVELTY: 0.0048881, AVERAGE_POPULARITY: 0.0975062, DIVERSITY_MEAN_INTER_LIST: 0.9878097, DIVERSITY_HERFINDAHL: 0.9987635, COVERAGE_ITEM: 0.4944139, COVERAGE_ITEM_CORRECT: 0.0550760, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2210646, DIVERSITY_GINI: 0.1765550, SHANNON_ENTROPY: 11.8786959, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.2004403, PRECISION: 0.0436965, PRECISION_RECALL_MIN_DEN: 0.1565752, RECALL: 0.1520938, MAP: 0.0730004, MRR: 0.1491570, NDCG: 0.1091648, F1: 0.0678869, HIT_RATE: 0.4369654, ARHR: 0.1739355, NOVELTY: 0.0048516, AVERAGE_POPULARITY: 0.0989610, DIVERSITY_MEAN_INTER_LIST: 0.9872984, DIVERSITY_HERFINDAHL: 0.9987124, COVERAGE_ITEM: 0.4769355, COVERAGE_ITEM_CORRECT: 0.0556920, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2244621, DIVERSITY_GINI: 0.1626799, SHANNON_ENTROPY: 11.7422721, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1680195, PRECISION: 0.0363915, PRECISION_RECALL_MIN_DEN: 0.1303533, RECALL: 0.1262347, MAP: 0.0585309, MRR: 0.1218121, NDCG: 0.0888286, F1: 0.0564938, HIT_RATE: 0.3639147, ARHR: 0.1408573, NOVELTY: 0.0051301, AVERAGE_POPULARITY: 0.0466138, DIVERSITY_MEAN_INTER_LIST: 0.9964867, DIVERSITY_HERFINDAHL: 0.9996311, COVERAGE_ITEM: 0.5705717, COVERAGE_ITEM_CORRECT: 0.0551145, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1921480, DIVERSITY_GINI: 0.2568597, SHANNON_ENTROPY: 12.8362073, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1997115, PRECISION: 0.0436218, PRECISION_RECALL_MIN_DEN: 0.1574690, RECALL: 0.1529008, MAP: 0.0725977, MRR: 0.1479683, NDCG: 0.1087859, F1: 0.0678756, HIT_RATE: 0.4362181, ARHR: 0.1729367, NOVELTY: 0.0049482, AVERAGE_POPULARITY: 0.0795799, DIVERSITY_MEAN_INTER_LIST: 0.9917456, DIVERSITY_HERFINDAHL: 0.9991570, COVERAGE_ITEM: 0.5166121, COVERAGE_ITEM_CORRECT: 0.0590029, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2242356, DIVERSITY_GINI: 0.1979967, SHANNON_ENTROPY: 12.1998820, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1868579, PRECISION: 0.0404889, PRECISION_RECALL_MIN_DEN: 0.1446771, RECALL: 0.1403482, MAP: 0.0668468, MRR: 0.1378615, NDCG: 0.1003344, F1: 0.0628446, HIT_RATE: 0.4048890, ARHR: 0.1605183, NOVELTY: 0.0050015, AVERAGE_POPULARITY: 0.0768535, DIVERSITY_MEAN_INTER_LIST: 0.9922520, DIVERSITY_HERFINDAHL: 0.9992077, COVERAGE_ITEM: 0.5394418, COVERAGE_ITEM_CORRECT: 0.0554456, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2101422, DIVERSITY_GINI: 0.2184501, SHANNON_ENTROPY: 12.3724350, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1991788, PRECISION: 0.0437236, PRECISION_RECALL_MIN_DEN: 0.1574951, RECALL: 0.1529439, MAP: 0.0724099, MRR: 0.1474714, NDCG: 0.1086779, F1: 0.0680038, HIT_RATE: 0.4372356, ARHR: 0.1723744, NOVELTY: 0.0049334, AVERAGE_POPULARITY: 0.0803831, DIVERSITY_MEAN_INTER_LIST: 0.9914715, DIVERSITY_HERFINDAHL: 0.9991296, COVERAGE_ITEM: 0.5088200, COVERAGE_ITEM_CORRECT: 0.0589644, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2246131, DIVERSITY_GINI: 0.1914897, SHANNON_ENTROPY: 12.1404945, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1191999, PRECISION: 0.0251739, PRECISION_RECALL_MIN_DEN: 0.0922523, RECALL: 0.0894909, MAP: 0.0397109, MRR: 0.0834532, NDCG: 0.0613957, F1: 0.0392934, HIT_RATE: 0.2517391, ARHR: 0.0941144, NOVELTY: 0.0052672, AVERAGE_POPULARITY: 0.0231485, DIVERSITY_MEAN_INTER_LIST: 0.9977825, DIVERSITY_HERFINDAHL: 0.9997606, COVERAGE_ITEM: 0.5880192, COVERAGE_ITEM_CORRECT: 0.0460520, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1406569, DIVERSITY_GINI: 0.2833992, SHANNON_ENTROPY: 13.0890049, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1613977, PRECISION: 0.0348463, PRECISION_RECALL_MIN_DEN: 0.1249962, RECALL: 0.1210228, MAP: 0.0560006, MRR: 0.1168410, NDCG: 0.0850990, F1: 0.0541083, HIT_RATE: 0.3484634, ARHR: 0.1345360, NOVELTY: 0.0051523, AVERAGE_POPULARITY: 0.0430201, DIVERSITY_MEAN_INTER_LIST: 0.9967902, DIVERSITY_HERFINDAHL: 0.9996614, COVERAGE_ITEM: 0.5750298, COVERAGE_ITEM_CORRECT: 0.0539365, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1853278, DIVERSITY_GINI: 0.2628420, SHANNON_ENTROPY: 12.8928490, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.661637257359202, 'b': 0.0939209496897511, 'c': 0.4901499324681551, 'normalize': False} - results: ROC_AUC: 0.1274945, PRECISION: 0.0270364, PRECISION_RECALL_MIN_DEN: 0.0986018, RECALL: 0.0956242, MAP: 0.0428963, MRR: 0.0899697, NDCG: 0.0660020, F1: 0.0421527, HIT_RATE: 0.2703637, ARHR: 0.1017524, NOVELTY: 0.0052501, AVERAGE_POPULARITY: 0.0259477, DIVERSITY_MEAN_INTER_LIST: 0.9977171, DIVERSITY_HERFINDAHL: 0.9997541, COVERAGE_ITEM: 0.5866487, COVERAGE_ITEM_CORRECT: 0.0478922, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1498175, DIVERSITY_GINI: 0.2812270, SHANNON_ENTROPY: 13.0709998, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.15889526200422235, 'b': 0.2938627213739898, 'c': 0.08919510334006976, 'normalize': False} - results: ROC_AUC: 0.1936697, PRECISION: 0.0425437, PRECISION_RECALL_MIN_DEN: 0.1529132, RECALL: 0.1484138, MAP: 0.0697547, MRR: 0.1426671, NDCG: 0.1050424, F1: 0.0661279, HIT_RATE: 0.4254368, ARHR: 0.1667537, NOVELTY: 0.0049868, AVERAGE_POPULARITY: 0.0711104, DIVERSITY_MEAN_INTER_LIST: 0.9932399, DIVERSITY_HERFINDAHL: 0.9993064, COVERAGE_ITEM: 0.5300250, COVERAGE_ITEM_CORRECT: 0.0588951, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2188750, DIVERSITY_GINI: 0.2113786, SHANNON_ENTROPY: 12.3621304, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'a': 0.40351871534810646, 'b': 0.3112329794809601, 'c': 0.697267388315978, 'normalize': False} - results: ROC_AUC: 0.1791247, PRECISION: 0.0388230, PRECISION_RECALL_MIN_DEN: 0.1389724, RECALL: 0.1346645, MAP: 0.0630570, MRR: 0.1303217, NDCG: 0.0952667, F1: 0.0602685, HIT_RATE: 0.3882299, ARHR: 0.1513974, NOVELTY: 0.0050837, AVERAGE_POPULARITY: 0.0554140, DIVERSITY_MEAN_INTER_LIST: 0.9955611, DIVERSITY_HERFINDAHL: 0.9995385, COVERAGE_ITEM: 0.5603003, COVERAGE_ITEM_CORRECT: 0.0566776, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2026677, DIVERSITY_GINI: 0.2439909, SHANNON_ENTROPY: 12.6998393, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'a': 0.3062596325597406, 'b': 0.20544775885188232, 'c': 0.08153707254481092, 'normalize': False} - results: ROC_AUC: 0.1641136, PRECISION: 0.0355222, PRECISION_RECALL_MIN_DEN: 0.1269217, RECALL: 0.1228388, MAP: 0.0566225, MRR: 0.1184866, NDCG: 0.0862182, F1: 0.0551058, HIT_RATE: 0.3552220, ARHR: 0.1367431, NOVELTY: 0.0051440, AVERAGE_POPULARITY: 0.0434519, DIVERSITY_MEAN_INTER_LIST: 0.9967475, DIVERSITY_HERFINDAHL: 0.9996571, COVERAGE_ITEM: 0.5736978, COVERAGE_ITEM_CORRECT: 0.0546987, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1883478, DIVERSITY_GINI: 0.2606121, SHANNON_ENTROPY: 12.8756592, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'a': 0.726504287503122, 'b': 0.09117241748840711, 'c': 0.4651561165384266, 'normalize': True} - results: ROC_AUC: 0.1744076, PRECISION: 0.0372859, PRECISION_RECALL_MIN_DEN: 0.1347072, RECALL: 0.1307319, MAP: 0.0616827, MRR: 0.1279174, NDCG: 0.0929063, F1: 0.0580207, HIT_RATE: 0.3728589, ARHR: 0.1475566, NOVELTY: 0.0050823, AVERAGE_POPULARITY: 0.0604473, DIVERSITY_MEAN_INTER_LIST: 0.9948380, DIVERSITY_HERFINDAHL: 0.9994662, COVERAGE_ITEM: 0.5602156, COVERAGE_ITEM_CORRECT: 0.0542445, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1972820, DIVERSITY_GINI: 0.2429052, SHANNON_ENTROPY: 12.6623988, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'a': 0.5460201378519737, 'b': 0.32024341642443616, 'c': 0.9020078710965056, 'normalize': True} - results: ROC_AUC: 0.1908948, PRECISION: 0.0419443, PRECISION_RECALL_MIN_DEN: 0.1485359, RECALL: 0.1440281, MAP: 0.0685252, MRR: 0.1418192, NDCG: 0.1030316, F1: 0.0649660, HIT_RATE: 0.4194430, ARHR: 0.1657337, NOVELTY: 0.0049302, AVERAGE_POPULARITY: 0.0919698, DIVERSITY_MEAN_INTER_LIST: 0.9891200, DIVERSITY_HERFINDAHL: 0.9988945, COVERAGE_ITEM: 0.5119230, COVERAGE_ITEM_CORRECT: 0.0545910, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2155279, DIVERSITY_GINI: 0.1919225, SHANNON_ENTROPY: 12.0523811, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'a': 0.691692874545093, 'b': 0.8792132050255275, 'c': 0.6302839244484225, 'normalize': True} - results: ROC_AUC: 0.1951166, PRECISION: 0.0425180, PRECISION_RECALL_MIN_DEN: 0.1521565, RECALL: 0.1476883, MAP: 0.0705662, MRR: 0.1446265, NDCG: 0.1056571, F1: 0.0660238, HIT_RATE: 0.4251805, ARHR: 0.1689773, NOVELTY: 0.0049632, AVERAGE_POPULARITY: 0.0814513, DIVERSITY_MEAN_INTER_LIST: 0.9914691, DIVERSITY_HERFINDAHL: 0.9991294, COVERAGE_ITEM: 0.5292705, COVERAGE_ITEM_CORRECT: 0.0574167, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2187240, DIVERSITY_GINI: 0.2068415, SHANNON_ENTROPY: 12.2487704, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'a': 0.8978309114164305, 'b': 0.4854872045282991, 'c': 0.5843535501206276, 'normalize': False} - results: ROC_AUC: 0.1596041, PRECISION: 0.0345817, PRECISION_RECALL_MIN_DEN: 0.1234318, RECALL: 0.1194561, MAP: 0.0552380, MRR: 0.1154244, NDCG: 0.0840114, F1: 0.0536332, HIT_RATE: 0.3458168, ARHR: 0.1329669, NOVELTY: 0.0051577, AVERAGE_POPULARITY: 0.0413473, DIVERSITY_MEAN_INTER_LIST: 0.9969172, DIVERSITY_HERFINDAHL: 0.9996741, COVERAGE_ITEM: 0.5764158, COVERAGE_ITEM_CORRECT: 0.0539981, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1837675, DIVERSITY_GINI: 0.2642859, SHANNON_ENTROPY: 12.9094331, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'a': 0.9662016322698685, 'b': 0.4963111377096092, 'c': 0.6874259637686088, 'normalize': False} - results: ROC_AUC: 0.1586315, PRECISION: 0.0342954, PRECISION_RECALL_MIN_DEN: 0.1225398, RECALL: 0.1186042, MAP: 0.0547020, MRR: 0.1144227, NDCG: 0.0832991, F1: 0.0532034, HIT_RATE: 0.3429542, ARHR: 0.1317130, NOVELTY: 0.0051621, AVERAGE_POPULARITY: 0.0407263, DIVERSITY_MEAN_INTER_LIST: 0.9969648, DIVERSITY_HERFINDAHL: 0.9996789, COVERAGE_ITEM: 0.5768778, COVERAGE_ITEM_CORRECT: 0.0536978, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1826098, DIVERSITY_GINI: 0.2652302, SHANNON_ENTROPY: 12.9184097, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'a': 0.42497238811530047, 'b': 0.06513381063211422, 'c': 0.24394909361657563, 'normalize': False} - results: ROC_AUC: 0.1260072, PRECISION: 0.0267785, PRECISION_RECALL_MIN_DEN: 0.0974145, RECALL: 0.0944490, MAP: 0.0421709, MRR: 0.0888361, NDCG: 0.0650631, F1: 0.0417252, HIT_RATE: 0.2677851, ARHR: 0.1004873, NOVELTY: 0.0052523, AVERAGE_POPULARITY: 0.0253163, DIVERSITY_MEAN_INTER_LIST: 0.9977335, DIVERSITY_HERFINDAHL: 0.9997557, COVERAGE_ITEM: 0.5869567, COVERAGE_ITEM_CORRECT: 0.0477844, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1484334, DIVERSITY_GINI: 0.2817385, SHANNON_ENTROPY: 13.0750591, 
