
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1797969, PRECISION: 0.0382480, PRECISION_RECALL_MIN_DEN: 0.1337849, RECALL: 0.1296345, MAP: 0.0631241, MRR: 0.1342808, NDCG: 0.0946998, F1: 0.0590662, HIT_RATE: 0.3824802, ARHR: 0.1549230, NOVELTY: 0.0048036, AVERAGE_POPULARITY: 0.1101009, DIVERSITY_MEAN_INTER_LIST: 0.9853508, DIVERSITY_HERFINDAHL: 0.9985177, COVERAGE_ITEM: 0.4358576, COVERAGE_ITEM_CORRECT: 0.0439269, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2006292, DIVERSITY_GINI: 0.1365888, SHANNON_ENTROPY: 11.4674232, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1730308, PRECISION: 0.0366357, PRECISION_RECALL_MIN_DEN: 0.1267884, RECALL: 0.1227960, MAP: 0.0599163, MRR: 0.1287437, NDCG: 0.0901009, F1: 0.0564323, HIT_RATE: 0.3663574, ARHR: 0.1487195, NOVELTY: 0.0048388, AVERAGE_POPULARITY: 0.1095698, DIVERSITY_MEAN_INTER_LIST: 0.9849442, DIVERSITY_HERFINDAHL: 0.9984770, COVERAGE_ITEM: 0.4545525, COVERAGE_ITEM_CORRECT: 0.0410395, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1926010, DIVERSITY_GINI: 0.1480009, SHANNON_ENTROPY: 11.5411464, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1806852, PRECISION: 0.0383784, PRECISION_RECALL_MIN_DEN: 0.1341096, RECALL: 0.1299139, MAP: 0.0632248, MRR: 0.1346687, NDCG: 0.0948752, F1: 0.0592516, HIT_RATE: 0.3837842, ARHR: 0.1555048, NOVELTY: 0.0048091, AVERAGE_POPULARITY: 0.1079086, DIVERSITY_MEAN_INTER_LIST: 0.9860742, DIVERSITY_HERFINDAHL: 0.9985900, COVERAGE_ITEM: 0.4362810, COVERAGE_ITEM_CORRECT: 0.0443657, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2011577, DIVERSITY_GINI: 0.1368828, SHANNON_ENTROPY: 11.4942036, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1752541, PRECISION: 0.0368942, PRECISION_RECALL_MIN_DEN: 0.1273846, RECALL: 0.1232555, MAP: 0.0604621, MRR: 0.1302549, NDCG: 0.0907682, F1: 0.0567880, HIT_RATE: 0.3689422, ARHR: 0.1504406, NOVELTY: 0.0048853, AVERAGE_POPULARITY: 0.0931253, DIVERSITY_MEAN_INTER_LIST: 0.9893270, DIVERSITY_HERFINDAHL: 0.9989152, COVERAGE_ITEM: 0.4587950, COVERAGE_ITEM_CORRECT: 0.0432339, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1930036, DIVERSITY_GINI: 0.1508752, SHANNON_ENTROPY: 11.7237887, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1706284, PRECISION: 0.0361588, PRECISION_RECALL_MIN_DEN: 0.1245102, RECALL: 0.1204375, MAP: 0.0588344, MRR: 0.1269551, NDCG: 0.0884664, F1: 0.0556181, HIT_RATE: 0.3615878, ARHR: 0.1467099, NOVELTY: 0.0049127, AVERAGE_POPULARITY: 0.0885247, DIVERSITY_MEAN_INTER_LIST: 0.9899694, DIVERSITY_HERFINDAHL: 0.9989794, COVERAGE_ITEM: 0.4673725, COVERAGE_ITEM_CORRECT: 0.0426025, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1891028, DIVERSITY_GINI: 0.1563617, SHANNON_ENTROPY: 11.7920709, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1790448, PRECISION: 0.0381841, PRECISION_RECALL_MIN_DEN: 0.1330739, RECALL: 0.1288703, MAP: 0.0626647, MRR: 0.1339332, NDCG: 0.0941457, F1: 0.0589111, HIT_RATE: 0.3818414, ARHR: 0.1546950, NOVELTY: 0.0048222, AVERAGE_POPULARITY: 0.1063527, DIVERSITY_MEAN_INTER_LIST: 0.9863859, DIVERSITY_HERFINDAHL: 0.9986212, COVERAGE_ITEM: 0.4430414, COVERAGE_ITEM_CORRECT: 0.0437729, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1997987, DIVERSITY_GINI: 0.1404455, SHANNON_ENTROPY: 11.5296662, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1758245, PRECISION: 0.0372756, PRECISION_RECALL_MIN_DEN: 0.1285263, RECALL: 0.1243663, MAP: 0.0609727, MRR: 0.1309306, NDCG: 0.0915010, F1: 0.0573571, HIT_RATE: 0.3727563, ARHR: 0.1513544, NOVELTY: 0.0048726, AVERAGE_POPULARITY: 0.0974288, DIVERSITY_MEAN_INTER_LIST: 0.9882585, DIVERSITY_HERFINDAHL: 0.9988084, COVERAGE_ITEM: 0.4617517, COVERAGE_ITEM_CORRECT: 0.0429798, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1950673, DIVERSITY_GINI: 0.1516007, SHANNON_ENTROPY: 11.6809204, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.920647097320486, 'b': 0.48598313973542406, 'c': 0.6867270937180993, 'normalize': False} - results: ROC_AUC: 0.1721603, PRECISION: 0.0364241, PRECISION_RECALL_MIN_DEN: 0.1256782, RECALL: 0.1215926, MAP: 0.0593991, MRR: 0.1283932, NDCG: 0.0893335, F1: 0.0560553, HIT_RATE: 0.3642407, ARHR: 0.1482527, NOVELTY: 0.0049064, AVERAGE_POPULARITY: 0.0889745, DIVERSITY_MEAN_INTER_LIST: 0.9900328, DIVERSITY_HERFINDAHL: 0.9989858, COVERAGE_ITEM: 0.4621290, COVERAGE_ITEM_CORRECT: 0.0430722, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909148, DIVERSITY_GINI: 0.1537643, SHANNON_ENTROPY: 11.7777977, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3037332775725749, 'b': 0.988584104735041, 'c': 0.9800813954114933, 'normalize': True} - results: ROC_AUC: 0.1786419, PRECISION: 0.0380287, PRECISION_RECALL_MIN_DEN: 0.1327226, RECALL: 0.1286039, MAP: 0.0626827, MRR: 0.1335277, NDCG: 0.0940518, F1: 0.0586978, HIT_RATE: 0.3802870, ARHR: 0.1541472, NOVELTY: 0.0048115, AVERAGE_POPULARITY: 0.1097154, DIVERSITY_MEAN_INTER_LIST: 0.9853664, DIVERSITY_HERFINDAHL: 0.9985192, COVERAGE_ITEM: 0.4401386, COVERAGE_ITEM_CORRECT: 0.0434110, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1993708, DIVERSITY_GINI: 0.1389905, SHANNON_ENTROPY: 11.4847520, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.3769748018378213, 'b': 0.7193282799869982, 'c': 0.3566998185956843, 'normalize': True} - results: ROC_AUC: 0.1752069, PRECISION: 0.0371308, PRECISION_RECALL_MIN_DEN: 0.1286398, RECALL: 0.1245891, MAP: 0.0609949, MRR: 0.1307165, NDCG: 0.0915472, F1: 0.0572090, HIT_RATE: 0.3713081, ARHR: 0.1509434, NOVELTY: 0.0048297, AVERAGE_POPULARITY: 0.1095195, DIVERSITY_MEAN_INTER_LIST: 0.9851198, DIVERSITY_HERFINDAHL: 0.9984946, COVERAGE_ITEM: 0.4501482, COVERAGE_ITEM_CORRECT: 0.0419634, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1949163, DIVERSITY_GINI: 0.1450639, SHANNON_ENTROPY: 11.5233989, 
