
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.12354685211166963, 'l1_ratio': 0.9529223070193801} - results: ROC_AUC: 0.1687777, PRECISION: 0.0356254, PRECISION_RECALL_MIN_DEN: 0.1256693, RECALL: 0.1218439, MAP: 0.0583007, MRR: 0.1238483, NDCG: 0.0880611, F1: 0.0551264, HIT_RATE: 0.3562541, ARHR: 0.1427020, NOVELTY: 0.0048442, AVERAGE_POPULARITY: 0.1145439, DIVERSITY_MEAN_INTER_LIST: 0.9826284, DIVERSITY_HERFINDAHL: 0.9982455, COVERAGE_ITEM: 0.4476920, COVERAGE_ITEM_CORRECT: 0.0398306, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1889015, DIVERSITY_GINI: 0.1490719, SHANNON_ENTROPY: 11.5189754, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.5733520305751342, 'l1_ratio': 0.29999010838978196} - results: ROC_AUC: 0.1926006, PRECISION: 0.0421156, PRECISION_RECALL_MIN_DEN: 0.1493354, RECALL: 0.1449416, MAP: 0.0692200, MRR: 0.1433298, NDCG: 0.1040546, F1: 0.0652647, HIT_RATE: 0.4211560, ARHR: 0.1670108, NOVELTY: 0.0048523, AVERAGE_POPULARITY: 0.1052514, DIVERSITY_MEAN_INTER_LIST: 0.9856767, DIVERSITY_HERFINDAHL: 0.9985503, COVERAGE_ITEM: 0.4748489, COVERAGE_ITEM_CORRECT: 0.0519423, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2171889, DIVERSITY_GINI: 0.1621636, SHANNON_ENTROPY: 11.6889599, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.14965242189867492, 'l1_ratio': 0.31861677623467527} - results: ROC_AUC: 0.1660537, PRECISION: 0.0350036, PRECISION_RECALL_MIN_DEN: 0.1232464, RECALL: 0.1194649, MAP: 0.0572897, MRR: 0.1224188, NDCG: 0.0865480, F1: 0.0541381, HIT_RATE: 0.3500359, ARHR: 0.1408515, NOVELTY: 0.0048312, AVERAGE_POPULARITY: 0.1165574, DIVERSITY_MEAN_INTER_LIST: 0.9819919, DIVERSITY_HERFINDAHL: 0.9981818, COVERAGE_ITEM: 0.4441809, COVERAGE_ITEM_CORRECT: 0.0382830, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1858815, DIVERSITY_GINI: 0.1460277, SHANNON_ENTROPY: 11.4675500, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.1966570381276707, 'l1_ratio': 0.1543738842635838} - results: ROC_AUC: 0.1665758, PRECISION: 0.0350954, PRECISION_RECALL_MIN_DEN: 0.1235079, RECALL: 0.1197415, MAP: 0.0574437, MRR: 0.1227605, NDCG: 0.0867735, F1: 0.0542757, HIT_RATE: 0.3509539, ARHR: 0.1413051, NOVELTY: 0.0048272, AVERAGE_POPULARITY: 0.1168319, DIVERSITY_MEAN_INTER_LIST: 0.9819390, DIVERSITY_HERFINDAHL: 0.9981766, COVERAGE_ITEM: 0.4438961, COVERAGE_ITEM_CORRECT: 0.0383215, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1864100, DIVERSITY_GINI: 0.1452642, SHANNON_ENTROPY: 11.4556317, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'alpha': 0.6570626647631655, 'l1_ratio': 0.33663751606090847} - results: ROC_AUC: 0.1986182, PRECISION: 0.0435182, PRECISION_RECALL_MIN_DEN: 0.1549791, RECALL: 0.1505014, MAP: 0.0720046, MRR: 0.1477150, NDCG: 0.1079479, F1: 0.0675136, HIT_RATE: 0.4351821, ARHR: 0.1723757, NOVELTY: 0.0048761, AVERAGE_POPULARITY: 0.0988291, DIVERSITY_MEAN_INTER_LIST: 0.9874133, DIVERSITY_HERFINDAHL: 0.9987239, COVERAGE_ITEM: 0.4920500, COVERAGE_ITEM_CORRECT: 0.0552685, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2240091, DIVERSITY_GINI: 0.1735261, SHANNON_ENTROPY: 11.8358575, 

SearchBayesianSkopt-CV: New best config found. Config 5: {'alpha': 0.6227647574259426, 'l1_ratio': 0.5317274389021915} - results: ROC_AUC: 0.1988187, PRECISION: 0.0434376, PRECISION_RECALL_MIN_DEN: 0.1552076, RECALL: 0.1507682, MAP: 0.0721784, MRR: 0.1480432, NDCG: 0.1081421, F1: 0.0674419, HIT_RATE: 0.4343759, ARHR: 0.1727470, NOVELTY: 0.0049176, AVERAGE_POPULARITY: 0.0910977, DIVERSITY_MEAN_INTER_LIST: 0.9892621, DIVERSITY_HERFINDAHL: 0.9989087, COVERAGE_ITEM: 0.5128239, COVERAGE_ITEM_CORRECT: 0.0567700, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2233547, DIVERSITY_GINI: 0.1904662, SHANNON_ENTROPY: 12.0368206, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.06641386500419656, 'l1_ratio': 0.7197269847019867} - results: ROC_AUC: 0.1634015, PRECISION: 0.0342895, PRECISION_RECALL_MIN_DEN: 0.1208132, RECALL: 0.1171017, MAP: 0.0561906, MRR: 0.1203125, NDCG: 0.0849131, F1: 0.0530419, HIT_RATE: 0.3428954, ARHR: 0.1381295, NOVELTY: 0.0048342, AVERAGE_POPULARITY: 0.1169794, DIVERSITY_MEAN_INTER_LIST: 0.9817885, DIVERSITY_HERFINDAHL: 0.9981615, COVERAGE_ITEM: 0.4427488, COVERAGE_ITEM_CORRECT: 0.0371665, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1828363, DIVERSITY_GINI: 0.1459358, SHANNON_ENTROPY: 11.4674572, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.4329245196190942, 'l1_ratio': 0.8772876008146183} - results: ROC_AUC: 0.1919969, PRECISION: 0.0420369, PRECISION_RECALL_MIN_DEN: 0.1499866, RECALL: 0.1456179, MAP: 0.0690356, MRR: 0.1422164, NDCG: 0.1039311, F1: 0.0652390, HIT_RATE: 0.4203690, ARHR: 0.1659105, NOVELTY: 0.0049154, AVERAGE_POPULARITY: 0.0951670, DIVERSITY_MEAN_INTER_LIST: 0.9882002, DIVERSITY_HERFINDAHL: 0.9988026, COVERAGE_ITEM: 0.5043542, COVERAGE_ITEM_CORRECT: 0.0540674, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2169875, DIVERSITY_GINI: 0.1855354, SHANNON_ENTROPY: 11.9729947, 
