SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.37418408931287556, 'l1_ratio': 0.6233686146987574} - results: ROC_AUC: 0.1483940, PRECISION: 0.0297672, PRECISION_RECALL_MIN_DEN: 0.1166929, RECALL: 0.1141500, MAP: 0.0516807, MRR: 0.1065351, NDCG: 0.0791525, F1: 0.0472206, HIT_RATE: 0.2976720, ARHR: 0.1184859, NOVELTY: 0.0045175, AVERAGE_POPULARITY: 0.1543484, DIVERSITY_MEAN_INTER_LIST: 0.9629214, DIVERSITY_HERFINDAHL: 0.9962669, COVERAGE_ITEM: 0.2311068, COVERAGE_ITEM_CORRECT: 0.0223677, COVERAGE_USER: 0.4810620, COVERAGE_USER_CORRECT: 0.1142570, DIVERSITY_GINI: 0.0566039, SHANNON_ENTROPY: 10.0432692, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'alpha': 0.37418408931287556, 'l1_ratio': 0.6233686146987574} - results:
CUTOFF: 10 - ROC_AUC: 0.1206604, PRECISION: 0.0225524, PRECISION_RECALL_MIN_DEN: 0.1115171, RECALL: 0.1105422, MAP: 0.0480074, MRR: 0.0840958, NDCG: 0.0714793, F1: 0.0374619, HIT_RATE: 0.2255236, ARHR: 0.0905868, NOVELTY: 0.0045785, AVERAGE_POPULARITY: 0.1457514, DIVERSITY_MEAN_INTER_LIST: 0.9677563, DIVERSITY_HERFINDAHL: 0.9967521, COVERAGE_ITEM: 0.2621367, COVERAGE_ITEM_CORRECT: 0.0196343, COVERAGE_USER: 0.5166730, COVERAGE_USER_CORRECT: 0.1009186, DIVERSITY_GINI: 0.0666195, SHANNON_ENTROPY: 10.2918278, 

SearchBayesianSkopt: Config 1 is suboptimal. Config: {'alpha': 0.09153511600282017, 'l1_ratio': 0.24724657607553108} - results: ROC_AUC: 0.1495791, PRECISION: 0.0297672, PRECISION_RECALL_MIN_DEN: 0.1173545, RECALL: 0.1147940, MAP: 0.0512901, MRR: 0.1062806, NDCG: 0.0790420, F1: 0.0472754, HIT_RATE: 0.2976720, ARHR: 0.1179361, NOVELTY: 0.0045185, AVERAGE_POPULARITY: 0.1562386, DIVERSITY_MEAN_INTER_LIST: 0.9616699, DIVERSITY_HERFINDAHL: 0.9961418, COVERAGE_ITEM: 0.2387680, COVERAGE_ITEM_CORRECT: 0.0222907, COVERAGE_USER: 0.4810620, COVERAGE_USER_CORRECT: 0.1152636, DIVERSITY_GINI: 0.0578424, SHANNON_ENTROPY: 10.0160686, 
SearchBayesianSkopt: New best config found. Config 2: {'alpha': 0.921079876068972, 'l1_ratio': 0.8070955143048371} - results: ROC_AUC: 0.1492350, PRECISION: 0.0299503, PRECISION_RECALL_MIN_DEN: 0.1170576, RECALL: 0.1145146, MAP: 0.0523904, MRR: 0.1070823, NDCG: 0.0798261, F1: 0.0474821, HIT_RATE: 0.2995030, ARHR: 0.1192606, NOVELTY: 0.0045314, AVERAGE_POPULARITY: 0.1496107, DIVERSITY_MEAN_INTER_LIST: 0.9658630, DIVERSITY_HERFINDAHL: 0.9965610, COVERAGE_ITEM: 0.2267565, COVERAGE_ITEM_CORRECT: 0.0227141, COVERAGE_USER: 0.4810620, COVERAGE_USER_CORRECT: 0.1138795, DIVERSITY_GINI: 0.0568169, SHANNON_ENTROPY: 10.1291073, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'alpha': 0.921079876068972, 'l1_ratio': 0.8070955143048371} - results:
CUTOFF: 10 - ROC_AUC: 0.1214328, PRECISION: 0.0226985, PRECISION_RECALL_MIN_DEN: 0.1125455, RECALL: 0.1115772, MAP: 0.0479309, MRR: 0.0839333, NDCG: 0.0716875, F1: 0.0377229, HIT_RATE: 0.2269849, ARHR: 0.0904241, NOVELTY: 0.0045892, AVERAGE_POPULARITY: 0.1413774, DIVERSITY_MEAN_INTER_LIST: 0.9702048, DIVERSITY_HERFINDAHL: 0.9969969, COVERAGE_ITEM: 0.2557074, COVERAGE_ITEM_CORRECT: 0.0200577, COVERAGE_USER: 0.5166730, COVERAGE_USER_CORRECT: 0.1015478, DIVERSITY_GINI: 0.0659370, SHANNON_ENTROPY: 10.3579044, 

SearchBayesianSkopt: Config 3 is suboptimal. Config: {'alpha': 0.5705835065966968, 'l1_ratio': 0.23107383312477042} - results: ROC_AUC: 0.1499749, PRECISION: 0.0297934, PRECISION_RECALL_MIN_DEN: 0.1174548, RECALL: 0.1148943, MAP: 0.0519001, MRR: 0.1069944, NDCG: 0.0795660, F1: 0.0473169, HIT_RATE: 0.2979336, ARHR: 0.1187539, NOVELTY: 0.0045174, AVERAGE_POPULARITY: 0.1567990, DIVERSITY_MEAN_INTER_LIST: 0.9612334, DIVERSITY_HERFINDAHL: 0.9960982, COVERAGE_ITEM: 0.2384986, COVERAGE_ITEM_CORRECT: 0.0223292, COVERAGE_USER: 0.4810620, COVERAGE_USER_CORRECT: 0.1151378, DIVERSITY_GINI: 0.0576858, SHANNON_ENTROPY: 10.0046779, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.8362962915248916, 'l1_ratio': 0.8983640893793078} - results: ROC_AUC: 0.1497676, PRECISION: 0.0300026, PRECISION_RECALL_MIN_DEN: 0.1168890, RECALL: 0.1143571, MAP: 0.0520231, MRR: 0.1077645, NDCG: 0.0796351, F1: 0.0475342, HIT_RATE: 0.3000262, ARHR: 0.1199807, NOVELTY: 0.0045594, AVERAGE_POPULARITY: 0.1422573, DIVERSITY_MEAN_INTER_LIST: 0.9702337, DIVERSITY_HERFINDAHL: 0.9969980, COVERAGE_ITEM: 0.2222522, COVERAGE_ITEM_CORRECT: 0.0228681, COVERAGE_USER: 0.4810620, COVERAGE_USER_CORRECT: 0.1142570, DIVERSITY_GINI: 0.0583368, SHANNON_ENTROPY: 10.2834077, 
