SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.6980826524988867, 'l1_ratio': 0.947428487799404} - results: ROC_AUC: 0.1242628, PRECISION: 0.0245651, PRECISION_RECALL_MIN_DEN: 0.1055815, RECALL: 0.1036943, MAP: 0.0472317, MRR: 0.0899320, NDCG: 0.0703758, F1: 0.0397205, HIT_RATE: 0.2456513, ARHR: 0.0988530, NOVELTY: 0.0051200, AVERAGE_POPULARITY: 0.0415155, DIVERSITY_MEAN_INTER_LIST: 0.9968916, DIVERSITY_HERFINDAHL: 0.9996680, COVERAGE_ITEM: 0.5539942, COVERAGE_ITEM_CORRECT: 0.0353802, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1184095, DIVERSITY_GINI: 0.2697372, SHANNON_ENTROPY: 12.9296015, 
SearchBayesianSkopt: New best config found. Config 1: {'alpha': 0.1357041744688067, 'l1_ratio': 0.9591554854260657} - results: ROC_AUC: 0.1370440, PRECISION: 0.0275138, PRECISION_RECALL_MIN_DEN: 0.1181119, RECALL: 0.1159078, MAP: 0.0492436, MRR: 0.0964780, NDCG: 0.0759593, F1: 0.0444712, HIT_RATE: 0.2751379, ARHR: 0.1068758, NOVELTY: 0.0048701, AVERAGE_POPULARITY: 0.1061660, DIVERSITY_MEAN_INTER_LIST: 0.9842433, DIVERSITY_HERFINDAHL: 0.9984035, COVERAGE_ITEM: 0.4209047, COVERAGE_ITEM_CORRECT: 0.0292974, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1313703, DIVERSITY_GINI: 0.1516607, SHANNON_ENTROPY: 11.6177007, 
SearchBayesianSkopt: New best config found. Config 2: {'alpha': 0.34614494738626084, 'l1_ratio': 0.3451692390578132} - results: ROC_AUC: 0.1441469, PRECISION: 0.0288078, PRECISION_RECALL_MIN_DEN: 0.1236641, RECALL: 0.1214163, MAP: 0.0523680, MRR: 0.1014997, NDCG: 0.0801747, F1: 0.0465669, HIT_RATE: 0.2880781, ARHR: 0.1126840, NOVELTY: 0.0048552, AVERAGE_POPULARITY: 0.1070564, DIVERSITY_MEAN_INTER_LIST: 0.9839905, DIVERSITY_HERFINDAHL: 0.9983782, COVERAGE_ITEM: 0.4190183, COVERAGE_ITEM_CORRECT: 0.0305294, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1369070, DIVERSITY_GINI: 0.1478245, SHANNON_ENTROPY: 11.5613103, 
SearchBayesianSkopt: New best config found. Config 3: {'alpha': 0.3751619077527707, 'l1_ratio': 0.8742673591661079} - results: ROC_AUC: 0.1518792, PRECISION: 0.0305261, PRECISION_RECALL_MIN_DEN: 0.1300528, RECALL: 0.1275237, MAP: 0.0571588, MRR: 0.1081548, NDCG: 0.0858444, F1: 0.0492604, HIT_RATE: 0.3052609, ARHR: 0.1205724, NOVELTY: 0.0049297, AVERAGE_POPULARITY: 0.0865112, DIVERSITY_MEAN_INTER_LIST: 0.9896343, DIVERSITY_HERFINDAHL: 0.9989424, COVERAGE_ITEM: 0.4963619, COVERAGE_ITEM_CORRECT: 0.0361116, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1433245, DIVERSITY_GINI: 0.2026546, SHANNON_ENTROPY: 12.1550414, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.5303544695521022, 'l1_ratio': 0.05494319168966812} - results: ROC_AUC: 0.1402530, PRECISION: 0.0279805, PRECISION_RECALL_MIN_DEN: 0.1188060, RECALL: 0.1165615, MAP: 0.0520748, MRR: 0.1001118, NDCG: 0.0784086, F1: 0.0451280, HIT_RATE: 0.2798048, ARHR: 0.1111264, NOVELTY: 0.0048190, AVERAGE_POPULARITY: 0.1117760, DIVERSITY_MEAN_INTER_LIST: 0.9823584, DIVERSITY_HERFINDAHL: 0.9982150, COVERAGE_ITEM: 0.4000385, COVERAGE_ITEM_CORRECT: 0.0280269, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1328803, DIVERSITY_GINI: 0.1339205, SHANNON_ENTROPY: 11.3777940, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.26918873242058133, 'l1_ratio': 0.6181304642288201} - results: ROC_AUC: 0.1450287, PRECISION: 0.0291684, PRECISION_RECALL_MIN_DEN: 0.1254466, RECALL: 0.1231449, MAP: 0.0530950, MRR: 0.1017974, NDCG: 0.0811255, F1: 0.0471652, HIT_RATE: 0.2916843, ARHR: 0.1130395, NOVELTY: 0.0048658, AVERAGE_POPULARITY: 0.1040672, DIVERSITY_MEAN_INTER_LIST: 0.9849080, DIVERSITY_HERFINDAHL: 0.9984699, COVERAGE_ITEM: 0.4326083, COVERAGE_ITEM_CORRECT: 0.0315688, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1385428, DIVERSITY_GINI: 0.1576657, SHANNON_ENTROPY: 11.6747128, 
SearchBayesianSkopt: New best config found. Config 6: {'alpha': 0.5798271146377676, 'l1_ratio': 0.5245900526202947} - results: ROC_AUC: 0.1588524, PRECISION: 0.0317989, PRECISION_RECALL_MIN_DEN: 0.1380950, RECALL: 0.1356349, MAP: 0.0602508, MRR: 0.1129112, NDCG: 0.0905033, F1: 0.0515194, HIT_RATE: 0.3179890, ARHR: 0.1259284, NOVELTY: 0.0049137, AVERAGE_POPULARITY: 0.0883623, DIVERSITY_MEAN_INTER_LIST: 0.9891443, DIVERSITY_HERFINDAHL: 0.9988935, COVERAGE_ITEM: 0.4905871, COVERAGE_ITEM_CORRECT: 0.0373436, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1496162, DIVERSITY_GINI: 0.1960236, SHANNON_ENTROPY: 12.0780608, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.21540480248570487, 'l1_ratio': 0.5191299670047869} - results: ROC_AUC: 0.1394477, PRECISION: 0.0276411, PRECISION_RECALL_MIN_DEN: 0.1181950, RECALL: 0.1160087, MAP: 0.0501980, MRR: 0.0985057, NDCG: 0.0769399, F1: 0.0446448, HIT_RATE: 0.2764107, ARHR: 0.1090983, NOVELTY: 0.0048627, AVERAGE_POPULARITY: 0.1073968, DIVERSITY_MEAN_INTER_LIST: 0.9838672, DIVERSITY_HERFINDAHL: 0.9983658, COVERAGE_ITEM: 0.4172474, COVERAGE_ITEM_CORRECT: 0.0291434, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1321253, DIVERSITY_GINI: 0.1485271, SHANNON_ENTROPY: 11.5743823, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'alpha': 0.1843259493772307, 'l1_ratio': 0.6403301982369619} - results: ROC_AUC: 0.1381805, PRECISION: 0.0275350, PRECISION_RECALL_MIN_DEN: 0.1173199, RECALL: 0.1151269, MAP: 0.0496481, MRR: 0.0976142, NDCG: 0.0762596, F1: 0.0444410, HIT_RATE: 0.2753500, ARHR: 0.1081851, NOVELTY: 0.0048657, AVERAGE_POPULARITY: 0.1068466, DIVERSITY_MEAN_INTER_LIST: 0.9840346, DIVERSITY_HERFINDAHL: 0.9983826, COVERAGE_ITEM: 0.4188643, COVERAGE_ITEM_CORRECT: 0.0292204, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1312445, DIVERSITY_GINI: 0.1499660, SHANNON_ENTROPY: 11.5921036, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'alpha': 0.0779105499206132, 'l1_ratio': 0.4735421095554879} - results: ROC_AUC: 0.1295288, PRECISION: 0.0252440, PRECISION_RECALL_MIN_DEN: 0.1082579, RECALL: 0.1062767, MAP: 0.0461819, MRR: 0.0913936, NDCG: 0.0707188, F1: 0.0407973, HIT_RATE: 0.2524395, ARHR: 0.1008648, NOVELTY: 0.0048561, AVERAGE_POPULARITY: 0.1105621, DIVERSITY_MEAN_INTER_LIST: 0.9827941, DIVERSITY_HERFINDAHL: 0.9982586, COVERAGE_ITEM: 0.4051588, COVERAGE_ITEM_CORRECT: 0.0254475, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1219328, DIVERSITY_GINI: 0.1421319, SHANNON_ENTROPY: 11.4974476, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.0019016857839148087, 'l1_ratio': 0.48528293069641826} - results: ROC_AUC: 0.1252516, PRECISION: 0.0241409, PRECISION_RECALL_MIN_DEN: 0.1027867, RECALL: 0.1008763, MAP: 0.0444566, MRR: 0.0885452, NDCG: 0.0678124, F1: 0.0389585, HIT_RATE: 0.2414086, ARHR: 0.0971863, NOVELTY: 0.0048556, AVERAGE_POPULARITY: 0.1114351, DIVERSITY_MEAN_INTER_LIST: 0.9824831, DIVERSITY_HERFINDAHL: 0.9982275, COVERAGE_ITEM: 0.4031184, COVERAGE_ITEM_CORRECT: 0.0239846, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1171511, DIVERSITY_GINI: 0.1410580, SHANNON_ENTROPY: 11.4843802, 
