
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.6576164004339787, 'l1_ratio': 0.8145043229745239} - results: ROC_AUC: 0.1896846, PRECISION: 0.0408363, PRECISION_RECALL_MIN_DEN: 0.1497361, RECALL: 0.1456483, MAP: 0.0684079, MRR: 0.1398385, NDCG: 0.1029814, F1: 0.0637876, HIT_RATE: 0.4083629, ARHR: 0.1621931, NOVELTY: 0.0050592, AVERAGE_POPULARITY: 0.0626285, DIVERSITY_MEAN_INTER_LIST: 0.9945574, DIVERSITY_HERFINDAHL: 0.9994382, COVERAGE_ITEM: 0.5502907, COVERAGE_ITEM_CORRECT: 0.0590029, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2133887, DIVERSITY_GINI: 0.2295672, SHANNON_ENTROPY: 12.5517603, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.635747669927419, 'l1_ratio': 0.08774960209102046} - results: ROC_AUC: 0.1831124, PRECISION: 0.0391974, PRECISION_RECALL_MIN_DEN: 0.1372973, RECALL: 0.1329809, MAP: 0.0642136, MRR: 0.1363119, NDCG: 0.0965597, F1: 0.0605451, HIT_RATE: 0.3919743, ARHR: 0.1579839, NOVELTY: 0.0047800, AVERAGE_POPULARITY: 0.1109979, DIVERSITY_MEAN_INTER_LIST: 0.9844541, DIVERSITY_HERFINDAHL: 0.9984280, COVERAGE_ITEM: 0.4152069, COVERAGE_ITEM_CORRECT: 0.0452358, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2043538, DIVERSITY_GINI: 0.1238119, SHANNON_ENTROPY: 11.3074642, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.3091752388569173, 'l1_ratio': 0.3785379824817111} - results: ROC_AUC: 0.1870728, PRECISION: 0.0401477, PRECISION_RECALL_MIN_DEN: 0.1406813, RECALL: 0.1362593, MAP: 0.0656372, MRR: 0.1385179, NDCG: 0.0987064, F1: 0.0620200, HIT_RATE: 0.4014767, ARHR: 0.1609954, NOVELTY: 0.0048076, AVERAGE_POPULARITY: 0.1091857, DIVERSITY_MEAN_INTER_LIST: 0.9847739, DIVERSITY_HERFINDAHL: 0.9984600, COVERAGE_ITEM: 0.4326853, COVERAGE_ITEM_CORRECT: 0.0472223, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2081792, DIVERSITY_GINI: 0.1345514, SHANNON_ENTROPY: 11.4201638, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'alpha': 0.46262278533037526, 'l1_ratio': 0.7803540993276313} - results: ROC_AUC: 0.2011005, PRECISION: 0.0438128, PRECISION_RECALL_MIN_DEN: 0.1570883, RECALL: 0.1525633, MAP: 0.0729316, MRR: 0.1504433, NDCG: 0.1093093, F1: 0.0680741, HIT_RATE: 0.4381283, ARHR: 0.1755906, NOVELTY: 0.0049320, AVERAGE_POPULARITY: 0.0882594, DIVERSITY_MEAN_INTER_LIST: 0.9900811, DIVERSITY_HERFINDAHL: 0.9989906, COVERAGE_ITEM: 0.4952146, COVERAGE_ITEM_CORRECT: 0.0574937, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2251667, DIVERSITY_GINI: 0.1783236, SHANNON_ENTROPY: 11.9841328, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.031779214579812816, 'l1_ratio': 0.5232259436754682} - results: ROC_AUC: 0.1779330, PRECISION: 0.0377200, PRECISION_RECALL_MIN_DEN: 0.1319599, RECALL: 0.1278087, MAP: 0.0617610, MRR: 0.1319863, NDCG: 0.0929718, F1: 0.0582472, HIT_RATE: 0.3772004, ARHR: 0.1525565, NOVELTY: 0.0047859, AVERAGE_POPULARITY: 0.1133744, DIVERSITY_MEAN_INTER_LIST: 0.9833404, DIVERSITY_HERFINDAHL: 0.9983167, COVERAGE_ITEM: 0.4282887, COVERAGE_ITEM_CORRECT: 0.0424947, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1978357, DIVERSITY_GINI: 0.1311614, SHANNON_ENTROPY: 11.3388653, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.4292633491261437, 'l1_ratio': 0.013858830927226177} - results: ROC_AUC: 0.1778888, PRECISION: 0.0376568, PRECISION_RECALL_MIN_DEN: 0.1321668, RECALL: 0.1280618, MAP: 0.0618996, MRR: 0.1322787, NDCG: 0.0931524, F1: 0.0581975, HIT_RATE: 0.3765677, ARHR: 0.1527417, NOVELTY: 0.0047685, AVERAGE_POPULARITY: 0.1140162, DIVERSITY_MEAN_INTER_LIST: 0.9833777, DIVERSITY_HERFINDAHL: 0.9983204, COVERAGE_ITEM: 0.4165698, COVERAGE_ITEM_CORRECT: 0.0422560, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1980118, DIVERSITY_GINI: 0.1237576, SHANNON_ENTROPY: 11.2676288, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.38670629079491636, 'l1_ratio': 0.27747676771586455} - results: ROC_AUC: 0.1869144, PRECISION: 0.0400986, PRECISION_RECALL_MIN_DEN: 0.1406383, RECALL: 0.1362228, MAP: 0.0656142, MRR: 0.1385935, NDCG: 0.0986712, F1: 0.0619573, HIT_RATE: 0.4009863, ARHR: 0.1611178, NOVELTY: 0.0048027, AVERAGE_POPULARITY: 0.1094677, DIVERSITY_MEAN_INTER_LIST: 0.9847336, DIVERSITY_HERFINDAHL: 0.9984560, COVERAGE_ITEM: 0.4293282, COVERAGE_ITEM_CORRECT: 0.0470067, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2079275, DIVERSITY_GINI: 0.1324857, SHANNON_ENTROPY: 11.3996275, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.5836027294196858, 'l1_ratio': 0.41641691182118323} - results: ROC_AUC: 0.1991363, PRECISION: 0.0435581, PRECISION_RECALL_MIN_DEN: 0.1545029, RECALL: 0.1499768, MAP: 0.0723795, MRR: 0.1496528, NDCG: 0.1082285, F1: 0.0675071, HIT_RATE: 0.4355808, ARHR: 0.1747645, NOVELTY: 0.0048743, AVERAGE_POPULARITY: 0.0970276, DIVERSITY_MEAN_INTER_LIST: 0.9881459, DIVERSITY_HERFINDAHL: 0.9987971, COVERAGE_ITEM: 0.4639230, COVERAGE_ITEM_CORRECT: 0.0551607, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2232541, DIVERSITY_GINI: 0.1554403, SHANNON_ENTROPY: 11.7237703, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.25802938706072204, 'l1_ratio': 0.9517531966221339} - results: ROC_AUC: 0.1955070, PRECISION: 0.0426219, PRECISION_RECALL_MIN_DEN: 0.1505510, RECALL: 0.1459926, MAP: 0.0701848, MRR: 0.1460945, NDCG: 0.1052678, F1: 0.0659788, HIT_RATE: 0.4262192, ARHR: 0.1703836, NOVELTY: 0.0048626, AVERAGE_POPULARITY: 0.1013349, DIVERSITY_MEAN_INTER_LIST: 0.9869330, DIVERSITY_HERFINDAHL: 0.9986759, COVERAGE_ITEM: 0.4589105, COVERAGE_ITEM_CORRECT: 0.0527738, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2193029, DIVERSITY_GINI: 0.1521559, SHANNON_ENTROPY: 11.6551756, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.15050337519308235, 'l1_ratio': 0.13468251867742956} - results: ROC_AUC: 0.1785201, PRECISION: 0.0377945, PRECISION_RECALL_MIN_DEN: 0.1323280, RECALL: 0.1281689, MAP: 0.0619036, MRR: 0.1322100, NDCG: 0.0931908, F1: 0.0583730, HIT_RATE: 0.3779447, ARHR: 0.1529087, NOVELTY: 0.0047822, AVERAGE_POPULARITY: 0.1134836, DIVERSITY_MEAN_INTER_LIST: 0.9833778, DIVERSITY_HERFINDAHL: 0.9983204, COVERAGE_ITEM: 0.4255707, COVERAGE_ITEM_CORRECT: 0.0426718, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1980622, DIVERSITY_GINI: 0.1294175, SHANNON_ENTROPY: 11.3230889, 
