
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1894576, PRECISION: 0.0409866, PRECISION_RECALL_MIN_DEN: 0.1433983, RECALL: 0.1389217, MAP: 0.0674739, MRR: 0.1411857, NDCG: 0.1009769, F1: 0.0632970, HIT_RATE: 0.4098664, ARHR: 0.1644532, NOVELTY: 0.0048367, AVERAGE_POPULARITY: 0.1061230, DIVERSITY_MEAN_INTER_LIST: 0.9856187, DIVERSITY_HERFINDAHL: 0.9985445, COVERAGE_ITEM: 0.4468296, COVERAGE_ITEM_CORRECT: 0.0493397, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2110734, DIVERSITY_GINI: 0.1443399, SHANNON_ENTROPY: 11.5415625, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1875273, PRECISION: 0.0408449, PRECISION_RECALL_MIN_DEN: 0.1427789, RECALL: 0.1383124, MAP: 0.0666717, MRR: 0.1394221, NDCG: 0.1000540, F1: 0.0630648, HIT_RATE: 0.4084493, ARHR: 0.1625709, NOVELTY: 0.0048585, AVERAGE_POPULARITY: 0.1058611, DIVERSITY_MEAN_INTER_LIST: 0.9856138, DIVERSITY_HERFINDAHL: 0.9985440, COVERAGE_ITEM: 0.4620828, COVERAGE_ITEM_CORRECT: 0.0493782, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2101925, DIVERSITY_GINI: 0.1552618, SHANNON_ENTROPY: 11.6384537, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1822428, PRECISION: 0.0389750, PRECISION_RECALL_MIN_DEN: 0.1360703, RECALL: 0.1317681, MAP: 0.0639768, MRR: 0.1355281, NDCG: 0.0960036, F1: 0.0601546, HIT_RATE: 0.3897502, ARHR: 0.1570658, NOVELTY: 0.0048087, AVERAGE_POPULARITY: 0.1115856, DIVERSITY_MEAN_INTER_LIST: 0.9839189, DIVERSITY_HERFINDAHL: 0.9983745, COVERAGE_ITEM: 0.4376439, COVERAGE_ITEM_CORRECT: 0.0449201, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2028187, DIVERSITY_GINI: 0.1381360, SHANNON_ENTROPY: 11.4248654, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1969387, PRECISION: 0.0430115, PRECISION_RECALL_MIN_DEN: 0.1533692, RECALL: 0.1487933, MAP: 0.0713736, MRR: 0.1472384, NDCG: 0.1068006, F1: 0.0667301, HIT_RATE: 0.4301148, ARHR: 0.1720246, NOVELTY: 0.0049527, AVERAGE_POPULARITY: 0.0868681, DIVERSITY_MEAN_INTER_LIST: 0.9904160, DIVERSITY_HERFINDAHL: 0.9990241, COVERAGE_ITEM: 0.4993648, COVERAGE_ITEM_CORRECT: 0.0567161, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2208632, DIVERSITY_GINI: 0.1837772, SHANNON_ENTROPY: 12.0495408, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1883485, PRECISION: 0.0408629, PRECISION_RECALL_MIN_DEN: 0.1427017, RECALL: 0.1382095, MAP: 0.0671239, MRR: 0.1406486, NDCG: 0.1004744, F1: 0.0630755, HIT_RATE: 0.4086287, ARHR: 0.1638213, NOVELTY: 0.0048311, AVERAGE_POPULARITY: 0.1073776, DIVERSITY_MEAN_INTER_LIST: 0.9852375, DIVERSITY_HERFINDAHL: 0.9985063, COVERAGE_ITEM: 0.4449894, COVERAGE_ITEM_CORRECT: 0.0487315, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2104694, DIVERSITY_GINI: 0.1431834, SHANNON_ENTROPY: 11.5179490, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1874949, PRECISION: 0.0409236, PRECISION_RECALL_MIN_DEN: 0.1455574, RECALL: 0.1411778, MAP: 0.0672540, MRR: 0.1392631, NDCG: 0.1010391, F1: 0.0634515, HIT_RATE: 0.4092362, ARHR: 0.1624114, NOVELTY: 0.0049877, AVERAGE_POPULARITY: 0.0805512, DIVERSITY_MEAN_INTER_LIST: 0.9915528, DIVERSITY_HERFINDAHL: 0.9991378, COVERAGE_ITEM: 0.5323657, COVERAGE_ITEM_CORRECT: 0.0552993, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2110482, DIVERSITY_GINI: 0.2112496, SHANNON_ENTROPY: 12.2925040, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1855389, PRECISION: 0.0399898, PRECISION_RECALL_MIN_DEN: 0.1398108, RECALL: 0.1353899, MAP: 0.0653302, MRR: 0.1378544, NDCG: 0.0981655, F1: 0.0617423, HIT_RATE: 0.3998979, ARHR: 0.1602214, NOVELTY: 0.0048163, AVERAGE_POPULARITY: 0.1091744, DIVERSITY_MEAN_INTER_LIST: 0.9846928, DIVERSITY_HERFINDAHL: 0.9984519, COVERAGE_ITEM: 0.4383754, COVERAGE_ITEM_CORRECT: 0.0470144, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2071977, DIVERSITY_GINI: 0.1385925, SHANNON_ENTROPY: 11.4562246, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1321263, PRECISION: 0.0276336, PRECISION_RECALL_MIN_DEN: 0.1013229, RECALL: 0.0983652, MAP: 0.0448409, MRR: 0.0934570, NDCG: 0.0685363, F1: 0.0431443, HIT_RATE: 0.2763360, ARHR: 0.1054864, NOVELTY: 0.0052449, AVERAGE_POPULARITY: 0.0283304, DIVERSITY_MEAN_INTER_LIST: 0.9976324, DIVERSITY_HERFINDAHL: 0.9997456, COVERAGE_ITEM: 0.5845313, COVERAGE_ITEM_CORRECT: 0.0480616, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1530389, DIVERSITY_GINI: 0.2789244, SHANNON_ENTROPY: 13.0525763, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1941336, PRECISION: 0.0422268, PRECISION_RECALL_MIN_DEN: 0.1511643, RECALL: 0.1466648, MAP: 0.0701487, MRR: 0.1445140, NDCG: 0.1050029, F1: 0.0655721, HIT_RATE: 0.4222680, ARHR: 0.1687398, NOVELTY: 0.0050034, AVERAGE_POPULARITY: 0.0774166, DIVERSITY_MEAN_INTER_LIST: 0.9922465, DIVERSITY_HERFINDAHL: 0.9992071, COVERAGE_ITEM: 0.5223792, COVERAGE_ITEM_CORRECT: 0.0576015, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2176922, DIVERSITY_GINI: 0.2040751, SHANNON_ENTROPY: 12.2765669, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.661637257359202, 'b': 0.0939209496897511, 'c': 0.4901499324681551, 'normalize': False} - results: ROC_AUC: 0.1542180, PRECISION: 0.0327191, PRECISION_RECALL_MIN_DEN: 0.1189964, RECALL: 0.1155193, MAP: 0.0534388, MRR: 0.1107781, NDCG: 0.0811818, F1: 0.0509932, HIT_RATE: 0.3271911, ARHR: 0.1265492, NOVELTY: 0.0051910, AVERAGE_POPULARITY: 0.0397508, DIVERSITY_MEAN_INTER_LIST: 0.9969980, DIVERSITY_HERFINDAHL: 0.9996822, COVERAGE_ITEM: 0.5763696, COVERAGE_ITEM_CORRECT: 0.0522502, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1766201, DIVERSITY_GINI: 0.2666523, SHANNON_ENTROPY: 12.9360367, 
