
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1804000, PRECISION: 0.0386655, PRECISION_RECALL_MIN_DEN: 0.1344768, RECALL: 0.1301047, MAP: 0.0632124, MRR: 0.1352478, NDCG: 0.0949109, F1: 0.0596134, HIT_RATE: 0.3866553, ARHR: 0.1564088, NOVELTY: 0.0048397, AVERAGE_POPULARITY: 0.0982968, DIVERSITY_MEAN_INTER_LIST: 0.9887735, DIVERSITY_HERFINDAHL: 0.9988599, COVERAGE_ITEM: 0.4341790, COVERAGE_ITEM_CORRECT: 0.0463600, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2014345, DIVERSITY_GINI: 0.1385748, SHANNON_ENTROPY: 11.6180705, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1818385, PRECISION: 0.0387633, PRECISION_RECALL_MIN_DEN: 0.1351202, RECALL: 0.1308312, MAP: 0.0641239, MRR: 0.1364524, NDCG: 0.0959529, F1: 0.0598061, HIT_RATE: 0.3876332, ARHR: 0.1578910, NOVELTY: 0.0048654, AVERAGE_POPULARITY: 0.0945320, DIVERSITY_MEAN_INTER_LIST: 0.9891154, DIVERSITY_HERFINDAHL: 0.9988941, COVERAGE_ITEM: 0.4446044, COVERAGE_ITEM_CORRECT: 0.0468758, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2013087, DIVERSITY_GINI: 0.1442617, SHANNON_ENTROPY: 11.6716731, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1822448, PRECISION: 0.0391529, PRECISION_RECALL_MIN_DEN: 0.1363648, RECALL: 0.1319742, MAP: 0.0640551, MRR: 0.1366077, NDCG: 0.0961711, F1: 0.0603890, HIT_RATE: 0.3915293, ARHR: 0.1581799, NOVELTY: 0.0048347, AVERAGE_POPULARITY: 0.0990204, DIVERSITY_MEAN_INTER_LIST: 0.9885792, DIVERSITY_HERFINDAHL: 0.9988405, COVERAGE_ITEM: 0.4338094, COVERAGE_ITEM_CORRECT: 0.0470760, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2037750, DIVERSITY_GINI: 0.1381567, SHANNON_ENTROPY: 11.6066424, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1826170, PRECISION: 0.0390705, PRECISION_RECALL_MIN_DEN: 0.1372809, RECALL: 0.1329861, MAP: 0.0649504, MRR: 0.1371752, NDCG: 0.0971284, F1: 0.0603959, HIT_RATE: 0.3907052, ARHR: 0.1587393, NOVELTY: 0.0048761, AVERAGE_POPULARITY: 0.0928931, DIVERSITY_MEAN_INTER_LIST: 0.9890151, DIVERSITY_HERFINDAHL: 0.9988840, COVERAGE_ITEM: 0.4501251, COVERAGE_ITEM_CORRECT: 0.0476920, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2030200, DIVERSITY_GINI: 0.1471691, SHANNON_ENTROPY: 11.6878219, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1867212, PRECISION: 0.0400353, PRECISION_RECALL_MIN_DEN: 0.1413430, RECALL: 0.1370358, MAP: 0.0670752, MRR: 0.1401103, NDCG: 0.1000224, F1: 0.0619658, HIT_RATE: 0.4003530, ARHR: 0.1623317, NOVELTY: 0.0048684, AVERAGE_POPULARITY: 0.0941063, DIVERSITY_MEAN_INTER_LIST: 0.9884442, DIVERSITY_HERFINDAHL: 0.9988270, COVERAGE_ITEM: 0.4514110, COVERAGE_ITEM_CORRECT: 0.0494937, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2077765, DIVERSITY_GINI: 0.1474438, SHANNON_ENTROPY: 11.6659247, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1731618, PRECISION: 0.0367281, PRECISION_RECALL_MIN_DEN: 0.1270273, RECALL: 0.1228993, MAP: 0.0598302, MRR: 0.1289251, NDCG: 0.0900355, F1: 0.0565532, HIT_RATE: 0.3672812, ARHR: 0.1489716, NOVELTY: 0.0049066, AVERAGE_POPULARITY: 0.0882740, DIVERSITY_MEAN_INTER_LIST: 0.9901956, DIVERSITY_HERFINDAHL: 0.9990021, COVERAGE_ITEM: 0.4579711, COVERAGE_ITEM_CORRECT: 0.0437652, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1920221, DIVERSITY_GINI: 0.1521676, SHANNON_ENTROPY: 11.7758844, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1765184, PRECISION: 0.0373286, PRECISION_RECALL_MIN_DEN: 0.1299428, RECALL: 0.1257811, MAP: 0.0616356, MRR: 0.1318547, NDCG: 0.0923395, F1: 0.0575703, HIT_RATE: 0.3732857, ARHR: 0.1523060, NOVELTY: 0.0048996, AVERAGE_POPULARITY: 0.0893796, DIVERSITY_MEAN_INTER_LIST: 0.9897248, DIVERSITY_HERFINDAHL: 0.9989550, COVERAGE_ITEM: 0.4556766, COVERAGE_ITEM_CORRECT: 0.0450895, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1949667, DIVERSITY_GINI: 0.1507592, SHANNON_ENTROPY: 11.7455657, 

SearchBayesianSkopt-CV: New best config found. Config 7: {'a': 0.920647097320486, 'b': 0.48598313973542406, 'c': 0.6867270937180993, 'normalize': False} - results: ROC_AUC: 0.1883035, PRECISION: 0.0405335, PRECISION_RECALL_MIN_DEN: 0.1432518, RECALL: 0.1388822, MAP: 0.0677536, MRR: 0.1414120, NDCG: 0.1011278, F1: 0.0627509, HIT_RATE: 0.4053351, ARHR: 0.1639183, NOVELTY: 0.0048574, AVERAGE_POPULARITY: 0.0956092, DIVERSITY_MEAN_INTER_LIST: 0.9882413, DIVERSITY_HERFINDAHL: 0.9988067, COVERAGE_ITEM: 0.4504562, COVERAGE_ITEM_CORRECT: 0.0500943, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2100667, DIVERSITY_GINI: 0.1466392, SHANNON_ENTROPY: 11.6512931, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3037332775725749, 'b': 0.988584104735041, 'c': 0.9800813954114933, 'normalize': True} - results: ROC_AUC: 0.1810521, PRECISION: 0.0387855, PRECISION_RECALL_MIN_DEN: 0.1349718, RECALL: 0.1306086, MAP: 0.0635540, MRR: 0.1358359, NDCG: 0.0953638, F1: 0.0598087, HIT_RATE: 0.3878548, ARHR: 0.1571366, NOVELTY: 0.0048435, AVERAGE_POPULARITY: 0.0976627, DIVERSITY_MEAN_INTER_LIST: 0.9888385, DIVERSITY_HERFINDAHL: 0.9988664, COVERAGE_ITEM: 0.4361193, COVERAGE_ITEM_CORRECT: 0.0466372, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2018623, DIVERSITY_GINI: 0.1395688, SHANNON_ENTROPY: 11.6273816, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.3769748018378213, 'b': 0.7193282799869982, 'c': 0.3566998185956843, 'normalize': True} - results: ROC_AUC: 0.1819220, PRECISION: 0.0388767, PRECISION_RECALL_MIN_DEN: 0.1355389, RECALL: 0.1311982, MAP: 0.0640866, MRR: 0.1365281, NDCG: 0.0960118, F1: 0.0599793, HIT_RATE: 0.3887668, ARHR: 0.1580017, NOVELTY: 0.0048571, AVERAGE_POPULARITY: 0.0956987, DIVERSITY_MEAN_INTER_LIST: 0.9890212, DIVERSITY_HERFINDAHL: 0.9988846, COVERAGE_ITEM: 0.4420173, COVERAGE_ITEM_CORRECT: 0.0469682, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2018623, DIVERSITY_GINI: 0.1427684, SHANNON_ENTROPY: 11.6568847, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.5439400729307473, 'b': 0.5453789381734487, 'c': 0.3395854879757713, 'normalize': False} - results: ROC_AUC: 0.1845442, PRECISION: 0.0395090, PRECISION_RECALL_MIN_DEN: 0.1390824, RECALL: 0.1347871, MAP: 0.0658857, MRR: 0.1384043, NDCG: 0.0984128, F1: 0.0611049, HIT_RATE: 0.3950900, ARHR: 0.1603299, NOVELTY: 0.0048729, AVERAGE_POPULARITY: 0.0933018, DIVERSITY_MEAN_INTER_LIST: 0.9887553, DIVERSITY_HERFINDAHL: 0.9988581, COVERAGE_ITEM: 0.4510337, COVERAGE_ITEM_CORRECT: 0.0485775, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2049327, DIVERSITY_GINI: 0.1473867, SHANNON_ENTROPY: 11.6786291, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'a': 0.21419388716333093, 'b': 0.5416862032516889, 'c': 0.6214603946934795, 'normalize': True} - results: ROC_AUC: 0.1816661, PRECISION: 0.0389303, PRECISION_RECALL_MIN_DEN: 0.1355065, RECALL: 0.1311344, MAP: 0.0637883, MRR: 0.1362589, NDCG: 0.0957289, F1: 0.0600359, HIT_RATE: 0.3893033, ARHR: 0.1576917, NOVELTY: 0.0048405, AVERAGE_POPULARITY: 0.0981439, DIVERSITY_MEAN_INTER_LIST: 0.9887408, DIVERSITY_HERFINDAHL: 0.9988566, COVERAGE_ITEM: 0.4357036, COVERAGE_ITEM_CORRECT: 0.0468681, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2026677, DIVERSITY_GINI: 0.1392640, SHANNON_ENTROPY: 11.6208896, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'a': 0.8526881434142133, 'b': 0.9657215570839356, 'c': 0.5292721445768458, 'normalize': False} - results: ROC_AUC: 0.1835785, PRECISION: 0.0393288, PRECISION_RECALL_MIN_DEN: 0.1384655, RECALL: 0.1341728, MAP: 0.0655383, MRR: 0.1377508, NDCG: 0.0979135, F1: 0.0608262, HIT_RATE: 0.3932881, ARHR: 0.1594994, NOVELTY: 0.0048761, AVERAGE_POPULARITY: 0.0928732, DIVERSITY_MEAN_INTER_LIST: 0.9888584, DIVERSITY_HERFINDAHL: 0.9988684, COVERAGE_ITEM: 0.4514418, COVERAGE_ITEM_CORRECT: 0.0483080, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2041022, DIVERSITY_GINI: 0.1476730, SHANNON_ENTROPY: 11.6851019, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'a': 0.11182507204253325, 'b': 0.7039898927077867, 'c': 0.20430632732773674, 'normalize': True} - results: ROC_AUC: 0.1776232, PRECISION: 0.0377389, PRECISION_RECALL_MIN_DEN: 0.1310476, RECALL: 0.1268502, MAP: 0.0619115, MRR: 0.1329502, NDCG: 0.0929702, F1: 0.0581703, HIT_RATE: 0.3773885, ARHR: 0.1536959, NOVELTY: 0.0048754, AVERAGE_POPULARITY: 0.0930160, DIVERSITY_MEAN_INTER_LIST: 0.9895597, DIVERSITY_HERFINDAHL: 0.9989385, COVERAGE_ITEM: 0.4465910, COVERAGE_ITEM_CORRECT: 0.0451742, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1968038, DIVERSITY_GINI: 0.1455647, SHANNON_ENTROPY: 11.7003902, 

SearchBayesianSkopt-CV: New best config found. Config 14: {'a': 0.5059240190432776, 'b': 0.16209028153679408, 'c': 0.034464831107614675, 'normalize': True} - results: ROC_AUC: 0.1902630, PRECISION: 0.0409082, PRECISION_RECALL_MIN_DEN: 0.1447509, RECALL: 0.1403784, MAP: 0.0683396, MRR: 0.1425404, NDCG: 0.1020821, F1: 0.0633529, HIT_RATE: 0.4090823, ARHR: 0.1652896, NOVELTY: 0.0048488, AVERAGE_POPULARITY: 0.0966726, DIVERSITY_MEAN_INTER_LIST: 0.9880226, DIVERSITY_HERFINDAHL: 0.9987848, COVERAGE_ITEM: 0.4511569, COVERAGE_ITEM_CORRECT: 0.0507488, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2120800, DIVERSITY_GINI: 0.1467261, SHANNON_ENTROPY: 11.6432314, 
