SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.09690964096968593, 'l1_ratio': 0.2227837505282781} - results: ROC_AUC: 0.1237442, PRECISION: 0.0236954, PRECISION_RECALL_MIN_DEN: 0.0980667, RECALL: 0.0961450, MAP: 0.0434557, MRR: 0.0878732, NDCG: 0.0660278, F1: 0.0380204, HIT_RATE: 0.2369538, ARHR: 0.0966713, NOVELTY: 0.0048599, AVERAGE_POPULARITY: 0.1129214, DIVERSITY_MEAN_INTER_LIST: 0.9818791, DIVERSITY_HERFINDAHL: 0.9981671, COVERAGE_ITEM: 0.3908373, COVERAGE_ITEM_CORRECT: 0.0227911, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1146345, DIVERSITY_GINI: 0.1358407, SHANNON_ENTROPY: 11.4229544, 
SearchBayesianSkopt: New best config found. Config 1: {'alpha': 0.670029311927756, 'l1_ratio': 0.7960069519553429} - results: ROC_AUC: 0.1339836, PRECISION: 0.0262622, PRECISION_RECALL_MIN_DEN: 0.1115505, RECALL: 0.1094429, MAP: 0.0494358, MRR: 0.0951651, NDCG: 0.0743321, F1: 0.0423597, HIT_RATE: 0.2626220, ARHR: 0.1047107, NOVELTY: 0.0047749, AVERAGE_POPULARITY: 0.1201573, DIVERSITY_MEAN_INTER_LIST: 0.9788317, DIVERSITY_HERFINDAHL: 0.9978624, COVERAGE_ITEM: 0.3804427, COVERAGE_ITEM_CORRECT: 0.0252936, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1264628, DIVERSITY_GINI: 0.1199371, SHANNON_ENTROPY: 11.1307807, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'alpha': 0.014524004902665592, 'l1_ratio': 0.10271028324175671} - results: ROC_AUC: 0.1221408, PRECISION: 0.0233347, PRECISION_RECALL_MIN_DEN: 0.0967833, RECALL: 0.0948908, MAP: 0.0426052, MRR: 0.0865238, NDCG: 0.0649381, F1: 0.0374581, HIT_RATE: 0.2333475, ARHR: 0.0948327, NOVELTY: 0.0048695, AVERAGE_POPULARITY: 0.1117828, DIVERSITY_MEAN_INTER_LIST: 0.9822952, DIVERSITY_HERFINDAHL: 0.9982087, COVERAGE_ITEM: 0.3911453, COVERAGE_ITEM_CORRECT: 0.0225602, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1132503, DIVERSITY_GINI: 0.1372685, SHANNON_ENTROPY: 11.4563761, 
SearchBayesianSkopt: New best config found. Config 3: {'alpha': 0.9297521217880215, 'l1_ratio': 0.7253930021997571} - results: ROC_AUC: 0.1321544, PRECISION: 0.0261137, PRECISION_RECALL_MIN_DEN: 0.1111120, RECALL: 0.1089389, MAP: 0.0500161, MRR: 0.0941172, NDCG: 0.0742017, F1: 0.0421287, HIT_RATE: 0.2611370, ARHR: 0.1041908, NOVELTY: 0.0047557, AVERAGE_POPULARITY: 0.1189381, DIVERSITY_MEAN_INTER_LIST: 0.9791999, DIVERSITY_HERFINDAHL: 0.9978992, COVERAGE_ITEM: 0.3737055, COVERAGE_ITEM_CORRECT: 0.0255630, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1249528, DIVERSITY_GINI: 0.1139607, SHANNON_ENTROPY: 11.0751722, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.2918550260605482, 'l1_ratio': 0.24106657209278387} - results: ROC_AUC: 0.1263953, PRECISION: 0.0245863, PRECISION_RECALL_MIN_DEN: 0.1019947, RECALL: 0.0999359, MAP: 0.0451690, MRR: 0.0910246, NDCG: 0.0685341, F1: 0.0394638, HIT_RATE: 0.2458634, ARHR: 0.1002674, NOVELTY: 0.0048337, AVERAGE_POPULARITY: 0.1160147, DIVERSITY_MEAN_INTER_LIST: 0.9808044, DIVERSITY_HERFINDAHL: 0.9980596, COVERAGE_ITEM: 0.3879885, COVERAGE_ITEM_CORRECT: 0.0233686, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1179061, DIVERSITY_GINI: 0.1310125, SHANNON_ENTROPY: 11.3350238, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.4626756768847181, 'l1_ratio': 0.8714679487264166} - results: ROC_AUC: 0.1299437, PRECISION: 0.0253712, PRECISION_RECALL_MIN_DEN: 0.1065143, RECALL: 0.1044250, MAP: 0.0475675, MRR: 0.0936400, NDCG: 0.0715784, F1: 0.0408239, HIT_RATE: 0.2537123, ARHR: 0.1029195, NOVELTY: 0.0048023, AVERAGE_POPULARITY: 0.1190471, DIVERSITY_MEAN_INTER_LIST: 0.9793463, DIVERSITY_HERFINDAHL: 0.9979139, COVERAGE_ITEM: 0.3836766, COVERAGE_ITEM_CORRECT: 0.0241386, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1216811, DIVERSITY_GINI: 0.1252113, SHANNON_ENTROPY: 11.2140014, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.7144334518495025, 'l1_ratio': 0.11912910720296802} - results: ROC_AUC: 0.1367135, PRECISION: 0.0270683, PRECISION_RECALL_MIN_DEN: 0.1143144, RECALL: 0.1121597, MAP: 0.0495905, MRR: 0.0971244, NDCG: 0.0754412, F1: 0.0436115, HIT_RATE: 0.2706831, ARHR: 0.1072913, NOVELTY: 0.0047596, AVERAGE_POPULARITY: 0.1230896, DIVERSITY_MEAN_INTER_LIST: 0.9781005, DIVERSITY_HERFINDAHL: 0.9977893, COVERAGE_ITEM: 0.3703946, COVERAGE_ITEM_CORRECT: 0.0257940, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1296087, DIVERSITY_GINI: 0.1153864, SHANNON_ENTROPY: 11.0732009, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.06553130860922109, 'l1_ratio': 0.032706918676592596} - results: ROC_AUC: 0.1234326, PRECISION: 0.0235045, PRECISION_RECALL_MIN_DEN: 0.0974429, RECALL: 0.0955197, MAP: 0.0428702, MRR: 0.0874353, NDCG: 0.0653987, F1: 0.0377258, HIT_RATE: 0.2350445, ARHR: 0.0960321, NOVELTY: 0.0048644, AVERAGE_POPULARITY: 0.1121993, DIVERSITY_MEAN_INTER_LIST: 0.9821651, DIVERSITY_HERFINDAHL: 0.9981957, COVERAGE_ITEM: 0.3907218, COVERAGE_ITEM_CORRECT: 0.0227141, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1140053, DIVERSITY_GINI: 0.1363599, SHANNON_ENTROPY: 11.4400640, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'alpha': 0.24620171641426308, 'l1_ratio': 0.11886032138006278} - results: ROC_AUC: 0.1258338, PRECISION: 0.0243954, PRECISION_RECALL_MIN_DEN: 0.1009750, RECALL: 0.0989726, MAP: 0.0447331, MRR: 0.0904534, NDCG: 0.0679308, F1: 0.0391427, HIT_RATE: 0.2439542, ARHR: 0.0996600, NOVELTY: 0.0048401, AVERAGE_POPULARITY: 0.1152391, DIVERSITY_MEAN_INTER_LIST: 0.9811282, DIVERSITY_HERFINDAHL: 0.9980920, COVERAGE_ITEM: 0.3883349, COVERAGE_ITEM_CORRECT: 0.0232916, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1174028, DIVERSITY_GINI: 0.1321590, SHANNON_ENTROPY: 11.3606483, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'alpha': 0.5469980653652378, 'l1_ratio': 0.8653213269695983} - results: ROC_AUC: 0.1321479, PRECISION: 0.0254985, PRECISION_RECALL_MIN_DEN: 0.1078648, RECALL: 0.1057752, MAP: 0.0480833, MRR: 0.0940730, NDCG: 0.0723210, F1: 0.0410914, HIT_RATE: 0.2549852, ARHR: 0.1033287, NOVELTY: 0.0047888, AVERAGE_POPULARITY: 0.1199100, DIVERSITY_MEAN_INTER_LIST: 0.9790159, DIVERSITY_HERFINDAHL: 0.9978808, COVERAGE_ITEM: 0.3816747, COVERAGE_ITEM_CORRECT: 0.0242156, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1229395, DIVERSITY_GINI: 0.1226403, SHANNON_ENTROPY: 11.1727894, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.4781214441914734, 'l1_ratio': 0.5443419504070678} - results: ROC_AUC: 0.1301476, PRECISION: 0.0255409, PRECISION_RECALL_MIN_DEN: 0.1072226, RECALL: 0.1051349, MAP: 0.0473937, MRR: 0.0941347, NDCG: 0.0717212, F1: 0.0410978, HIT_RATE: 0.2554094, ARHR: 0.1036164, NOVELTY: 0.0048027, AVERAGE_POPULARITY: 0.1191909, DIVERSITY_MEAN_INTER_LIST: 0.9794168, DIVERSITY_HERFINDAHL: 0.9979209, COVERAGE_ITEM: 0.3818287, COVERAGE_ITEM_CORRECT: 0.0240616, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1221845, DIVERSITY_GINI: 0.1248163, SHANNON_ENTROPY: 11.2156054, 
