
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8260403749760828, 'l1_ratio': 0.36950917218686546} - results: ROC_AUC: 0.1358202, PRECISION: 0.0271380, PRECISION_RECALL_MIN_DEN: 0.0988257, RECALL: 0.0963125, MAP: 0.0449900, MRR: 0.0968857, NDCG: 0.0690082, F1: 0.0423422, HIT_RATE: 0.2713801, ARHR: 0.1084755, NOVELTY: 0.0047274, AVERAGE_POPULARITY: 0.1210224, DIVERSITY_MEAN_INTER_LIST: 0.9779675, DIVERSITY_HERFINDAHL: 0.9977782, COVERAGE_ITEM: 0.3967815, COVERAGE_ITEM_CORRECT: 0.0275573, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1425695, DIVERSITY_GINI: 0.1133505, SHANNON_ENTROPY: 10.9608945, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.4461668266428068, 'l1_ratio': 0.5878104935263903} - results: ROC_AUC: 0.1338738, PRECISION: 0.0268875, PRECISION_RECALL_MIN_DEN: 0.0972978, RECALL: 0.0947397, MAP: 0.0444490, MRR: 0.0960513, NDCG: 0.0680985, F1: 0.0418847, HIT_RATE: 0.2688751, ARHR: 0.1075648, NOVELTY: 0.0047480, AVERAGE_POPULARITY: 0.1174714, DIVERSITY_MEAN_INTER_LIST: 0.9791516, DIVERSITY_HERFINDAHL: 0.9978966, COVERAGE_ITEM: 0.4051665, COVERAGE_ITEM_CORRECT: 0.0276574, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1409085, DIVERSITY_GINI: 0.1186869, SHANNON_ENTROPY: 11.0548469, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.9348648548901705, 'l1_ratio': 0.1502151327190452} - results: ROC_AUC: 0.1356725, PRECISION: 0.0270357, PRECISION_RECALL_MIN_DEN: 0.0985995, RECALL: 0.0961052, MAP: 0.0449722, MRR: 0.0966580, NDCG: 0.0688939, F1: 0.0421960, HIT_RATE: 0.2703570, ARHR: 0.1081906, NOVELTY: 0.0047033, AVERAGE_POPULARITY: 0.1264861, DIVERSITY_MEAN_INTER_LIST: 0.9759271, DIVERSITY_HERFINDAHL: 0.9975742, COVERAGE_ITEM: 0.3890125, COVERAGE_ITEM_CORRECT: 0.0268566, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1422424, DIVERSITY_GINI: 0.1082104, SHANNON_ENTROPY: 10.8479932, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'alpha': 0.802163784320417, 'l1_ratio': 0.6956947497393355} - results: ROC_AUC: 0.1357088, PRECISION: 0.0272480, PRECISION_RECALL_MIN_DEN: 0.0995305, RECALL: 0.0970290, MAP: 0.0451620, MRR: 0.0973024, NDCG: 0.0693193, F1: 0.0425446, HIT_RATE: 0.2724801, ARHR: 0.1089253, NOVELTY: 0.0047364, AVERAGE_POPULARITY: 0.1184713, DIVERSITY_MEAN_INTER_LIST: 0.9789213, DIVERSITY_HERFINDAHL: 0.9978736, COVERAGE_ITEM: 0.3977363, COVERAGE_ITEM_CORRECT: 0.0278653, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1429974, DIVERSITY_GINI: 0.1145429, SHANNON_ENTROPY: 11.0042567, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.5265871669163664, 'l1_ratio': 0.2264189608572627} - results: ROC_AUC: 0.1335886, PRECISION: 0.0268606, PRECISION_RECALL_MIN_DEN: 0.0977202, RECALL: 0.0951724, MAP: 0.0445964, MRR: 0.0961978, NDCG: 0.0682910, F1: 0.0418942, HIT_RATE: 0.2686063, ARHR: 0.1076868, NOVELTY: 0.0047440, AVERAGE_POPULARITY: 0.1184479, DIVERSITY_MEAN_INTER_LIST: 0.9787902, DIVERSITY_HERFINDAHL: 0.9978605, COVERAGE_ITEM: 0.4044581, COVERAGE_ITEM_CORRECT: 0.0274957, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1406317, DIVERSITY_GINI: 0.1181053, SHANNON_ENTROPY: 11.0360120, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.3691334633099547, 'l1_ratio': 0.33523954511057025} - results: ROC_AUC: 0.1328724, PRECISION: 0.0268497, PRECISION_RECALL_MIN_DEN: 0.0973058, RECALL: 0.0947546, MAP: 0.0444050, MRR: 0.0957900, NDCG: 0.0680258, F1: 0.0418400, HIT_RATE: 0.2684966, ARHR: 0.1072752, NOVELTY: 0.0047480, AVERAGE_POPULARITY: 0.1177902, DIVERSITY_MEAN_INTER_LIST: 0.9790264, DIVERSITY_HERFINDAHL: 0.9978841, COVERAGE_ITEM: 0.4058364, COVERAGE_ITEM_CORRECT: 0.0275804, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1404304, DIVERSITY_GINI: 0.1191016, SHANNON_ENTROPY: 11.0562991, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.015424760000678942, 'l1_ratio': 0.8548346979997407} - results: ROC_AUC: 0.1313185, PRECISION: 0.0264928, PRECISION_RECALL_MIN_DEN: 0.0958567, RECALL: 0.0932948, MAP: 0.0437029, MRR: 0.0945584, NDCG: 0.0669910, F1: 0.0412639, HIT_RATE: 0.2649280, ARHR: 0.1057719, NOVELTY: 0.0047553, AVERAGE_POPULARITY: 0.1170311, DIVERSITY_MEAN_INTER_LIST: 0.9792814, DIVERSITY_HERFINDAHL: 0.9979096, COVERAGE_ITEM: 0.4101328, COVERAGE_ITEM_CORRECT: 0.0275111, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1388448, DIVERSITY_GINI: 0.1214588, SHANNON_ENTROPY: 11.0888183, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.9461314531261176, 'l1_ratio': 0.3856738316093059} - results: ROC_AUC: 0.1355911, PRECISION: 0.0272327, PRECISION_RECALL_MIN_DEN: 0.0993010, RECALL: 0.0967943, MAP: 0.0450141, MRR: 0.0968381, NDCG: 0.0691309, F1: 0.0425030, HIT_RATE: 0.2723269, ARHR: 0.1085226, NOVELTY: 0.0047061, AVERAGE_POPULARITY: 0.1245764, DIVERSITY_MEAN_INTER_LIST: 0.9767105, DIVERSITY_HERFINDAHL: 0.9976525, COVERAGE_ITEM: 0.3878422, COVERAGE_ITEM_CORRECT: 0.0272724, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1427960, DIVERSITY_GINI: 0.1079308, SHANNON_ENTROPY: 10.8677726, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.3838320207884288, 'l1_ratio': 0.8252219783566557} - results: ROC_AUC: 0.1336252, PRECISION: 0.0269330, PRECISION_RECALL_MIN_DEN: 0.0974046, RECALL: 0.0948343, MAP: 0.0444793, MRR: 0.0961433, NDCG: 0.0681542, F1: 0.0419491, HIT_RATE: 0.2693299, ARHR: 0.1076842, NOVELTY: 0.0047501, AVERAGE_POPULARITY: 0.1170857, DIVERSITY_MEAN_INTER_LIST: 0.9793022, DIVERSITY_HERFINDAHL: 0.9979117, COVERAGE_ITEM: 0.4060597, COVERAGE_ITEM_CORRECT: 0.0277498, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1410092, DIVERSITY_GINI: 0.1192739, SHANNON_ENTROPY: 11.0661520, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.7482735734570484, 'l1_ratio': 0.7981793961553088} - results: ROC_AUC: 0.1356371, PRECISION: 0.0272480, PRECISION_RECALL_MIN_DEN: 0.0991801, RECALL: 0.0966508, MAP: 0.0449867, MRR: 0.0970836, NDCG: 0.0691075, F1: 0.0425079, HIT_RATE: 0.2724799, ARHR: 0.1087356, NOVELTY: 0.0047421, AVERAGE_POPULARITY: 0.1174297, DIVERSITY_MEAN_INTER_LIST: 0.9792863, DIVERSITY_HERFINDAHL: 0.9979101, COVERAGE_ITEM: 0.4001155, COVERAGE_ITEM_CORRECT: 0.0279885, COVERAGE_USER: 0.6639990, COVERAGE_USER_CORRECT: 0.1428967, DIVERSITY_GINI: 0.1159735, SHANNON_ENTROPY: 11.0304348, 
