
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.05960611572623255, 'b': 0.00033472506160259213, 'c': 0.40022647412419876, 'normalize': False} - results: ROC_AUC: 0.1782170, PRECISION: 0.0389199, PRECISION_RECALL_MIN_DEN: 0.1362902, RECALL: 0.1319275, MAP: 0.0613124, MRR: 0.1312046, NDCG: 0.0937128, F1: 0.0601070, HIT_RATE: 0.3891990, ARHR: 0.1523742, NOVELTY: 0.0048935, AVERAGE_POPULARITY: 0.0782453, DIVERSITY_MEAN_INTER_LIST: 0.9935415, DIVERSITY_HERFINDAHL: 0.9993366, COVERAGE_ITEM: 0.3310491, COVERAGE_ITEM_CORRECT: 0.0518576, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2021392, DIVERSITY_GINI: 0.1092028, SHANNON_ENTROPY: 11.6788954, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.06315189713417903, 'b': 0.026686433706250907, 'c': 0.536017839846247, 'normalize': True} - results: ROC_AUC: 0.1691044, PRECISION: 0.0365981, PRECISION_RECALL_MIN_DEN: 0.1282887, RECALL: 0.1241430, MAP: 0.0571248, MRR: 0.1235756, NDCG: 0.0877355, F1: 0.0565303, HIT_RATE: 0.3659809, ARHR: 0.1429813, NOVELTY: 0.0048668, AVERAGE_POPULARITY: 0.0811419, DIVERSITY_MEAN_INTER_LIST: 0.9931009, DIVERSITY_HERFINDAHL: 0.9992925, COVERAGE_ITEM: 0.3145948, COVERAGE_ITEM_CORRECT: 0.0471453, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1926010, DIVERSITY_GINI: 0.1021496, SHANNON_ENTROPY: 11.5856866, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.8049400268652975, 'b': 0.6489089263089173, 'c': 0.1882112249896844, 'normalize': False} - results: ROC_AUC: 0.1830546, PRECISION: 0.0397792, PRECISION_RECALL_MIN_DEN: 0.1466474, RECALL: 0.1425869, MAP: 0.0650530, MRR: 0.1336953, NDCG: 0.0991128, F1: 0.0622042, HIT_RATE: 0.3977920, ARHR: 0.1541332, NOVELTY: 0.0051265, AVERAGE_POPULARITY: 0.0517224, DIVERSITY_MEAN_INTER_LIST: 0.9960697, DIVERSITY_HERFINDAHL: 0.9995894, COVERAGE_ITEM: 0.5475265, COVERAGE_ITEM_CORRECT: 0.0593263, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2103939, DIVERSITY_GINI: 0.2351356, SHANNON_ENTROPY: 12.6939561, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.6365546289349405, 'b': 0.793723791638145, 'c': 0.9879398990909843, 'normalize': False} - results: ROC_AUC: 0.2014046, PRECISION: 0.0443539, PRECISION_RECALL_MIN_DEN: 0.1582201, RECALL: 0.1535559, MAP: 0.0731551, MRR: 0.1500093, NDCG: 0.1098168, F1: 0.0688265, HIT_RATE: 0.4435394, ARHR: 0.1756393, NOVELTY: 0.0049442, AVERAGE_POPULARITY: 0.0785412, DIVERSITY_MEAN_INTER_LIST: 0.9932510, DIVERSITY_HERFINDAHL: 0.9993076, COVERAGE_ITEM: 0.3997998, COVERAGE_ITEM_CORRECT: 0.0593109, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2264251, DIVERSITY_GINI: 0.1374775, SHANNON_ENTROPY: 11.8942053, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.08427463203368714, 'b': 0.06180600922187297, 'c': 0.9963277598768462, 'normalize': True} - results: ROC_AUC: 0.1688337, PRECISION: 0.0365239, PRECISION_RECALL_MIN_DEN: 0.1280236, RECALL: 0.1238769, MAP: 0.0570397, MRR: 0.1234759, NDCG: 0.0875847, F1: 0.0564141, HIT_RATE: 0.3652393, ARHR: 0.1428185, NOVELTY: 0.0048657, AVERAGE_POPULARITY: 0.0812648, DIVERSITY_MEAN_INTER_LIST: 0.9930812, DIVERSITY_HERFINDAHL: 0.9992906, COVERAGE_ITEM: 0.3143022, COVERAGE_ITEM_CORRECT: 0.0469682, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1922990, DIVERSITY_GINI: 0.1019977, SHANNON_ENTROPY: 11.5830103, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.03604072222340205, 'b': 0.615461470906654, 'c': 0.3412765117453181, 'normalize': True} - results: ROC_AUC: 0.1766514, PRECISION: 0.0386607, PRECISION_RECALL_MIN_DEN: 0.1335006, RECALL: 0.1289332, MAP: 0.0603830, MRR: 0.1302044, NDCG: 0.0920666, F1: 0.0594839, HIT_RATE: 0.3866067, ARHR: 0.1520308, NOVELTY: 0.0048494, AVERAGE_POPULARITY: 0.0854144, DIVERSITY_MEAN_INTER_LIST: 0.9923967, DIVERSITY_HERFINDAHL: 0.9992221, COVERAGE_ITEM: 0.3215938, COVERAGE_ITEM_CORRECT: 0.0475919, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2001258, DIVERSITY_GINI: 0.1021728, SHANNON_ENTROPY: 11.5423998, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.6111912998504113, 'b': 0.8613424693259623, 'c': 0.3376146824815848, 'normalize': True} - results: ROC_AUC: 0.1881091, PRECISION: 0.0418935, PRECISION_RECALL_MIN_DEN: 0.1453105, RECALL: 0.1405028, MAP: 0.0669852, MRR: 0.1407685, NDCG: 0.1009771, F1: 0.0645418, HIT_RATE: 0.4189348, ARHR: 0.1652242, NOVELTY: 0.0048873, AVERAGE_POPULARITY: 0.0818792, DIVERSITY_MEAN_INTER_LIST: 0.9929645, DIVERSITY_HERFINDAHL: 0.9992789, COVERAGE_ITEM: 0.3505448, COVERAGE_ITEM_CORRECT: 0.0540289, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2123820, DIVERSITY_GINI: 0.1144082, SHANNON_ENTROPY: 11.6873745, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.1308573060030254, 'b': 0.9425090771961557, 'c': 0.5647907576690007, 'normalize': False} - results: ROC_AUC: 0.1973948, PRECISION: 0.0435225, PRECISION_RECALL_MIN_DEN: 0.1526135, RECALL: 0.1478983, MAP: 0.0711820, MRR: 0.1482716, NDCG: 0.1068031, F1: 0.0672526, HIT_RATE: 0.4352255, ARHR: 0.1732903, NOVELTY: 0.0048398, AVERAGE_POPULARITY: 0.0948555, DIVERSITY_MEAN_INTER_LIST: 0.9899252, DIVERSITY_HERFINDAHL: 0.9989750, COVERAGE_ITEM: 0.3737517, COVERAGE_ITEM_CORRECT: 0.0532974, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2218447, DIVERSITY_GINI: 0.1170449, SHANNON_ENTROPY: 11.5411568, 

