
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.3802747473066035, 'l1_ratio': 0.13186946873443442} - results: ROC_AUC: 0.1637593, PRECISION: 0.0347130, PRECISION_RECALL_MIN_DEN: 0.1182051, RECALL: 0.1143365, MAP: 0.0551327, MRR: 0.1210516, NDCG: 0.0837559, F1: 0.0532549, HIT_RATE: 0.3471297, ARHR: 0.1397062, NOVELTY: 0.0048180, AVERAGE_POPULARITY: 0.1156074, DIVERSITY_MEAN_INTER_LIST: 0.9825265, DIVERSITY_HERFINDAHL: 0.9982353, COVERAGE_ITEM: 0.4208277, COVERAGE_ITEM_CORRECT: 0.0371203, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1827356, DIVERSITY_GINI: 0.1345314, SHANNON_ENTROPY: 11.3873051, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.9645989287109766, 'l1_ratio': 0.0018753667707487325} - results: ROC_AUC: 0.1713114, PRECISION: 0.0364793, PRECISION_RECALL_MIN_DEN: 0.1248612, RECALL: 0.1207679, MAP: 0.0580594, MRR: 0.1272151, NDCG: 0.0881428, F1: 0.0560324, HIT_RATE: 0.3647934, ARHR: 0.1471200, NOVELTY: 0.0047887, AVERAGE_POPULARITY: 0.1139264, DIVERSITY_MEAN_INTER_LIST: 0.9831616, DIVERSITY_HERFINDAHL: 0.9982988, COVERAGE_ITEM: 0.4152685, COVERAGE_ITEM_CORRECT: 0.0400231, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909651, DIVERSITY_GINI: 0.1267309, SHANNON_ENTROPY: 11.3105416, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.1020039652992212, 'l1_ratio': 0.6059534331952685} - results: ROC_AUC: 0.1573901, PRECISION: 0.0331871, PRECISION_RECALL_MIN_DEN: 0.1127444, RECALL: 0.1090175, MAP: 0.0527654, MRR: 0.1162563, NDCG: 0.0801344, F1: 0.0508814, HIT_RATE: 0.3318708, ARHR: 0.1338088, NOVELTY: 0.0048369, AVERAGE_POPULARITY: 0.1156211, DIVERSITY_MEAN_INTER_LIST: 0.9824496, DIVERSITY_HERFINDAHL: 0.9982276, COVERAGE_ITEM: 0.4217363, COVERAGE_ITEM_CORRECT: 0.0351030, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1752611, DIVERSITY_GINI: 0.1378046, SHANNON_ENTROPY: 11.4358413, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.08202182732869136, 'l1_ratio': 0.13655438601679395} - results: ROC_AUC: 0.1575570, PRECISION: 0.0332541, PRECISION_RECALL_MIN_DEN: 0.1129122, RECALL: 0.1091601, MAP: 0.0529159, MRR: 0.1164719, NDCG: 0.0802842, F1: 0.0509757, HIT_RATE: 0.3325406, ARHR: 0.1341170, NOVELTY: 0.0048387, AVERAGE_POPULARITY: 0.1153580, DIVERSITY_MEAN_INTER_LIST: 0.9825142, DIVERSITY_HERFINDAHL: 0.9982341, COVERAGE_ITEM: 0.4228758, COVERAGE_ITEM_CORRECT: 0.0352262, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1755631, DIVERSITY_GINI: 0.1384970, SHANNON_ENTROPY: 11.4440241, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.3202507092784869, 'l1_ratio': 0.45246639537717304} - results: ROC_AUC: 0.1619172, PRECISION: 0.0341656, PRECISION_RECALL_MIN_DEN: 0.1164972, RECALL: 0.1126970, MAP: 0.0543518, MRR: 0.1194860, NDCG: 0.0826008, F1: 0.0524331, HIT_RATE: 0.3416562, ARHR: 0.1376751, NOVELTY: 0.0048209, AVERAGE_POPULARITY: 0.1159853, DIVERSITY_MEAN_INTER_LIST: 0.9824297, DIVERSITY_HERFINDAHL: 0.9982256, COVERAGE_ITEM: 0.4193263, COVERAGE_ITEM_CORRECT: 0.0363041, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1804203, DIVERSITY_GINI: 0.1344138, SHANNON_ENTROPY: 11.3895839, 

SearchBayesianSkopt-CV: New best config found. Config 5: {'alpha': 0.9211224203270332, 'l1_ratio': 0.3422594659470591} - results: ROC_AUC: 0.1719398, PRECISION: 0.0365045, PRECISION_RECALL_MIN_DEN: 0.1249230, RECALL: 0.1208491, MAP: 0.0582481, MRR: 0.1275859, NDCG: 0.0883644, F1: 0.0560708, HIT_RATE: 0.3650447, ARHR: 0.1475429, NOVELTY: 0.0047775, AVERAGE_POPULARITY: 0.1148709, DIVERSITY_MEAN_INTER_LIST: 0.9830369, DIVERSITY_HERFINDAHL: 0.9982863, COVERAGE_ITEM: 0.4079307, COVERAGE_ITEM_CORRECT: 0.0398614, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1914685, DIVERSITY_GINI: 0.1221695, SHANNON_ENTROPY: 11.2615443, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.4018652788413335, 'l1_ratio': 0.2384254950709998} - results: ROC_AUC: 0.1639122, PRECISION: 0.0346704, PRECISION_RECALL_MIN_DEN: 0.1179140, RECALL: 0.1140526, MAP: 0.0552610, MRR: 0.1211508, NDCG: 0.0837929, F1: 0.0531750, HIT_RATE: 0.3467044, ARHR: 0.1398347, NOVELTY: 0.0048155, AVERAGE_POPULARITY: 0.1158198, DIVERSITY_MEAN_INTER_LIST: 0.9824797, DIVERSITY_HERFINDAHL: 0.9982306, COVERAGE_ITEM: 0.4199192, COVERAGE_ITEM_CORRECT: 0.0369817, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1824588, DIVERSITY_GINI: 0.1337724, SHANNON_ENTROPY: 11.3777889, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.04381602697118648, 'l1_ratio': 0.47585113673100055} - results: ROC_AUC: 0.1567910, PRECISION: 0.0330315, PRECISION_RECALL_MIN_DEN: 0.1123469, RECALL: 0.1086387, MAP: 0.0524026, MRR: 0.1156401, NDCG: 0.0797076, F1: 0.0506578, HIT_RATE: 0.3303151, ARHR: 0.1330049, NOVELTY: 0.0048410, AVERAGE_POPULARITY: 0.1154232, DIVERSITY_MEAN_INTER_LIST: 0.9824756, DIVERSITY_HERFINDAHL: 0.9982302, COVERAGE_ITEM: 0.4226372, COVERAGE_ITEM_CORRECT: 0.0348874, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1748081, DIVERSITY_GINI: 0.1387631, SHANNON_ENTROPY: 11.4484741, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.34459656596494853, 'l1_ratio': 0.21058370021993017} - results: ROC_AUC: 0.1629569, PRECISION: 0.0344484, PRECISION_RECALL_MIN_DEN: 0.1172442, RECALL: 0.1133957, MAP: 0.0548579, MRR: 0.1203376, NDCG: 0.0832391, F1: 0.0528417, HIT_RATE: 0.3444841, ARHR: 0.1388555, NOVELTY: 0.0048204, AVERAGE_POPULARITY: 0.1156168, DIVERSITY_MEAN_INTER_LIST: 0.9825181, DIVERSITY_HERFINDAHL: 0.9982345, COVERAGE_ITEM: 0.4201039, COVERAGE_ITEM_CORRECT: 0.0367199, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1815025, DIVERSITY_GINI: 0.1347414, SHANNON_ENTROPY: 11.3919604, 
