SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.31179616010259, 'l1_ratio': 0.8330680026941446} - results: ROC_AUC: 0.1431293, PRECISION: 0.0284048, PRECISION_RECALL_MIN_DEN: 0.1220553, RECALL: 0.1198677, MAP: 0.0550786, MRR: 0.1029429, NDCG: 0.0816190, F1: 0.0459264, HIT_RATE: 0.2840475, ARHR: 0.1140483, NOVELTY: 0.0047769, AVERAGE_POPULARITY: 0.1120476, DIVERSITY_MEAN_INTER_LIST: 0.9822008, DIVERSITY_HERFINDAHL: 0.9981992, COVERAGE_ITEM: 0.3960346, COVERAGE_ITEM_CORRECT: 0.0300674, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1350195, DIVERSITY_GINI: 0.1258314, SHANNON_ENTROPY: 11.2644090, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'alpha': 0.28988562983477056, 'l1_ratio': 0.3554016760059934} - results: ROC_AUC: 0.1352527, PRECISION: 0.0267501, PRECISION_RECALL_MIN_DEN: 0.1145330, RECALL: 0.1123875, MAP: 0.0516402, MRR: 0.0971810, NDCG: 0.0765739, F1: 0.0432145, HIT_RATE: 0.2675011, ARHR: 0.1076868, NOVELTY: 0.0047676, AVERAGE_POPULARITY: 0.1155973, DIVERSITY_MEAN_INTER_LIST: 0.9806697, DIVERSITY_HERFINDAHL: 0.9980462, COVERAGE_ITEM: 0.3917228, COVERAGE_ITEM_CORRECT: 0.0273725, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1272178, DIVERSITY_GINI: 0.1222177, SHANNON_ENTROPY: 11.1807290, 
SearchBayesianSkopt: New best config found. Config 2: {'alpha': 0.7021255257436378, 'l1_ratio': 0.8799646154792433} - results: ROC_AUC: 0.1540961, PRECISION: 0.0312261, PRECISION_RECALL_MIN_DEN: 0.1354038, RECALL: 0.1329656, MAP: 0.0588257, MRR: 0.1101305, NDCG: 0.0885134, F1: 0.0505750, HIT_RATE: 0.3122613, ARHR: 0.1224578, NOVELTY: 0.0047781, AVERAGE_POPULARITY: 0.1066971, DIVERSITY_MEAN_INTER_LIST: 0.9848377, DIVERSITY_HERFINDAHL: 0.9984629, COVERAGE_ITEM: 0.3965736, COVERAGE_ITEM_CORRECT: 0.0338017, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1464704, DIVERSITY_GINI: 0.1279451, SHANNON_ENTROPY: 11.3807451, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'alpha': 0.7339389263957207, 'l1_ratio': 0.3115280756331897} - results: ROC_AUC: 0.1490250, PRECISION: 0.0295503, PRECISION_RECALL_MIN_DEN: 0.1277237, RECALL: 0.1254237, MAP: 0.0559616, MRR: 0.1053516, NDCG: 0.0840448, F1: 0.0478313, HIT_RATE: 0.2955028, ARHR: 0.1172527, NOVELTY: 0.0047540, AVERAGE_POPULARITY: 0.1149189, DIVERSITY_MEAN_INTER_LIST: 0.9816183, DIVERSITY_HERFINDAHL: 0.9981410, COVERAGE_ITEM: 0.3796343, COVERAGE_ITEM_CORRECT: 0.0304139, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1399270, DIVERSITY_GINI: 0.1167029, SHANNON_ENTROPY: 11.1649945, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.46559552379858415, 'l1_ratio': 0.7407327205988676} - results: ROC_AUC: 0.1478457, PRECISION: 0.0295927, PRECISION_RECALL_MIN_DEN: 0.1269084, RECALL: 0.1246448, MAP: 0.0564646, MRR: 0.1055826, NDCG: 0.0842290, F1: 0.0478298, HIT_RATE: 0.2959270, ARHR: 0.1170538, NOVELTY: 0.0047776, AVERAGE_POPULARITY: 0.1106070, DIVERSITY_MEAN_INTER_LIST: 0.9829570, DIVERSITY_HERFINDAHL: 0.9982748, COVERAGE_ITEM: 0.3946487, COVERAGE_ITEM_CORRECT: 0.0314148, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1403045, DIVERSITY_GINI: 0.1253997, SHANNON_ENTROPY: 11.2877383, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.7949986976194582, 'l1_ratio': 0.15861195341129256} - results: ROC_AUC: 0.1475516, PRECISION: 0.0289775, PRECISION_RECALL_MIN_DEN: 0.1257120, RECALL: 0.1234394, MAP: 0.0549062, MRR: 0.1041010, NDCG: 0.0826022, F1: 0.0469366, HIT_RATE: 0.2897751, ARHR: 0.1155885, NOVELTY: 0.0047385, AVERAGE_POPULARITY: 0.1189960, DIVERSITY_MEAN_INTER_LIST: 0.9799678, DIVERSITY_HERFINDAHL: 0.9979760, COVERAGE_ITEM: 0.3735130, COVERAGE_ITEM_CORRECT: 0.0290279, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1382912, DIVERSITY_GINI: 0.1125244, SHANNON_ENTROPY: 11.0700110, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.8687867176194577, 'l1_ratio': 0.25363466102989213} - results: ROC_AUC: 0.1512011, PRECISION: 0.0300594, PRECISION_RECALL_MIN_DEN: 0.1294886, RECALL: 0.1271681, MAP: 0.0566516, MRR: 0.1069459, NDCG: 0.0852457, F1: 0.0486250, HIT_RATE: 0.3005940, ARHR: 0.1188016, NOVELTY: 0.0047419, AVERAGE_POPULARITY: 0.1170223, DIVERSITY_MEAN_INTER_LIST: 0.9810568, DIVERSITY_HERFINDAHL: 0.9980849, COVERAGE_ITEM: 0.3738595, COVERAGE_ITEM_CORRECT: 0.0309528, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1426954, DIVERSITY_GINI: 0.1133914, SHANNON_ENTROPY: 11.1150185, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.4823878732615744, 'l1_ratio': 0.48700195486787623} - results: ROC_AUC: 0.1445650, PRECISION: 0.0287866, PRECISION_RECALL_MIN_DEN: 0.1237104, RECALL: 0.1214774, MAP: 0.0548909, MRR: 0.1031174, NDCG: 0.0819569, F1: 0.0465437, HIT_RATE: 0.2878659, ARHR: 0.1146672, NOVELTY: 0.0047726, AVERAGE_POPULARITY: 0.1128261, DIVERSITY_MEAN_INTER_LIST: 0.9820523, DIVERSITY_HERFINDAHL: 0.9981844, COVERAGE_ITEM: 0.3906064, COVERAGE_ITEM_CORRECT: 0.0299134, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1364037, DIVERSITY_GINI: 0.1228281, SHANNON_ENTROPY: 11.2327875, 
SearchBayesianSkopt: New best config found. Config 8: {'alpha': 0.8416340030829476, 'l1_ratio': 0.6651408407090509} - results: ROC_AUC: 0.1550152, PRECISION: 0.0317353, PRECISION_RECALL_MIN_DEN: 0.1369149, RECALL: 0.1344045, MAP: 0.0590728, MRR: 0.1107416, NDCG: 0.0891652, F1: 0.0513467, HIT_RATE: 0.3173526, ARHR: 0.1233661, NOVELTY: 0.0047733, AVERAGE_POPULARITY: 0.1082920, DIVERSITY_MEAN_INTER_LIST: 0.9844857, DIVERSITY_HERFINDAHL: 0.9984277, COVERAGE_ITEM: 0.3877190, COVERAGE_ITEM_CORRECT: 0.0343022, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1487354, DIVERSITY_GINI: 0.1234638, SHANNON_ENTROPY: 11.3325666, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'alpha': 0.6934738386138591, 'l1_ratio': 0.13584591082980593} - results: ROC_AUC: 0.1446494, PRECISION: 0.0282987, PRECISION_RECALL_MIN_DEN: 0.1223736, RECALL: 0.1201699, MAP: 0.0543934, MRR: 0.1024807, NDCG: 0.0811714, F1: 0.0458097, HIT_RATE: 0.2829868, ARHR: 0.1138756, NOVELTY: 0.0047442, AVERAGE_POPULARITY: 0.1184754, DIVERSITY_MEAN_INTER_LIST: 0.9799331, DIVERSITY_HERFINDAHL: 0.9979725, COVERAGE_ITEM: 0.3760924, COVERAGE_ITEM_CORRECT: 0.0281039, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1343903, DIVERSITY_GINI: 0.1140493, SHANNON_ENTROPY: 11.0842160, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.7413781484785152, 'l1_ratio': 0.45110700191728925} - results: ROC_AUC: 0.1516758, PRECISION: 0.0302927, PRECISION_RECALL_MIN_DEN: 0.1310413, RECALL: 0.1286972, MAP: 0.0574151, MRR: 0.1075647, NDCG: 0.0861621, F1: 0.0490420, HIT_RATE: 0.3029275, ARHR: 0.1196484, NOVELTY: 0.0047633, AVERAGE_POPULARITY: 0.1123755, DIVERSITY_MEAN_INTER_LIST: 0.9827345, DIVERSITY_HERFINDAHL: 0.9982526, COVERAGE_ITEM: 0.3835996, COVERAGE_ITEM_CORRECT: 0.0318383, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1431987, DIVERSITY_GINI: 0.1194791, SHANNON_ENTROPY: 11.2292075, 
