
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.8769177316996751, 'b': 0.1663404583125623, 'c': 0.44484425128368155, 'normalize': True} - results: ROC_AUC: 0.1592661, PRECISION: 0.0340088, PRECISION_RECALL_MIN_DEN: 0.1237132, RECALL: 0.1201536, MAP: 0.0546265, MRR: 0.1147955, NDCG: 0.0837486, F1: 0.0530093, HIT_RATE: 0.3400879, ARHR: 0.1317468, NOVELTY: 0.0051492, AVERAGE_POPULARITY: 0.0424081, DIVERSITY_MEAN_INTER_LIST: 0.9967291, DIVERSITY_HERFINDAHL: 0.9996553, COVERAGE_ITEM: 0.5809509, COVERAGE_ITEM_CORRECT: 0.0531049, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1830376, DIVERSITY_GINI: 0.2655870, SHANNON_ENTROPY: 12.9000655, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.2554558595061996, 'b': 0.19001876520604383, 'c': 0.7215803840265573, 'normalize': False} - results: ROC_AUC: 0.1941400, PRECISION: 0.0421339, PRECISION_RECALL_MIN_DEN: 0.1522196, RECALL: 0.1478480, MAP: 0.0693101, MRR: 0.1419118, NDCG: 0.1045834, F1: 0.0655786, HIT_RATE: 0.4213390, ARHR: 0.1652143, NOVELTY: 0.0048943, AVERAGE_POPULARITY: 0.0901936, DIVERSITY_MEAN_INTER_LIST: 0.9883166, DIVERSITY_HERFINDAHL: 0.9988142, COVERAGE_ITEM: 0.4832031, COVERAGE_ITEM_CORRECT: 0.0551145, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2188499, DIVERSITY_GINI: 0.1759836, SHANNON_ENTROPY: 11.9199954, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.20287695060854244, 'b': 0.19889296256049221, 'c': 0.7772041370838269, 'normalize': True} - results: ROC_AUC: 0.1940038, PRECISION: 0.0421800, PRECISION_RECALL_MIN_DEN: 0.1520348, RECALL: 0.1476532, MAP: 0.0693293, MRR: 0.1421502, NDCG: 0.1045913, F1: 0.0656154, HIT_RATE: 0.4217998, ARHR: 0.1655041, NOVELTY: 0.0049195, AVERAGE_POPULARITY: 0.0848524, DIVERSITY_MEAN_INTER_LIST: 0.9897994, DIVERSITY_HERFINDAHL: 0.9989625, COVERAGE_ITEM: 0.4984177, COVERAGE_ITEM_CORRECT: 0.0559615, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2185982, DIVERSITY_GINI: 0.1873144, SHANNON_ENTROPY: 12.0585336, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.8207148039809159, 'b': 0.871473684377272, 'c': 0.7153380441351773, 'normalize': False} - results: ROC_AUC: 0.1924954, PRECISION: 0.0419883, PRECISION_RECALL_MIN_DEN: 0.1515641, RECALL: 0.1471730, MAP: 0.0684812, MRR: 0.1413555, NDCG: 0.1037512, F1: 0.0653361, HIT_RATE: 0.4198832, ARHR: 0.1645178, NOVELTY: 0.0049547, AVERAGE_POPULARITY: 0.0775471, DIVERSITY_MEAN_INTER_LIST: 0.9915363, DIVERSITY_HERFINDAHL: 0.9991361, COVERAGE_ITEM: 0.5164889, COVERAGE_ITEM_CORRECT: 0.0566083, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2178432, DIVERSITY_GINI: 0.2019974, SHANNON_ENTROPY: 12.2317795, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.08848850859420167, 'b': 0.33705543339786165, 'c': 0.9025046577739618, 'normalize': True} - results: ROC_AUC: 0.1956594, PRECISION: 0.0427982, PRECISION_RECALL_MIN_DEN: 0.1544690, RECALL: 0.1500445, MAP: 0.0704168, MRR: 0.1438611, NDCG: 0.1061742, F1: 0.0665990, HIT_RATE: 0.4279823, ARHR: 0.1677230, NOVELTY: 0.0048665, AVERAGE_POPULARITY: 0.0949831, DIVERSITY_MEAN_INTER_LIST: 0.9872629, DIVERSITY_HERFINDAHL: 0.9987088, COVERAGE_ITEM: 0.4731396, COVERAGE_ITEM_CORRECT: 0.0553224, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2211652, DIVERSITY_GINI: 0.1665860, SHANNON_ENTROPY: 11.8006607, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.43074822773616095, 'b': 0.5166331252638188, 'c': 0.7941020479302997, 'normalize': True} - results: ROC_AUC: 0.1922353, PRECISION: 0.0418681, PRECISION_RECALL_MIN_DEN: 0.1509194, RECALL: 0.1465079, MAP: 0.0685221, MRR: 0.1413347, NDCG: 0.1035590, F1: 0.0651250, HIT_RATE: 0.4186814, ARHR: 0.1646064, NOVELTY: 0.0049595, AVERAGE_POPULARITY: 0.0766987, DIVERSITY_MEAN_INTER_LIST: 0.9917739, DIVERSITY_HERFINDAHL: 0.9991599, COVERAGE_ITEM: 0.5206160, COVERAGE_ITEM_CORRECT: 0.0566237, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2168617, DIVERSITY_GINI: 0.2044175, SHANNON_ENTROPY: 12.2548259, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.9742010400309357, 'b': 0.3107414164847632, 'c': 0.09928234130073313, 'normalize': False} - results: ROC_AUC: 0.1499539, PRECISION: 0.0322451, PRECISION_RECALL_MIN_DEN: 0.1175865, RECALL: 0.1141766, MAP: 0.0510998, MRR: 0.1073809, NDCG: 0.0787782, F1: 0.0502854, HIT_RATE: 0.3224509, ARHR: 0.1227634, NOVELTY: 0.0051873, AVERAGE_POPULARITY: 0.0349340, DIVERSITY_MEAN_INTER_LIST: 0.9972568, DIVERSITY_HERFINDAHL: 0.9997081, COVERAGE_ITEM: 0.5906141, COVERAGE_ITEM_CORRECT: 0.0522502, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1747326, DIVERSITY_GINI: 0.2754565, SHANNON_ENTROPY: 12.9902688, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.8735153881124749, 'b': 0.8583174882393347, 'c': 0.2849714747315419, 'normalize': True} - results: ROC_AUC: 0.1776087, PRECISION: 0.0384962, PRECISION_RECALL_MIN_DEN: 0.1378633, RECALL: 0.1337402, MAP: 0.0620802, MRR: 0.1298767, NDCG: 0.0944034, F1: 0.0597829, HIT_RATE: 0.3849622, ARHR: 0.1505195, NOVELTY: 0.0050772, AVERAGE_POPULARITY: 0.0540880, DIVERSITY_MEAN_INTER_LIST: 0.9956107, DIVERSITY_HERFINDAHL: 0.9995435, COVERAGE_ITEM: 0.5679692, COVERAGE_ITEM_CORRECT: 0.0564466, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2014345, DIVERSITY_GINI: 0.2481121, SHANNON_ENTROPY: 12.7201295, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.8844027200830799, 'b': 0.48886554448210773, 'c': 0.957070469746184, 'normalize': False} - results: ROC_AUC: 0.1910904, PRECISION: 0.0415464, PRECISION_RECALL_MIN_DEN: 0.1501886, RECALL: 0.1458419, MAP: 0.0678184, MRR: 0.1399783, NDCG: 0.1027784, F1: 0.0646699, HIT_RATE: 0.4154643, ARHR: 0.1627198, NOVELTY: 0.0049543, AVERAGE_POPULARITY: 0.0780279, DIVERSITY_MEAN_INTER_LIST: 0.9913111, DIVERSITY_HERFINDAHL: 0.9991136, COVERAGE_ITEM: 0.5131781, COVERAGE_ITEM_CORRECT: 0.0561232, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2161067, DIVERSITY_GINI: 0.2005126, SHANNON_ENTROPY: 12.2163283, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.00997770306300372, 'b': 0.981433382366254, 'c': 0.8395633364896108, 'normalize': False} - results: ROC_AUC: 0.1956710, PRECISION: 0.0426949, PRECISION_RECALL_MIN_DEN: 0.1542705, RECALL: 0.1498767, MAP: 0.0703963, MRR: 0.1438170, NDCG: 0.1061163, F1: 0.0664574, HIT_RATE: 0.4269487, ARHR: 0.1674470, NOVELTY: 0.0048368, AVERAGE_POPULARITY: 0.1007106, DIVERSITY_MEAN_INTER_LIST: 0.9856979, DIVERSITY_HERFINDAHL: 0.9985524, COVERAGE_ITEM: 0.4581328, COVERAGE_ITEM_CORRECT: 0.0544293, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2210142, DIVERSITY_GINI: 0.1548732, SHANNON_ENTROPY: 11.6481239, 
