
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.6803282378855651, 'l1_ratio': 0.9438322530295725} - results: ROC_AUC: 0.1505849, PRECISION: 0.0322918, PRECISION_RECALL_MIN_DEN: 0.1163199, RECALL: 0.1127328, MAP: 0.0515615, MRR: 0.1079506, NDCG: 0.0787422, F1: 0.0502010, HIT_RATE: 0.3229178, ARHR: 0.1240165, NOVELTY: 0.0051897, AVERAGE_POPULARITY: 0.0395739, DIVERSITY_MEAN_INTER_LIST: 0.9970483, DIVERSITY_HERFINDAHL: 0.9996872, COVERAGE_ITEM: 0.5753455, COVERAGE_ITEM_CORRECT: 0.0517267, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1730716, DIVERSITY_GINI: 0.2661008, SHANNON_ENTROPY: 12.9353124, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.07235658167356974, 'l1_ratio': 0.07672000105894973} - results: ROC_AUC: 0.1753127, PRECISION: 0.0368896, PRECISION_RECALL_MIN_DEN: 0.1294325, RECALL: 0.1254172, MAP: 0.0607677, MRR: 0.1298207, NDCG: 0.0913997, F1: 0.0570084, HIT_RATE: 0.3688965, ARHR: 0.1497332, NOVELTY: 0.0047782, AVERAGE_POPULARITY: 0.1190085, DIVERSITY_MEAN_INTER_LIST: 0.9811105, DIVERSITY_HERFINDAHL: 0.9980937, COVERAGE_ITEM: 0.4450202, COVERAGE_ITEM_CORRECT: 0.0409086, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1947402, DIVERSITY_GINI: 0.1343951, SHANNON_ENTROPY: 11.2604847, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.8129428861277737, 'l1_ratio': 0.14069122456123387} - results: ROC_AUC: 0.1882756, PRECISION: 0.0406333, PRECISION_RECALL_MIN_DEN: 0.1431089, RECALL: 0.1386483, MAP: 0.0672993, MRR: 0.1402331, NDCG: 0.1005728, F1: 0.0628458, HIT_RATE: 0.4063332, ARHR: 0.1630806, NOVELTY: 0.0049259, AVERAGE_POPULARITY: 0.0872246, DIVERSITY_MEAN_INTER_LIST: 0.9903181, DIVERSITY_HERFINDAHL: 0.9990143, COVERAGE_ITEM: 0.4707988, COVERAGE_ITEM_CORRECT: 0.0511030, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2099157, DIVERSITY_GINI: 0.1616721, SHANNON_ENTROPY: 11.8634572, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.3294500402540556, 'l1_ratio': 0.26297578946827965} - results: ROC_AUC: 0.1858035, PRECISION: 0.0398798, PRECISION_RECALL_MIN_DEN: 0.1403803, RECALL: 0.1360020, MAP: 0.0660668, MRR: 0.1385513, NDCG: 0.0988897, F1: 0.0616725, HIT_RATE: 0.3987979, ARHR: 0.1605274, NOVELTY: 0.0048269, AVERAGE_POPULARITY: 0.1080593, DIVERSITY_MEAN_INTER_LIST: 0.9848143, DIVERSITY_HERFINDAHL: 0.9984640, COVERAGE_ITEM: 0.4504870, COVERAGE_ITEM_CORRECT: 0.0470067, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2072732, DIVERSITY_GINI: 0.1426626, SHANNON_ENTROPY: 11.4776483, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.9457062373092435, 'l1_ratio': 0.08675668683308081} - results: ROC_AUC: 0.1829227, PRECISION: 0.0393077, PRECISION_RECALL_MIN_DEN: 0.1378859, RECALL: 0.1335199, MAP: 0.0650545, MRR: 0.1362552, NDCG: 0.0971899, F1: 0.0607331, HIT_RATE: 0.3930770, ARHR: 0.1581588, NOVELTY: 0.0049405, AVERAGE_POPULARITY: 0.0834360, DIVERSITY_MEAN_INTER_LIST: 0.9910252, DIVERSITY_HERFINDAHL: 0.9990850, COVERAGE_ITEM: 0.4685582, COVERAGE_ITEM_CORRECT: 0.0491781, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2036995, DIVERSITY_GINI: 0.1611009, SHANNON_ENTROPY: 11.8919761, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.8173117303382958, 'l1_ratio': 0.11215737043781229} - results: ROC_AUC: 0.1859833, PRECISION: 0.0399834, PRECISION_RECALL_MIN_DEN: 0.1407088, RECALL: 0.1362903, MAP: 0.0663897, MRR: 0.1387454, NDCG: 0.0991352, F1: 0.0618254, HIT_RATE: 0.3998342, ARHR: 0.1610287, NOVELTY: 0.0049160, AVERAGE_POPULARITY: 0.0886571, DIVERSITY_MEAN_INTER_LIST: 0.9899677, DIVERSITY_HERFINDAHL: 0.9989793, COVERAGE_ITEM: 0.4658941, COVERAGE_ITEM_CORRECT: 0.0494475, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2072984, DIVERSITY_GINI: 0.1578631, SHANNON_ENTROPY: 11.8163748, 

SearchBayesianSkopt-CV: New best config found. Config 6: {'alpha': 0.3018120253689735, 'l1_ratio': 0.6350605696967285} - results: ROC_AUC: 0.1934066, PRECISION: 0.0420568, PRECISION_RECALL_MIN_DEN: 0.1486432, RECALL: 0.1440741, MAP: 0.0699206, MRR: 0.1446358, NDCG: 0.1043338, F1: 0.0651067, HIT_RATE: 0.4205679, ARHR: 0.1686858, NOVELTY: 0.0048799, AVERAGE_POPULARITY: 0.1002970, DIVERSITY_MEAN_INTER_LIST: 0.9870428, DIVERSITY_HERFINDAHL: 0.9986868, COVERAGE_ITEM: 0.4781752, COVERAGE_ITEM_CORRECT: 0.0525582, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2159809, DIVERSITY_GINI: 0.1623193, SHANNON_ENTROPY: 11.7295563, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.7434007521831745, 'l1_ratio': 0.32535370781203904} - results: ROC_AUC: 0.1914991, PRECISION: 0.0420227, PRECISION_RECALL_MIN_DEN: 0.1490048, RECALL: 0.1444042, MAP: 0.0690719, MRR: 0.1424477, NDCG: 0.1034910, F1: 0.0650991, HIT_RATE: 0.4202273, ARHR: 0.1666128, NOVELTY: 0.0049829, AVERAGE_POPULARITY: 0.0780240, DIVERSITY_MEAN_INTER_LIST: 0.9922835, DIVERSITY_HERFINDAHL: 0.9992108, COVERAGE_ITEM: 0.5060019, COVERAGE_ITEM_CORRECT: 0.0558922, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2155027, DIVERSITY_GINI: 0.1892330, SHANNON_ENTROPY: 12.1633192, 
