
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8484499089397549, 'l1_ratio': 0.12796674029876223, 'topK': 971, 'normalize': True} - results: ROC_AUC: 0.1982257, PRECISION: 0.0430525, PRECISION_RECALL_MIN_DEN: 0.1547828, RECALL: 0.1503235, MAP: 0.0718741, MRR: 0.1478521, NDCG: 0.1076870, F1: 0.0669338, HIT_RATE: 0.4305253, ARHR: 0.1720257, NOVELTY: 0.0048494, AVERAGE_POPULARITY: 0.0968470, DIVERSITY_MEAN_INTER_LIST: 0.9876035, DIVERSITY_HERFINDAHL: 0.9987429, COVERAGE_ITEM: 0.4702060, COVERAGE_ITEM_CORRECT: 0.0548989, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2221216, DIVERSITY_GINI: 0.1580107, SHANNON_ENTROPY: 11.7141576, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.20469240618781276, 'l1_ratio': 0.03611068708896548, 'topK': 349, 'normalize': False} - results: ROC_AUC: 0.1773266, PRECISION: 0.0379358, PRECISION_RECALL_MIN_DEN: 0.1319715, RECALL: 0.1277133, MAP: 0.0619236, MRR: 0.1322892, NDCG: 0.0930831, F1: 0.0584955, HIT_RATE: 0.3793585, ARHR: 0.1532602, NOVELTY: 0.0048336, AVERAGE_POPULARITY: 0.1081262, DIVERSITY_MEAN_INTER_LIST: 0.9847586, DIVERSITY_HERFINDAHL: 0.9984585, COVERAGE_ITEM: 0.4607892, COVERAGE_ITEM_CORRECT: 0.0440192, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1977602, DIVERSITY_GINI: 0.1480177, SHANNON_ENTROPY: 11.5167368, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.3835210042497279, 'l1_ratio': 0.8815448457197216, 'topK': 710, 'normalize': True} - results: ROC_AUC: 0.2020043, PRECISION: 0.0438400, PRECISION_RECALL_MIN_DEN: 0.1580743, RECALL: 0.1535925, MAP: 0.0732443, MRR: 0.1502686, NDCG: 0.1097506, F1: 0.0682097, HIT_RATE: 0.4384005, ARHR: 0.1752699, NOVELTY: 0.0049183, AVERAGE_POPULARITY: 0.0931674, DIVERSITY_MEAN_INTER_LIST: 0.9887149, DIVERSITY_HERFINDAHL: 0.9988540, COVERAGE_ITEM: 0.4916728, COVERAGE_ITEM_CORRECT: 0.0568547, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2262992, DIVERSITY_GINI: 0.1746603, SHANNON_ENTROPY: 11.8988008, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.8302755820717055, 'l1_ratio': 0.6963683416829187, 'topK': 994, 'normalize': False} - results: ROC_AUC: 0.1902270, PRECISION: 0.0412107, PRECISION_RECALL_MIN_DEN: 0.1492042, RECALL: 0.1449251, MAP: 0.0685553, MRR: 0.1408382, NDCG: 0.1030715, F1: 0.0641726, HIT_RATE: 0.4121072, ARHR: 0.1635542, NOVELTY: 0.0050551, AVERAGE_POPULARITY: 0.0631169, DIVERSITY_MEAN_INTER_LIST: 0.9943854, DIVERSITY_HERFINDAHL: 0.9994210, COVERAGE_ITEM: 0.5553494, COVERAGE_ITEM_CORRECT: 0.0589182, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2140934, DIVERSITY_GINI: 0.2335337, SHANNON_ENTROPY: 12.5630183, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'alpha': 0.8911893260873708, 'l1_ratio': 0.190809944835244, 'topK': 678, 'normalize': False} - results: ROC_AUC: 0.2012412, PRECISION: 0.0441273, PRECISION_RECALL_MIN_DEN: 0.1577179, RECALL: 0.1531384, MAP: 0.0734182, MRR: 0.1501888, NDCG: 0.1098706, F1: 0.0685113, HIT_RATE: 0.4412732, ARHR: 0.1755157, NOVELTY: 0.0048879, AVERAGE_POPULARITY: 0.0922885, DIVERSITY_MEAN_INTER_LIST: 0.9889429, DIVERSITY_HERFINDAHL: 0.9988768, COVERAGE_ITEM: 0.4840654, COVERAGE_ITEM_CORRECT: 0.0576015, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2259972, DIVERSITY_GINI: 0.1693523, SHANNON_ENTROPY: 11.8622062, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.51798561795569, 'l1_ratio': 0.08020947132375979, 'topK': 359, 'normalize': True} - results: ROC_AUC: 0.1911108, PRECISION: 0.0415552, PRECISION_RECALL_MIN_DEN: 0.1463518, RECALL: 0.1418421, MAP: 0.0690365, MRR: 0.1431149, NDCG: 0.1030464, F1: 0.0642778, HIT_RATE: 0.4155516, ARHR: 0.1667348, NOVELTY: 0.0048562, AVERAGE_POPULARITY: 0.1003222, DIVERSITY_MEAN_INTER_LIST: 0.9870834, DIVERSITY_HERFINDAHL: 0.9986909, COVERAGE_ITEM: 0.4618056, COVERAGE_ITEM_CORRECT: 0.0518653, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2137662, DIVERSITY_GINI: 0.1523552, SHANNON_ENTROPY: 11.6540106, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.19318275500699528, 'l1_ratio': 0.5786806365256761, 'topK': 398, 'normalize': True} - results: ROC_AUC: 0.1875016, PRECISION: 0.0403991, PRECISION_RECALL_MIN_DEN: 0.1418738, RECALL: 0.1374473, MAP: 0.0665454, MRR: 0.1397965, NDCG: 0.0997367, F1: 0.0624433, HIT_RATE: 0.4039914, ARHR: 0.1626182, NOVELTY: 0.0048451, AVERAGE_POPULARITY: 0.1054206, DIVERSITY_MEAN_INTER_LIST: 0.9856370, DIVERSITY_HERFINDAHL: 0.9985463, COVERAGE_ITEM: 0.4571396, COVERAGE_ITEM_CORRECT: 0.0487777, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2087832, DIVERSITY_GINI: 0.1485809, SHANNON_ENTROPY: 11.5666165, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.841579218961759, 'l1_ratio': 0.992176716269926, 'topK': 530, 'normalize': True} - results: ROC_AUC: 0.1319895, PRECISION: 0.0280325, PRECISION_RECALL_MIN_DEN: 0.1035203, RECALL: 0.1006101, MAP: 0.0448528, MRR: 0.0929855, NDCG: 0.0691425, F1: 0.0438464, HIT_RATE: 0.2803250, ARHR: 0.1054054, NOVELTY: 0.0052485, AVERAGE_POPULARITY: 0.0254511, DIVERSITY_MEAN_INTER_LIST: 0.9977057, DIVERSITY_HERFINDAHL: 0.9997529, COVERAGE_ITEM: 0.6055207, COVERAGE_ITEM_CORRECT: 0.0500327, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1547754, DIVERSITY_GINI: 0.2903157, SHANNON_ENTROPY: 13.1026019, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.36732744167042725, 'l1_ratio': 0.32644854188438216, 'topK': 354, 'normalize': False} - results: ROC_AUC: 0.1837756, PRECISION: 0.0395793, PRECISION_RECALL_MIN_DEN: 0.1384866, RECALL: 0.1340742, MAP: 0.0648548, MRR: 0.1370334, NDCG: 0.0973423, F1: 0.0611150, HIT_RATE: 0.3957934, ARHR: 0.1592113, NOVELTY: 0.0048425, AVERAGE_POPULARITY: 0.1058606, DIVERSITY_MEAN_INTER_LIST: 0.9854942, DIVERSITY_HERFINDAHL: 0.9985320, COVERAGE_ITEM: 0.4568316, COVERAGE_ITEM_CORRECT: 0.0473301, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2048572, DIVERSITY_GINI: 0.1480929, SHANNON_ENTROPY: 11.5564061, 
