SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.5621886315858347, 'l1_ratio': 0.7930468910001122} - results: ROC_AUC: 0.1593981, PRECISION: 0.0317777, PRECISION_RECALL_MIN_DEN: 0.1381041, RECALL: 0.1356472, MAP: 0.0606724, MRR: 0.1148892, NDCG: 0.0909845, F1: 0.0514924, HIT_RATE: 0.3177768, ARHR: 0.1278097, NOVELTY: 0.0050014, AVERAGE_POPULARITY: 0.0664977, DIVERSITY_MEAN_INTER_LIST: 0.9947310, DIVERSITY_HERFINDAHL: 0.9994520, COVERAGE_ITEM: 0.4955534, COVERAGE_ITEM_CORRECT: 0.0421944, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1503712, DIVERSITY_GINI: 0.2096371, SHANNON_ENTROPY: 12.4433779, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'alpha': 0.8174880694781214, 'l1_ratio': 0.9234824592914757} - results: ROC_AUC: 0.1167783, PRECISION: 0.0235257, PRECISION_RECALL_MIN_DEN: 0.1009778, RECALL: 0.0991728, MAP: 0.0441976, MRR: 0.0835683, NDCG: 0.0664086, F1: 0.0380299, HIT_RATE: 0.2352567, ARHR: 0.0919978, NOVELTY: 0.0051774, AVERAGE_POPULARITY: 0.0306291, DIVERSITY_MEAN_INTER_LIST: 0.9977461, DIVERSITY_HERFINDAHL: 0.9997534, COVERAGE_ITEM: 0.5598075, COVERAGE_ITEM_CORRECT: 0.0368046, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1129986, DIVERSITY_GINI: 0.2789114, SHANNON_ENTROPY: 13.0452192, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'alpha': 0.8179977894312284, 'l1_ratio': 0.4186266159524553} - results: ROC_AUC: 0.1580987, PRECISION: 0.0318838, PRECISION_RECALL_MIN_DEN: 0.1380895, RECALL: 0.1355938, MAP: 0.0600983, MRR: 0.1143430, NDCG: 0.0905473, F1: 0.0516277, HIT_RATE: 0.3188375, ARHR: 0.1272890, NOVELTY: 0.0049777, AVERAGE_POPULARITY: 0.0711890, DIVERSITY_MEAN_INTER_LIST: 0.9935466, DIVERSITY_HERFINDAHL: 0.9993336, COVERAGE_ITEM: 0.5009817, COVERAGE_ITEM_CORRECT: 0.0407315, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1497420, DIVERSITY_GINI: 0.2111101, SHANNON_ENTROPY: 12.3799185, 
SearchBayesianSkopt: Config 3 is suboptimal. Config: {'alpha': 0.06277260400116814, 'l1_ratio': 0.056002936197408495} - results: ROC_AUC: 0.1415441, PRECISION: 0.0280229, PRECISION_RECALL_MIN_DEN: 0.1160853, RECALL: 0.1136874, MAP: 0.0509779, MRR: 0.0997805, NDCG: 0.0772503, F1: 0.0449629, HIT_RATE: 0.2802291, ARHR: 0.1111689, NOVELTY: 0.0048305, AVERAGE_POPULARITY: 0.0965761, DIVERSITY_MEAN_INTER_LIST: 0.9892640, DIVERSITY_HERFINDAHL: 0.9989054, COVERAGE_ITEM: 0.3784023, COVERAGE_ITEM_CORRECT: 0.0315688, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1326287, DIVERSITY_GINI: 0.1271051, SHANNON_ENTROPY: 11.5854802, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.023700354295016497, 'l1_ratio': 0.430382484875926} - results: ROC_AUC: 0.1418329, PRECISION: 0.0281714, PRECISION_RECALL_MIN_DEN: 0.1164833, RECALL: 0.1140695, MAP: 0.0510942, MRR: 0.1002110, NDCG: 0.0774964, F1: 0.0451839, HIT_RATE: 0.2817140, ARHR: 0.1115903, NOVELTY: 0.0048340, AVERAGE_POPULARITY: 0.0958929, DIVERSITY_MEAN_INTER_LIST: 0.9894457, DIVERSITY_HERFINDAHL: 0.9989236, COVERAGE_ITEM: 0.3797113, COVERAGE_ITEM_CORRECT: 0.0318768, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1333837, DIVERSITY_GINI: 0.1279524, SHANNON_ENTROPY: 11.6003384, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.24010397134066158, 'l1_ratio': 0.07377851215293797} - results: ROC_AUC: 0.1433119, PRECISION: 0.0289351, PRECISION_RECALL_MIN_DEN: 0.1205597, RECALL: 0.1181222, MAP: 0.0524245, MRR: 0.1020870, NDCG: 0.0796105, F1: 0.0464836, HIT_RATE: 0.2893509, ARHR: 0.1137623, NOVELTY: 0.0048261, AVERAGE_POPULARITY: 0.0979130, DIVERSITY_MEAN_INTER_LIST: 0.9888160, DIVERSITY_HERFINDAHL: 0.9988606, COVERAGE_ITEM: 0.3811742, COVERAGE_ITEM_CORRECT: 0.0322618, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1362778, DIVERSITY_GINI: 0.1272620, SHANNON_ENTROPY: 11.5626356, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.20357866633757898, 'l1_ratio': 0.1940911918685599} - results: ROC_AUC: 0.1457606, PRECISION: 0.0292957, PRECISION_RECALL_MIN_DEN: 0.1219068, RECALL: 0.1193834, MAP: 0.0530460, MRR: 0.1030812, NDCG: 0.0805277, F1: 0.0470466, HIT_RATE: 0.2929571, ARHR: 0.1149719, NOVELTY: 0.0048340, AVERAGE_POPULARITY: 0.0967588, DIVERSITY_MEAN_INTER_LIST: 0.9891347, DIVERSITY_HERFINDAHL: 0.9988925, COVERAGE_ITEM: 0.3842926, COVERAGE_ITEM_CORRECT: 0.0329548, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1377878, DIVERSITY_GINI: 0.1291606, SHANNON_ENTROPY: 11.5926284, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.26530595723072276, 'l1_ratio': 0.17082865024625352} - results: ROC_AUC: 0.1466757, PRECISION: 0.0295503, PRECISION_RECALL_MIN_DEN: 0.1232190, RECALL: 0.1207204, MAP: 0.0535625, MRR: 0.1040452, NDCG: 0.0813355, F1: 0.0474786, HIT_RATE: 0.2955028, ARHR: 0.1160043, NOVELTY: 0.0048321, AVERAGE_POPULARITY: 0.0972584, DIVERSITY_MEAN_INTER_LIST: 0.9889731, DIVERSITY_HERFINDAHL: 0.9988763, COVERAGE_ITEM: 0.3846391, COVERAGE_ITEM_CORRECT: 0.0331858, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1390462, DIVERSITY_GINI: 0.1289841, SHANNON_ENTROPY: 11.5831799, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'alpha': 0.8882331563632762, 'l1_ratio': 0.504119710431708} - results: ROC_AUC: 0.1426459, PRECISION: 0.0289775, PRECISION_RECALL_MIN_DEN: 0.1240275, RECALL: 0.1217722, MAP: 0.0541533, MRR: 0.1021488, NDCG: 0.0814074, F1: 0.0468148, HIT_RATE: 0.2897751, ARHR: 0.1141573, NOVELTY: 0.0050564, AVERAGE_POPULARITY: 0.0544426, DIVERSITY_MEAN_INTER_LIST: 0.9958426, DIVERSITY_HERFINDAHL: 0.9995631, COVERAGE_ITEM: 0.5349759, COVERAGE_ITEM_CORRECT: 0.0388450, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1362778, DIVERSITY_GINI: 0.2458797, SHANNON_ENTROPY: 12.7217327, 
SearchBayesianSkopt: New best config found. Config 9: {'alpha': 0.5503104133378212, 'l1_ratio': 0.6712163910668916} - results: ROC_AUC: 0.1616170, PRECISION: 0.0326262, PRECISION_RECALL_MIN_DEN: 0.1396380, RECALL: 0.1370241, MAP: 0.0611428, MRR: 0.1156498, NDCG: 0.0919240, F1: 0.0527034, HIT_RATE: 0.3262622, ARHR: 0.1290415, NOVELTY: 0.0049621, AVERAGE_POPULARITY: 0.0744305, DIVERSITY_MEAN_INTER_LIST: 0.9935007, DIVERSITY_HERFINDAHL: 0.9993290, COVERAGE_ITEM: 0.4724158, COVERAGE_ITEM_CORRECT: 0.0416169, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1535171, DIVERSITY_GINI: 0.1902934, SHANNON_ENTROPY: 12.2505782, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.35018307607307214, 'l1_ratio': 0.6478484478832202} - results: ROC_AUC: 0.1598349, PRECISION: 0.0319686, PRECISION_RECALL_MIN_DEN: 0.1365301, RECALL: 0.1338815, MAP: 0.0594994, MRR: 0.1131609, NDCG: 0.0897779, F1: 0.0516129, HIT_RATE: 0.3196860, ARHR: 0.1262394, NOVELTY: 0.0048846, AVERAGE_POPULARITY: 0.0882747, DIVERSITY_MEAN_INTER_LIST: 0.9910078, DIVERSITY_HERFINDAHL: 0.9990798, COVERAGE_ITEM: 0.4139365, COVERAGE_ITEM_CORRECT: 0.0379596, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1512520, DIVERSITY_GINI: 0.1483915, SHANNON_ENTROPY: 11.8337312, 
