
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.22619549270350375, 'l1_ratio': 0.6914583139481779} - results: ROC_AUC: 0.1922815, PRECISION: 0.0420969, PRECISION_RECALL_MIN_DEN: 0.1478846, RECALL: 0.1431569, MAP: 0.0687488, MRR: 0.1442062, NDCG: 0.1031676, F1: 0.0650604, HIT_RATE: 0.4209694, ARHR: 0.1682470, NOVELTY: 0.0048477, AVERAGE_POPULARITY: 0.0964806, DIVERSITY_MEAN_INTER_LIST: 0.9893529, DIVERSITY_HERFINDAHL: 0.9989178, COVERAGE_ITEM: 0.4437421, COVERAGE_ITEM_CORRECT: 0.0534129, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2160312, DIVERSITY_GINI: 0.1461808, SHANNON_ENTROPY: 11.7206700, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.4468818062564419, 'l1_ratio': 0.4934516180244878} - results: ROC_AUC: 0.1967546, PRECISION: 0.0433757, PRECISION_RECALL_MIN_DEN: 0.1529873, RECALL: 0.1482017, MAP: 0.0711262, MRR: 0.1473090, NDCG: 0.1065259, F1: 0.0671084, HIT_RATE: 0.4337570, ARHR: 0.1724005, NOVELTY: 0.0048827, AVERAGE_POPULARITY: 0.0903326, DIVERSITY_MEAN_INTER_LIST: 0.9906019, DIVERSITY_HERFINDAHL: 0.9990427, COVERAGE_ITEM: 0.4676112, COVERAGE_ITEM_CORRECT: 0.0565929, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2214672, DIVERSITY_GINI: 0.1619702, SHANNON_ENTROPY: 11.8961083, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.16726008776454707, 'l1_ratio': 0.6350699069019469} - results: ROC_AUC: 0.1892676, PRECISION: 0.0412448, PRECISION_RECALL_MIN_DEN: 0.1443459, RECALL: 0.1396997, MAP: 0.0673372, MRR: 0.1417452, NDCG: 0.1010613, F1: 0.0636861, HIT_RATE: 0.4124480, ARHR: 0.1650154, NOVELTY: 0.0048316, AVERAGE_POPULARITY: 0.0990376, DIVERSITY_MEAN_INTER_LIST: 0.9887789, DIVERSITY_HERFINDAHL: 0.9988604, COVERAGE_ITEM: 0.4350029, COVERAGE_ITEM_CORRECT: 0.0514649, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2124575, DIVERSITY_GINI: 0.1403780, SHANNON_ENTROPY: 11.6482160, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.8500376486329424, 'l1_ratio': 0.6149055992089733} - results: ROC_AUC: 0.1721142, PRECISION: 0.0370560, PRECISION_RECALL_MIN_DEN: 0.1335499, RECALL: 0.1295391, MAP: 0.0601958, MRR: 0.1250046, NDCG: 0.0913218, F1: 0.0576244, HIT_RATE: 0.3705601, ARHR: 0.1444291, NOVELTY: 0.0051164, AVERAGE_POPULARITY: 0.0499100, DIVERSITY_MEAN_INTER_LIST: 0.9964000, DIVERSITY_HERFINDAHL: 0.9996224, COVERAGE_ITEM: 0.5674148, COVERAGE_ITEM_CORRECT: 0.0562541, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1955455, DIVERSITY_GINI: 0.2523960, SHANNON_ENTROPY: 12.8047536, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.6928547668153007, 'l1_ratio': 0.09169352786611097} - results: ROC_AUC: 0.1947778, PRECISION: 0.0423826, PRECISION_RECALL_MIN_DEN: 0.1499250, RECALL: 0.1453452, MAP: 0.0698851, MRR: 0.1458230, NDCG: 0.1048167, F1: 0.0656261, HIT_RATE: 0.4238259, ARHR: 0.1697533, NOVELTY: 0.0048440, AVERAGE_POPULARITY: 0.0967366, DIVERSITY_MEAN_INTER_LIST: 0.9888202, DIVERSITY_HERFINDAHL: 0.9988645, COVERAGE_ITEM: 0.4516420, COVERAGE_ITEM_CORRECT: 0.0535438, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2182207, DIVERSITY_GINI: 0.1491683, SHANNON_ENTROPY: 11.7067685, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.36187302478075695, 'l1_ratio': 0.7956915440570516} - results: ROC_AUC: 0.1968568, PRECISION: 0.0433436, PRECISION_RECALL_MIN_DEN: 0.1528970, RECALL: 0.1481070, MAP: 0.0710006, MRR: 0.1468798, NDCG: 0.1063725, F1: 0.0670607, HIT_RATE: 0.4334358, ARHR: 0.1719635, NOVELTY: 0.0048986, AVERAGE_POPULARITY: 0.0877252, DIVERSITY_MEAN_INTER_LIST: 0.9911820, DIVERSITY_HERFINDAHL: 0.9991007, COVERAGE_ITEM: 0.4743946, COVERAGE_ITEM_CORRECT: 0.0573013, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2216182, DIVERSITY_GINI: 0.1674794, SHANNON_ENTROPY: 11.9677544, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.7150188438352261, 'l1_ratio': 0.5161589583667774} - results: ROC_AUC: 0.1935606, PRECISION: 0.0423367, PRECISION_RECALL_MIN_DEN: 0.1507758, RECALL: 0.1462112, MAP: 0.0696778, MRR: 0.1429877, NDCG: 0.1044891, F1: 0.0656585, HIT_RATE: 0.4233675, ARHR: 0.1673322, NOVELTY: 0.0049919, AVERAGE_POPULARITY: 0.0712034, DIVERSITY_MEAN_INTER_LIST: 0.9938916, DIVERSITY_HERFINDAHL: 0.9993716, COVERAGE_ITEM: 0.5256747, COVERAGE_ITEM_CORRECT: 0.0591800, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2171889, DIVERSITY_GINI: 0.2088660, SHANNON_ENTROPY: 12.3859829, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.6063290524163304, 'l1_ratio': 0.8736832770138289} - results: ROC_AUC: 0.1864225, PRECISION: 0.0402977, PRECISION_RECALL_MIN_DEN: 0.1446297, RECALL: 0.1403939, MAP: 0.0664625, MRR: 0.1365816, NDCG: 0.1000445, F1: 0.0626198, HIT_RATE: 0.4029766, ARHR: 0.1586781, NOVELTY: 0.0050448, AVERAGE_POPULARITY: 0.0629261, DIVERSITY_MEAN_INTER_LIST: 0.9950870, DIVERSITY_HERFINDAHL: 0.9994911, COVERAGE_ITEM: 0.5424293, COVERAGE_ITEM_CORRECT: 0.0588335, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2098402, DIVERSITY_GINI: 0.2264006, SHANNON_ENTROPY: 12.5705801, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.24117778331127654, 'l1_ratio': 0.35437798502211776} - results: ROC_AUC: 0.1895029, PRECISION: 0.0411392, PRECISION_RECALL_MIN_DEN: 0.1440051, RECALL: 0.1393799, MAP: 0.0673450, MRR: 0.1419384, NDCG: 0.1010149, F1: 0.0635269, HIT_RATE: 0.4113917, ARHR: 0.1650678, NOVELTY: 0.0048296, AVERAGE_POPULARITY: 0.0993604, DIVERSITY_MEAN_INTER_LIST: 0.9886603, DIVERSITY_HERFINDAHL: 0.9988486, COVERAGE_ITEM: 0.4350260, COVERAGE_ITEM_CORRECT: 0.0511800, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2123317, DIVERSITY_GINI: 0.1400752, SHANNON_ENTROPY: 11.6385954, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.14315703095361024, 'l1_ratio': 0.18287474239258475} - results: ROC_AUC: 0.1850273, PRECISION: 0.0398240, PRECISION_RECALL_MIN_DEN: 0.1391075, RECALL: 0.1346102, MAP: 0.0650966, MRR: 0.1381916, NDCG: 0.0977744, F1: 0.0614629, HIT_RATE: 0.3982401, ARHR: 0.1602253, NOVELTY: 0.0048144, AVERAGE_POPULARITY: 0.1019005, DIVERSITY_MEAN_INTER_LIST: 0.9880618, DIVERSITY_HERFINDAHL: 0.9987887, COVERAGE_ITEM: 0.4264639, COVERAGE_ITEM_CORRECT: 0.0484312, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2071725, DIVERSITY_GINI: 0.1346000, SHANNON_ENTROPY: 11.5669167, 
