SearchBayesianSkopt: New best config found. Config 0: {'alpha': 0.35050004553852926, 'l1_ratio': 0.9850049709735975} - results: ROC_AUC: 0.1510365, PRECISION: 0.0301655, PRECISION_RECALL_MIN_DEN: 0.1279700, RECALL: 0.1254520, MAP: 0.0562762, MRR: 0.1069269, NDCG: 0.0846026, F1: 0.0486362, HIT_RATE: 0.3016546, ARHR: 0.1192410, NOVELTY: 0.0049407, AVERAGE_POPULARITY: 0.0846430, DIVERSITY_MEAN_INTER_LIST: 0.9900844, DIVERSITY_HERFINDAHL: 0.9989874, COVERAGE_ITEM: 0.5024447, COVERAGE_ITEM_CORRECT: 0.0356882, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1419404, DIVERSITY_GINI: 0.2077089, SHANNON_ENTROPY: 12.2079005, 
SearchBayesianSkopt: Config 1 is suboptimal. Config: {'alpha': 0.474838884035388, 'l1_ratio': 0.22512085926636077} - results: ROC_AUC: 0.1441884, PRECISION: 0.0286805, PRECISION_RECALL_MIN_DEN: 0.1245746, RECALL: 0.1223667, MAP: 0.0534346, MRR: 0.1018592, NDCG: 0.0811163, F1: 0.0464695, HIT_RATE: 0.2868053, ARHR: 0.1127004, NOVELTY: 0.0048160, AVERAGE_POPULARITY: 0.1131916, DIVERSITY_MEAN_INTER_LIST: 0.9814519, DIVERSITY_HERFINDAHL: 0.9981244, COVERAGE_ITEM: 0.4183253, COVERAGE_ITEM_CORRECT: 0.0296439, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1372845, DIVERSITY_GINI: 0.1427425, SHANNON_ENTROPY: 11.4120181, 
SearchBayesianSkopt: Config 2 is suboptimal. Config: {'alpha': 0.29682390880489234, 'l1_ratio': 0.23680210311339805} - results: ROC_AUC: 0.1371814, PRECISION: 0.0269198, PRECISION_RECALL_MIN_DEN: 0.1152656, RECALL: 0.1130962, MAP: 0.0497422, MRR: 0.0973365, NDCG: 0.0756954, F1: 0.0434883, HIT_RATE: 0.2691981, ARHR: 0.1073775, NOVELTY: 0.0048339, AVERAGE_POPULARITY: 0.1135685, DIVERSITY_MEAN_INTER_LIST: 0.9814636, DIVERSITY_HERFINDAHL: 0.9981255, COVERAGE_ITEM: 0.4075457, COVERAGE_ITEM_CORRECT: 0.0271415, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1294828, DIVERSITY_GINI: 0.1402967, SHANNON_ENTROPY: 11.4143978, 
SearchBayesianSkopt: New best config found. Config 3: {'alpha': 0.4558565515157784, 'l1_ratio': 0.5161127870005253} - results: ROC_AUC: 0.1530095, PRECISION: 0.0304625, PRECISION_RECALL_MIN_DEN: 0.1324350, RECALL: 0.1300785, MAP: 0.0585417, MRR: 0.1104423, NDCG: 0.0875938, F1: 0.0493645, HIT_RATE: 0.3046245, ARHR: 0.1225179, NOVELTY: 0.0048656, AVERAGE_POPULARITY: 0.0998589, DIVERSITY_MEAN_INTER_LIST: 0.9857419, DIVERSITY_HERFINDAHL: 0.9985533, COVERAGE_ITEM: 0.4671800, COVERAGE_ITEM_CORRECT: 0.0339942, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1443312, DIVERSITY_GINI: 0.1765847, SHANNON_ENTROPY: 11.8130077, 
SearchBayesianSkopt: Config 4 is suboptimal. Config: {'alpha': 0.49938718257494175, 'l1_ratio': 0.7833306047150487} - results: ROC_AUC: 0.1507085, PRECISION: 0.0299745, PRECISION_RECALL_MIN_DEN: 0.1285325, RECALL: 0.1260871, MAP: 0.0568503, MRR: 0.1080402, NDCG: 0.0851681, F1: 0.0484348, HIT_RATE: 0.2997454, ARHR: 0.1202625, NOVELTY: 0.0049542, AVERAGE_POPULARITY: 0.0782362, DIVERSITY_MEAN_INTER_LIST: 0.9913242, DIVERSITY_HERFINDAHL: 0.9991114, COVERAGE_ITEM: 0.5168431, COVERAGE_ITEM_CORRECT: 0.0365351, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1415629, DIVERSITY_GINI: 0.2204248, SHANNON_ENTROPY: 12.3341097, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'alpha': 0.15328420389367228, 'l1_ratio': 0.017231193525925618} - results: ROC_AUC: 0.1275498, PRECISION: 0.0246288, PRECISION_RECALL_MIN_DEN: 0.1042554, RECALL: 0.1022613, MAP: 0.0459636, MRR: 0.0911743, NDCG: 0.0695408, F1: 0.0396969, HIT_RATE: 0.2462877, ARHR: 0.1002482, NOVELTY: 0.0048457, AVERAGE_POPULARITY: 0.1142547, DIVERSITY_MEAN_INTER_LIST: 0.9812717, DIVERSITY_HERFINDAHL: 0.9981064, COVERAGE_ITEM: 0.4030799, COVERAGE_ITEM_CORRECT: 0.0240231, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1186611, DIVERSITY_GINI: 0.1390457, SHANNON_ENTROPY: 11.4101475, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'alpha': 0.38263314872833454, 'l1_ratio': 0.24601983852627024} - results: ROC_AUC: 0.1405434, PRECISION: 0.0280866, PRECISION_RECALL_MIN_DEN: 0.1215806, RECALL: 0.1193905, MAP: 0.0518122, MRR: 0.1003874, NDCG: 0.0790229, F1: 0.0454751, HIT_RATE: 0.2808655, ARHR: 0.1109536, NOVELTY: 0.0048279, AVERAGE_POPULARITY: 0.1132422, DIVERSITY_MEAN_INTER_LIST: 0.9815184, DIVERSITY_HERFINDAHL: 0.9981310, COVERAGE_ITEM: 0.4134360, COVERAGE_ITEM_CORRECT: 0.0288739, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1348937, DIVERSITY_GINI: 0.1420531, SHANNON_ENTROPY: 11.4200248, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'alpha': 0.3173873333727412, 'l1_ratio': 0.8783758709842935} - results: ROC_AUC: 0.1505686, PRECISION: 0.0299745, PRECISION_RECALL_MIN_DEN: 0.1288316, RECALL: 0.1264188, MAP: 0.0571242, MRR: 0.1082632, NDCG: 0.0854802, F1: 0.0484592, HIT_RATE: 0.2997454, ARHR: 0.1201368, NOVELTY: 0.0049058, AVERAGE_POPULARITY: 0.0932145, DIVERSITY_MEAN_INTER_LIST: 0.9878815, DIVERSITY_HERFINDAHL: 0.9987672, COVERAGE_ITEM: 0.4782291, COVERAGE_ITEM_CORRECT: 0.0346102, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1418145, DIVERSITY_GINI: 0.1884288, SHANNON_ENTROPY: 11.9933234, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'alpha': 0.1725874112682674, 'l1_ratio': 0.5401761669836431} - results: ROC_AUC: 0.1359024, PRECISION: 0.0267925, PRECISION_RECALL_MIN_DEN: 0.1144350, RECALL: 0.1122919, MAP: 0.0489938, MRR: 0.0961649, NDCG: 0.0748688, F1: 0.0432627, HIT_RATE: 0.2679253, ARHR: 0.1061697, NOVELTY: 0.0048590, AVERAGE_POPULARITY: 0.1099863, DIVERSITY_MEAN_INTER_LIST: 0.9828636, DIVERSITY_HERFINDAHL: 0.9982655, COVERAGE_ITEM: 0.4138595, COVERAGE_ITEM_CORRECT: 0.0275265, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1289795, DIVERSITY_GINI: 0.1463012, SHANNON_ENTROPY: 11.5235773, 
SearchBayesianSkopt: New best config found. Config 9: {'alpha': 0.6613409745335267, 'l1_ratio': 0.2339942581872057} - results: ROC_AUC: 0.1540208, PRECISION: 0.0303352, PRECISION_RECALL_MIN_DEN: 0.1345802, RECALL: 0.1322971, MAP: 0.0595736, MRR: 0.1092180, NDCG: 0.0885703, F1: 0.0493537, HIT_RATE: 0.3033517, ARHR: 0.1209908, NOVELTY: 0.0048045, AVERAGE_POPULARITY: 0.1094691, DIVERSITY_MEAN_INTER_LIST: 0.9824142, DIVERSITY_HERFINDAHL: 0.9982206, COVERAGE_ITEM: 0.4407700, COVERAGE_ITEM_CORRECT: 0.0329548, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1450862, DIVERSITY_GINI: 0.1534264, SHANNON_ENTROPY: 11.5047680, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'alpha': 0.3472725994695733, 'l1_ratio': 0.22396372086462363} - results: ROC_AUC: 0.1380709, PRECISION: 0.0273653, PRECISION_RECALL_MIN_DEN: 0.1175905, RECALL: 0.1154163, MAP: 0.0506618, MRR: 0.0986942, NDCG: 0.0770473, F1: 0.0442410, HIT_RATE: 0.2736529, ARHR: 0.1088744, NOVELTY: 0.0048300, AVERAGE_POPULARITY: 0.1137882, DIVERSITY_MEAN_INTER_LIST: 0.9813555, DIVERSITY_HERFINDAHL: 0.9981147, COVERAGE_ITEM: 0.4093551, COVERAGE_ITEM_CORRECT: 0.0277960, COVERAGE_USER: 0.5931798, COVERAGE_USER_CORRECT: 0.1313703, DIVERSITY_GINI: 0.1402518, SHANNON_ENTROPY: 11.4038618, 
