
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8566620996526524, 'l1_ratio': 0.6309977945463353} - results: ROC_AUC: 0.1638728, PRECISION: 0.0344968, PRECISION_RECALL_MIN_DEN: 0.1268023, RECALL: 0.1232890, MAP: 0.0578237, MRR: 0.1190410, NDCG: 0.0872610, F1: 0.0539084, HIT_RATE: 0.3449681, ARHR: 0.1362399, NOVELTY: 0.0051137, AVERAGE_POPULARITY: 0.0517526, DIVERSITY_MEAN_INTER_LIST: 0.9959505, DIVERSITY_HERFINDAHL: 0.9995775, COVERAGE_ITEM: 0.5608008, COVERAGE_ITEM_CORRECT: 0.0523426, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1855795, DIVERSITY_GINI: 0.2482388, SHANNON_ENTROPY: 12.7586874, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.7852844496071951, 'l1_ratio': 0.16196420095835842} - results: ROC_AUC: 0.1901736, PRECISION: 0.0412331, PRECISION_RECALL_MIN_DEN: 0.1451044, RECALL: 0.1406349, MAP: 0.0683402, MRR: 0.1419920, NDCG: 0.1020607, F1: 0.0637657, HIT_RATE: 0.4123314, ARHR: 0.1653879, NOVELTY: 0.0048230, AVERAGE_POPULARITY: 0.1077510, DIVERSITY_MEAN_INTER_LIST: 0.9855116, DIVERSITY_HERFINDAHL: 0.9985337, COVERAGE_ITEM: 0.4477536, COVERAGE_ITEM_CORRECT: 0.0498325, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2123065, DIVERSITY_GINI: 0.1438608, SHANNON_ENTROPY: 11.5290118, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.6410532025247421, 'l1_ratio': 0.5196840938775256} - results: ROC_AUC: 0.1901667, PRECISION: 0.0413613, PRECISION_RECALL_MIN_DEN: 0.1477529, RECALL: 0.1433723, MAP: 0.0685958, MRR: 0.1409045, NDCG: 0.1027250, F1: 0.0641988, HIT_RATE: 0.4136127, ARHR: 0.1643432, NOVELTY: 0.0049395, AVERAGE_POPULARITY: 0.0874431, DIVERSITY_MEAN_INTER_LIST: 0.9902229, DIVERSITY_HERFINDAHL: 0.9990048, COVERAGE_ITEM: 0.5139557, COVERAGE_ITEM_CORRECT: 0.0543446, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2139172, DIVERSITY_GINI: 0.1944388, SHANNON_ENTROPY: 12.1150205, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.5446365559951629, 'l1_ratio': 0.3908039953507444} - results: ROC_AUC: 0.1871517, PRECISION: 0.0409256, PRECISION_RECALL_MIN_DEN: 0.1445797, RECALL: 0.1401525, MAP: 0.0674649, MRR: 0.1392651, NDCG: 0.1010084, F1: 0.0633490, HIT_RATE: 0.4092561, ARHR: 0.1623468, NOVELTY: 0.0048646, AVERAGE_POPULARITY: 0.1042459, DIVERSITY_MEAN_INTER_LIST: 0.9860915, DIVERSITY_HERFINDAHL: 0.9985917, COVERAGE_ITEM: 0.4738710, COVERAGE_ITEM_CORRECT: 0.0502175, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2104945, DIVERSITY_GINI: 0.1629570, SHANNON_ENTROPY: 11.7214825, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.026436589342588752, 'l1_ratio': 0.7865477592941787} - results: ROC_AUC: 0.1607791, PRECISION: 0.0336493, PRECISION_RECALL_MIN_DEN: 0.1182685, RECALL: 0.1146269, MAP: 0.0551176, MRR: 0.1185721, NDCG: 0.0833052, F1: 0.0520210, HIT_RATE: 0.3364934, ARHR: 0.1358953, NOVELTY: 0.0048245, AVERAGE_POPULARITY: 0.1183304, DIVERSITY_MEAN_INTER_LIST: 0.9813775, DIVERSITY_HERFINDAHL: 0.9981204, COVERAGE_ITEM: 0.4345255, COVERAGE_ITEM_CORRECT: 0.0360269, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1800176, DIVERSITY_GINI: 0.1417038, SHANNON_ENTROPY: 11.4257510, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.06473417808717398, 'l1_ratio': 0.8470165398601927} - results: ROC_AUC: 0.1635092, PRECISION: 0.0344698, PRECISION_RECALL_MIN_DEN: 0.1210792, RECALL: 0.1173295, MAP: 0.0563065, MRR: 0.1205447, NDCG: 0.0851017, F1: 0.0532794, HIT_RATE: 0.3446981, ARHR: 0.1384988, NOVELTY: 0.0048285, AVERAGE_POPULARITY: 0.1172859, DIVERSITY_MEAN_INTER_LIST: 0.9817534, DIVERSITY_HERFINDAHL: 0.9981580, COVERAGE_ITEM: 0.4367430, COVERAGE_ITEM_CORRECT: 0.0374052, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1833900, DIVERSITY_GINI: 0.1430194, SHANNON_ENTROPY: 11.4475629, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.5576386563852312, 'l1_ratio': 0.283026729493491} - results: ROC_AUC: 0.1841715, PRECISION: 0.0401057, PRECISION_RECALL_MIN_DEN: 0.1408996, RECALL: 0.1365158, MAP: 0.0660128, MRR: 0.1373462, NDCG: 0.0988574, F1: 0.0619944, HIT_RATE: 0.4010574, ARHR: 0.1598311, NOVELTY: 0.0048383, AVERAGE_POPULARITY: 0.1095050, DIVERSITY_MEAN_INTER_LIST: 0.9846675, DIVERSITY_HERFINDAHL: 0.9984494, COVERAGE_ITEM: 0.4561540, COVERAGE_ITEM_CORRECT: 0.0477536, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2067447, DIVERSITY_GINI: 0.1509171, SHANNON_ENTROPY: 11.5748636, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.23271561197947227, 'l1_ratio': 0.9850837365555476} - results: ROC_AUC: 0.1781670, PRECISION: 0.0390849, PRECISION_RECALL_MIN_DEN: 0.1376751, RECALL: 0.1334083, MAP: 0.0636413, MRR: 0.1322623, NDCG: 0.0957419, F1: 0.0604546, HIT_RATE: 0.3908486, ARHR: 0.1538653, NOVELTY: 0.0048714, AVERAGE_POPULARITY: 0.1068855, DIVERSITY_MEAN_INTER_LIST: 0.9850620, DIVERSITY_HERFINDAHL: 0.9984888, COVERAGE_ITEM: 0.4720385, COVERAGE_ITEM_CORRECT: 0.0468912, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2023908, DIVERSITY_GINI: 0.1638684, SHANNON_ENTROPY: 11.7129038, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.3723124939957471, 'l1_ratio': 0.3539591941712568} - results: ROC_AUC: 0.1767780, PRECISION: 0.0380391, PRECISION_RECALL_MIN_DEN: 0.1338098, RECALL: 0.1296903, MAP: 0.0624258, MRR: 0.1308592, NDCG: 0.0938098, F1: 0.0588204, HIT_RATE: 0.3803913, ARHR: 0.1516242, NOVELTY: 0.0048331, AVERAGE_POPULARITY: 0.1132892, DIVERSITY_MEAN_INTER_LIST: 0.9832975, DIVERSITY_HERFINDAHL: 0.9983124, COVERAGE_ITEM: 0.4475996, COVERAGE_ITEM_CORRECT: 0.0437113, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1984397, DIVERSITY_GINI: 0.1472442, SHANNON_ENTROPY: 11.5122007, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.8817039122808628, 'l1_ratio': 0.6350506875895819} - results: ROC_AUC: 0.1598283, PRECISION: 0.0335642, PRECISION_RECALL_MIN_DEN: 0.1238308, RECALL: 0.1204263, MAP: 0.0561892, MRR: 0.1157142, NDCG: 0.0849659, F1: 0.0524956, HIT_RATE: 0.3356421, ARHR: 0.1320379, NOVELTY: 0.0051295, AVERAGE_POPULARITY: 0.0484259, DIVERSITY_MEAN_INTER_LIST: 0.9962945, DIVERSITY_HERFINDAHL: 0.9996119, COVERAGE_ITEM: 0.5645736, COVERAGE_ITEM_CORRECT: 0.0517267, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1816786, DIVERSITY_GINI: 0.2528409, SHANNON_ENTROPY: 12.8074585, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'alpha': 0.4096990459206684, 'l1_ratio': 0.13690879570815143} - results: ROC_AUC: 0.1706649, PRECISION: 0.0359714, PRECISION_RECALL_MIN_DEN: 0.1263472, RECALL: 0.1224807, MAP: 0.0592494, MRR: 0.1260387, NDCG: 0.0891879, F1: 0.0556060, HIT_RATE: 0.3597141, ARHR: 0.1451129, NOVELTY: 0.0048063, AVERAGE_POPULARITY: 0.1178694, DIVERSITY_MEAN_INTER_LIST: 0.9818953, DIVERSITY_HERFINDAHL: 0.9981722, COVERAGE_ITEM: 0.4300135, COVERAGE_ITEM_CORRECT: 0.0394687, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1905625, DIVERSITY_GINI: 0.1365628, SHANNON_ENTROPY: 11.3752073, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.5169819231504242, 'l1_ratio': 0.9328848139391488} - results: ROC_AUC: 0.1829314, PRECISION: 0.0393603, PRECISION_RECALL_MIN_DEN: 0.1408817, RECALL: 0.1366815, MAP: 0.0651483, MRR: 0.1345423, NDCG: 0.0977841, F1: 0.0611183, HIT_RATE: 0.3936026, ARHR: 0.1562101, NOVELTY: 0.0050077, AVERAGE_POPULARITY: 0.0759517, DIVERSITY_MEAN_INTER_LIST: 0.9923463, DIVERSITY_HERFINDAHL: 0.9992171, COVERAGE_ITEM: 0.5407661, COVERAGE_ITEM_CORRECT: 0.0540828, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2058387, DIVERSITY_GINI: 0.2201824, SHANNON_ENTROPY: 12.3927936, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.08194448324373195, 'l1_ratio': 0.8390247824779392} - results: ROC_AUC: 0.1652269, PRECISION: 0.0347416, PRECISION_RECALL_MIN_DEN: 0.1222735, RECALL: 0.1185187, MAP: 0.0569814, MRR: 0.1215800, NDCG: 0.0860049, F1: 0.0537271, HIT_RATE: 0.3474162, ARHR: 0.1397186, NOVELTY: 0.0048308, AVERAGE_POPULARITY: 0.1167733, DIVERSITY_MEAN_INTER_LIST: 0.9819355, DIVERSITY_HERFINDAHL: 0.9981762, COVERAGE_ITEM: 0.4382291, COVERAGE_ITEM_CORRECT: 0.0378672, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1850258, DIVERSITY_GINI: 0.1438833, SHANNON_ENTROPY: 11.4594153, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.656993753158226, 'l1_ratio': 0.7493596571190089} - results: ROC_AUC: 0.1800230, PRECISION: 0.0382642, PRECISION_RECALL_MIN_DEN: 0.1376157, RECALL: 0.1335907, MAP: 0.0639191, MRR: 0.1318323, NDCG: 0.0958225, F1: 0.0594876, HIT_RATE: 0.3826419, ARHR: 0.1525668, NOVELTY: 0.0050382, AVERAGE_POPULARITY: 0.0682794, DIVERSITY_MEAN_INTER_LIST: 0.9936989, DIVERSITY_HERFINDAHL: 0.9993523, COVERAGE_ITEM: 0.5471800, COVERAGE_ITEM_CORRECT: 0.0540674, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2013087, DIVERSITY_GINI: 0.2284399, SHANNON_ENTROPY: 12.5103005, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.012662529065766374, 'l1_ratio': 0.213406366222675} - results: ROC_AUC: 0.1593359, PRECISION: 0.0333066, PRECISION_RECALL_MIN_DEN: 0.1169941, RECALL: 0.1133827, MAP: 0.0546487, MRR: 0.1177612, NDCG: 0.0825486, F1: 0.0514841, HIT_RATE: 0.3330664, ARHR: 0.1348328, NOVELTY: 0.0048221, AVERAGE_POPULARITY: 0.1188180, DIVERSITY_MEAN_INTER_LIST: 0.9812072, DIVERSITY_HERFINDAHL: 0.9981034, COVERAGE_ITEM: 0.4335553, COVERAGE_ITEM_CORRECT: 0.0353879, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1783314, DIVERSITY_GINI: 0.1410339, SHANNON_ENTROPY: 11.4146560, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'alpha': 0.09018241504396442, 'l1_ratio': 0.23425892680231547} - results: ROC_AUC: 0.1618227, PRECISION: 0.0338580, PRECISION_RECALL_MIN_DEN: 0.1190918, RECALL: 0.1154322, MAP: 0.0556284, MRR: 0.1195397, NDCG: 0.0839729, F1: 0.0523530, HIT_RATE: 0.3385799, ARHR: 0.1370194, NOVELTY: 0.0048207, AVERAGE_POPULARITY: 0.1185363, DIVERSITY_MEAN_INTER_LIST: 0.9813657, DIVERSITY_HERFINDAHL: 0.9981192, COVERAGE_ITEM: 0.4327623, COVERAGE_ITEM_CORRECT: 0.0362348, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1809236, DIVERSITY_GINI: 0.1405366, SHANNON_ENTROPY: 11.4122832, 
