
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.14083972616859766, 'b': 0.9609833488534627, 'c': 0.9238124422437706, 'normalize': True} - results: ROC_AUC: 0.2027756, PRECISION: 0.0441367, PRECISION_RECALL_MIN_DEN: 0.1601457, RECALL: 0.1556495, MAP: 0.0743846, MRR: 0.1513398, NDCG: 0.1111140, F1: 0.0687717, HIT_RATE: 0.4413666, ARHR: 0.1765709, NOVELTY: 0.0049004, AVERAGE_POPULARITY: 0.0868831, DIVERSITY_MEAN_INTER_LIST: 0.9902022, DIVERSITY_HERFINDAHL: 0.9990027, COVERAGE_ITEM: 0.4945063, COVERAGE_ITEM_CORRECT: 0.0588335, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2266767, DIVERSITY_GINI: 0.1794580, SHANNON_ENTROPY: 11.9899930, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.14097286222071495, 'b': 0.9330383897807659, 'c': 0.13272500043890947, 'normalize': False} - results: ROC_AUC: 0.1990710, PRECISION: 0.0431232, PRECISION_RECALL_MIN_DEN: 0.1564698, RECALL: 0.1520067, MAP: 0.0723141, MRR: 0.1477556, NDCG: 0.1083130, F1: 0.0671858, HIT_RATE: 0.4312319, ARHR: 0.1719811, NOVELTY: 0.0049577, AVERAGE_POPULARITY: 0.0754318, DIVERSITY_MEAN_INTER_LIST: 0.9921600, DIVERSITY_HERFINDAHL: 0.9991985, COVERAGE_ITEM: 0.5251357, COVERAGE_ITEM_CORRECT: 0.0591338, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2229521, DIVERSITY_GINI: 0.2071220, SHANNON_ENTROPY: 12.2818826, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.5847652611925273, 'b': 0.316367681256105, 'c': 0.36885321545305577, 'normalize': True} - results: ROC_AUC: 0.1752999, PRECISION: 0.0374222, PRECISION_RECALL_MIN_DEN: 0.1385470, RECALL: 0.1348780, MAP: 0.0623232, MRR: 0.1274453, NDCG: 0.0944973, F1: 0.0585877, HIT_RATE: 0.3742224, ARHR: 0.1466865, NOVELTY: 0.0050849, AVERAGE_POPULARITY: 0.0523091, DIVERSITY_MEAN_INTER_LIST: 0.9958658, DIVERSITY_HERFINDAHL: 0.9995690, COVERAGE_ITEM: 0.5667911, COVERAGE_ITEM_CORRECT: 0.0563773, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1991443, DIVERSITY_GINI: 0.2486117, SHANNON_ENTROPY: 12.7420162, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.1052557828998412, 'b': 0.12383281604044907, 'c': 0.647528152621945, 'normalize': False} - results: ROC_AUC: 0.1978247, PRECISION: 0.0434064, PRECISION_RECALL_MIN_DEN: 0.1547327, RECALL: 0.1501733, MAP: 0.0719486, MRR: 0.1482995, NDCG: 0.1077432, F1: 0.0673460, HIT_RATE: 0.4340641, ARHR: 0.1732436, NOVELTY: 0.0048496, AVERAGE_POPULARITY: 0.0969440, DIVERSITY_MEAN_INTER_LIST: 0.9882857, DIVERSITY_HERFINDAHL: 0.9988111, COVERAGE_ITEM: 0.4545371, COVERAGE_ITEM_CORRECT: 0.0560308, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2225746, DIVERSITY_GINI: 0.1496438, SHANNON_ENTROPY: 11.6743370, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.6070723295073944, 'b': 0.29585063918099325, 'c': 0.5450847009218668, 'normalize': True} - results: ROC_AUC: 0.1810973, PRECISION: 0.0384288, PRECISION_RECALL_MIN_DEN: 0.1423610, RECALL: 0.1386014, MAP: 0.0645295, MRR: 0.1318980, NDCG: 0.0975481, F1: 0.0601723, HIT_RATE: 0.3842875, ARHR: 0.1520094, NOVELTY: 0.0050562, AVERAGE_POPULARITY: 0.0573845, DIVERSITY_MEAN_INTER_LIST: 0.9952978, DIVERSITY_HERFINDAHL: 0.9995122, COVERAGE_ITEM: 0.5566429, COVERAGE_ITEM_CORRECT: 0.0569317, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2035233, DIVERSITY_GINI: 0.2382051, SHANNON_ENTROPY: 12.6447474, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.8824050892325465, 'b': 0.14388505667995957, 'c': 0.6427348469702412, 'normalize': False} - results: ROC_AUC: 0.1793867, PRECISION: 0.0376557, PRECISION_RECALL_MIN_DEN: 0.1408442, RECALL: 0.1372699, MAP: 0.0639813, MRR: 0.1301796, NDCG: 0.0965990, F1: 0.0590988, HIT_RATE: 0.3765568, ARHR: 0.1492101, NOVELTY: 0.0050633, AVERAGE_POPULARITY: 0.0559973, DIVERSITY_MEAN_INTER_LIST: 0.9954250, DIVERSITY_HERFINDAHL: 0.9995249, COVERAGE_ITEM: 0.5553725, COVERAGE_ITEM_CORRECT: 0.0559076, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2016107, DIVERSITY_GINI: 0.2373244, SHANNON_ENTROPY: 12.6484888, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.904047627980698, 'b': 0.26688923125565706, 'c': 0.017995749497776718, 'normalize': False} - results: ROC_AUC: 0.1443721, PRECISION: 0.0307825, PRECISION_RECALL_MIN_DEN: 0.1138188, RECALL: 0.1106508, MAP: 0.0490855, MRR: 0.1021212, NDCG: 0.0758382, F1: 0.0481635, HIT_RATE: 0.3078254, ARHR: 0.1162961, NOVELTY: 0.0052095, AVERAGE_POPULARITY: 0.0309684, DIVERSITY_MEAN_INTER_LIST: 0.9975136, DIVERSITY_HERFINDAHL: 0.9997337, COVERAGE_ITEM: 0.5955419, COVERAGE_ITEM_CORRECT: 0.0518884, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1687429, DIVERSITY_GINI: 0.2813892, SHANNON_ENTROPY: 13.0419507, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.7905111727018014, 'b': 0.9735750847281758, 'c': 0.8947076651132444, 'normalize': True} - results: ROC_AUC: 0.1913213, PRECISION: 0.0413477, PRECISION_RECALL_MIN_DEN: 0.1511110, RECALL: 0.1469202, MAP: 0.0691527, MRR: 0.1415772, NDCG: 0.1040846, F1: 0.0645325, HIT_RATE: 0.4134772, ARHR: 0.1640751, NOVELTY: 0.0050053, AVERAGE_POPULARITY: 0.0662338, DIVERSITY_MEAN_INTER_LIST: 0.9940278, DIVERSITY_HERFINDAHL: 0.9993852, COVERAGE_ITEM: 0.5409971, COVERAGE_ITEM_CORRECT: 0.0589798, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2156034, DIVERSITY_GINI: 0.2223856, SHANNON_ENTROPY: 12.4749140, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.41013583123707464, 'b': 0.6990765160152504, 'c': 0.09879864336972113, 'normalize': True} - results: ROC_AUC: 0.1832508, PRECISION: 0.0397442, PRECISION_RECALL_MIN_DEN: 0.1442729, RECALL: 0.1401299, MAP: 0.0652390, MRR: 0.1344509, NDCG: 0.0987720, F1: 0.0619242, HIT_RATE: 0.3974420, ARHR: 0.1558657, NOVELTY: 0.0050570, AVERAGE_POPULARITY: 0.0570620, DIVERSITY_MEAN_INTER_LIST: 0.9952166, DIVERSITY_HERFINDAHL: 0.9995041, COVERAGE_ITEM: 0.5606391, COVERAGE_ITEM_CORRECT: 0.0578941, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2077514, DIVERSITY_GINI: 0.2429476, SHANNON_ENTROPY: 12.6702609, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.7308754009325784, 'b': 0.6530925402031511, 'c': 0.9971827869097547, 'normalize': False} - results: ROC_AUC: 0.1980431, PRECISION: 0.0427690, PRECISION_RECALL_MIN_DEN: 0.1562054, RECALL: 0.1518696, MAP: 0.0725544, MRR: 0.1473420, NDCG: 0.1084329, F1: 0.0667415, HIT_RATE: 0.4276900, ARHR: 0.1711642, NOVELTY: 0.0049667, AVERAGE_POPULARITY: 0.0738850, DIVERSITY_MEAN_INTER_LIST: 0.9927919, DIVERSITY_HERFINDAHL: 0.9992617, COVERAGE_ITEM: 0.5224562, COVERAGE_ITEM_CORRECT: 0.0593802, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2210394, DIVERSITY_GINI: 0.2048067, SHANNON_ENTROPY: 12.2943695, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.07855346469847126, 'b': 0.8753277712640815, 'c': 0.8406772200028539, 'normalize': True} - results: ROC_AUC: 0.2025082, PRECISION: 0.0441574, PRECISION_RECALL_MIN_DEN: 0.1596587, RECALL: 0.1551154, MAP: 0.0742629, MRR: 0.1512678, NDCG: 0.1109136, F1: 0.0687445, HIT_RATE: 0.4415745, ARHR: 0.1765245, NOVELTY: 0.0048896, AVERAGE_POPULARITY: 0.0890101, DIVERSITY_MEAN_INTER_LIST: 0.9897239, DIVERSITY_HERFINDAHL: 0.9989549, COVERAGE_ITEM: 0.4885929, COVERAGE_ITEM_CORRECT: 0.0585563, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2267019, DIVERSITY_GINI: 0.1747091, SHANNON_ENTROPY: 11.9336913, 
