
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1937626, PRECISION: 0.0426071, PRECISION_RECALL_MIN_DEN: 0.1529795, RECALL: 0.1484883, MAP: 0.0697338, MRR: 0.1429331, NDCG: 0.1051049, F1: 0.0662125, HIT_RATE: 0.4260708, ARHR: 0.1670531, NOVELTY: 0.0049853, AVERAGE_POPULARITY: 0.0712341, DIVERSITY_MEAN_INTER_LIST: 0.9932690, DIVERSITY_HERFINDAHL: 0.9993093, COVERAGE_ITEM: 0.5279307, COVERAGE_ITEM_CORRECT: 0.0590183, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2191015, DIVERSITY_GINI: 0.2096866, SHANNON_ENTROPY: 12.3526827, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1986307, PRECISION: 0.0437465, PRECISION_RECALL_MIN_DEN: 0.1548804, RECALL: 0.1501479, MAP: 0.0718550, MRR: 0.1485352, NDCG: 0.1077083, F1: 0.0677516, HIT_RATE: 0.4374647, ARHR: 0.1737807, NOVELTY: 0.0048900, AVERAGE_POPULARITY: 0.0887408, DIVERSITY_MEAN_INTER_LIST: 0.9907461, DIVERSITY_HERFINDAHL: 0.9990571, COVERAGE_ITEM: 0.4757421, COVERAGE_ITEM_CORRECT: 0.0573321, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2235057, DIVERSITY_GINI: 0.1671405, SHANNON_ENTROPY: 11.9361245, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1989109, PRECISION: 0.0434073, PRECISION_RECALL_MIN_DEN: 0.1547577, RECALL: 0.1502109, MAP: 0.0719227, MRR: 0.1482440, NDCG: 0.1078121, F1: 0.0673506, HIT_RATE: 0.4340729, ARHR: 0.1729103, NOVELTY: 0.0048621, AVERAGE_POPULARITY: 0.0929988, DIVERSITY_MEAN_INTER_LIST: 0.9892783, DIVERSITY_HERFINDAHL: 0.9989104, COVERAGE_ITEM: 0.4688662, COVERAGE_ITEM_CORRECT: 0.0559230, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2232792, DIVERSITY_GINI: 0.1601711, SHANNON_ENTROPY: 11.8089927, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1705894, PRECISION: 0.0371166, PRECISION_RECALL_MIN_DEN: 0.1327008, RECALL: 0.1285271, MAP: 0.0595660, MRR: 0.1239773, NDCG: 0.0904536, F1: 0.0575971, HIT_RATE: 0.3711660, ARHR: 0.1435717, NOVELTY: 0.0051226, AVERAGE_POPULARITY: 0.0476658, DIVERSITY_MEAN_INTER_LIST: 0.9964536, DIVERSITY_HERFINDAHL: 0.9996278, COVERAGE_ITEM: 0.5684158, COVERAGE_ITEM_CORRECT: 0.0558691, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1952938, DIVERSITY_GINI: 0.2541771, SHANNON_ENTROPY: 12.8181751, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1988139, PRECISION: 0.0437519, PRECISION_RECALL_MIN_DEN: 0.1566149, RECALL: 0.1520182, MAP: 0.0723191, MRR: 0.1477049, NDCG: 0.1084227, F1: 0.0679457, HIT_RATE: 0.4375190, ARHR: 0.1728116, NOVELTY: 0.0049449, AVERAGE_POPULARITY: 0.0785713, DIVERSITY_MEAN_INTER_LIST: 0.9922275, DIVERSITY_HERFINDAHL: 0.9992052, COVERAGE_ITEM: 0.5086814, COVERAGE_ITEM_CORRECT: 0.0592493, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2242104, DIVERSITY_GINI: 0.1926474, SHANNON_ENTROPY: 12.1862132, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1928569, PRECISION: 0.0422344, PRECISION_RECALL_MIN_DEN: 0.1507145, RECALL: 0.1462220, MAP: 0.0695798, MRR: 0.1428462, NDCG: 0.1044327, F1: 0.0655375, HIT_RATE: 0.4223442, ARHR: 0.1668380, NOVELTY: 0.0049902, AVERAGE_POPULARITY: 0.0719055, DIVERSITY_MEAN_INTER_LIST: 0.9938678, DIVERSITY_HERFINDAHL: 0.9993692, COVERAGE_ITEM: 0.5220558, COVERAGE_ITEM_CORRECT: 0.0593571, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2175160, DIVERSITY_GINI: 0.2062043, SHANNON_ENTROPY: 12.3721511, 

SearchBayesianSkopt-CV: New best config found. Config 6: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1988073, PRECISION: 0.0437521, PRECISION_RECALL_MIN_DEN: 0.1572952, RECALL: 0.1527420, MAP: 0.0723601, MRR: 0.1475089, NDCG: 0.1086108, F1: 0.0680186, HIT_RATE: 0.4375211, ARHR: 0.1724715, NOVELTY: 0.0049333, AVERAGE_POPULARITY: 0.0800604, DIVERSITY_MEAN_INTER_LIST: 0.9915921, DIVERSITY_HERFINDAHL: 0.9991417, COVERAGE_ITEM: 0.5074572, COVERAGE_ITEM_CORRECT: 0.0590645, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2243362, DIVERSITY_GINI: 0.1907195, SHANNON_ENTROPY: 12.1409289, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1251840, PRECISION: 0.0263084, PRECISION_RECALL_MIN_DEN: 0.0966564, RECALL: 0.0938217, MAP: 0.0419884, MRR: 0.0876535, NDCG: 0.0646588, F1: 0.0410925, HIT_RATE: 0.2630837, ARHR: 0.0988591, NOVELTY: 0.0052598, AVERAGE_POPULARITY: 0.0246277, DIVERSITY_MEAN_INTER_LIST: 0.9977716, DIVERSITY_HERFINDAHL: 0.9997595, COVERAGE_ITEM: 0.5874495, COVERAGE_ITEM_CORRECT: 0.0476458, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1468227, DIVERSITY_GINI: 0.2826444, SHANNON_ENTROPY: 13.0835700, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1668819, PRECISION: 0.0359786, PRECISION_RECALL_MIN_DEN: 0.1289318, RECALL: 0.1249028, MAP: 0.0578302, MRR: 0.1205411, NDCG: 0.0879209, F1: 0.0558634, HIT_RATE: 0.3597860, ARHR: 0.1390071, NOVELTY: 0.0051417, AVERAGE_POPULARITY: 0.0448303, DIVERSITY_MEAN_INTER_LIST: 0.9967412, DIVERSITY_HERFINDAHL: 0.9996565, COVERAGE_ITEM: 0.5717190, COVERAGE_ITEM_CORRECT: 0.0553840, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1908645, DIVERSITY_GINI: 0.2587659, SHANNON_ENTROPY: 12.8661614, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.661637257359202, 'b': 0.0939209496897511, 'c': 0.4901499324681551, 'normalize': False} - results: ROC_AUC: 0.1328715, PRECISION: 0.0280189, PRECISION_RECALL_MIN_DEN: 0.1021095, RECALL: 0.0990653, MAP: 0.0448128, MRR: 0.0937886, NDCG: 0.0687639, F1: 0.0436807, HIT_RATE: 0.2801891, ARHR: 0.1060648, NOVELTY: 0.0052431, AVERAGE_POPULARITY: 0.0273803, DIVERSITY_MEAN_INTER_LIST: 0.9976963, DIVERSITY_HERFINDAHL: 0.9997520, COVERAGE_ITEM: 0.5864793, COVERAGE_ITEM_CORRECT: 0.0491550, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1549264, DIVERSITY_GINI: 0.2803109, SHANNON_ENTROPY: 13.0638146, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.15889526200422235, 'b': 0.2938627213739898, 'c': 0.08919510334006976, 'normalize': False} - results: ROC_AUC: 0.1937788, PRECISION: 0.0425859, PRECISION_RECALL_MIN_DEN: 0.1529055, RECALL: 0.1484159, MAP: 0.0697498, MRR: 0.1429683, NDCG: 0.1050989, F1: 0.0661797, HIT_RATE: 0.4258591, ARHR: 0.1670834, NOVELTY: 0.0049858, AVERAGE_POPULARITY: 0.0711504, DIVERSITY_MEAN_INTER_LIST: 0.9932901, DIVERSITY_HERFINDAHL: 0.9993115, COVERAGE_ITEM: 0.5281694, COVERAGE_ITEM_CORRECT: 0.0590029, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2190764, DIVERSITY_GINI: 0.2098880, SHANNON_ENTROPY: 12.3551121, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'a': 0.40351871534810646, 'b': 0.3112329794809601, 'c': 0.697267388315978, 'normalize': False} - results: ROC_AUC: 0.1818907, PRECISION: 0.0399044, PRECISION_RECALL_MIN_DEN: 0.1429941, RECALL: 0.1386094, MAP: 0.0644980, MRR: 0.1330122, NDCG: 0.0976687, F1: 0.0619675, HIT_RATE: 0.3990438, ARHR: 0.1548183, NOVELTY: 0.0050721, AVERAGE_POPULARITY: 0.0568214, DIVERSITY_MEAN_INTER_LIST: 0.9955569, DIVERSITY_HERFINDAHL: 0.9995381, COVERAGE_ITEM: 0.5545332, COVERAGE_ITEM_CORRECT: 0.0581405, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2074494, DIVERSITY_GINI: 0.2381743, SHANNON_ENTROPY: 12.6641258, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'a': 0.3062596325597406, 'b': 0.20544775885188232, 'c': 0.08153707254481092, 'normalize': False} - results: ROC_AUC: 0.1650430, PRECISION: 0.0357664, PRECISION_RECALL_MIN_DEN: 0.1277609, RECALL: 0.1236602, MAP: 0.0569781, MRR: 0.1191063, NDCG: 0.0867870, F1: 0.0554829, HIT_RATE: 0.3576637, ARHR: 0.1375186, NOVELTY: 0.0051417, AVERAGE_POPULARITY: 0.0438297, DIVERSITY_MEAN_INTER_LIST: 0.9967376, DIVERSITY_HERFINDAHL: 0.9996561, COVERAGE_ITEM: 0.5729586, COVERAGE_ITEM_CORRECT: 0.0549297, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1895558, DIVERSITY_GINI: 0.2597966, SHANNON_ENTROPY: 12.8701205, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'a': 0.726504287503122, 'b': 0.09117241748840711, 'c': 0.4651561165384266, 'normalize': True} - results: ROC_AUC: 0.1821011, PRECISION: 0.0392195, PRECISION_RECALL_MIN_DEN: 0.1412789, RECALL: 0.1372235, MAP: 0.0646774, MRR: 0.1333480, NDCG: 0.0975789, F1: 0.0610025, HIT_RATE: 0.3921946, ARHR: 0.1543186, NOVELTY: 0.0050709, AVERAGE_POPULARITY: 0.0585860, DIVERSITY_MEAN_INTER_LIST: 0.9955952, DIVERSITY_HERFINDAHL: 0.9995419, COVERAGE_ITEM: 0.5504370, COVERAGE_ITEM_CORRECT: 0.0581944, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2057632, DIVERSITY_GINI: 0.2353186, SHANNON_ENTROPY: 12.6561282, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'a': 0.5460201378519737, 'b': 0.32024341642443616, 'c': 0.9020078710965056, 'normalize': True} - results: ROC_AUC: 0.1973309, PRECISION: 0.0435173, PRECISION_RECALL_MIN_DEN: 0.1540395, RECALL: 0.1492810, MAP: 0.0713156, MRR: 0.1470427, NDCG: 0.1069043, F1: 0.0673887, HIT_RATE: 0.4351729, ARHR: 0.1722582, NOVELTY: 0.0049214, AVERAGE_POPULARITY: 0.0835954, DIVERSITY_MEAN_INTER_LIST: 0.9919228, DIVERSITY_HERFINDAHL: 0.9991748, COVERAGE_ITEM: 0.4888778, COVERAGE_ITEM_CORRECT: 0.0584408, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2224487, DIVERSITY_GINI: 0.1780530, SHANNON_ENTROPY: 12.0774303, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'a': 0.691692874545093, 'b': 0.8792132050255275, 'c': 0.6302839244484225, 'normalize': True} - results: ROC_AUC: 0.1966504, PRECISION: 0.0432166, PRECISION_RECALL_MIN_DEN: 0.1541851, RECALL: 0.1495828, MAP: 0.0712608, MRR: 0.1462280, NDCG: 0.1068298, F1: 0.0670573, HIT_RATE: 0.4321655, ARHR: 0.1710663, NOVELTY: 0.0049624, AVERAGE_POPULARITY: 0.0760805, DIVERSITY_MEAN_INTER_LIST: 0.9931007, DIVERSITY_HERFINDAHL: 0.9992925, COVERAGE_ITEM: 0.5144562, COVERAGE_ITEM_CORRECT: 0.0594726, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2215679, DIVERSITY_GINI: 0.1979534, SHANNON_ENTROPY: 12.2697113, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'a': 0.8978309114164305, 'b': 0.4854872045282991, 'c': 0.5843535501206276, 'normalize': False} - results: ROC_AUC: 0.1625350, PRECISION: 0.0351901, PRECISION_RECALL_MIN_DEN: 0.1259319, RECALL: 0.1219226, MAP: 0.0561735, MRR: 0.1173773, NDCG: 0.0855641, F1: 0.0546139, HIT_RATE: 0.3519006, ARHR: 0.1352762, NOVELTY: 0.0051528, AVERAGE_POPULARITY: 0.0423021, DIVERSITY_MEAN_INTER_LIST: 0.9968886, DIVERSITY_HERFINDAHL: 0.9996712, COVERAGE_ITEM: 0.5748219, COVERAGE_ITEM_CORRECT: 0.0546679, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1867875, DIVERSITY_GINI: 0.2622932, SHANNON_ENTROPY: 12.8960094, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'a': 0.9662016322698685, 'b': 0.4963111377096092, 'c': 0.6874259637686088, 'normalize': False} - results: ROC_AUC: 0.1616821, PRECISION: 0.0349993, PRECISION_RECALL_MIN_DEN: 0.1252862, RECALL: 0.1213212, MAP: 0.0558948, MRR: 0.1167990, NDCG: 0.0851320, F1: 0.0543240, HIT_RATE: 0.3499930, ARHR: 0.1345392, NOVELTY: 0.0051559, AVERAGE_POPULARITY: 0.0418258, DIVERSITY_MEAN_INTER_LIST: 0.9969299, DIVERSITY_HERFINDAHL: 0.9996754, COVERAGE_ITEM: 0.5752993, COVERAGE_ITEM_CORRECT: 0.0545987, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1859066, DIVERSITY_GINI: 0.2630621, SHANNON_ENTROPY: 12.9035245, 
