
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.04497755210102695, 'l1_ratio': 0.5138101035522092, 'topK': 963, 'normalize': True} - results: ROC_AUC: 0.1766349, PRECISION: 0.0374975, PRECISION_RECALL_MIN_DEN: 0.1302935, RECALL: 0.1261533, MAP: 0.0611001, MRR: 0.1312982, NDCG: 0.0920700, F1: 0.0578097, HIT_RATE: 0.3749754, ARHR: 0.1517921, NOVELTY: 0.0048084, AVERAGE_POPULARITY: 0.1115057, DIVERSITY_MEAN_INTER_LIST: 0.9838274, DIVERSITY_HERFINDAHL: 0.9983654, COVERAGE_ITEM: 0.4498248, COVERAGE_ITEM_CORRECT: 0.0422406, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1964767, DIVERSITY_GINI: 0.1408906, SHANNON_ENTROPY: 11.4186890, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.5493281838180109, 'l1_ratio': 0.2918694932615746, 'topK': 455, 'normalize': True} - results: ROC_AUC: 0.1778629, PRECISION: 0.0377987, PRECISION_RECALL_MIN_DEN: 0.1304853, RECALL: 0.1262061, MAP: 0.0620822, MRR: 0.1326215, NDCG: 0.0928994, F1: 0.0581707, HIT_RATE: 0.3779874, ARHR: 0.1536386, NOVELTY: 0.0048919, AVERAGE_POPULARITY: 0.0928463, DIVERSITY_MEAN_INTER_LIST: 0.9890955, DIVERSITY_HERFINDAHL: 0.9988921, COVERAGE_ITEM: 0.4643388, COVERAGE_ITEM_CORRECT: 0.0453282, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1966528, DIVERSITY_GINI: 0.1547136, SHANNON_ENTROPY: 11.7508417, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.9335448865374034, 'l1_ratio': 0.7749811343910084, 'topK': 134, 'normalize': True} - results: ROC_AUC: 0.1878948, PRECISION: 0.0405731, PRECISION_RECALL_MIN_DEN: 0.1420567, RECALL: 0.1375183, MAP: 0.0676003, MRR: 0.1412599, NDCG: 0.1006380, F1: 0.0626583, HIT_RATE: 0.4057314, ARHR: 0.1647080, NOVELTY: 0.0049427, AVERAGE_POPULARITY: 0.0846250, DIVERSITY_MEAN_INTER_LIST: 0.9910030, DIVERSITY_HERFINDAHL: 0.9990828, COVERAGE_ITEM: 0.4911261, COVERAGE_ITEM_CORRECT: 0.0534129, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2082044, DIVERSITY_GINI: 0.1761582, SHANNON_ENTROPY: 12.0018212, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.8776590434902116, 'l1_ratio': 0.637114762945663, 'topK': 800, 'normalize': False} - results: ROC_AUC: 0.1853938, PRECISION: 0.0399220, PRECISION_RECALL_MIN_DEN: 0.1402598, RECALL: 0.1359300, MAP: 0.0662523, MRR: 0.1387934, NDCG: 0.0990494, F1: 0.0617158, HIT_RATE: 0.3992200, ARHR: 0.1611255, NOVELTY: 0.0048474, AVERAGE_POPULARITY: 0.0994424, DIVERSITY_MEAN_INTER_LIST: 0.9872418, DIVERSITY_HERFINDAHL: 0.9987067, COVERAGE_ITEM: 0.4481540, COVERAGE_ITEM_CORRECT: 0.0484389, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2066188, DIVERSITY_GINI: 0.1440541, SHANNON_ENTROPY: 11.5874569, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.25785061180800656, 'l1_ratio': 0.8382374170974822, 'topK': 535, 'normalize': True} - results: ROC_AUC: 0.1806382, PRECISION: 0.0387242, PRECISION_RECALL_MIN_DEN: 0.1347053, RECALL: 0.1304340, MAP: 0.0634087, MRR: 0.1349062, NDCG: 0.0952221, F1: 0.0597169, HIT_RATE: 0.3872421, ARHR: 0.1563091, NOVELTY: 0.0048224, AVERAGE_POPULARITY: 0.1066349, DIVERSITY_MEAN_INTER_LIST: 0.9853644, DIVERSITY_HERFINDAHL: 0.9985190, COVERAGE_ITEM: 0.4463831, COVERAGE_ITEM_CORRECT: 0.0451819, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2018120, DIVERSITY_GINI: 0.1411290, SHANNON_ENTROPY: 11.4880543, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.45010472724784356, 'l1_ratio': 0.34070463162983117, 'topK': 425, 'normalize': True} - results: ROC_AUC: 0.1787016, PRECISION: 0.0379542, PRECISION_RECALL_MIN_DEN: 0.1315386, RECALL: 0.1272931, MAP: 0.0625208, MRR: 0.1332184, NDCG: 0.0935505, F1: 0.0584706, HIT_RATE: 0.3795422, ARHR: 0.1542584, NOVELTY: 0.0048796, AVERAGE_POPULARITY: 0.0957634, DIVERSITY_MEAN_INTER_LIST: 0.9883952, DIVERSITY_HERFINDAHL: 0.9988221, COVERAGE_ITEM: 0.4635765, COVERAGE_ITEM_CORRECT: 0.0452435, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1980873, DIVERSITY_GINI: 0.1534108, SHANNON_ENTROPY: 11.7084484, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.44634659003571586, 'l1_ratio': 0.11395969957926425, 'topK': 959, 'normalize': True} - results: ROC_AUC: 0.1761747, PRECISION: 0.0371657, PRECISION_RECALL_MIN_DEN: 0.1285360, RECALL: 0.1243715, MAP: 0.0613145, MRR: 0.1311724, NDCG: 0.0917391, F1: 0.0572275, HIT_RATE: 0.3716566, ARHR: 0.1516789, NOVELTY: 0.0048634, AVERAGE_POPULARITY: 0.0981242, DIVERSITY_MEAN_INTER_LIST: 0.9877064, DIVERSITY_HERFINDAHL: 0.9987532, COVERAGE_ITEM: 0.4605813, COVERAGE_ITEM_CORRECT: 0.0429644, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1943878, DIVERSITY_GINI: 0.1491350, SHANNON_ENTROPY: 11.6325221, 

SearchBayesianSkopt-CV: New best config found. Config 7: {'alpha': 0.9398795406092607, 'l1_ratio': 0.8960220958040324, 'topK': 422, 'normalize': False} - results: ROC_AUC: 0.1933026, PRECISION: 0.0417041, PRECISION_RECALL_MIN_DEN: 0.1469113, RECALL: 0.1424022, MAP: 0.0693539, MRR: 0.1442399, NDCG: 0.1035898, F1: 0.0645122, HIT_RATE: 0.4170412, ARHR: 0.1678840, NOVELTY: 0.0048687, AVERAGE_POPULARITY: 0.0943185, DIVERSITY_MEAN_INTER_LIST: 0.9885932, DIVERSITY_HERFINDAHL: 0.9988419, COVERAGE_ITEM: 0.4651319, COVERAGE_ITEM_CORRECT: 0.0532127, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2149490, DIVERSITY_GINI: 0.1559744, SHANNON_ENTROPY: 11.7445008, 
