
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.00546223955586811, 'l1_ratio': 0.2885707216886258} - results: ROC_AUC: 0.1733830, PRECISION: 0.0365469, PRECISION_RECALL_MIN_DEN: 0.1279411, RECALL: 0.1239480, MAP: 0.0598616, MRR: 0.1285870, NDCG: 0.0902513, F1: 0.0564473, HIT_RATE: 0.3654691, ARHR: 0.1482818, NOVELTY: 0.0047711, AVERAGE_POPULARITY: 0.1208937, DIVERSITY_MEAN_INTER_LIST: 0.9803970, DIVERSITY_HERFINDAHL: 0.9980224, COVERAGE_ITEM: 0.4464986, COVERAGE_ITEM_CORRECT: 0.0402233, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1929785, DIVERSITY_GINI: 0.1342664, SHANNON_ENTROPY: 11.2313915, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'alpha': 0.9385166144661783, 'l1_ratio': 0.7495154431729243} - results: ROC_AUC: 0.1892201, PRECISION: 0.0408159, PRECISION_RECALL_MIN_DEN: 0.1447233, RECALL: 0.1403830, MAP: 0.0683231, MRR: 0.1418286, NDCG: 0.1019661, F1: 0.0632426, HIT_RATE: 0.4081586, ARHR: 0.1645165, NOVELTY: 0.0048458, AVERAGE_POPULARITY: 0.0982945, DIVERSITY_MEAN_INTER_LIST: 0.9873141, DIVERSITY_HERFINDAHL: 0.9987140, COVERAGE_ITEM: 0.4504177, COVERAGE_ITEM_CORRECT: 0.0504408, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2114005, DIVERSITY_GINI: 0.1455420, SHANNON_ENTROPY: 11.6029385, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'alpha': 0.2837874067684332, 'l1_ratio': 0.9081647984755098} - results: ROC_AUC: 0.1786692, PRECISION: 0.0379077, PRECISION_RECALL_MIN_DEN: 0.1334817, RECALL: 0.1293919, MAP: 0.0625641, MRR: 0.1331302, NDCG: 0.0940883, F1: 0.0586349, HIT_RATE: 0.3790766, ARHR: 0.1536931, NOVELTY: 0.0047770, AVERAGE_POPULARITY: 0.1169275, DIVERSITY_MEAN_INTER_LIST: 0.9818299, DIVERSITY_HERFINDAHL: 0.9981656, COVERAGE_ITEM: 0.4367199, COVERAGE_ITEM_CORRECT: 0.0428027, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1995218, DIVERSITY_GINI: 0.1318018, SHANNON_ENTROPY: 11.2733384, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.5881440200664654, 'l1_ratio': 0.14263264082239693} - results: ROC_AUC: 0.1759609, PRECISION: 0.0371229, PRECISION_RECALL_MIN_DEN: 0.1291608, RECALL: 0.1250381, MAP: 0.0614533, MRR: 0.1310746, NDCG: 0.0919422, F1: 0.0572467, HIT_RATE: 0.3712295, ARHR: 0.1514003, NOVELTY: 0.0048376, AVERAGE_POPULARITY: 0.1035098, DIVERSITY_MEAN_INTER_LIST: 0.9860743, DIVERSITY_HERFINDAHL: 0.9985900, COVERAGE_ITEM: 0.4526891, COVERAGE_ITEM_CORRECT: 0.0423330, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1945388, DIVERSITY_GINI: 0.1430866, SHANNON_ENTROPY: 11.5165028, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.565199367777221, 'l1_ratio': 0.8671855098882464} - results: ROC_AUC: 0.1846106, PRECISION: 0.0395327, PRECISION_RECALL_MIN_DEN: 0.1400252, RECALL: 0.1357576, MAP: 0.0656095, MRR: 0.1378670, NDCG: 0.0983995, F1: 0.0612328, HIT_RATE: 0.3953274, ARHR: 0.1595379, NOVELTY: 0.0047964, AVERAGE_POPULARITY: 0.1109837, DIVERSITY_MEAN_INTER_LIST: 0.9837476, DIVERSITY_HERFINDAHL: 0.9983574, COVERAGE_ITEM: 0.4377902, COVERAGE_ITEM_CORRECT: 0.0464293, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2065685, DIVERSITY_GINI: 0.1346208, SHANNON_ENTROPY: 11.3703782, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.5647161257672721, 'l1_ratio': 0.8711346945607249} - results: ROC_AUC: 0.1846364, PRECISION: 0.0395505, PRECISION_RECALL_MIN_DEN: 0.1400903, RECALL: 0.1358199, MAP: 0.0656604, MRR: 0.1379099, NDCG: 0.0984533, F1: 0.0612603, HIT_RATE: 0.3955045, ARHR: 0.1596010, NOVELTY: 0.0047960, AVERAGE_POPULARITY: 0.1110309, DIVERSITY_MEAN_INTER_LIST: 0.9837309, DIVERSITY_HERFINDAHL: 0.9983557, COVERAGE_ITEM: 0.4377363, COVERAGE_ITEM_CORRECT: 0.0464601, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2066188, DIVERSITY_GINI: 0.1345701, SHANNON_ENTROPY: 11.3694241, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.4910639818363073, 'l1_ratio': 0.8010152796091631} - results: ROC_AUC: 0.1822692, PRECISION: 0.0388613, PRECISION_RECALL_MIN_DEN: 0.1371875, RECALL: 0.1329590, MAP: 0.0643624, MRR: 0.1357381, NDCG: 0.0965613, F1: 0.0601421, HIT_RATE: 0.3886128, ARHR: 0.1569710, NOVELTY: 0.0047933, AVERAGE_POPULARITY: 0.1121980, DIVERSITY_MEAN_INTER_LIST: 0.9833861, DIVERSITY_HERFINDAHL: 0.9983212, COVERAGE_ITEM: 0.4374514, COVERAGE_ITEM_CORRECT: 0.0450433, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2034227, DIVERSITY_GINI: 0.1338811, SHANNON_ENTROPY: 11.3493286, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.5967293846689545, 'l1_ratio': 0.2554135396768649} - results: ROC_AUC: 0.1772487, PRECISION: 0.0374905, PRECISION_RECALL_MIN_DEN: 0.1306154, RECALL: 0.1264580, MAP: 0.0619755, MRR: 0.1320511, NDCG: 0.0928106, F1: 0.0578324, HIT_RATE: 0.3749052, ARHR: 0.1525707, NOVELTY: 0.0048321, AVERAGE_POPULARITY: 0.1043746, DIVERSITY_MEAN_INTER_LIST: 0.9858224, DIVERSITY_HERFINDAHL: 0.9985648, COVERAGE_ITEM: 0.4489317, COVERAGE_ITEM_CORRECT: 0.0428797, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1964263, DIVERSITY_GINI: 0.1413420, SHANNON_ENTROPY: 11.4956883, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.6328726544767659, 'l1_ratio': 0.9811211212152279} - results: ROC_AUC: 0.1875869, PRECISION: 0.0403808, PRECISION_RECALL_MIN_DEN: 0.1432736, RECALL: 0.1389698, MAP: 0.0674634, MRR: 0.1407445, NDCG: 0.1008931, F1: 0.0625774, HIT_RATE: 0.4038075, ARHR: 0.1630051, NOVELTY: 0.0047973, AVERAGE_POPULARITY: 0.1101706, DIVERSITY_MEAN_INTER_LIST: 0.9839525, DIVERSITY_HERFINDAHL: 0.9983779, COVERAGE_ITEM: 0.4393994, COVERAGE_ITEM_CORRECT: 0.0482079, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2101170, DIVERSITY_GINI: 0.1358916, SHANNON_ENTROPY: 11.3905105, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.5540914878151165, 'l1_ratio': 0.6913799771190856} - results: ROC_AUC: 0.1819935, PRECISION: 0.0388932, PRECISION_RECALL_MIN_DEN: 0.1371401, RECALL: 0.1329118, MAP: 0.0644187, MRR: 0.1357256, NDCG: 0.0965865, F1: 0.0601754, HIT_RATE: 0.3889317, ARHR: 0.1570053, NOVELTY: 0.0048035, AVERAGE_POPULARITY: 0.1097890, DIVERSITY_MEAN_INTER_LIST: 0.9841625, DIVERSITY_HERFINDAHL: 0.9983989, COVERAGE_ITEM: 0.4390375, COVERAGE_ITEM_CORRECT: 0.0453128, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2033472, DIVERSITY_GINI: 0.1354849, SHANNON_ENTROPY: 11.3907889, 

SearchBayesianSkopt-CV: New best config found. Config 10: {'alpha': 0.8485042127704626, 'l1_ratio': 0.80885728984507} - results: ROC_AUC: 0.1890588, PRECISION: 0.0407908, PRECISION_RECALL_MIN_DEN: 0.1448370, RECALL: 0.1405131, MAP: 0.0683637, MRR: 0.1419295, NDCG: 0.1020444, F1: 0.0632259, HIT_RATE: 0.4079076, ARHR: 0.1645813, NOVELTY: 0.0048295, AVERAGE_POPULARITY: 0.1022118, DIVERSITY_MEAN_INTER_LIST: 0.9862835, DIVERSITY_HERFINDAHL: 0.9986109, COVERAGE_ITEM: 0.4467295, COVERAGE_ITEM_CORRECT: 0.0498710, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2114509, DIVERSITY_GINI: 0.1422618, SHANNON_ENTROPY: 11.5333646, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.005919150620556592, 'l1_ratio': 0.7085462346597836} - results: ROC_AUC: 0.1734134, PRECISION: 0.0365823, PRECISION_RECALL_MIN_DEN: 0.1280778, RECALL: 0.1240837, MAP: 0.0598717, MRR: 0.1286071, NDCG: 0.0902983, F1: 0.0565035, HIT_RATE: 0.3658226, ARHR: 0.1483178, NOVELTY: 0.0047709, AVERAGE_POPULARITY: 0.1209165, DIVERSITY_MEAN_INTER_LIST: 0.9803884, DIVERSITY_HERFINDAHL: 0.9980215, COVERAGE_ITEM: 0.4463292, COVERAGE_ITEM_CORRECT: 0.0402695, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1931798, DIVERSITY_GINI: 0.1342077, SHANNON_ENTROPY: 11.2307448, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.20631203888862854, 'l1_ratio': 0.15951146971796606} - results: ROC_AUC: 0.1751129, PRECISION: 0.0369002, PRECISION_RECALL_MIN_DEN: 0.1290087, RECALL: 0.1249876, MAP: 0.0609073, MRR: 0.1300702, NDCG: 0.0914396, F1: 0.0569769, HIT_RATE: 0.3690021, ARHR: 0.1501352, NOVELTY: 0.0047893, AVERAGE_POPULARITY: 0.1156288, DIVERSITY_MEAN_INTER_LIST: 0.9822791, DIVERSITY_HERFINDAHL: 0.9982106, COVERAGE_ITEM: 0.4476612, COVERAGE_ITEM_CORRECT: 0.0411550, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1943627, DIVERSITY_GINI: 0.1364942, SHANNON_ENTROPY: 11.3162901, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.8067841565791244, 'l1_ratio': 0.5915267670746099} - results: ROC_AUC: 0.1841686, PRECISION: 0.0395259, PRECISION_RECALL_MIN_DEN: 0.1390829, RECALL: 0.1347788, MAP: 0.0659295, MRR: 0.1382562, NDCG: 0.0984235, F1: 0.0611240, HIT_RATE: 0.3952592, ARHR: 0.1601523, NOVELTY: 0.0048397, AVERAGE_POPULARITY: 0.1010752, DIVERSITY_MEAN_INTER_LIST: 0.9866667, DIVERSITY_HERFINDAHL: 0.9986492, COVERAGE_ITEM: 0.4453898, COVERAGE_ITEM_CORRECT: 0.0474379, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2051340, DIVERSITY_GINI: 0.1417249, SHANNON_ENTROPY: 11.5425338, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.006045041752511972, 'l1_ratio': 0.9054638334319524} - results: ROC_AUC: 0.1734738, PRECISION: 0.0365858, PRECISION_RECALL_MIN_DEN: 0.1281131, RECALL: 0.1241191, MAP: 0.0598803, MRR: 0.1286181, NDCG: 0.0903149, F1: 0.0565115, HIT_RATE: 0.3658580, ARHR: 0.1483292, NOVELTY: 0.0047708, AVERAGE_POPULARITY: 0.1209422, DIVERSITY_MEAN_INTER_LIST: 0.9803785, DIVERSITY_HERFINDAHL: 0.9980205, COVERAGE_ITEM: 0.4462445, COVERAGE_ITEM_CORRECT: 0.0402618, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1932301, DIVERSITY_GINI: 0.1341637, SHANNON_ENTROPY: 11.2301594, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'alpha': 0.5062417854501876, 'l1_ratio': 0.007737925232752631} - results: ROC_AUC: 0.1738928, PRECISION: 0.0368083, PRECISION_RECALL_MIN_DEN: 0.1275218, RECALL: 0.1233936, MAP: 0.0604996, MRR: 0.1296531, NDCG: 0.0907115, F1: 0.0567004, HIT_RATE: 0.3680831, ARHR: 0.1497934, NOVELTY: 0.0048328, AVERAGE_POPULARITY: 0.1051282, DIVERSITY_MEAN_INTER_LIST: 0.9856066, DIVERSITY_HERFINDAHL: 0.9985432, COVERAGE_ITEM: 0.4556227, COVERAGE_ITEM_CORRECT: 0.0414706, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1926513, DIVERSITY_GINI: 0.1435361, SHANNON_ENTROPY: 11.4969745, 
