
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1726600, PRECISION: 0.0365046, PRECISION_RECALL_MIN_DEN: 0.1255661, RECALL: 0.1215420, MAP: 0.0587293, MRR: 0.1278477, NDCG: 0.0889093, F1: 0.0561451, HIT_RATE: 0.3650458, ARHR: 0.1476872, NOVELTY: 0.0048102, AVERAGE_POPULARITY: 0.1143539, DIVERSITY_MEAN_INTER_LIST: 0.9822255, DIVERSITY_HERFINDAHL: 0.9982052, COVERAGE_ITEM: 0.4354803, COVERAGE_ITEM_CORRECT: 0.0401771, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1917453, DIVERSITY_GINI: 0.1306560, SHANNON_ENTROPY: 11.2596939, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1728654, PRECISION: 0.0365818, PRECISION_RECALL_MIN_DEN: 0.1260042, RECALL: 0.1219210, MAP: 0.0592827, MRR: 0.1283995, NDCG: 0.0894142, F1: 0.0562763, HIT_RATE: 0.3658181, ARHR: 0.1483351, NOVELTY: 0.0048197, AVERAGE_POPULARITY: 0.1106785, DIVERSITY_MEAN_INTER_LIST: 0.9833970, DIVERSITY_HERFINDAHL: 0.9983223, COVERAGE_ITEM: 0.4347488, COVERAGE_ITEM_CORRECT: 0.0406468, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1919718, DIVERSITY_GINI: 0.1308270, SHANNON_ENTROPY: 11.3028132, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1731413, PRECISION: 0.0366529, PRECISION_RECALL_MIN_DEN: 0.1260121, RECALL: 0.1219544, MAP: 0.0589730, MRR: 0.1282407, NDCG: 0.0892263, F1: 0.0563644, HIT_RATE: 0.3665288, ARHR: 0.1482148, NOVELTY: 0.0048185, AVERAGE_POPULARITY: 0.1119511, DIVERSITY_MEAN_INTER_LIST: 0.9830515, DIVERSITY_HERFINDAHL: 0.9982878, COVERAGE_ITEM: 0.4364735, COVERAGE_ITEM_CORRECT: 0.0406468, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1922990, DIVERSITY_GINI: 0.1317480, SHANNON_ENTROPY: 11.2990945, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1726692, PRECISION: 0.0365010, PRECISION_RECALL_MIN_DEN: 0.1257149, RECALL: 0.1216801, MAP: 0.0588965, MRR: 0.1279869, NDCG: 0.0890711, F1: 0.0561556, HIT_RATE: 0.3650101, ARHR: 0.1478177, NOVELTY: 0.0048098, AVERAGE_POPULARITY: 0.1138255, DIVERSITY_MEAN_INTER_LIST: 0.9823961, DIVERSITY_HERFINDAHL: 0.9982222, COVERAGE_ITEM: 0.4343946, COVERAGE_ITEM_CORRECT: 0.0402464, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1915440, DIVERSITY_GINI: 0.1300161, SHANNON_ENTROPY: 11.2603414, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1724919, PRECISION: 0.0364580, PRECISION_RECALL_MIN_DEN: 0.1256809, RECALL: 0.1216141, MAP: 0.0591210, MRR: 0.1280050, NDCG: 0.0891689, F1: 0.0560973, HIT_RATE: 0.3645804, ARHR: 0.1478251, NOVELTY: 0.0048155, AVERAGE_POPULARITY: 0.1115700, DIVERSITY_MEAN_INTER_LIST: 0.9831012, DIVERSITY_HERFINDAHL: 0.9982928, COVERAGE_ITEM: 0.4333013, COVERAGE_ITEM_CORRECT: 0.0403388, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1915440, DIVERSITY_GINI: 0.1298051, SHANNON_ENTROPY: 11.2832055, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1721024, PRECISION: 0.0363632, PRECISION_RECALL_MIN_DEN: 0.1254018, RECALL: 0.1213944, MAP: 0.0585641, MRR: 0.1272480, NDCG: 0.0886614, F1: 0.0559622, HIT_RATE: 0.3636317, ARHR: 0.1470326, NOVELTY: 0.0048009, AVERAGE_POPULARITY: 0.1164279, DIVERSITY_MEAN_INTER_LIST: 0.9814876, DIVERSITY_HERFINDAHL: 0.9981314, COVERAGE_ITEM: 0.4334321, COVERAGE_ITEM_CORRECT: 0.0398999, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909651, DIVERSITY_GINI: 0.1288692, SHANNON_ENTROPY: 11.2178622, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1720839, PRECISION: 0.0363205, PRECISION_RECALL_MIN_DEN: 0.1255239, RECALL: 0.1215285, MAP: 0.0586395, MRR: 0.1273819, NDCG: 0.0887624, F1: 0.0559256, HIT_RATE: 0.3632048, ARHR: 0.1470717, NOVELTY: 0.0047971, AVERAGE_POPULARITY: 0.1167025, DIVERSITY_MEAN_INTER_LIST: 0.9813664, DIVERSITY_HERFINDAHL: 0.9981193, COVERAGE_ITEM: 0.4314456, COVERAGE_ITEM_CORRECT: 0.0397613, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1910658, DIVERSITY_GINI: 0.1275683, SHANNON_ENTROPY: 11.2022109, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.920647097320486, 'b': 0.48598313973542406, 'c': 0.6867270937180993, 'normalize': False} - results: ROC_AUC: 0.1732977, PRECISION: 0.0365787, PRECISION_RECALL_MIN_DEN: 0.1257616, RECALL: 0.1216874, MAP: 0.0592053, MRR: 0.1283412, NDCG: 0.0893195, F1: 0.0562484, HIT_RATE: 0.3657867, ARHR: 0.1482824, NOVELTY: 0.0048221, AVERAGE_POPULARITY: 0.1105487, DIVERSITY_MEAN_INTER_LIST: 0.9834850, DIVERSITY_HERFINDAHL: 0.9983311, COVERAGE_ITEM: 0.4364581, COVERAGE_ITEM_CORRECT: 0.0407392, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1918963, DIVERSITY_GINI: 0.1319079, SHANNON_ENTROPY: 11.3159128, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3037332775725749, 'b': 0.988584104735041, 'c': 0.9800813954114933, 'normalize': True} - results: ROC_AUC: 0.1726192, PRECISION: 0.0366035, PRECISION_RECALL_MIN_DEN: 0.1260790, RECALL: 0.1220398, MAP: 0.0589397, MRR: 0.1280058, NDCG: 0.0891844, F1: 0.0563151, HIT_RATE: 0.3660348, ARHR: 0.1479579, NOVELTY: 0.0048131, AVERAGE_POPULARITY: 0.1131509, DIVERSITY_MEAN_INTER_LIST: 0.9826280, DIVERSITY_HERFINDAHL: 0.9982454, COVERAGE_ITEM: 0.4352031, COVERAGE_ITEM_CORRECT: 0.0404620, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1918963, DIVERSITY_GINI: 0.1307165, SHANNON_ENTROPY: 11.2748419, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.3769748018378213, 'b': 0.7193282799869982, 'c': 0.3566998185956843, 'normalize': True} - results: ROC_AUC: 0.1729343, PRECISION: 0.0365748, PRECISION_RECALL_MIN_DEN: 0.1260197, RECALL: 0.1219423, MAP: 0.0592210, MRR: 0.1283223, NDCG: 0.0893673, F1: 0.0562708, HIT_RATE: 0.3657482, ARHR: 0.1482129, NOVELTY: 0.0048184, AVERAGE_POPULARITY: 0.1112147, DIVERSITY_MEAN_INTER_LIST: 0.9832488, DIVERSITY_HERFINDAHL: 0.9983075, COVERAGE_ITEM: 0.4350337, COVERAGE_ITEM_CORRECT: 0.0405929, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1919215, DIVERSITY_GINI: 0.1309454, SHANNON_ENTROPY: 11.2987329, 
