
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.7486452437495462, 'b': 0.753807925292315, 'c': 0.9368475616645803, 'normalize': True} - results: ROC_AUC: 0.1793354, PRECISION: 0.0397101, PRECISION_RECALL_MIN_DEN: 0.1373056, RECALL: 0.1325830, MAP: 0.0626810, MRR: 0.1335543, NDCG: 0.0949584, F1: 0.0611152, HIT_RATE: 0.3971013, ARHR: 0.1560980, NOVELTY: 0.0048746, AVERAGE_POPULARITY: 0.0821675, DIVERSITY_MEAN_INTER_LIST: 0.9929419, DIVERSITY_HERFINDAHL: 0.9992766, COVERAGE_ITEM: 0.3321578, COVERAGE_ITEM_CORRECT: 0.0508412, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2038757, DIVERSITY_GINI: 0.1078126, SHANNON_ENTROPY: 11.6294394, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.30873249162753097, 'b': 0.4849716480039057, 'c': 0.6324249235663634, 'normalize': True} - results: ROC_AUC: 0.1766998, PRECISION: 0.0390212, PRECISION_RECALL_MIN_DEN: 0.1351387, RECALL: 0.1305175, MAP: 0.0611573, MRR: 0.1313695, NDCG: 0.0930679, F1: 0.0600796, HIT_RATE: 0.3902123, ARHR: 0.1532990, NOVELTY: 0.0048656, AVERAGE_POPULARITY: 0.0830514, DIVERSITY_MEAN_INTER_LIST: 0.9927964, DIVERSITY_HERFINDAHL: 0.9992621, COVERAGE_ITEM: 0.3260366, COVERAGE_ITEM_CORRECT: 0.0494629, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2012583, DIVERSITY_GINI: 0.1051533, SHANNON_ENTROPY: 11.5960683, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.2288742618331326, 'b': 0.17425961159086992, 'c': 0.6028810094130772, 'normalize': False} - results: ROC_AUC: 0.1905769, PRECISION: 0.0420496, PRECISION_RECALL_MIN_DEN: 0.1455748, RECALL: 0.1407192, MAP: 0.0676150, MRR: 0.1426137, NDCG: 0.1017366, F1: 0.0647499, HIT_RATE: 0.4204957, ARHR: 0.1672517, NOVELTY: 0.0048493, AVERAGE_POPULARITY: 0.0925964, DIVERSITY_MEAN_INTER_LIST: 0.9906741, DIVERSITY_HERFINDAHL: 0.9990499, COVERAGE_ITEM: 0.3656516, COVERAGE_ITEM_CORRECT: 0.0508566, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2141185, DIVERSITY_GINI: 0.1155065, SHANNON_ENTROPY: 11.5710156, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.43186293684544963, 'b': 0.5267911350947148, 'c': 0.23626044484489334, 'normalize': False} - results: ROC_AUC: 0.1925618, PRECISION: 0.0418621, PRECISION_RECALL_MIN_DEN: 0.1472218, RECALL: 0.1426468, MAP: 0.0691297, MRR: 0.1439226, NDCG: 0.1034222, F1: 0.0647274, HIT_RATE: 0.4186213, ARHR: 0.1676953, NOVELTY: 0.0048244, AVERAGE_POPULARITY: 0.1063556, DIVERSITY_MEAN_INTER_LIST: 0.9860151, DIVERSITY_HERFINDAHL: 0.9985841, COVERAGE_ITEM: 0.4187950, COVERAGE_ITEM_CORRECT: 0.0498325, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2152510, DIVERSITY_GINI: 0.1320001, SHANNON_ENTROPY: 11.4782948, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.03227873600536569, 'b': 0.3576126148169389, 'c': 0.8814209015653408, 'normalize': False} - results: ROC_AUC: 0.1822626, PRECISION: 0.0395263, PRECISION_RECALL_MIN_DEN: 0.1367297, RECALL: 0.1322330, MAP: 0.0630295, MRR: 0.1354673, NDCG: 0.0955313, F1: 0.0608589, HIT_RATE: 0.3952627, ARHR: 0.1576006, NOVELTY: 0.0048067, AVERAGE_POPULARITY: 0.0998972, DIVERSITY_MEAN_INTER_LIST: 0.9888625, DIVERSITY_HERFINDAHL: 0.9988688, COVERAGE_ITEM: 0.3556420, COVERAGE_ITEM_CORRECT: 0.0449586, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2047565, DIVERSITY_GINI: 0.1085807, SHANNON_ENTROPY: 11.4202221, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.7030874228091883, 'b': 0.9895259141050514, 'c': 0.7103905981300479, 'normalize': False} - results: ROC_AUC: 0.1907895, PRECISION: 0.0415794, PRECISION_RECALL_MIN_DEN: 0.1455268, RECALL: 0.1409698, MAP: 0.0680778, MRR: 0.1425084, NDCG: 0.1021645, F1: 0.0642162, HIT_RATE: 0.4157936, ARHR: 0.1659351, NOVELTY: 0.0048161, AVERAGE_POPULARITY: 0.1057450, DIVERSITY_MEAN_INTER_LIST: 0.9864944, DIVERSITY_HERFINDAHL: 0.9986320, COVERAGE_ITEM: 0.4024562, COVERAGE_ITEM_CORRECT: 0.0489163, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2140179, DIVERSITY_GINI: 0.1249531, SHANNON_ENTROPY: 11.4451718, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.6251885600606126, 'b': 0.9982802123626351, 'c': 0.9448852749199629, 'normalize': False} - results: ROC_AUC: 0.1896273, PRECISION: 0.0412119, PRECISION_RECALL_MIN_DEN: 0.1435108, RECALL: 0.1389324, MAP: 0.0674487, MRR: 0.1418085, NDCG: 0.1011259, F1: 0.0635665, HIT_RATE: 0.4121191, ARHR: 0.1650461, NOVELTY: 0.0048120, AVERAGE_POPULARITY: 0.1049377, DIVERSITY_MEAN_INTER_LIST: 0.9869199, DIVERSITY_HERFINDAHL: 0.9986745, COVERAGE_ITEM: 0.3912762, COVERAGE_ITEM_CORRECT: 0.0478768, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2120549, DIVERSITY_GINI: 0.1205728, SHANNON_ENTROPY: 11.4296407, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.12864783598574872, 'b': 0.512916824550753, 'c': 0.04963688059335082, 'normalize': False} - results: ROC_AUC: 0.1817675, PRECISION: 0.0386428, PRECISION_RECALL_MIN_DEN: 0.1369289, RECALL: 0.1327400, MAP: 0.0640273, MRR: 0.1351760, NDCG: 0.0961600, F1: 0.0598581, HIT_RATE: 0.3864282, ARHR: 0.1562619, NOVELTY: 0.0047806, AVERAGE_POPULARITY: 0.1169965, DIVERSITY_MEAN_INTER_LIST: 0.9820843, DIVERSITY_HERFINDAHL: 0.9981911, COVERAGE_ITEM: 0.4268566, COVERAGE_ITEM_CORRECT: 0.0436728, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2027180, DIVERSITY_GINI: 0.1290956, SHANNON_ENTROPY: 11.2774432, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.2569582820722814, 'b': 0.8478211656576529, 'c': 0.16284374458516718, 'normalize': True} - results: ROC_AUC: 0.1900450, PRECISION: 0.0417695, PRECISION_RECALL_MIN_DEN: 0.1443689, RECALL: 0.1395271, MAP: 0.0673277, MRR: 0.1419704, NDCG: 0.1011151, F1: 0.0642914, HIT_RATE: 0.4176950, ARHR: 0.1664752, NOVELTY: 0.0048538, AVERAGE_POPULARITY: 0.0910141, DIVERSITY_MEAN_INTER_LIST: 0.9910695, DIVERSITY_HERFINDAHL: 0.9990894, COVERAGE_ITEM: 0.3627642, COVERAGE_ITEM_CORRECT: 0.0507719, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2130867, DIVERSITY_GINI: 0.1150807, SHANNON_ENTROPY: 11.5885882, 
