
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.43516177108476084, 'b': 0.9864813463599064, 'c': 0.35043795074667167, 'normalize': True} - results: ROC_AUC: 0.1872177, PRECISION: 0.0411370, PRECISION_RECALL_MIN_DEN: 0.1417583, RECALL: 0.1369392, MAP: 0.0655313, MRR: 0.1398069, NDCG: 0.0989219, F1: 0.0632671, HIT_RATE: 0.4113704, ARHR: 0.1637478, NOVELTY: 0.0048648, AVERAGE_POPULARITY: 0.0867729, DIVERSITY_MEAN_INTER_LIST: 0.9919817, DIVERSITY_HERFINDAHL: 0.9991806, COVERAGE_ITEM: 0.3535707, COVERAGE_ITEM_CORRECT: 0.0507103, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2100164, DIVERSITY_GINI: 0.1132947, SHANNON_ENTROPY: 11.6212258, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.09585986391956516, 'b': 0.7020093783403547, 'c': 0.3747549977052263, 'normalize': False} - results: ROC_AUC: 0.1842552, PRECISION: 0.0398335, PRECISION_RECALL_MIN_DEN: 0.1380886, RECALL: 0.1336223, MAP: 0.0643967, MRR: 0.1371507, NDCG: 0.0970511, F1: 0.0613709, HIT_RATE: 0.3983348, ARHR: 0.1594618, NOVELTY: 0.0048140, AVERAGE_POPULARITY: 0.1039535, DIVERSITY_MEAN_INTER_LIST: 0.9870436, DIVERSITY_HERFINDAHL: 0.9986869, COVERAGE_ITEM: 0.3924081, COVERAGE_ITEM_CORRECT: 0.0457286, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2059645, DIVERSITY_GINI: 0.1218258, SHANNON_ENTROPY: 11.4439109, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'a': 0.5227268010058916, 'b': 0.8163948324654368, 'c': 0.8775427446672681, 'normalize': False} - results: ROC_AUC: 0.1955593, PRECISION: 0.0430602, PRECISION_RECALL_MIN_DEN: 0.1494731, RECALL: 0.1446776, MAP: 0.0698765, MRR: 0.1465547, NDCG: 0.1049061, F1: 0.0663668, HIT_RATE: 0.4306015, ARHR: 0.1718740, NOVELTY: 0.0048698, AVERAGE_POPULARITY: 0.0933647, DIVERSITY_MEAN_INTER_LIST: 0.9900016, DIVERSITY_HERFINDAHL: 0.9989827, COVERAGE_ITEM: 0.4021405, COVERAGE_ITEM_CORRECT: 0.0524966, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2188499, DIVERSITY_GINI: 0.1302854, SHANNON_ENTROPY: 11.6533189, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.8145263328856335, 'b': 0.41911201945348864, 'c': 0.5342380857631711, 'normalize': True} - results: ROC_AUC: 0.1838436, PRECISION: 0.0405196, PRECISION_RECALL_MIN_DEN: 0.1411471, RECALL: 0.1365578, MAP: 0.0644321, MRR: 0.1368981, NDCG: 0.0976951, F1: 0.0624950, HIT_RATE: 0.4051958, ARHR: 0.1599972, NOVELTY: 0.0048928, AVERAGE_POPULARITY: 0.0800954, DIVERSITY_MEAN_INTER_LIST: 0.9932458, DIVERSITY_HERFINDAHL: 0.9993070, COVERAGE_ITEM: 0.3446545, COVERAGE_ITEM_CORRECT: 0.0529355, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2077765, DIVERSITY_GINI: 0.1132488, SHANNON_ENTROPY: 11.6967325, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.02277757192891117, 'b': 0.4144384132944836, 'c': 0.13704936870054032, 'normalize': False} - results: ROC_AUC: 0.1797883, PRECISION: 0.0385759, PRECISION_RECALL_MIN_DEN: 0.1336287, RECALL: 0.1293368, MAP: 0.0623158, MRR: 0.1339550, NDCG: 0.0941065, F1: 0.0594266, HIT_RATE: 0.3857592, ARHR: 0.1553055, NOVELTY: 0.0047977, AVERAGE_POPULARITY: 0.1077476, DIVERSITY_MEAN_INTER_LIST: 0.9857536, DIVERSITY_HERFINDAHL: 0.9985579, COVERAGE_ITEM: 0.3937247, COVERAGE_ITEM_CORRECT: 0.0436651, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2006543, DIVERSITY_GINI: 0.1209337, SHANNON_ENTROPY: 11.3794627, 

SearchBayesianSkopt-CV: New best config found. Config 5: {'a': 0.8446895346995468, 'b': 0.3615149365342272, 'c': 0.5717471167778749, 'normalize': False} - results: ROC_AUC: 0.2036137, PRECISION: 0.0442191, PRECISION_RECALL_MIN_DEN: 0.1611317, RECALL: 0.1567316, MAP: 0.0739003, MRR: 0.1510863, NDCG: 0.1112525, F1: 0.0689763, HIT_RATE: 0.4421911, ARHR: 0.1756510, NOVELTY: 0.0050144, AVERAGE_POPULARITY: 0.0729272, DIVERSITY_MEAN_INTER_LIST: 0.9937534, DIVERSITY_HERFINDAHL: 0.9993578, COVERAGE_ITEM: 0.4536362, COVERAGE_ITEM_CORRECT: 0.0611511, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2299736, DIVERSITY_GINI: 0.1670156, SHANNON_ENTROPY: 12.1391627, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.451716770219902, 'b': 0.3801508604474523, 'c': 0.6175648570565875, 'normalize': True} - results: ROC_AUC: 0.1782565, PRECISION: 0.0393502, PRECISION_RECALL_MIN_DEN: 0.1359267, RECALL: 0.1312930, MAP: 0.0616553, MRR: 0.1322885, NDCG: 0.0938269, F1: 0.0605516, HIT_RATE: 0.3935018, ARHR: 0.1544427, NOVELTY: 0.0048737, AVERAGE_POPULARITY: 0.0817731, DIVERSITY_MEAN_INTER_LIST: 0.9929941, DIVERSITY_HERFINDAHL: 0.9992819, COVERAGE_ITEM: 0.3301559, COVERAGE_ITEM_CORRECT: 0.0503099, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2023405, DIVERSITY_GINI: 0.1071682, SHANNON_ENTROPY: 11.6262976, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.20471701507133705, 'b': 0.9167680900086554, 'c': 0.13381277095450775, 'normalize': False} - results: ROC_AUC: 0.1865657, PRECISION: 0.0401834, PRECISION_RECALL_MIN_DEN: 0.1401662, RECALL: 0.1357297, MAP: 0.0653883, MRR: 0.1385059, NDCG: 0.0984370, F1: 0.0620082, HIT_RATE: 0.4018336, ARHR: 0.1610579, NOVELTY: 0.0048170, AVERAGE_POPULARITY: 0.1070691, DIVERSITY_MEAN_INTER_LIST: 0.9856231, DIVERSITY_HERFINDAHL: 0.9985449, COVERAGE_ITEM: 0.4221752, COVERAGE_ITEM_CORRECT: 0.0469990, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2079527, DIVERSITY_GINI: 0.1324517, SHANNON_ENTROPY: 11.4553728, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.7555037667173075, 'b': 0.9474742949867664, 'c': 0.9685476314497826, 'normalize': True} - results: ROC_AUC: 0.1801449, PRECISION: 0.0397742, PRECISION_RECALL_MIN_DEN: 0.1372758, RECALL: 0.1325784, MAP: 0.0624874, MRR: 0.1341238, NDCG: 0.0949272, F1: 0.0611906, HIT_RATE: 0.3977425, ARHR: 0.1567105, NOVELTY: 0.0048707, AVERAGE_POPULARITY: 0.0828900, DIVERSITY_MEAN_INTER_LIST: 0.9927908, DIVERSITY_HERFINDAHL: 0.9992615, COVERAGE_ITEM: 0.3343369, COVERAGE_ITEM_CORRECT: 0.0502560, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2040267, DIVERSITY_GINI: 0.1080855, SHANNON_ENTROPY: 11.6221646, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.17529663751968108, 'b': 0.94131037830573, 'c': 0.020604843213463567, 'normalize': True} - results: ROC_AUC: 0.1896615, PRECISION: 0.0412291, PRECISION_RECALL_MIN_DEN: 0.1442166, RECALL: 0.1397045, MAP: 0.0670608, MRR: 0.1410780, NDCG: 0.1009450, F1: 0.0636678, HIT_RATE: 0.4122908, ARHR: 0.1644157, NOVELTY: 0.0048314, AVERAGE_POPULARITY: 0.1034798, DIVERSITY_MEAN_INTER_LIST: 0.9868635, DIVERSITY_HERFINDAHL: 0.9986689, COVERAGE_ITEM: 0.4181174, COVERAGE_ITEM_CORRECT: 0.0488162, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2126589, DIVERSITY_GINI: 0.1325327, SHANNON_ENTROPY: 11.5148539, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'a': 0.48149386819049056, 'b': 0.2571911624802426, 'c': 0.796213235987402, 'normalize': False} - results: ROC_AUC: 0.1985148, PRECISION: 0.0437388, PRECISION_RECALL_MIN_DEN: 0.1539801, RECALL: 0.1493187, MAP: 0.0716856, MRR: 0.1486568, NDCG: 0.1075718, F1: 0.0676576, HIT_RATE: 0.4373880, ARHR: 0.1741637, NOVELTY: 0.0049308, AVERAGE_POPULARITY: 0.0807574, DIVERSITY_MEAN_INTER_LIST: 0.9928501, DIVERSITY_HERFINDAHL: 0.9992675, COVERAGE_ITEM: 0.3960346, COVERAGE_ITEM_CORRECT: 0.0572782, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2229269, DIVERSITY_GINI: 0.1345362, SHANNON_ENTROPY: 11.8487633, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'a': 0.8698172645966917, 'b': 0.356796908453715, 'c': 0.39705008513194306, 'normalize': True} - results: ROC_AUC: 0.1864872, PRECISION: 0.0411544, PRECISION_RECALL_MIN_DEN: 0.1435955, RECALL: 0.1390572, MAP: 0.0660043, MRR: 0.1389062, NDCG: 0.0997758, F1: 0.0635117, HIT_RATE: 0.4115442, ARHR: 0.1623316, NOVELTY: 0.0049101, AVERAGE_POPULARITY: 0.0784769, DIVERSITY_MEAN_INTER_LIST: 0.9934853, DIVERSITY_HERFINDAHL: 0.9993310, COVERAGE_ITEM: 0.3566198, COVERAGE_ITEM_CORRECT: 0.0545602, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2107965, DIVERSITY_GINI: 0.1187360, SHANNON_ENTROPY: 11.7594801, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'a': 0.1205948727830223, 'b': 0.3213055846890765, 'c': 0.2674485857448959, 'normalize': True} - results: ROC_AUC: 0.1788745, PRECISION: 0.0392229, PRECISION_RECALL_MIN_DEN: 0.1352300, RECALL: 0.1306072, MAP: 0.0614170, MRR: 0.1322121, NDCG: 0.0934802, F1: 0.0603280, HIT_RATE: 0.3922285, ARHR: 0.1544238, NOVELTY: 0.0048610, AVERAGE_POPULARITY: 0.0844412, DIVERSITY_MEAN_INTER_LIST: 0.9925175, DIVERSITY_HERFINDAHL: 0.9992342, COVERAGE_ITEM: 0.3322964, COVERAGE_ITEM_CORRECT: 0.0487469, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2023405, DIVERSITY_GINI: 0.1065182, SHANNON_ENTROPY: 11.5915009, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'a': 0.50037109197072, 'b': 0.7117459483420102, 'c': 0.02543676065948653, 'normalize': True} - results: ROC_AUC: 0.2028848, PRECISION: 0.0443215, PRECISION_RECALL_MIN_DEN: 0.1576375, RECALL: 0.1530161, MAP: 0.0735924, MRR: 0.1519199, NDCG: 0.1101911, F1: 0.0687329, HIT_RATE: 0.4432154, ARHR: 0.1774739, NOVELTY: 0.0049458, AVERAGE_POPULARITY: 0.0854059, DIVERSITY_MEAN_INTER_LIST: 0.9912265, DIVERSITY_HERFINDAHL: 0.9991051, COVERAGE_ITEM: 0.4655322, COVERAGE_ITEM_CORRECT: 0.0579865, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2273814, DIVERSITY_GINI: 0.1649980, SHANNON_ENTROPY: 11.9678166, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'a': 0.5241529551006403, 'b': 0.8286076375041683, 'c': 0.20641338491082234, 'normalize': False} - results: ROC_AUC: 0.1975882, PRECISION: 0.0433917, PRECISION_RECALL_MIN_DEN: 0.1526741, RECALL: 0.1480593, MAP: 0.0710844, MRR: 0.1482065, NDCG: 0.1067333, F1: 0.0671121, HIT_RATE: 0.4339168, ARHR: 0.1733235, NOVELTY: 0.0048775, AVERAGE_POPULARITY: 0.0972988, DIVERSITY_MEAN_INTER_LIST: 0.9883758, DIVERSITY_HERFINDAHL: 0.9988201, COVERAGE_ITEM: 0.4418479, COVERAGE_ITEM_CORRECT: 0.0541136, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2221467, DIVERSITY_GINI: 0.1467655, SHANNON_ENTROPY: 11.6927083, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'a': 0.5288557449859959, 'b': 0.6688217237105195, 'c': 0.35863938811846335, 'normalize': True} - results: ROC_AUC: 0.1870942, PRECISION: 0.0411982, PRECISION_RECALL_MIN_DEN: 0.1424459, RECALL: 0.1376953, MAP: 0.0657030, MRR: 0.1396184, NDCG: 0.0991906, F1: 0.0634205, HIT_RATE: 0.4119819, ARHR: 0.1635683, NOVELTY: 0.0048786, AVERAGE_POPULARITY: 0.0836778, DIVERSITY_MEAN_INTER_LIST: 0.9925994, DIVERSITY_HERFINDAHL: 0.9992424, COVERAGE_ITEM: 0.3507988, COVERAGE_ITEM_CORRECT: 0.0519962, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2101674, DIVERSITY_GINI: 0.1137250, SHANNON_ENTROPY: 11.6609638, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'a': 0.13241954237608125, 'b': 0.1898187157129862, 'c': 0.3085957790709873, 'normalize': True} - results: ROC_AUC: 0.1758615, PRECISION: 0.0386150, PRECISION_RECALL_MIN_DEN: 0.1335126, RECALL: 0.1289373, MAP: 0.0603849, MRR: 0.1300943, NDCG: 0.0920266, F1: 0.0594306, HIT_RATE: 0.3861497, ARHR: 0.1517281, NOVELTY: 0.0048666, AVERAGE_POPULARITY: 0.0825832, DIVERSITY_MEAN_INTER_LIST: 0.9928611, DIVERSITY_HERFINDAHL: 0.9992686, COVERAGE_ITEM: 0.3260751, COVERAGE_ITEM_CORRECT: 0.0488547, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1995722, DIVERSITY_GINI: 0.1052931, SHANNON_ENTROPY: 11.6008002, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'a': 0.4300701502574852, 'b': 0.8902000039625154, 'c': 0.40061187856784564, 'normalize': False} - results: ROC_AUC: 0.1944649, PRECISION: 0.0424949, PRECISION_RECALL_MIN_DEN: 0.1484729, RECALL: 0.1438244, MAP: 0.0692920, MRR: 0.1451271, NDCG: 0.1040670, F1: 0.0656047, HIT_RATE: 0.4249490, ARHR: 0.1697314, NOVELTY: 0.0048552, AVERAGE_POPULARITY: 0.0989775, DIVERSITY_MEAN_INTER_LIST: 0.9882252, DIVERSITY_HERFINDAHL: 0.9988051, COVERAGE_ITEM: 0.4201655, COVERAGE_ITEM_CORRECT: 0.0514880, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2174657, DIVERSITY_GINI: 0.1355856, SHANNON_ENTROPY: 11.6029668, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'a': 0.2363786363197226, 'b': 0.09848235544710862, 'c': 0.5175147394877249, 'normalize': True} - results: ROC_AUC: 0.1734559, PRECISION: 0.0380296, PRECISION_RECALL_MIN_DEN: 0.1321657, RECALL: 0.1277313, MAP: 0.0593024, MRR: 0.1275985, NDCG: 0.0906711, F1: 0.0586090, HIT_RATE: 0.3802958, ARHR: 0.1484110, NOVELTY: 0.0048727, AVERAGE_POPULARITY: 0.0808682, DIVERSITY_MEAN_INTER_LIST: 0.9931476, DIVERSITY_HERFINDAHL: 0.9992972, COVERAGE_ITEM: 0.3215861, COVERAGE_ITEM_CORRECT: 0.0491704, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1976343, DIVERSITY_GINI: 0.1046271, SHANNON_ENTROPY: 11.6120258, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'a': 0.7011425007613094, 'b': 0.3063756597141733, 'c': 0.7030534098244233, 'normalize': False} - results: ROC_AUC: 0.2021809, PRECISION: 0.0441663, PRECISION_RECALL_MIN_DEN: 0.1582211, RECALL: 0.1537154, MAP: 0.0731980, MRR: 0.1509401, NDCG: 0.1100624, F1: 0.0686159, HIT_RATE: 0.4416631, ARHR: 0.1759781, NOVELTY: 0.0049802, AVERAGE_POPULARITY: 0.0759953, DIVERSITY_MEAN_INTER_LIST: 0.9934495, DIVERSITY_HERFINDAHL: 0.9993274, COVERAGE_ITEM: 0.4268489, COVERAGE_ITEM_CORRECT: 0.0599346, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2275827, DIVERSITY_GINI: 0.1516216, SHANNON_ENTROPY: 12.0140244, 
