
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.09735591577502803, 'b': 0.7598040810517013, 'c': 0.9256075301479226, 'normalize': True} - results: ROC_AUC: 0.1773098, PRECISION: 0.0375649, PRECISION_RECALL_MIN_DEN: 0.1311175, RECALL: 0.1270222, MAP: 0.0616901, MRR: 0.1321922, NDCG: 0.0927789, F1: 0.0579806, HIT_RATE: 0.3756491, ARHR: 0.1526713, NOVELTY: 0.0047808, AVERAGE_POPULARITY: 0.1129169, DIVERSITY_MEAN_INTER_LIST: 0.9836582, DIVERSITY_HERFINDAHL: 0.9983484, COVERAGE_ITEM: 0.4281039, COVERAGE_ITEM_CORRECT: 0.0422483, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1972568, DIVERSITY_GINI: 0.1288895, SHANNON_ENTROPY: 11.3134410, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.24087188903472329, 'b': 0.42770928901391325, 'c': 0.13654462212342625, 'normalize': True} - results: ROC_AUC: 0.1826276, PRECISION: 0.0390108, PRECISION_RECALL_MIN_DEN: 0.1367923, RECALL: 0.1325632, MAP: 0.0640983, MRR: 0.1357403, NDCG: 0.0963526, F1: 0.0602798, HIT_RATE: 0.3901080, ARHR: 0.1571893, NOVELTY: 0.0047827, AVERAGE_POPULARITY: 0.1100935, DIVERSITY_MEAN_INTER_LIST: 0.9846252, DIVERSITY_HERFINDAHL: 0.9984451, COVERAGE_ITEM: 0.4212435, COVERAGE_ITEM_CORRECT: 0.0452743, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2038757, DIVERSITY_GINI: 0.1260380, SHANNON_ENTROPY: 11.3262769, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.29131768919081885, 'b': 0.5873065304960701, 'c': 0.9118399926517474, 'normalize': True} - results: ROC_AUC: 0.1789127, PRECISION: 0.0378869, PRECISION_RECALL_MIN_DEN: 0.1326627, RECALL: 0.1285572, MAP: 0.0622954, MRR: 0.1333889, NDCG: 0.0937301, F1: 0.0585239, HIT_RATE: 0.3788693, ARHR: 0.1540910, NOVELTY: 0.0047855, AVERAGE_POPULARITY: 0.1123540, DIVERSITY_MEAN_INTER_LIST: 0.9837813, DIVERSITY_HERFINDAHL: 0.9983608, COVERAGE_ITEM: 0.4298518, COVERAGE_ITEM_CORRECT: 0.0429875, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1989933, DIVERSITY_GINI: 0.1301668, SHANNON_ENTROPY: 11.3312432, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.543386898504963, 'b': 0.7342976604662068, 'c': 0.841096169323537, 'normalize': False} - results: ROC_AUC: 0.1790152, PRECISION: 0.0380668, PRECISION_RECALL_MIN_DEN: 0.1331274, RECALL: 0.1289994, MAP: 0.0623445, MRR: 0.1333871, NDCG: 0.0939121, F1: 0.0587845, HIT_RATE: 0.3806681, ARHR: 0.1542111, NOVELTY: 0.0047850, AVERAGE_POPULARITY: 0.1121484, DIVERSITY_MEAN_INTER_LIST: 0.9838601, DIVERSITY_HERFINDAHL: 0.9983686, COVERAGE_ITEM: 0.4289278, COVERAGE_ITEM_CORRECT: 0.0432493, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1996477, DIVERSITY_GINI: 0.1296881, SHANNON_ENTROPY: 11.3298916, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.9002656237960389, 'b': 0.6604377108324274, 'c': 0.15893914283313973, 'normalize': False} - results: ROC_AUC: 0.1862697, PRECISION: 0.0399501, PRECISION_RECALL_MIN_DEN: 0.1405489, RECALL: 0.1362656, MAP: 0.0660844, MRR: 0.1392498, NDCG: 0.0991166, F1: 0.0617840, HIT_RATE: 0.3995014, ARHR: 0.1614525, NOVELTY: 0.0047907, AVERAGE_POPULARITY: 0.1083832, DIVERSITY_MEAN_INTER_LIST: 0.9850196, DIVERSITY_HERFINDAHL: 0.9984846, COVERAGE_ITEM: 0.4258710, COVERAGE_ITEM_CORRECT: 0.0474610, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2080534, DIVERSITY_GINI: 0.1289180, SHANNON_ENTROPY: 11.3670744, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.0496436964031768, 'b': 0.7352032642709245, 'c': 0.72103645775687, 'normalize': False} - results: ROC_AUC: 0.1767372, PRECISION: 0.0375544, PRECISION_RECALL_MIN_DEN: 0.1310492, RECALL: 0.1269424, MAP: 0.0613157, MRR: 0.1315749, NDCG: 0.0924452, F1: 0.0579593, HIT_RATE: 0.3755438, ARHR: 0.1519581, NOVELTY: 0.0047795, AVERAGE_POPULARITY: 0.1131423, DIVERSITY_MEAN_INTER_LIST: 0.9836079, DIVERSITY_HERFINDAHL: 0.9983434, COVERAGE_ITEM: 0.4275265, COVERAGE_ITEM_CORRECT: 0.0420558, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1974078, DIVERSITY_GINI: 0.1285545, SHANNON_ENTROPY: 11.3084962, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.24491463745393566, 'b': 0.8238499688341738, 'c': 0.3267937743195019, 'normalize': False} - results: ROC_AUC: 0.1782453, PRECISION: 0.0379819, PRECISION_RECALL_MIN_DEN: 0.1325245, RECALL: 0.1283768, MAP: 0.0622249, MRR: 0.1330124, NDCG: 0.0936162, F1: 0.0586179, HIT_RATE: 0.3798187, ARHR: 0.1536685, NOVELTY: 0.0047758, AVERAGE_POPULARITY: 0.1119230, DIVERSITY_MEAN_INTER_LIST: 0.9841220, DIVERSITY_HERFINDAHL: 0.9983948, COVERAGE_ITEM: 0.4198807, COVERAGE_ITEM_CORRECT: 0.0428874, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1992953, DIVERSITY_GINI: 0.1245129, SHANNON_ENTROPY: 11.2912039, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.920647097320486, 'b': 0.48598313973542406, 'c': 0.6867270937180993, 'normalize': False} - results: ROC_AUC: 0.1820038, PRECISION: 0.0387877, PRECISION_RECALL_MIN_DEN: 0.1358358, RECALL: 0.1316272, MAP: 0.0636947, MRR: 0.1353913, NDCG: 0.0957779, F1: 0.0599166, HIT_RATE: 0.3878770, ARHR: 0.1567221, NOVELTY: 0.0047915, AVERAGE_POPULARITY: 0.1108963, DIVERSITY_MEAN_INTER_LIST: 0.9841673, DIVERSITY_HERFINDAHL: 0.9983993, COVERAGE_ITEM: 0.4312839, COVERAGE_ITEM_CORRECT: 0.0447045, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2028690, DIVERSITY_GINI: 0.1313708, SHANNON_ENTROPY: 11.3579445, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.3037332775725749, 'b': 0.988584104735041, 'c': 0.9800813954114933, 'normalize': True} - results: ROC_AUC: 0.1783535, PRECISION: 0.0377981, PRECISION_RECALL_MIN_DEN: 0.1318786, RECALL: 0.1277565, MAP: 0.0620935, MRR: 0.1330479, NDCG: 0.0933698, F1: 0.0583342, HIT_RATE: 0.3779807, ARHR: 0.1536862, NOVELTY: 0.0047813, AVERAGE_POPULARITY: 0.1123258, DIVERSITY_MEAN_INTER_LIST: 0.9838621, DIVERSITY_HERFINDAHL: 0.9983688, COVERAGE_ITEM: 0.4262945, COVERAGE_ITEM_CORRECT: 0.0426564, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1985152, DIVERSITY_GINI: 0.1280290, SHANNON_ENTROPY: 11.3139595, 
