
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.7642850414352251, 'b': 0.3781671450570825, 'c': 0.03244011645967638, 'normalize': False} - results: ROC_AUC: 0.1712875, PRECISION: 0.0375309, PRECISION_RECALL_MIN_DEN: 0.1309903, RECALL: 0.1266552, MAP: 0.0584748, MRR: 0.1257154, NDCG: 0.0896598, F1: 0.0579028, HIT_RATE: 0.3753085, ARHR: 0.1455741, NOVELTY: 0.0048479, AVERAGE_POPULARITY: 0.0789440, DIVERSITY_MEAN_INTER_LIST: 0.9932048, DIVERSITY_HERFINDAHL: 0.9993029, COVERAGE_ITEM: 0.3128547, COVERAGE_ITEM_CORRECT: 0.0501174, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1965270, DIVERSITY_GINI: 0.0976946, SHANNON_ENTROPY: 11.5247208, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.3573637571648874, 'b': 0.8295686529175585, 'c': 0.4147537029355476, 'normalize': False} - results: ROC_AUC: 0.1888643, PRECISION: 0.0410178, PRECISION_RECALL_MIN_DEN: 0.1476807, RECALL: 0.1437090, MAP: 0.0674832, MRR: 0.1388405, NDCG: 0.1021826, F1: 0.0638191, HIT_RATE: 0.4101782, ARHR: 0.1605452, NOVELTY: 0.0049673, AVERAGE_POPULARITY: 0.0698957, DIVERSITY_MEAN_INTER_LIST: 0.9946124, DIVERSITY_HERFINDAHL: 0.9994437, COVERAGE_ITEM: 0.3735823, COVERAGE_ITEM_CORRECT: 0.0587411, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2151755, DIVERSITY_GINI: 0.1297002, SHANNON_ENTROPY: 11.9216277, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.15869328740703195, 'b': 0.5318217842767814, 'c': 0.10251512023685841, 'normalize': True} - results: ROC_AUC: 0.1708951, PRECISION: 0.0368664, PRECISION_RECALL_MIN_DEN: 0.1290966, RECALL: 0.1249399, MAP: 0.0578760, MRR: 0.1247547, NDCG: 0.0886374, F1: 0.0569330, HIT_RATE: 0.3686639, ARHR: 0.1444130, NOVELTY: 0.0048635, AVERAGE_POPULARITY: 0.0806782, DIVERSITY_MEAN_INTER_LIST: 0.9931599, DIVERSITY_HERFINDAHL: 0.9992984, COVERAGE_ITEM: 0.3142252, COVERAGE_ITEM_CORRECT: 0.0477536, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1938342, DIVERSITY_GINI: 0.1014347, SHANNON_ENTROPY: 11.5781910, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.18719506446781822, 'b': 0.94648302905499, 'c': 0.6680785430470091, 'normalize': True} - results: ROC_AUC: 0.1749322, PRECISION: 0.0382659, PRECISION_RECALL_MIN_DEN: 0.1331187, RECALL: 0.1287125, MAP: 0.0598420, MRR: 0.1283148, NDCG: 0.0915139, F1: 0.0589929, HIT_RATE: 0.3826592, ARHR: 0.1491946, NOVELTY: 0.0048778, AVERAGE_POPULARITY: 0.0794080, DIVERSITY_MEAN_INTER_LIST: 0.9933708, DIVERSITY_HERFINDAHL: 0.9993195, COVERAGE_ITEM: 0.3228027, COVERAGE_ITEM_CORRECT: 0.0504254, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1987920, DIVERSITY_GINI: 0.1052904, SHANNON_ENTROPY: 11.6293654, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.5148068280924584, 'b': 0.053464855901512856, 'c': 0.3016767795782754, 'normalize': False} - results: ROC_AUC: 0.1555315, PRECISION: 0.0326413, PRECISION_RECALL_MIN_DEN: 0.1242955, RECALL: 0.1214732, MAP: 0.0535429, MRR: 0.1098959, NDCG: 0.0828407, F1: 0.0514528, HIT_RATE: 0.3264126, ARHR: 0.1242807, NOVELTY: 0.0052138, AVERAGE_POPULARITY: 0.0331894, DIVERSITY_MEAN_INTER_LIST: 0.9974271, DIVERSITY_HERFINDAHL: 0.9997251, COVERAGE_ITEM: 0.5588604, COVERAGE_ITEM_CORRECT: 0.0559615, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1803448, DIVERSITY_GINI: 0.2504650, SHANNON_ENTROPY: 12.8923277, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.7229460084641889, 'b': 0.1903469066378864, 'c': 0.279199262038012, 'normalize': True} - results: ROC_AUC: 0.1701700, PRECISION: 0.0372873, PRECISION_RECALL_MIN_DEN: 0.1312938, RECALL: 0.1271375, MAP: 0.0584834, MRR: 0.1245607, NDCG: 0.0896758, F1: 0.0576623, HIT_RATE: 0.3728728, ARHR: 0.1438993, NOVELTY: 0.0048463, AVERAGE_POPULARITY: 0.0774088, DIVERSITY_MEAN_INTER_LIST: 0.9932052, DIVERSITY_HERFINDAHL: 0.9993030, COVERAGE_ITEM: 0.3169278, COVERAGE_ITEM_CORRECT: 0.0512570, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1962250, DIVERSITY_GINI: 0.0972999, SHANNON_ENTROPY: 11.5107216, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.5530581559017611, 'b': 0.6220793250763169, 'c': 0.05391748071521553, 'normalize': True} - results: ROC_AUC: 0.1699245, PRECISION: 0.0366327, PRECISION_RECALL_MIN_DEN: 0.1279043, RECALL: 0.1238027, MAP: 0.0574059, MRR: 0.1244084, NDCG: 0.0880289, F1: 0.0565357, HIT_RATE: 0.3663267, ARHR: 0.1436465, NOVELTY: 0.0048528, AVERAGE_POPULARITY: 0.0804608, DIVERSITY_MEAN_INTER_LIST: 0.9931293, DIVERSITY_HERFINDAHL: 0.9992954, COVERAGE_ITEM: 0.3107526, COVERAGE_ITEM_CORRECT: 0.0477998, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1932301, DIVERSITY_GINI: 0.0987850, SHANNON_ENTROPY: 11.5427922, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.4347133268206309, 'b': 0.04173374201835945, 'c': 0.5341200647862722, 'normalize': False} - results: ROC_AUC: 0.1312397, PRECISION: 0.0274986, PRECISION_RECALL_MIN_DEN: 0.1033717, RECALL: 0.1007264, MAP: 0.0442889, MRR: 0.0918451, NDCG: 0.0686499, F1: 0.0432004, HIT_RATE: 0.2749863, ARHR: 0.1036495, NOVELTY: 0.0052684, AVERAGE_POPULARITY: 0.0236946, DIVERSITY_MEAN_INTER_LIST: 0.9977198, DIVERSITY_HERFINDAHL: 0.9997544, COVERAGE_ITEM: 0.5896439, COVERAGE_ITEM_CORRECT: 0.0501097, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1538694, DIVERSITY_GINI: 0.2787023, SHANNON_ENTROPY: 13.0571066, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.5446984003945655, 'b': 0.8853041970163904, 'c': 0.3088141769756458, 'normalize': False} - results: ROC_AUC: 0.1864142, PRECISION: 0.0406644, PRECISION_RECALL_MIN_DEN: 0.1438796, RECALL: 0.1396973, MAP: 0.0658639, MRR: 0.1378150, NDCG: 0.0998838, F1: 0.0629919, HIT_RATE: 0.4066439, ARHR: 0.1598830, NOVELTY: 0.0049256, AVERAGE_POPULARITY: 0.0737689, DIVERSITY_MEAN_INTER_LIST: 0.9941248, DIVERSITY_HERFINDAHL: 0.9993949, COVERAGE_ITEM: 0.3534552, COVERAGE_ITEM_CORRECT: 0.0567469, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2116270, DIVERSITY_GINI: 0.1185703, SHANNON_ENTROPY: 11.7920498, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.1131508014582984, 'b': 0.2985694025115306, 'c': 0.3248900134453407, 'normalize': False} - results: ROC_AUC: 0.1849150, PRECISION: 0.0392546, PRECISION_RECALL_MIN_DEN: 0.1500593, RECALL: 0.1467074, MAP: 0.0660531, MRR: 0.1320114, NDCG: 0.1008769, F1: 0.0619364, HIT_RATE: 0.3925463, ARHR: 0.1505694, NOVELTY: 0.0050992, AVERAGE_POPULARITY: 0.0559671, DIVERSITY_MEAN_INTER_LIST: 0.9959979, DIVERSITY_HERFINDAHL: 0.9995822, COVERAGE_ITEM: 0.4398383, COVERAGE_ITEM_CORRECT: 0.0607969, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2133132, DIVERSITY_GINI: 0.1695101, SHANNON_ENTROPY: 12.3192189, 
