
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.04497755210102695, 'l1_ratio': 0.5138101035522092, 'topK': 963, 'normalize': True} - results: ROC_AUC: 0.1591518, PRECISION: 0.0334096, PRECISION_RECALL_MIN_DEN: 0.1139385, RECALL: 0.1102484, MAP: 0.0537925, MRR: 0.1175302, NDCG: 0.0813168, F1: 0.0512763, HIT_RATE: 0.3340965, ARHR: 0.1352183, NOVELTY: 0.0048492, AVERAGE_POPULARITY: 0.1160408, DIVERSITY_MEAN_INTER_LIST: 0.9820784, DIVERSITY_HERFINDAHL: 0.9981905, COVERAGE_ITEM: 0.4478999, COVERAGE_ITEM_CORRECT: 0.0352801, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1766704, DIVERSITY_GINI: 0.1460719, SHANNON_ENTROPY: 11.4644389, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.5248106724032753, 'l1_ratio': 0.40412192452051066, 'topK': 121, 'normalize': True} - results: ROC_AUC: 0.1705375, PRECISION: 0.0363040, PRECISION_RECALL_MIN_DEN: 0.1224785, RECALL: 0.1181586, MAP: 0.0585070, MRR: 0.1273914, NDCG: 0.0877302, F1: 0.0555402, HIT_RATE: 0.3630400, ARHR: 0.1480264, NOVELTY: 0.0049423, AVERAGE_POPULARITY: 0.0918203, DIVERSITY_MEAN_INTER_LIST: 0.9893007, DIVERSITY_HERFINDAHL: 0.9989126, COVERAGE_ITEM: 0.4784678, COVERAGE_ITEM_CORRECT: 0.0433494, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1878193, DIVERSITY_GINI: 0.1665878, SHANNON_ENTROPY: 11.8588015, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.04582840106342923, 'l1_ratio': 0.15352212013946112, 'topK': 941, 'normalize': True} - results: ROC_AUC: 0.1581813, PRECISION: 0.0332046, PRECISION_RECALL_MIN_DEN: 0.1133959, RECALL: 0.1097519, MAP: 0.0535089, MRR: 0.1167853, NDCG: 0.0808932, F1: 0.0509810, HIT_RATE: 0.3320459, ARHR: 0.1342479, NOVELTY: 0.0048471, AVERAGE_POPULARITY: 0.1168998, DIVERSITY_MEAN_INTER_LIST: 0.9817237, DIVERSITY_HERFINDAHL: 0.9981550, COVERAGE_ITEM: 0.4466910, COVERAGE_ITEM_CORRECT: 0.0350260, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1757896, DIVERSITY_GINI: 0.1455279, SHANNON_ENTROPY: 11.4514074, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'alpha': 0.18853768750011274, 'l1_ratio': 0.961425027973224, 'topK': 782, 'normalize': True} - results: ROC_AUC: 0.1675941, PRECISION: 0.0357837, PRECISION_RECALL_MIN_DEN: 0.1209086, RECALL: 0.1168329, MAP: 0.0573359, MRR: 0.1252398, NDCG: 0.0864256, F1: 0.0547854, HIT_RATE: 0.3578371, ARHR: 0.1449366, NOVELTY: 0.0048642, AVERAGE_POPULARITY: 0.1061519, DIVERSITY_MEAN_INTER_LIST: 0.9855796, DIVERSITY_HERFINDAHL: 0.9985405, COVERAGE_ITEM: 0.4527892, COVERAGE_ITEM_CORRECT: 0.0394379, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1866616, DIVERSITY_GINI: 0.1480768, SHANNON_ENTROPY: 11.5731475, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'alpha': 0.5979089461765155, 'l1_ratio': 0.7242619735128552, 'topK': 950, 'normalize': True} - results: ROC_AUC: 0.1720055, PRECISION: 0.0364868, PRECISION_RECALL_MIN_DEN: 0.1247680, RECALL: 0.1206535, MAP: 0.0590373, MRR: 0.1281724, NDCG: 0.0889095, F1: 0.0560281, HIT_RATE: 0.3648682, ARHR: 0.1481189, NOVELTY: 0.0048779, AVERAGE_POPULARITY: 0.0973272, DIVERSITY_MEAN_INTER_LIST: 0.9879658, DIVERSITY_HERFINDAHL: 0.9987791, COVERAGE_ITEM: 0.4522425, COVERAGE_ITEM_CORRECT: 0.0416092, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1907386, DIVERSITY_GINI: 0.1469294, SHANNON_ENTROPY: 11.6429380, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'alpha': 0.4789712572029853, 'l1_ratio': 0.9331834823016545, 'topK': 115, 'normalize': False} - results: ROC_AUC: 0.1686658, PRECISION: 0.0358579, PRECISION_RECALL_MIN_DEN: 0.1215919, RECALL: 0.1173393, MAP: 0.0578889, MRR: 0.1263964, NDCG: 0.0869296, F1: 0.0549279, HIT_RATE: 0.3585790, ARHR: 0.1464328, NOVELTY: 0.0049853, AVERAGE_POPULARITY: 0.0823852, DIVERSITY_MEAN_INTER_LIST: 0.9913897, DIVERSITY_HERFINDAHL: 0.9991214, COVERAGE_ITEM: 0.4872916, COVERAGE_ITEM_CORRECT: 0.0442964, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1861835, DIVERSITY_GINI: 0.1739820, SHANNON_ENTROPY: 12.0069263, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'alpha': 0.5109751612320463, 'l1_ratio': 0.49726979210671596, 'topK': 99, 'normalize': False} - results: ROC_AUC: 0.1715149, PRECISION: 0.0362473, PRECISION_RECALL_MIN_DEN: 0.1225595, RECALL: 0.1182924, MAP: 0.0586076, MRR: 0.1275297, NDCG: 0.0879049, F1: 0.0554902, HIT_RATE: 0.3624729, ARHR: 0.1478302, NOVELTY: 0.0049603, AVERAGE_POPULARITY: 0.0899723, DIVERSITY_MEAN_INTER_LIST: 0.9896309, DIVERSITY_HERFINDAHL: 0.9989456, COVERAGE_ITEM: 0.4898556, COVERAGE_ITEM_CORRECT: 0.0441347, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1884233, DIVERSITY_GINI: 0.1737853, SHANNON_ENTROPY: 11.9194655, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'alpha': 0.3076600427364327, 'l1_ratio': 0.724219938125719, 'topK': 902, 'normalize': False} - results: ROC_AUC: 0.1734126, PRECISION: 0.0368687, PRECISION_RECALL_MIN_DEN: 0.1258062, RECALL: 0.1216574, MAP: 0.0594508, MRR: 0.1285535, NDCG: 0.0895313, F1: 0.0565867, HIT_RATE: 0.3686869, ARHR: 0.1489305, NOVELTY: 0.0048492, AVERAGE_POPULARITY: 0.1037857, DIVERSITY_MEAN_INTER_LIST: 0.9862047, DIVERSITY_HERFINDAHL: 0.9986030, COVERAGE_ITEM: 0.4479230, COVERAGE_ITEM_CORRECT: 0.0414937, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1924751, DIVERSITY_GINI: 0.1424225, SHANNON_ENTROPY: 11.5332023, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'alpha': 0.9486162793164503, 'l1_ratio': 0.026062408275984168, 'topK': 27, 'normalize': False} - results: ROC_AUC: 0.1604604, PRECISION: 0.0332402, PRECISION_RECALL_MIN_DEN: 0.1131984, RECALL: 0.1092751, MAP: 0.0544866, MRR: 0.1194592, NDCG: 0.0816215, F1: 0.0509719, HIT_RATE: 0.3324017, ARHR: 0.1372062, NOVELTY: 0.0051045, AVERAGE_POPULARITY: 0.0779762, DIVERSITY_MEAN_INTER_LIST: 0.9912814, DIVERSITY_HERFINDAHL: 0.9991106, COVERAGE_ITEM: 0.5431222, COVERAGE_ITEM_CORRECT: 0.0424870, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1758651, DIVERSITY_GINI: 0.2207793, SHANNON_ENTROPY: 12.2845602, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'alpha': 0.011611027376778106, 'l1_ratio': 0.034990729310894204, 'topK': 80, 'normalize': False} - results: ROC_AUC: 0.1589149, PRECISION: 0.0336073, PRECISION_RECALL_MIN_DEN: 0.1134351, RECALL: 0.1094717, MAP: 0.0535215, MRR: 0.1167622, NDCG: 0.0808245, F1: 0.0514236, HIT_RATE: 0.3360728, ARHR: 0.1349539, NOVELTY: 0.0049556, AVERAGE_POPULARITY: 0.0946501, DIVERSITY_MEAN_INTER_LIST: 0.9882646, DIVERSITY_HERFINDAHL: 0.9988090, COVERAGE_ITEM: 0.4690587, COVERAGE_ITEM_CORRECT: 0.0385833, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1763684, DIVERSITY_GINI: 0.1655313, SHANNON_ENTROPY: 11.8310470, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'alpha': 0.9489069399562978, 'l1_ratio': 0.988742917802361, 'topK': 944, 'normalize': False} - results: ROC_AUC: 0.1674378, PRECISION: 0.0353456, PRECISION_RECALL_MIN_DEN: 0.1207792, RECALL: 0.1167175, MAP: 0.0568702, MRR: 0.1239115, NDCG: 0.0857948, F1: 0.0542592, HIT_RATE: 0.3534556, ARHR: 0.1431120, NOVELTY: 0.0049276, AVERAGE_POPULARITY: 0.0853555, DIVERSITY_MEAN_INTER_LIST: 0.9904994, DIVERSITY_HERFINDAHL: 0.9990324, COVERAGE_ITEM: 0.4530356, COVERAGE_ITEM_CORRECT: 0.0417478, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1852271, DIVERSITY_GINI: 0.1508035, SHANNON_ENTROPY: 11.7905209, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'alpha': 0.9818982301979049, 'l1_ratio': 0.0670371211191645, 'topK': 991, 'normalize': False} - results: ROC_AUC: 0.1729257, PRECISION: 0.0367305, PRECISION_RECALL_MIN_DEN: 0.1254834, RECALL: 0.1213613, MAP: 0.0589738, MRR: 0.1282489, NDCG: 0.0890855, F1: 0.0563924, HIT_RATE: 0.3673050, ARHR: 0.1484730, NOVELTY: 0.0048172, AVERAGE_POPULARITY: 0.1119037, DIVERSITY_MEAN_INTER_LIST: 0.9836477, DIVERSITY_HERFINDAHL: 0.9983474, COVERAGE_ITEM: 0.4437036, COVERAGE_ITEM_CORRECT: 0.0406545, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1916195, DIVERSITY_GINI: 0.1374959, SHANNON_ENTROPY: 11.3916933, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'alpha': 0.98614808665101, 'l1_ratio': 0.00749936087251213, 'topK': 997, 'normalize': True} - results: ROC_AUC: 0.1728164, PRECISION: 0.0366917, PRECISION_RECALL_MIN_DEN: 0.1257044, RECALL: 0.1216023, MAP: 0.0589452, MRR: 0.1281576, NDCG: 0.0890984, F1: 0.0563725, HIT_RATE: 0.3669172, ARHR: 0.1482305, NOVELTY: 0.0048154, AVERAGE_POPULARITY: 0.1122675, DIVERSITY_MEAN_INTER_LIST: 0.9835274, DIVERSITY_HERFINDAHL: 0.9983354, COVERAGE_ITEM: 0.4424947, COVERAGE_ITEM_CORRECT: 0.0405698, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1920976, DIVERSITY_GINI: 0.1370233, SHANNON_ENTROPY: 11.3848635, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'alpha': 0.9886327270709154, 'l1_ratio': 0.9858855701410505, 'topK': 9, 'normalize': True} - results: ROC_AUC: 0.1473528, PRECISION: 0.0298760, PRECISION_RECALL_MIN_DEN: 0.1026326, RECALL: 0.0991492, MAP: 0.0489124, MRR: 0.1082283, NDCG: 0.0736573, F1: 0.0459154, HIT_RATE: 0.2987601, ARHR: 0.1230150, NOVELTY: 0.0051115, AVERAGE_POPULARITY: 0.0665923, DIVERSITY_MEAN_INTER_LIST: 0.9894572, DIVERSITY_HERFINDAHL: 0.9989282, COVERAGE_ITEM: 0.4817016, COVERAGE_ITEM_CORRECT: 0.0394764, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1616207, DIVERSITY_GINI: 0.1784101, SHANNON_ENTROPY: 12.0046282, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': False} - results: ROC_AUC: 0.1713348, PRECISION: 0.0363950, PRECISION_RECALL_MIN_DEN: 0.1245411, RECALL: 0.1204443, MAP: 0.0579893, MRR: 0.1270986, NDCG: 0.0880156, F1: 0.0558974, HIT_RATE: 0.3639502, ARHR: 0.1468523, NOVELTY: 0.0047870, AVERAGE_POPULARITY: 0.1142596, DIVERSITY_MEAN_INTER_LIST: 0.9825273, DIVERSITY_HERFINDAHL: 0.9982354, COVERAGE_ITEM: 0.4062445, COVERAGE_ITEM_CORRECT: 0.0397690, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909400, DIVERSITY_GINI: 0.1200974, SHANNON_ENTROPY: 11.2093873, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'alpha': 0.020431601219915944, 'l1_ratio': 0.011149849082028209, 'topK': 38, 'normalize': False} - results: ROC_AUC: 0.1566123, PRECISION: 0.0325899, PRECISION_RECALL_MIN_DEN: 0.1110026, RECALL: 0.1072082, MAP: 0.0532729, MRR: 0.1157492, NDCG: 0.0798322, F1: 0.0499824, HIT_RATE: 0.3258992, ARHR: 0.1330894, NOVELTY: 0.0050154, AVERAGE_POPULARITY: 0.0866511, DIVERSITY_MEAN_INTER_LIST: 0.9897626, DIVERSITY_HERFINDAHL: 0.9989588, COVERAGE_ITEM: 0.4844812, COVERAGE_ITEM_CORRECT: 0.0391222, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1722914, DIVERSITY_GINI: 0.1793531, SHANNON_ENTROPY: 11.9894947, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'alpha': 0.09139892552288077, 'l1_ratio': 0.9874215321725757, 'topK': 982, 'normalize': False} - results: ROC_AUC: 0.1688527, PRECISION: 0.0359464, PRECISION_RECALL_MIN_DEN: 0.1221382, RECALL: 0.1181205, MAP: 0.0577994, MRR: 0.1261967, NDCG: 0.0871748, F1: 0.0551172, HIT_RATE: 0.3594644, ARHR: 0.1458718, NOVELTY: 0.0048603, AVERAGE_POPULARITY: 0.1061534, DIVERSITY_MEAN_INTER_LIST: 0.9856021, DIVERSITY_HERFINDAHL: 0.9985428, COVERAGE_ITEM: 0.4519115, COVERAGE_ITEM_CORRECT: 0.0397228, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1881213, DIVERSITY_GINI: 0.1471611, SHANNON_ENTROPY: 11.5633836, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'alpha': 0.012404099382402615, 'l1_ratio': 0.9918676885783949, 'topK': 962, 'normalize': False} - results: ROC_AUC: 0.1590339, PRECISION: 0.0334200, PRECISION_RECALL_MIN_DEN: 0.1138940, RECALL: 0.1102053, MAP: 0.0537871, MRR: 0.1174750, NDCG: 0.0812967, F1: 0.0512843, HIT_RATE: 0.3342000, ARHR: 0.1351595, NOVELTY: 0.0048512, AVERAGE_POPULARITY: 0.1156417, DIVERSITY_MEAN_INTER_LIST: 0.9822389, DIVERSITY_HERFINDAHL: 0.9982065, COVERAGE_ITEM: 0.4484389, COVERAGE_ITEM_CORRECT: 0.0352647, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1765446, DIVERSITY_GINI: 0.1464868, SHANNON_ENTROPY: 11.4729216, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'alpha': 0.9761619478833566, 'l1_ratio': 0.010271801847277164, 'topK': 941, 'normalize': True} - results: ROC_AUC: 0.1730095, PRECISION: 0.0367091, PRECISION_RECALL_MIN_DEN: 0.1257478, RECALL: 0.1216379, MAP: 0.0590843, MRR: 0.1284716, NDCG: 0.0892324, F1: 0.0563971, HIT_RATE: 0.3670914, ARHR: 0.1486079, NOVELTY: 0.0048150, AVERAGE_POPULARITY: 0.1122235, DIVERSITY_MEAN_INTER_LIST: 0.9835465, DIVERSITY_HERFINDAHL: 0.9983373, COVERAGE_ITEM: 0.4426564, COVERAGE_ITEM_CORRECT: 0.0405929, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1919970, DIVERSITY_GINI: 0.1370787, SHANNON_ENTROPY: 11.3858941, 
