
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8484499089397549, 'l1_ratio': 0.12796674029876223, 'topK': 971, 'normalize': True} - results: ROC_AUC: 0.1842241, PRECISION: 0.0395198, PRECISION_RECALL_MIN_DEN: 0.1384504, RECALL: 0.1340514, MAP: 0.0647822, MRR: 0.1370189, NDCG: 0.0972920, F1: 0.0610415, HIT_RATE: 0.3951977, ARHR: 0.1589365, NOVELTY: 0.0048101, AVERAGE_POPULARITY: 0.1092418, DIVERSITY_MEAN_INTER_LIST: 0.9848531, DIVERSITY_HERFINDAHL: 0.9984679, COVERAGE_ITEM: 0.4377132, COVERAGE_ITEM_CORRECT: 0.0459904, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2056122, DIVERSITY_GINI: 0.1373597, SHANNON_ENTROPY: 11.4467461, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.20469240618781276, 'l1_ratio': 0.03611068708896548, 'topK': 349, 'normalize': False} - results: ROC_AUC: 0.1795198, PRECISION: 0.0382866, PRECISION_RECALL_MIN_DEN: 0.1330564, RECALL: 0.1287453, MAP: 0.0628114, MRR: 0.1341509, NDCG: 0.0941833, F1: 0.0590196, HIT_RATE: 0.3828659, ARHR: 0.1553544, NOVELTY: 0.0048357, AVERAGE_POPULARITY: 0.1039525, DIVERSITY_MEAN_INTER_LIST: 0.9866124, DIVERSITY_HERFINDAHL: 0.9986438, COVERAGE_ITEM: 0.4454283, COVERAGE_ITEM_CORRECT: 0.0448354, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2001007, DIVERSITY_GINI: 0.1434670, SHANNON_ENTROPY: 11.5697553, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.3835210042497279, 'l1_ratio': 0.8815448457197216, 'topK': 710, 'normalize': True} - results: ROC_AUC: 0.1972635, PRECISION: 0.0434743, PRECISION_RECALL_MIN_DEN: 0.1554295, RECALL: 0.1508380, MAP: 0.0715884, MRR: 0.1467885, NDCG: 0.1074853, F1: 0.0674935, HIT_RATE: 0.4347427, ARHR: 0.1717419, NOVELTY: 0.0049702, AVERAGE_POPULARITY: 0.0764963, DIVERSITY_MEAN_INTER_LIST: 0.9931204, DIVERSITY_HERFINDAHL: 0.9992945, COVERAGE_ITEM: 0.5028373, COVERAGE_ITEM_CORRECT: 0.0604658, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2233547, DIVERSITY_GINI: 0.1912662, SHANNON_ENTROPY: 12.2385087, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'alpha': 0.8302755820717055, 'l1_ratio': 0.6963683416829187, 'topK': 994, 'normalize': False} - results: ROC_AUC: 0.1913261, PRECISION: 0.0416333, PRECISION_RECALL_MIN_DEN: 0.1490777, RECALL: 0.1446578, MAP: 0.0690324, MRR: 0.1416899, NDCG: 0.1033935, F1: 0.0646563, HIT_RATE: 0.4163332, ARHR: 0.1654432, NOVELTY: 0.0050347, AVERAGE_POPULARITY: 0.0710504, DIVERSITY_MEAN_INTER_LIST: 0.9933882, DIVERSITY_HERFINDAHL: 0.9993213, COVERAGE_ITEM: 0.5321886, COVERAGE_ITEM_CORRECT: 0.0581636, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2149742, DIVERSITY_GINI: 0.2144243, SHANNON_ENTROPY: 12.4021074, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.8911893260873708, 'l1_ratio': 0.190809944835244, 'topK': 678, 'normalize': False} - results: ROC_AUC: 0.1827229, PRECISION: 0.0392191, PRECISION_RECALL_MIN_DEN: 0.1369173, RECALL: 0.1325625, MAP: 0.0641602, MRR: 0.1357372, NDCG: 0.0963597, F1: 0.0605286, HIT_RATE: 0.3921911, ARHR: 0.1575616, NOVELTY: 0.0048114, AVERAGE_POPULARITY: 0.1101534, DIVERSITY_MEAN_INTER_LIST: 0.9843653, DIVERSITY_HERFINDAHL: 0.9984191, COVERAGE_ITEM: 0.4398152, COVERAGE_ITEM_CORRECT: 0.0453744, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2037247, DIVERSITY_GINI: 0.1383908, SHANNON_ENTROPY: 11.4364387, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.51798561795569, 'l1_ratio': 0.08020947132375979, 'topK': 359, 'normalize': True} - results: ROC_AUC: 0.1820887, PRECISION: 0.0392275, PRECISION_RECALL_MIN_DEN: 0.1362675, RECALL: 0.1318168, MAP: 0.0640677, MRR: 0.1362286, NDCG: 0.0961101, F1: 0.0604612, HIT_RATE: 0.3922752, ARHR: 0.1580741, NOVELTY: 0.0048410, AVERAGE_POPULARITY: 0.1017298, DIVERSITY_MEAN_INTER_LIST: 0.9875159, DIVERSITY_HERFINDAHL: 0.9987341, COVERAGE_ITEM: 0.4422175, COVERAGE_ITEM_CORRECT: 0.0469990, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2034982, DIVERSITY_GINI: 0.1426040, SHANNON_ENTROPY: 11.6044136, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.19318275500699528, 'l1_ratio': 0.5786806365256761, 'topK': 398, 'normalize': True} - results: ROC_AUC: 0.1908165, PRECISION: 0.0416631, PRECISION_RECALL_MIN_DEN: 0.1457129, RECALL: 0.1409764, MAP: 0.0682365, MRR: 0.1433306, NDCG: 0.1021858, F1: 0.0643172, HIT_RATE: 0.4166308, ARHR: 0.1672501, NOVELTY: 0.0048725, AVERAGE_POPULARITY: 0.0936204, DIVERSITY_MEAN_INTER_LIST: 0.9899604, DIVERSITY_HERFINDAHL: 0.9989785, COVERAGE_ITEM: 0.4484543, COVERAGE_ITEM_CORRECT: 0.0535823, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2134390, DIVERSITY_GINI: 0.1504776, SHANNON_ENTROPY: 11.7876096, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.841579218961759, 'l1_ratio': 0.992176716269926, 'topK': 530, 'normalize': True} - results: ROC_AUC: 0.1241577, PRECISION: 0.0260360, PRECISION_RECALL_MIN_DEN: 0.0964619, RECALL: 0.0937594, MAP: 0.0418575, MRR: 0.0869555, NDCG: 0.0644461, F1: 0.0407537, HIT_RATE: 0.2603596, ARHR: 0.0979414, NOVELTY: 0.0052636, AVERAGE_POPULARITY: 0.0243212, DIVERSITY_MEAN_INTER_LIST: 0.9977880, DIVERSITY_HERFINDAHL: 0.9997612, COVERAGE_ITEM: 0.5880885, COVERAGE_ITEM_CORRECT: 0.0475072, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1458160, DIVERSITY_GINI: 0.2831851, SHANNON_ENTROPY: 13.0881189, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.36732744167042725, 'l1_ratio': 0.32644854188438216, 'topK': 354, 'normalize': False} - results: ROC_AUC: 0.1887874, PRECISION: 0.0410077, PRECISION_RECALL_MIN_DEN: 0.1426868, RECALL: 0.1380914, MAP: 0.0673715, MRR: 0.1414536, NDCG: 0.1006916, F1: 0.0632354, HIT_RATE: 0.4100771, ARHR: 0.1650637, NOVELTY: 0.0048702, AVERAGE_POPULARITY: 0.0997497, DIVERSITY_MEAN_INTER_LIST: 0.9876282, DIVERSITY_HERFINDAHL: 0.9987454, COVERAGE_ITEM: 0.4590645, COVERAGE_ITEM_CORRECT: 0.0506025, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2102680, DIVERSITY_GINI: 0.1532704, SHANNON_ENTROPY: 11.6933468, 

SearchBayesianSkopt-CV: New best config found. Config 9: {'alpha': 0.43663505763929356, 'l1_ratio': 0.5780111132622151, 'topK': 646, 'normalize': True} - results: ROC_AUC: 0.1981488, PRECISION: 0.0436978, PRECISION_RECALL_MIN_DEN: 0.1546569, RECALL: 0.1499290, MAP: 0.0716566, MRR: 0.1481487, NDCG: 0.1074618, F1: 0.0676697, HIT_RATE: 0.4369782, ARHR: 0.1736128, NOVELTY: 0.0049068, AVERAGE_POPULARITY: 0.0892743, DIVERSITY_MEAN_INTER_LIST: 0.9906621, DIVERSITY_HERFINDAHL: 0.9990487, COVERAGE_ITEM: 0.4691357, COVERAGE_ITEM_CORRECT: 0.0574244, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2230779, DIVERSITY_GINI: 0.1638702, SHANNON_ENTROPY: 11.9187504, 

SearchBayesianSkopt-CV: New best config found. Config 10: {'alpha': 0.7554630624371879, 'l1_ratio': 0.5819384267190764, 'topK': 793, 'normalize': True} - results: ROC_AUC: 0.1977544, PRECISION: 0.0432296, PRECISION_RECALL_MIN_DEN: 0.1546664, RECALL: 0.1500643, MAP: 0.0717589, MRR: 0.1470833, NDCG: 0.1073920, F1: 0.0671203, HIT_RATE: 0.4322962, ARHR: 0.1721144, NOVELTY: 0.0049851, AVERAGE_POPULARITY: 0.0784450, DIVERSITY_MEAN_INTER_LIST: 0.9923612, DIVERSITY_HERFINDAHL: 0.9992186, COVERAGE_ITEM: 0.5111607, COVERAGE_ITEM_CORRECT: 0.0588335, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2218699, DIVERSITY_GINI: 0.1953063, SHANNON_ENTROPY: 12.2221709, 
SearchBayesianSkopt-CV: Config 11 is suboptimal. Config: {'alpha': 0.930884826476267, 'l1_ratio': 0.6534945725958449, 'topK': 772, 'normalize': False} - results: ROC_AUC: 0.1946925, PRECISION: 0.0424850, PRECISION_RECALL_MIN_DEN: 0.1520898, RECALL: 0.1475652, MAP: 0.0704740, MRR: 0.1451390, NDCG: 0.1055432, F1: 0.0659726, HIT_RATE: 0.4248496, ARHR: 0.1695576, NOVELTY: 0.0050018, AVERAGE_POPULARITY: 0.0775105, DIVERSITY_MEAN_INTER_LIST: 0.9922622, DIVERSITY_HERFINDAHL: 0.9992087, COVERAGE_ITEM: 0.5196458, COVERAGE_ITEM_CORRECT: 0.0579788, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2189505, DIVERSITY_GINI: 0.2017950, SHANNON_ENTROPY: 12.2612771, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.7269115930024891, 'l1_ratio': 0.6051868432813969, 'topK': 807, 'normalize': False} - results: ROC_AUC: 0.1975212, PRECISION: 0.0430472, PRECISION_RECALL_MIN_DEN: 0.1535231, RECALL: 0.1489543, MAP: 0.0716682, MRR: 0.1476629, NDCG: 0.1070884, F1: 0.0667890, HIT_RATE: 0.4304720, ARHR: 0.1726121, NOVELTY: 0.0049571, AVERAGE_POPULARITY: 0.0856390, DIVERSITY_MEAN_INTER_LIST: 0.9907514, DIVERSITY_HERFINDAHL: 0.9990576, COVERAGE_ITEM: 0.5009201, COVERAGE_ITEM_CORRECT: 0.0571011, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2208632, DIVERSITY_GINI: 0.1847537, SHANNON_ENTROPY: 12.0697495, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.36583381498172834, 'l1_ratio': 0.8351482834284069, 'topK': 847, 'normalize': False} - results: ROC_AUC: 0.1832301, PRECISION: 0.0393070, PRECISION_RECALL_MIN_DEN: 0.1419404, RECALL: 0.1377765, MAP: 0.0652035, MRR: 0.1341686, NDCG: 0.0980229, F1: 0.0611625, HIT_RATE: 0.3930698, ARHR: 0.1556308, NOVELTY: 0.0050937, AVERAGE_POPULARITY: 0.0577151, DIVERSITY_MEAN_INTER_LIST: 0.9954304, DIVERSITY_HERFINDAHL: 0.9995255, COVERAGE_ITEM: 0.5519692, COVERAGE_ITEM_CORRECT: 0.0576554, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2056877, DIVERSITY_GINI: 0.2372371, SHANNON_ENTROPY: 12.6607055, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.2577608481787194, 'l1_ratio': 0.5130732542815221, 'topK': 738, 'normalize': False} - results: ROC_AUC: 0.1965752, PRECISION: 0.0430303, PRECISION_RECALL_MIN_DEN: 0.1514371, RECALL: 0.1467952, MAP: 0.0709669, MRR: 0.1472301, NDCG: 0.1061102, F1: 0.0665507, HIT_RATE: 0.4303033, ARHR: 0.1722363, NOVELTY: 0.0048786, AVERAGE_POPULARITY: 0.0970339, DIVERSITY_MEAN_INTER_LIST: 0.9884926, DIVERSITY_HERFINDAHL: 0.9988318, COVERAGE_ITEM: 0.4626756, COVERAGE_ITEM_CORRECT: 0.0542368, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2200076, DIVERSITY_GINI: 0.1560500, SHANNON_ENTROPY: 11.7534749, 

SearchBayesianSkopt-CV: New best config found. Config 15: {'alpha': 0.4415263635007882, 'l1_ratio': 0.722326393239082, 'topK': 429, 'normalize': True} - results: ROC_AUC: 0.1984802, PRECISION: 0.0436269, PRECISION_RECALL_MIN_DEN: 0.1559111, RECALL: 0.1513102, MAP: 0.0718138, MRR: 0.1475329, NDCG: 0.1078795, F1: 0.0677242, HIT_RATE: 0.4362694, ARHR: 0.1725767, NOVELTY: 0.0049679, AVERAGE_POPULARITY: 0.0790394, DIVERSITY_MEAN_INTER_LIST: 0.9926417, DIVERSITY_HERFINDAHL: 0.9992466, COVERAGE_ITEM: 0.4967315, COVERAGE_ITEM_CORRECT: 0.0601963, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2241601, DIVERSITY_GINI: 0.1863657, SHANNON_ENTROPY: 12.1821913, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'alpha': 0.8205081898686545, 'l1_ratio': 0.2717863187669424, 'topK': 993, 'normalize': False} - results: ROC_AUC: 0.1863993, PRECISION: 0.0402015, PRECISION_RECALL_MIN_DEN: 0.1402782, RECALL: 0.1358424, MAP: 0.0657989, MRR: 0.1385875, NDCG: 0.0987204, F1: 0.0620410, HIT_RATE: 0.4020155, ARHR: 0.1612064, NOVELTY: 0.0048233, AVERAGE_POPULARITY: 0.1082450, DIVERSITY_MEAN_INTER_LIST: 0.9850017, DIVERSITY_HERFINDAHL: 0.9984828, COVERAGE_ITEM: 0.4435727, COVERAGE_ITEM_CORRECT: 0.0474379, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2077262, DIVERSITY_GINI: 0.1413974, SHANNON_ENTROPY: 11.4874381, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'alpha': 0.4220488694575564, 'l1_ratio': 0.6330888837070239, 'topK': 303, 'normalize': False} - results: ROC_AUC: 0.1976936, PRECISION: 0.0429165, PRECISION_RECALL_MIN_DEN: 0.1533157, RECALL: 0.1487542, MAP: 0.0714917, MRR: 0.1471059, NDCG: 0.1068609, F1: 0.0666115, HIT_RATE: 0.4291645, ARHR: 0.1719050, NOVELTY: 0.0050042, AVERAGE_POPULARITY: 0.0785804, DIVERSITY_MEAN_INTER_LIST: 0.9922940, DIVERSITY_HERFINDAHL: 0.9992119, COVERAGE_ITEM: 0.5133244, COVERAGE_ITEM_CORRECT: 0.0591261, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2207122, DIVERSITY_GINI: 0.1970165, SHANNON_ENTROPY: 12.2330520, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'alpha': 0.480439358889476, 'l1_ratio': 0.022264121064041967, 'topK': 658, 'normalize': False} - results: ROC_AUC: 0.1777951, PRECISION: 0.0377770, PRECISION_RECALL_MIN_DEN: 0.1317190, RECALL: 0.1275393, MAP: 0.0617266, MRR: 0.1321010, NDCG: 0.0929096, F1: 0.0582869, HIT_RATE: 0.3777696, ARHR: 0.1527769, NOVELTY: 0.0047964, AVERAGE_POPULARITY: 0.1119272, DIVERSITY_MEAN_INTER_LIST: 0.9839110, DIVERSITY_HERFINDAHL: 0.9983737, COVERAGE_ITEM: 0.4350799, COVERAGE_ITEM_CORRECT: 0.0426949, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1977350, DIVERSITY_GINI: 0.1349364, SHANNON_ENTROPY: 11.3874191, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'alpha': 0.3807806034829483, 'l1_ratio': 0.7141873449431116, 'topK': 13, 'normalize': False} - results: ROC_AUC: 0.1766618, PRECISION: 0.0370381, PRECISION_RECALL_MIN_DEN: 0.1349333, RECALL: 0.1312118, MAP: 0.0634781, MRR: 0.1292962, NDCG: 0.0946506, F1: 0.0577673, HIT_RATE: 0.3703812, ARHR: 0.1482666, NOVELTY: 0.0051111, AVERAGE_POPULARITY: 0.0588816, DIVERSITY_MEAN_INTER_LIST: 0.9946386, DIVERSITY_HERFINDAHL: 0.9994463, COVERAGE_ITEM: 0.5982676, COVERAGE_ITEM_CORRECT: 0.0559384, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1971310, DIVERSITY_GINI: 0.2592939, SHANNON_ENTROPY: 12.6852702, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 0.7385662792375333, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1812955, PRECISION: 0.0390008, PRECISION_RECALL_MIN_DEN: 0.1355778, RECALL: 0.1311129, MAP: 0.0635137, MRR: 0.1353219, NDCG: 0.0954378, F1: 0.0601175, HIT_RATE: 0.3900083, ARHR: 0.1567794, NOVELTY: 0.0048070, AVERAGE_POPULARITY: 0.1030756, DIVERSITY_MEAN_INTER_LIST: 0.9878095, DIVERSITY_HERFINDAHL: 0.9987635, COVERAGE_ITEM: 0.4216516, COVERAGE_ITEM_CORRECT: 0.0469220, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2031710, DIVERSITY_GINI: 0.1319555, SHANNON_ENTROPY: 11.5357417, 

SearchBayesianSkopt-CV: New best config found. Config 21: {'alpha': 0.6085975402395576, 'l1_ratio': 0.5190156843232898, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1997442, PRECISION: 0.0438249, PRECISION_RECALL_MIN_DEN: 0.1560312, RECALL: 0.1513312, MAP: 0.0723634, MRR: 0.1492195, NDCG: 0.1083945, F1: 0.0679640, HIT_RATE: 0.4382489, ARHR: 0.1746419, NOVELTY: 0.0049138, AVERAGE_POPULARITY: 0.0898531, DIVERSITY_MEAN_INTER_LIST: 0.9902879, DIVERSITY_HERFINDAHL: 0.9990113, COVERAGE_ITEM: 0.4774668, COVERAGE_ITEM_CORRECT: 0.0573551, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2242104, DIVERSITY_GINI: 0.1682139, SHANNON_ENTROPY: 11.9304673, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 0.47811513735429817, 'topK': 5, 'normalize': True} - results: ROC_AUC: 0.1510167, PRECISION: 0.0297773, PRECISION_RECALL_MIN_DEN: 0.1071696, RECALL: 0.1041928, MAP: 0.0526599, MRR: 0.1102871, NDCG: 0.0778060, F1: 0.0463165, HIT_RATE: 0.2977725, ARHR: 0.1237092, NOVELTY: 0.0051735, AVERAGE_POPULARITY: 0.0474152, DIVERSITY_MEAN_INTER_LIST: 0.9841737, DIVERSITY_HERFINDAHL: 0.9984000, COVERAGE_ITEM: 0.6163234, COVERAGE_ITEM_CORRECT: 0.0460520, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1649176, DIVERSITY_GINI: 0.2604026, SHANNON_ENTROPY: 12.3509370, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 1.0, 'topK': 5, 'normalize': True} - results: ROC_AUC: 0.1579130, PRECISION: 0.0308233, PRECISION_RECALL_MIN_DEN: 0.1100708, RECALL: 0.1068379, MAP: 0.0541849, MRR: 0.1160773, NDCG: 0.0803523, F1: 0.0478422, HIT_RATE: 0.3082330, ARHR: 0.1296476, NOVELTY: 0.0050310, AVERAGE_POPULARITY: 0.0675826, DIVERSITY_MEAN_INTER_LIST: 0.9904490, DIVERSITY_HERFINDAHL: 0.9990274, COVERAGE_ITEM: 0.5314803, COVERAGE_ITEM_CORRECT: 0.0415091, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1722159, DIVERSITY_GINI: 0.1983655, SHANNON_ENTROPY: 12.1569777, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'alpha': 0.020238987475881664, 'l1_ratio': 0.004140173385502921, 'topK': 941, 'normalize': True} - results: ROC_AUC: 0.1815961, PRECISION: 0.0390045, PRECISION_RECALL_MIN_DEN: 0.1358741, RECALL: 0.1314267, MAP: 0.0636488, MRR: 0.1356420, NDCG: 0.0956329, F1: 0.0601550, HIT_RATE: 0.3900451, ARHR: 0.1570687, NOVELTY: 0.0048084, AVERAGE_POPULARITY: 0.1028928, DIVERSITY_MEAN_INTER_LIST: 0.9878392, DIVERSITY_HERFINDAHL: 0.9987665, COVERAGE_ITEM: 0.4221213, COVERAGE_ITEM_CORRECT: 0.0468758, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2035485, DIVERSITY_GINI: 0.1320693, SHANNON_ENTROPY: 11.5370017, 
