
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.8484499089397549, 'l1_ratio': 0.12796674029876223, 'topK': 971, 'normalize': True} - results: ROC_AUC: 0.1813673, PRECISION: 0.0385084, PRECISION_RECALL_MIN_DEN: 0.1360233, RECALL: 0.1318474, MAP: 0.0636193, MRR: 0.1346030, NDCG: 0.0955979, F1: 0.0596063, HIT_RATE: 0.3850844, ARHR: 0.1556861, NOVELTY: 0.0047895, AVERAGE_POPULARITY: 0.1164375, DIVERSITY_MEAN_INTER_LIST: 0.9820372, DIVERSITY_HERFINDAHL: 0.9981864, COVERAGE_ITEM: 0.4421636, COVERAGE_ITEM_CORRECT: 0.0437344, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2019127, DIVERSITY_GINI: 0.1353029, SHANNON_ENTROPY: 11.3130945, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'alpha': 0.43663505763929356, 'l1_ratio': 0.5780111132622151, 'topK': 646, 'normalize': True} - results: ROC_AUC: 0.1899702, PRECISION: 0.0414642, PRECISION_RECALL_MIN_DEN: 0.1450225, RECALL: 0.1404950, MAP: 0.0682291, MRR: 0.1425008, NDCG: 0.1020427, F1: 0.0640293, HIT_RATE: 0.4146416, ARHR: 0.1662335, NOVELTY: 0.0048586, AVERAGE_POPULARITY: 0.1043836, DIVERSITY_MEAN_INTER_LIST: 0.9860124, DIVERSITY_HERFINDAHL: 0.9985838, COVERAGE_ITEM: 0.4626372, COVERAGE_ITEM_CORRECT: 0.0502714, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2125330, DIVERSITY_GINI: 0.1521965, SHANNON_ENTROPY: 11.6101648, 
SearchBayesianSkopt-CV: Config 10 is suboptimal. Config: {'alpha': 0.7554630624371879, 'l1_ratio': 0.5819384267190764, 'topK': 793, 'normalize': True} - results: ROC_AUC: 0.1970691, PRECISION: 0.0430501, PRECISION_RECALL_MIN_DEN: 0.1535881, RECALL: 0.1490301, MAP: 0.0713889, MRR: 0.1474053, NDCG: 0.1068913, F1: 0.0667993, HIT_RATE: 0.4305011, ARHR: 0.1721166, NOVELTY: 0.0049443, AVERAGE_POPULARITY: 0.0890863, DIVERSITY_MEAN_INTER_LIST: 0.9898173, DIVERSITY_HERFINDAHL: 0.9989642, COVERAGE_ITEM: 0.4978864, COVERAGE_ITEM_CORRECT: 0.0562156, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2211401, DIVERSITY_GINI: 0.1808773, SHANNON_ENTROPY: 11.9975101, 

SearchBayesianSkopt-CV: New best config found. Config 11: {'alpha': 0.930884826476267, 'l1_ratio': 0.6534945725958449, 'topK': 772, 'normalize': False} - results: ROC_AUC: 0.1970466, PRECISION: 0.0430998, PRECISION_RECALL_MIN_DEN: 0.1536558, RECALL: 0.1490821, MAP: 0.0715163, MRR: 0.1474239, NDCG: 0.1070213, F1: 0.0668647, HIT_RATE: 0.4309981, ARHR: 0.1721877, NOVELTY: 0.0049282, AVERAGE_POPULARITY: 0.0924009, DIVERSITY_MEAN_INTER_LIST: 0.9890053, DIVERSITY_HERFINDAHL: 0.9988831, COVERAGE_ITEM: 0.4928354, COVERAGE_ITEM_CORRECT: 0.0556997, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2209639, DIVERSITY_GINI: 0.1760392, SHANNON_ENTROPY: 11.9272617, 
SearchBayesianSkopt-CV: Config 12 is suboptimal. Config: {'alpha': 0.7269115930024891, 'l1_ratio': 0.6051868432813969, 'topK': 807, 'normalize': False} - results: ROC_AUC: 0.1919030, PRECISION: 0.0418420, PRECISION_RECALL_MIN_DEN: 0.1472976, RECALL: 0.1427761, MAP: 0.0688230, MRR: 0.1433757, NDCG: 0.1031248, F1: 0.0647166, HIT_RATE: 0.4184200, ARHR: 0.1673501, NOVELTY: 0.0048588, AVERAGE_POPULARITY: 0.1045962, DIVERSITY_MEAN_INTER_LIST: 0.9858673, DIVERSITY_HERFINDAHL: 0.9985693, COVERAGE_ITEM: 0.4640693, COVERAGE_ITEM_CORRECT: 0.0512493, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2146974, DIVERSITY_GINI: 0.1528726, SHANNON_ENTROPY: 11.6119501, 
SearchBayesianSkopt-CV: Config 13 is suboptimal. Config: {'alpha': 0.36583381498172834, 'l1_ratio': 0.8351482834284069, 'topK': 847, 'normalize': False} - results: ROC_AUC: 0.1876205, PRECISION: 0.0405337, PRECISION_RECALL_MIN_DEN: 0.1416298, RECALL: 0.1371779, MAP: 0.0665675, MRR: 0.1398887, NDCG: 0.0997398, F1: 0.0625759, HIT_RATE: 0.4053366, ARHR: 0.1627050, NOVELTY: 0.0048387, AVERAGE_POPULARITY: 0.1074151, DIVERSITY_MEAN_INTER_LIST: 0.9851346, DIVERSITY_HERFINDAHL: 0.9984961, COVERAGE_ITEM: 0.4549451, COVERAGE_ITEM_CORRECT: 0.0481848, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2093872, DIVERSITY_GINI: 0.1465958, SHANNON_ENTROPY: 11.5271243, 
SearchBayesianSkopt-CV: Config 14 is suboptimal. Config: {'alpha': 0.2577608481787194, 'l1_ratio': 0.5130732542815221, 'topK': 738, 'normalize': False} - results: ROC_AUC: 0.1802652, PRECISION: 0.0384519, PRECISION_RECALL_MIN_DEN: 0.1346053, RECALL: 0.1303564, MAP: 0.0631118, MRR: 0.1340409, NDCG: 0.0948345, F1: 0.0593843, HIT_RATE: 0.3845194, ARHR: 0.1552192, NOVELTY: 0.0048119, AVERAGE_POPULARITY: 0.1117790, DIVERSITY_MEAN_INTER_LIST: 0.9837269, DIVERSITY_HERFINDAHL: 0.9983553, COVERAGE_ITEM: 0.4478922, COVERAGE_ITEM_CORRECT: 0.0438037, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2005788, DIVERSITY_GINI: 0.1403059, SHANNON_ENTROPY: 11.4160659, 
SearchBayesianSkopt-CV: Config 15 is suboptimal. Config: {'alpha': 0.4415263635007882, 'l1_ratio': 0.722326393239082, 'topK': 429, 'normalize': True} - results: ROC_AUC: 0.1927274, PRECISION: 0.0423509, PRECISION_RECALL_MIN_DEN: 0.1483718, RECALL: 0.1437617, MAP: 0.0694666, MRR: 0.1447119, NDCG: 0.1039997, F1: 0.0654265, HIT_RATE: 0.4235093, ARHR: 0.1692910, NOVELTY: 0.0049107, AVERAGE_POPULARITY: 0.0961860, DIVERSITY_MEAN_INTER_LIST: 0.9882021, DIVERSITY_HERFINDAHL: 0.9988028, COVERAGE_ITEM: 0.4806699, COVERAGE_ITEM_CORRECT: 0.0536670, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2163835, DIVERSITY_GINI: 0.1668953, SHANNON_ENTROPY: 11.8218728, 
SearchBayesianSkopt-CV: Config 16 is suboptimal. Config: {'alpha': 0.8205081898686545, 'l1_ratio': 0.2717863187669424, 'topK': 993, 'normalize': False} - results: ROC_AUC: 0.1819608, PRECISION: 0.0387166, PRECISION_RECALL_MIN_DEN: 0.1366004, RECALL: 0.1323882, MAP: 0.0639235, MRR: 0.1351540, NDCG: 0.0960244, F1: 0.0599108, HIT_RATE: 0.3871658, ARHR: 0.1563880, NOVELTY: 0.0047921, AVERAGE_POPULARITY: 0.1159693, DIVERSITY_MEAN_INTER_LIST: 0.9822021, DIVERSITY_HERFINDAHL: 0.9982029, COVERAGE_ITEM: 0.4426795, COVERAGE_ITEM_CORRECT: 0.0441116, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2027432, DIVERSITY_GINI: 0.1358347, SHANNON_ENTROPY: 11.3240774, 
SearchBayesianSkopt-CV: Config 17 is suboptimal. Config: {'alpha': 0.4220488694575564, 'l1_ratio': 0.6330888837070239, 'topK': 303, 'normalize': False} - results: ROC_AUC: 0.1855160, PRECISION: 0.0399971, PRECISION_RECALL_MIN_DEN: 0.1386632, RECALL: 0.1341620, MAP: 0.0655757, MRR: 0.1385199, NDCG: 0.0980929, F1: 0.0616218, HIT_RATE: 0.3999707, ARHR: 0.1613870, NOVELTY: 0.0048797, AVERAGE_POPULARITY: 0.1010778, DIVERSITY_MEAN_INTER_LIST: 0.9868895, DIVERSITY_HERFINDAHL: 0.9986715, COVERAGE_ITEM: 0.4702907, COVERAGE_ITEM_CORRECT: 0.0485698, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2055618, DIVERSITY_GINI: 0.1579455, SHANNON_ENTROPY: 11.6892976, 
SearchBayesianSkopt-CV: Config 18 is suboptimal. Config: {'alpha': 0.480439358889476, 'l1_ratio': 0.022264121064041967, 'topK': 658, 'normalize': False} - results: ROC_AUC: 0.1760242, PRECISION: 0.0373274, PRECISION_RECALL_MIN_DEN: 0.1301763, RECALL: 0.1260795, MAP: 0.0608717, MRR: 0.1306910, NDCG: 0.0917801, F1: 0.0575989, HIT_RATE: 0.3732739, ARHR: 0.1509511, NOVELTY: 0.0048040, AVERAGE_POPULARITY: 0.1140425, DIVERSITY_MEAN_INTER_LIST: 0.9828618, DIVERSITY_HERFINDAHL: 0.9982688, COVERAGE_ITEM: 0.4527969, COVERAGE_ITEM_CORRECT: 0.0418787, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1961243, DIVERSITY_GINI: 0.1405898, SHANNON_ENTROPY: 11.3746136, 
SearchBayesianSkopt-CV: Config 19 is suboptimal. Config: {'alpha': 0.3807806034829483, 'l1_ratio': 0.7141873449431116, 'topK': 13, 'normalize': False} - results: ROC_AUC: 0.1630661, PRECISION: 0.0329689, PRECISION_RECALL_MIN_DEN: 0.1149321, RECALL: 0.1112751, MAP: 0.0568994, MRR: 0.1226921, NDCG: 0.0841253, F1: 0.0508651, HIT_RATE: 0.3296891, ARHR: 0.1397361, NOVELTY: 0.0051458, AVERAGE_POPULARITY: 0.0684188, DIVERSITY_MEAN_INTER_LIST: 0.9927644, DIVERSITY_HERFINDAHL: 0.9992589, COVERAGE_ITEM: 0.5849009, COVERAGE_ITEM_CORRECT: 0.0442271, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1770479, DIVERSITY_GINI: 0.2568890, SHANNON_ENTROPY: 12.5546376, 
SearchBayesianSkopt-CV: Config 20 is suboptimal. Config: {'alpha': 0.006270934940332708, 'l1_ratio': 0.6989209917477912, 'topK': 990, 'normalize': True} - results: ROC_AUC: 0.1767448, PRECISION: 0.0374164, PRECISION_RECALL_MIN_DEN: 0.1307401, RECALL: 0.1266338, MAP: 0.0614165, MRR: 0.1312740, NDCG: 0.0923334, F1: 0.0577628, HIT_RATE: 0.3741639, ARHR: 0.1516041, NOVELTY: 0.0048051, AVERAGE_POPULARITY: 0.1126005, DIVERSITY_MEAN_INTER_LIST: 0.9834616, DIVERSITY_HERFINDAHL: 0.9983288, COVERAGE_ITEM: 0.4461367, COVERAGE_ITEM_CORRECT: 0.0420096, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1964767, DIVERSITY_GINI: 0.1390700, SHANNON_ENTROPY: 11.3940977, 
SearchBayesianSkopt-CV: Config 21 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 0.0, 'topK': 5, 'normalize': True} - results: ROC_AUC: 0.1352904, PRECISION: 0.0250978, PRECISION_RECALL_MIN_DEN: 0.0824568, RECALL: 0.0794155, MAP: 0.0437461, MRR: 0.1006951, NDCG: 0.0642037, F1: 0.0381402, HIT_RATE: 0.2509775, ARHR: 0.1123543, NOVELTY: 0.0052798, AVERAGE_POPULARITY: 0.0617510, DIVERSITY_MEAN_INTER_LIST: 0.9654717, DIVERSITY_HERFINDAHL: 0.9965301, COVERAGE_ITEM: 0.4970318, COVERAGE_ITEM_CORRECT: 0.0312300, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1402542, DIVERSITY_GINI: 0.1865964, SHANNON_ENTROPY: 11.5021862, 
SearchBayesianSkopt-CV: Config 22 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 1.0, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1713421, PRECISION: 0.0363950, PRECISION_RECALL_MIN_DEN: 0.1245411, RECALL: 0.1204443, MAP: 0.0579897, MRR: 0.1270989, NDCG: 0.0880160, F1: 0.0558974, HIT_RATE: 0.3639502, ARHR: 0.1468537, NOVELTY: 0.0047870, AVERAGE_POPULARITY: 0.1142578, DIVERSITY_MEAN_INTER_LIST: 0.9825276, DIVERSITY_HERFINDAHL: 0.9982354, COVERAGE_ITEM: 0.4062676, COVERAGE_ITEM_CORRECT: 0.0397690, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909400, DIVERSITY_GINI: 0.1201080, SHANNON_ENTROPY: 11.2094775, 
SearchBayesianSkopt-CV: Config 23 is suboptimal. Config: {'alpha': 0.0, 'l1_ratio': 0.0, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1713421, PRECISION: 0.0363950, PRECISION_RECALL_MIN_DEN: 0.1245411, RECALL: 0.1204443, MAP: 0.0579897, MRR: 0.1270989, NDCG: 0.0880160, F1: 0.0558974, HIT_RATE: 0.3639502, ARHR: 0.1468537, NOVELTY: 0.0047870, AVERAGE_POPULARITY: 0.1142578, DIVERSITY_MEAN_INTER_LIST: 0.9825276, DIVERSITY_HERFINDAHL: 0.9982354, COVERAGE_ITEM: 0.4062676, COVERAGE_ITEM_CORRECT: 0.0397690, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1909400, DIVERSITY_GINI: 0.1201080, SHANNON_ENTROPY: 11.2094775, 
SearchBayesianSkopt-CV: Config 24 is suboptimal. Config: {'alpha': 0.002136341312628059, 'l1_ratio': 0.016305866038958422, 'topK': 37, 'normalize': True} - results: ROC_AUC: 0.1675252, PRECISION: 0.0350641, PRECISION_RECALL_MIN_DEN: 0.1214995, RECALL: 0.1174375, MAP: 0.0582756, MRR: 0.1244421, NDCG: 0.0868760, F1: 0.0540007, HIT_RATE: 0.3506412, ARHR: 0.1436363, NOVELTY: 0.0050460, AVERAGE_POPULARITY: 0.0815054, DIVERSITY_MEAN_INTER_LIST: 0.9912121, DIVERSITY_HERFINDAHL: 0.9991037, COVERAGE_ITEM: 0.5474110, COVERAGE_ITEM_CORRECT: 0.0446660, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1839436, DIVERSITY_GINI: 0.2201963, SHANNON_ENTROPY: 12.2863786, 
SearchBayesianSkopt-CV: Config 25 is suboptimal. Config: {'alpha': 1.0, 'l1_ratio': 0.5719955778000011, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1888976, PRECISION: 0.0411593, PRECISION_RECALL_MIN_DEN: 0.1473542, RECALL: 0.1428975, MAP: 0.0679911, MRR: 0.1397714, NDCG: 0.1019278, F1: 0.0639093, HIT_RATE: 0.4115933, ARHR: 0.1630465, NOVELTY: 0.0050275, AVERAGE_POPULARITY: 0.0726531, DIVERSITY_MEAN_INTER_LIST: 0.9929524, DIVERSITY_HERFINDAHL: 0.9992777, COVERAGE_ITEM: 0.5330895, COVERAGE_ITEM_CORRECT: 0.0568239, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2127595, DIVERSITY_GINI: 0.2147448, SHANNON_ENTROPY: 12.3802444, 
SearchBayesianSkopt-CV: Config 26 is suboptimal. Config: {'alpha': 0.03039301961203856, 'l1_ratio': 0.9995874580227692, 'topK': 34, 'normalize': False} - results: ROC_AUC: 0.1676640, PRECISION: 0.0349019, PRECISION_RECALL_MIN_DEN: 0.1213674, RECALL: 0.1173500, MAP: 0.0582570, MRR: 0.1242693, NDCG: 0.0868294, F1: 0.0537991, HIT_RATE: 0.3490187, ARHR: 0.1432686, NOVELTY: 0.0050506, AVERAGE_POPULARITY: 0.0804672, DIVERSITY_MEAN_INTER_LIST: 0.9914192, DIVERSITY_HERFINDAHL: 0.9991244, COVERAGE_ITEM: 0.5471800, COVERAGE_ITEM_CORRECT: 0.0447507, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1836668, DIVERSITY_GINI: 0.2212477, SHANNON_ENTROPY: 12.3066287, 
SearchBayesianSkopt-CV: Config 27 is suboptimal. Config: {'alpha': 0.5749706353331185, 'l1_ratio': 0.5837104662065893, 'topK': 1000, 'normalize': True} - results: ROC_AUC: 0.1945784, PRECISION: 0.0423303, PRECISION_RECALL_MIN_DEN: 0.1492986, RECALL: 0.1447646, MAP: 0.0699495, MRR: 0.1454132, NDCG: 0.1046409, F1: 0.0655041, HIT_RATE: 0.4233027, ARHR: 0.1698376, NOVELTY: 0.0048838, AVERAGE_POPULARITY: 0.1002282, DIVERSITY_MEAN_INTER_LIST: 0.9871103, DIVERSITY_HERFINDAHL: 0.9986936, COVERAGE_ITEM: 0.4723619, COVERAGE_ITEM_CORRECT: 0.0527507, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2171134, DIVERSITY_GINI: 0.1599385, SHANNON_ENTROPY: 11.7202902, 
SearchBayesianSkopt-CV: Config 28 is suboptimal. Config: {'alpha': 0.9477969837840454, 'l1_ratio': 0.9705927293209103, 'topK': 999, 'normalize': False} - results: ROC_AUC: 0.1325036, PRECISION: 0.0278741, PRECISION_RECALL_MIN_DEN: 0.1016525, RECALL: 0.0986011, MAP: 0.0446260, MRR: 0.0935597, NDCG: 0.0684597, F1: 0.0434602, HIT_RATE: 0.2787409, ARHR: 0.1058168, NOVELTY: 0.0052468, AVERAGE_POPULARITY: 0.0281218, DIVERSITY_MEAN_INTER_LIST: 0.9976303, DIVERSITY_HERFINDAHL: 0.9997454, COVERAGE_ITEM: 0.5842156, COVERAGE_ITEM_CORRECT: 0.0484543, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1539449, DIVERSITY_GINI: 0.2786520, SHANNON_ENTROPY: 13.0512709, 
SearchBayesianSkopt-CV: Config 29 is suboptimal. Config: {'alpha': 0.9985023628348995, 'l1_ratio': 0.4979301097405421, 'topK': 161, 'normalize': True} - results: ROC_AUC: 0.1910468, PRECISION: 0.0408587, PRECISION_RECALL_MIN_DEN: 0.1474121, RECALL: 0.1431569, MAP: 0.0688542, MRR: 0.1410190, NDCG: 0.1027756, F1: 0.0635685, HIT_RATE: 0.4085867, ARHR: 0.1641372, NOVELTY: 0.0050544, AVERAGE_POPULARITY: 0.0710521, DIVERSITY_MEAN_INTER_LIST: 0.9932657, DIVERSITY_HERFINDAHL: 0.9993090, COVERAGE_ITEM: 0.5419211, COVERAGE_ITEM_CORRECT: 0.0577555, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2119794, DIVERSITY_GINI: 0.2213658, SHANNON_ENTROPY: 12.4343754, 
SearchBayesianSkopt-CV: Config 30 is suboptimal. Config: {'alpha': 0.004353571546619529, 'l1_ratio': 0.22514323324567181, 'topK': 930, 'normalize': True} - results: ROC_AUC: 0.1766785, PRECISION: 0.0373916, PRECISION_RECALL_MIN_DEN: 0.1307726, RECALL: 0.1266720, MAP: 0.0613500, MRR: 0.1311816, NDCG: 0.0922852, F1: 0.0577371, HIT_RATE: 0.3739160, ARHR: 0.1514931, NOVELTY: 0.0048053, AVERAGE_POPULARITY: 0.1126382, DIVERSITY_MEAN_INTER_LIST: 0.9834449, DIVERSITY_HERFINDAHL: 0.9983271, COVERAGE_ITEM: 0.4468835, COVERAGE_ITEM_CORRECT: 0.0419711, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1963760, DIVERSITY_GINI: 0.1393155, SHANNON_ENTROPY: 11.3947916, 
