
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1864507, PRECISION: 0.0399645, PRECISION_RECALL_MIN_DEN: 0.1410125, RECALL: 0.1366788, MAP: 0.0664430, MRR: 0.1390126, NDCG: 0.0993706, F1: 0.0618439, HIT_RATE: 0.3996448, ARHR: 0.1612285, NOVELTY: 0.0048020, AVERAGE_POPULARITY: 0.1147232, DIVERSITY_MEAN_INTER_LIST: 0.9826694, DIVERSITY_HERFINDAHL: 0.9982496, COVERAGE_ITEM: 0.4454668, COVERAGE_ITEM_CORRECT: 0.0467757, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2077010, DIVERSITY_GINI: 0.1384117, SHANNON_ENTROPY: 11.3677984, 

SearchBayesianSkopt-CV: New best config found. Config 1: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1953249, PRECISION: 0.0428205, PRECISION_RECALL_MIN_DEN: 0.1508603, RECALL: 0.1461767, MAP: 0.0707537, MRR: 0.1462287, NDCG: 0.1056704, F1: 0.0662366, HIT_RATE: 0.4282055, ARHR: 0.1707027, NOVELTY: 0.0048560, AVERAGE_POPULARITY: 0.0991474, DIVERSITY_MEAN_INTER_LIST: 0.9882708, DIVERSITY_HERFINDAHL: 0.9988096, COVERAGE_ITEM: 0.4562926, COVERAGE_ITEM_CORRECT: 0.0537363, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2192274, DIVERSITY_GINI: 0.1511931, SHANNON_ENTROPY: 11.7041145, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1861490, PRECISION: 0.0399464, PRECISION_RECALL_MIN_DEN: 0.1413927, RECALL: 0.1370390, MAP: 0.0662101, MRR: 0.1389181, NDCG: 0.0992264, F1: 0.0618593, HIT_RATE: 0.3994638, ARHR: 0.1609602, NOVELTY: 0.0047980, AVERAGE_POPULARITY: 0.1121196, DIVERSITY_MEAN_INTER_LIST: 0.9840544, DIVERSITY_HERFINDAHL: 0.9983881, COVERAGE_ITEM: 0.4395149, COVERAGE_ITEM_CORRECT: 0.0466449, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2078520, DIVERSITY_GINI: 0.1358217, SHANNON_ENTROPY: 11.3968135, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1974751, PRECISION: 0.0430828, PRECISION_RECALL_MIN_DEN: 0.1531541, RECALL: 0.1485759, MAP: 0.0716794, MRR: 0.1477173, NDCG: 0.1070507, F1: 0.0667931, HIT_RATE: 0.4308280, ARHR: 0.1724196, NOVELTY: 0.0048946, AVERAGE_POPULARITY: 0.0979905, DIVERSITY_MEAN_INTER_LIST: 0.9876750, DIVERSITY_HERFINDAHL: 0.9987500, COVERAGE_ITEM: 0.4796150, COVERAGE_ITEM_CORRECT: 0.0547526, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2210646, DIVERSITY_GINI: 0.1656668, SHANNON_ENTROPY: 11.7923468, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1867944, PRECISION: 0.0400598, PRECISION_RECALL_MIN_DEN: 0.1415610, RECALL: 0.1372276, MAP: 0.0665923, MRR: 0.1392925, NDCG: 0.0996393, F1: 0.0620142, HIT_RATE: 0.4005983, ARHR: 0.1614845, NOVELTY: 0.0048002, AVERAGE_POPULARITY: 0.1140272, DIVERSITY_MEAN_INTER_LIST: 0.9830779, DIVERSITY_HERFINDAHL: 0.9982904, COVERAGE_ITEM: 0.4434033, COVERAGE_ITEM_CORRECT: 0.0468142, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2083805, DIVERSITY_GINI: 0.1374031, SHANNON_ENTROPY: 11.3738058, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1940911, PRECISION: 0.0425177, PRECISION_RECALL_MIN_DEN: 0.1525657, RECALL: 0.1480911, MAP: 0.0700809, MRR: 0.1443171, NDCG: 0.1053331, F1: 0.0660657, HIT_RATE: 0.4251770, ARHR: 0.1685145, NOVELTY: 0.0049809, AVERAGE_POPULARITY: 0.0747937, DIVERSITY_MEAN_INTER_LIST: 0.9933764, DIVERSITY_HERFINDAHL: 0.9993201, COVERAGE_ITEM: 0.5171588, COVERAGE_ITEM_CORRECT: 0.0592339, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2192274, DIVERSITY_GINI: 0.2011406, SHANNON_ENTROPY: 12.3121563, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1829909, PRECISION: 0.0389607, PRECISION_RECALL_MIN_DEN: 0.1376466, RECALL: 0.1334070, MAP: 0.0645006, MRR: 0.1359345, NDCG: 0.0967890, F1: 0.0603073, HIT_RATE: 0.3896066, ARHR: 0.1572965, NOVELTY: 0.0047862, AVERAGE_POPULARITY: 0.1172818, DIVERSITY_MEAN_INTER_LIST: 0.9817961, DIVERSITY_HERFINDAHL: 0.9981623, COVERAGE_ITEM: 0.4407546, COVERAGE_ITEM_CORRECT: 0.0444966, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2039763, DIVERSITY_GINI: 0.1345956, SHANNON_ENTROPY: 11.3007493, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1425644, PRECISION: 0.0298143, PRECISION_RECALL_MIN_DEN: 0.1086836, RECALL: 0.1055099, MAP: 0.0486626, MRR: 0.1016037, NDCG: 0.0741116, F1: 0.0464893, HIT_RATE: 0.2981433, ARHR: 0.1150441, NOVELTY: 0.0052221, AVERAGE_POPULARITY: 0.0327595, DIVERSITY_MEAN_INTER_LIST: 0.9974707, DIVERSITY_HERFINDAHL: 0.9997294, COVERAGE_ITEM: 0.5814899, COVERAGE_ITEM_CORRECT: 0.0500096, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1639361, DIVERSITY_GINI: 0.2742971, SHANNON_ENTROPY: 13.0135261, 

