
SearchBayesianSkopt-CV: New best config found. Config 0: {'a': 0.39988908366603393, 'b': 0.7467067794473331, 'c': 0.2068190996377532, 'normalize': False} - results: ROC_AUC: 0.1936530, PRECISION: 0.0418169, PRECISION_RECALL_MIN_DEN: 0.1505990, RECALL: 0.1462644, MAP: 0.0703770, MRR: 0.1434206, NDCG: 0.1049540, F1: 0.0650374, HIT_RATE: 0.4181691, ARHR: 0.1670469, NOVELTY: 0.0048951, AVERAGE_POPULARITY: 0.0888909, DIVERSITY_MEAN_INTER_LIST: 0.9902556, DIVERSITY_HERFINDAHL: 0.9990081, COVERAGE_ITEM: 0.4733321, COVERAGE_ITEM_CORRECT: 0.0551607, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2163835, DIVERSITY_GINI: 0.1652142, SHANNON_ENTROPY: 11.8932658, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'a': 0.36830431095858746, 'b': 0.898354624392607, 'c': 0.6843511636770881, 'normalize': True} - results: ROC_AUC: 0.1902223, PRECISION: 0.0414529, PRECISION_RECALL_MIN_DEN: 0.1463049, RECALL: 0.1418471, MAP: 0.0683083, MRR: 0.1418028, NDCG: 0.1023149, F1: 0.0641543, HIT_RATE: 0.4145288, ARHR: 0.1653957, NOVELTY: 0.0048642, AVERAGE_POPULARITY: 0.1029275, DIVERSITY_MEAN_INTER_LIST: 0.9866370, DIVERSITY_HERFINDAHL: 0.9986463, COVERAGE_ITEM: 0.4709682, COVERAGE_ITEM_CORRECT: 0.0511646, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2132629, DIVERSITY_GINI: 0.1607970, SHANNON_ENTROPY: 11.7176718, 
SearchBayesianSkopt-CV: Config 2 is suboptimal. Config: {'a': 0.09471694751981954, 'b': 0.9203273643855152, 'c': 0.16044463553572766, 'normalize': True} - results: ROC_AUC: 0.1872599, PRECISION: 0.0405335, PRECISION_RECALL_MIN_DEN: 0.1420314, RECALL: 0.1375929, MAP: 0.0667233, MRR: 0.1402548, NDCG: 0.0999230, F1: 0.0626168, HIT_RATE: 0.4053352, ARHR: 0.1629071, NOVELTY: 0.0047988, AVERAGE_POPULARITY: 0.1099081, DIVERSITY_MEAN_INTER_LIST: 0.9850556, DIVERSITY_HERFINDAHL: 0.9984882, COVERAGE_ITEM: 0.4304601, COVERAGE_ITEM_CORRECT: 0.0481232, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2096137, DIVERSITY_GINI: 0.1323795, SHANNON_ENTROPY: 11.4088656, 
SearchBayesianSkopt-CV: Config 3 is suboptimal. Config: {'a': 0.9781575812965135, 'b': 0.6416852376253805, 'c': 0.8119823355130084, 'normalize': False} - results: ROC_AUC: 0.1761186, PRECISION: 0.0373530, PRECISION_RECALL_MIN_DEN: 0.1380702, RECALL: 0.1343648, MAP: 0.0632992, MRR: 0.1286022, NDCG: 0.0951581, F1: 0.0584542, HIT_RATE: 0.3735297, ARHR: 0.1477712, NOVELTY: 0.0050490, AVERAGE_POPULARITY: 0.0611678, DIVERSITY_MEAN_INTER_LIST: 0.9948690, DIVERSITY_HERFINDAHL: 0.9994693, COVERAGE_ITEM: 0.5405351, COVERAGE_ITEM_CORRECT: 0.0542137, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1989178, DIVERSITY_GINI: 0.2265015, SHANNON_ENTROPY: 12.5558365, 

SearchBayesianSkopt-CV: New best config found. Config 4: {'a': 0.19083263978347026, 'b': 0.36822743561222177, 'c': 0.6433901864235739, 'normalize': False} - results: ROC_AUC: 0.1957143, PRECISION: 0.0422837, PRECISION_RECALL_MIN_DEN: 0.1509932, RECALL: 0.1465202, MAP: 0.0710315, MRR: 0.1459554, NDCG: 0.1057902, F1: 0.0656254, HIT_RATE: 0.4228368, ARHR: 0.1701986, NOVELTY: 0.0048721, AVERAGE_POPULARITY: 0.0945289, DIVERSITY_MEAN_INTER_LIST: 0.9890145, DIVERSITY_HERFINDAHL: 0.9988840, COVERAGE_ITEM: 0.4631915, COVERAGE_ITEM_CORRECT: 0.0544909, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2178180, DIVERSITY_GINI: 0.1568811, SHANNON_ENTROPY: 11.7745028, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'a': 0.9867428031916895, 'b': 0.2806981062140121, 'c': 0.9904798367366471, 'normalize': True} - results: ROC_AUC: 0.1860289, PRECISION: 0.0402478, PRECISION_RECALL_MIN_DEN: 0.1443746, RECALL: 0.1401202, MAP: 0.0665402, MRR: 0.1373687, NDCG: 0.1000155, F1: 0.0625321, HIT_RATE: 0.4024785, ARHR: 0.1597329, NOVELTY: 0.0049943, AVERAGE_POPULARITY: 0.0781506, DIVERSITY_MEAN_INTER_LIST: 0.9920124, DIVERSITY_HERFINDAHL: 0.9991837, COVERAGE_ITEM: 0.5355226, COVERAGE_ITEM_CORRECT: 0.0548219, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2094627, DIVERSITY_GINI: 0.2150520, SHANNON_ENTROPY: 12.3399664, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'a': 0.2127784681579103, 'b': 0.60649347517527, 'c': 0.1328508812429561, 'normalize': False} - results: ROC_AUC: 0.1922728, PRECISION: 0.0417280, PRECISION_RECALL_MIN_DEN: 0.1477354, RECALL: 0.1432547, MAP: 0.0693055, MRR: 0.1434201, NDCG: 0.1035169, F1: 0.0646270, HIT_RATE: 0.4172795, ARHR: 0.1673820, NOVELTY: 0.0048460, AVERAGE_POPULARITY: 0.0977280, DIVERSITY_MEAN_INTER_LIST: 0.9883191, DIVERSITY_HERFINDAHL: 0.9988145, COVERAGE_ITEM: 0.4450279, COVERAGE_ITEM_CORRECT: 0.0530202, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2144709, DIVERSITY_GINI: 0.1444242, SHANNON_ENTROPY: 11.6413037, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'a': 0.974238032123889, 'b': 0.05681121439278215, 'c': 0.7588862294834752, 'normalize': False} - results: ROC_AUC: 0.1225664, PRECISION: 0.0256440, PRECISION_RECALL_MIN_DEN: 0.0952622, RECALL: 0.0925634, MAP: 0.0413867, MRR: 0.0858374, NDCG: 0.0636612, F1: 0.0401603, HIT_RATE: 0.2564399, ARHR: 0.0965282, NOVELTY: 0.0052531, AVERAGE_POPULARITY: 0.0259953, DIVERSITY_MEAN_INTER_LIST: 0.9977150, DIVERSITY_HERFINDAHL: 0.9997539, COVERAGE_ITEM: 0.5851165, COVERAGE_ITEM_CORRECT: 0.0461367, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1436517, DIVERSITY_GINI: 0.2803342, SHANNON_ENTROPY: 13.0676667, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'a': 0.44111403803963356, 'b': 0.20563284056244352, 'c': 0.5755894297091031, 'normalize': False} - results: ROC_AUC: 0.1698439, PRECISION: 0.0355399, PRECISION_RECALL_MIN_DEN: 0.1319716, RECALL: 0.1284616, MAP: 0.0602070, MRR: 0.1227618, NDCG: 0.0907689, F1: 0.0556757, HIT_RATE: 0.3553994, ARHR: 0.1403246, NOVELTY: 0.0050872, AVERAGE_POPULARITY: 0.0548209, DIVERSITY_MEAN_INTER_LIST: 0.9956155, DIVERSITY_HERFINDAHL: 0.9995440, COVERAGE_ITEM: 0.5524543, COVERAGE_ITEM_CORRECT: 0.0528739, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1914936, DIVERSITY_GINI: 0.2395732, SHANNON_ENTROPY: 12.6826477, 
SearchBayesianSkopt-CV: Config 9 is suboptimal. Config: {'a': 0.661637257359202, 'b': 0.0939209496897511, 'c': 0.4901499324681551, 'normalize': False} - results: ROC_AUC: 0.1345319, PRECISION: 0.0279197, PRECISION_RECALL_MIN_DEN: 0.1041227, RECALL: 0.1012963, MAP: 0.0459794, MRR: 0.0948243, NDCG: 0.0702917, F1: 0.0437729, HIT_RATE: 0.2791970, ARHR: 0.1067240, NOVELTY: 0.0052177, AVERAGE_POPULARITY: 0.0322194, DIVERSITY_MEAN_INTER_LIST: 0.9974567, DIVERSITY_HERFINDAHL: 0.9997280, COVERAGE_ITEM: 0.5798653, COVERAGE_ITEM_CORRECT: 0.0477305, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1557317, DIVERSITY_GINI: 0.2733805, SHANNON_ENTROPY: 13.0082704, 
