
SearchBayesianSkopt-CV: New best config found. Config 0: {'alpha': 0.3802747473066035, 'l1_ratio': 0.13186946873443442} - results: ROC_AUC: 0.1807129, PRECISION: 0.0387672, PRECISION_RECALL_MIN_DEN: 0.1351893, RECALL: 0.1308518, MAP: 0.0634048, MRR: 0.1350483, NDCG: 0.0952488, F1: 0.0598122, HIT_RATE: 0.3876723, ARHR: 0.1562430, NOVELTY: 0.0048023, AVERAGE_POPULARITY: 0.1042687, DIVERSITY_MEAN_INTER_LIST: 0.9873672, DIVERSITY_HERFINDAHL: 0.9987193, COVERAGE_ITEM: 0.4194803, COVERAGE_ITEM_CORRECT: 0.0458672, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2025418, DIVERSITY_GINI: 0.1296998, SHANNON_ENTROPY: 11.4903116, 
SearchBayesianSkopt-CV: Config 1 is suboptimal. Config: {'alpha': 0.9645989287109766, 'l1_ratio': 0.0018753667707487325} - results: ROC_AUC: 0.1713727, PRECISION: 0.0362650, PRECISION_RECALL_MIN_DEN: 0.1266355, RECALL: 0.1226682, MAP: 0.0595749, MRR: 0.1277628, NDCG: 0.0895900, F1: 0.0559769, HIT_RATE: 0.3626502, ARHR: 0.1471990, NOVELTY: 0.0047628, AVERAGE_POPULARITY: 0.1113590, DIVERSITY_MEAN_INTER_LIST: 0.9849047, DIVERSITY_HERFINDAHL: 0.9984731, COVERAGE_ITEM: 0.4029490, COVERAGE_ITEM_CORRECT: 0.0403773, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1913426, DIVERSITY_GINI: 0.1168126, SHANNON_ENTROPY: 11.2538433, 

SearchBayesianSkopt-CV: New best config found. Config 2: {'alpha': 0.1020039652992212, 'l1_ratio': 0.6059534331952685} - results: ROC_AUC: 0.1813733, PRECISION: 0.0388840, PRECISION_RECALL_MIN_DEN: 0.1354309, RECALL: 0.1310014, MAP: 0.0635370, MRR: 0.1353699, NDCG: 0.0954112, F1: 0.0599673, HIT_RATE: 0.3888405, ARHR: 0.1567281, NOVELTY: 0.0048104, AVERAGE_POPULARITY: 0.1026801, DIVERSITY_MEAN_INTER_LIST: 0.9878824, DIVERSITY_HERFINDAHL: 0.9987708, COVERAGE_ITEM: 0.4230529, COVERAGE_ITEM_CORRECT: 0.0466603, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2028942, DIVERSITY_GINI: 0.1325313, SHANNON_ENTROPY: 11.5409929, 

SearchBayesianSkopt-CV: New best config found. Config 3: {'alpha': 0.08202182732869136, 'l1_ratio': 0.13655438601679395} - results: ROC_AUC: 0.1813543, PRECISION: 0.0389478, PRECISION_RECALL_MIN_DEN: 0.1355482, RECALL: 0.1311006, MAP: 0.0636588, MRR: 0.1355801, NDCG: 0.0955396, F1: 0.0600534, HIT_RATE: 0.3894782, ARHR: 0.1569778, NOVELTY: 0.0048064, AVERAGE_POPULARITY: 0.1033053, DIVERSITY_MEAN_INTER_LIST: 0.9877338, DIVERSITY_HERFINDAHL: 0.9987559, COVERAGE_ITEM: 0.4213436, COVERAGE_ITEM_CORRECT: 0.0467218, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2031207, DIVERSITY_GINI: 0.1315853, SHANNON_ENTROPY: 11.5281701, 
SearchBayesianSkopt-CV: Config 4 is suboptimal. Config: {'alpha': 0.3202507092784869, 'l1_ratio': 0.45246639537717304} - results: ROC_AUC: 0.1807626, PRECISION: 0.0387956, PRECISION_RECALL_MIN_DEN: 0.1351265, RECALL: 0.1307693, MAP: 0.0634871, MRR: 0.1352631, NDCG: 0.0953075, F1: 0.0598379, HIT_RATE: 0.3879559, ARHR: 0.1565351, NOVELTY: 0.0048133, AVERAGE_POPULARITY: 0.1025002, DIVERSITY_MEAN_INTER_LIST: 0.9878502, DIVERSITY_HERFINDAHL: 0.9987676, COVERAGE_ITEM: 0.4242541, COVERAGE_ITEM_CORRECT: 0.0462830, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2024663, DIVERSITY_GINI: 0.1326557, SHANNON_ENTROPY: 11.5348902, 
SearchBayesianSkopt-CV: Config 5 is suboptimal. Config: {'alpha': 0.9211224203270332, 'l1_ratio': 0.3422594659470591} - results: ROC_AUC: 0.1751164, PRECISION: 0.0369326, PRECISION_RECALL_MIN_DEN: 0.1279881, RECALL: 0.1238664, MAP: 0.0606577, MRR: 0.1307747, NDCG: 0.0910542, F1: 0.0568986, HIT_RATE: 0.3693255, ARHR: 0.1508217, NOVELTY: 0.0048284, AVERAGE_POPULARITY: 0.1014354, DIVERSITY_MEAN_INTER_LIST: 0.9874700, DIVERSITY_HERFINDAHL: 0.9987296, COVERAGE_ITEM: 0.4343099, COVERAGE_ITEM_CORRECT: 0.0422252, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.1938845, DIVERSITY_GINI: 0.1343368, SHANNON_ENTROPY: 11.5027826, 
SearchBayesianSkopt-CV: Config 6 is suboptimal. Config: {'alpha': 0.4018652788413335, 'l1_ratio': 0.2384254950709998} - results: ROC_AUC: 0.1805405, PRECISION: 0.0388024, PRECISION_RECALL_MIN_DEN: 0.1353034, RECALL: 0.1309571, MAP: 0.0634182, MRR: 0.1349821, NDCG: 0.0952808, F1: 0.0598655, HIT_RATE: 0.3880244, ARHR: 0.1562283, NOVELTY: 0.0048066, AVERAGE_POPULARITY: 0.1036837, DIVERSITY_MEAN_INTER_LIST: 0.9875038, DIVERSITY_HERFINDAHL: 0.9987329, COVERAGE_ITEM: 0.4216285, COVERAGE_ITEM_CORRECT: 0.0459596, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2025418, DIVERSITY_GINI: 0.1307390, SHANNON_ENTROPY: 11.5030672, 
SearchBayesianSkopt-CV: Config 7 is suboptimal. Config: {'alpha': 0.04381602697118648, 'l1_ratio': 0.47585113673100055} - results: ROC_AUC: 0.1814888, PRECISION: 0.0389690, PRECISION_RECALL_MIN_DEN: 0.1355603, RECALL: 0.1311086, MAP: 0.0635765, MRR: 0.1354424, NDCG: 0.0954859, F1: 0.0600794, HIT_RATE: 0.3896901, ARHR: 0.1568531, NOVELTY: 0.0048079, AVERAGE_POPULARITY: 0.1029932, DIVERSITY_MEAN_INTER_LIST: 0.9878198, DIVERSITY_HERFINDAHL: 0.9987645, COVERAGE_ITEM: 0.4218133, COVERAGE_ITEM_CORRECT: 0.0467911, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2032213, DIVERSITY_GINI: 0.1320014, SHANNON_ENTROPY: 11.5356962, 
SearchBayesianSkopt-CV: Config 8 is suboptimal. Config: {'alpha': 0.34459656596494853, 'l1_ratio': 0.21058370021993017} - results: ROC_AUC: 0.1807267, PRECISION: 0.0388345, PRECISION_RECALL_MIN_DEN: 0.1352845, RECALL: 0.1309231, MAP: 0.0634782, MRR: 0.1351168, NDCG: 0.0953342, F1: 0.0598997, HIT_RATE: 0.3883452, ARHR: 0.1563936, NOVELTY: 0.0048056, AVERAGE_POPULARITY: 0.1036905, DIVERSITY_MEAN_INTER_LIST: 0.9875389, DIVERSITY_HERFINDAHL: 0.9987364, COVERAGE_ITEM: 0.4213128, COVERAGE_ITEM_CORRECT: 0.0460751, COVERAGE_USER: 0.7121681, COVERAGE_USER_CORRECT: 0.2026677, DIVERSITY_GINI: 0.1307348, SHANNON_ENTROPY: 11.5060093, 
